Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9
2016-11-30 14:17:16, 20.93,    -1,     2,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 14:17:17, 21.01,    -2,     1,     0,     0,     0, 0.031, 0.000,     0,     0,     0,     0
2016-11-30 14:17:18, 20.99,    -1,     1,     0,     0,     0, 0.035, 0.000,     0,     0,     0,     0
2016-11-30 14:17:19, 20.98,     0,     2,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 14:17:20, 20.98,    -1,     1,     0,     0,     0, 0.019, 0.000,     0,     0,     0,     0
2016-11-30 14:17:21, 21.00,    -3,     1,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 14:17:22, 21.02,    -3,     3,     0,     0,     0, 0.062, 0.000,     0,     0,     0,     0
2016-11-30 14:17:23, 21.02,    -4,     3,     0,     0,     0, 0.039, 0.000,     0,     0,     0,     0
2016-11-30 14:17:24, 20.96,    -1,     3,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 14:17:25, 20.96,    -1,     3,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 14:17:26, 21.01,    -2,     4,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 14:17:27, 20.97,    -2,     3,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 14:17:28, 20.98,    -3,     4,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 14:17:29, 20.96,    -1,     3,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 14:17:30, 20.96,    -1,     3,     0,     0,     0, 0.058, 0.000,     0,     0,     0,     0
2016-11-30 14:17:31, 20.96,    -1,     2,     0,     0,     0, 0.039, 0.000,     0,     0,     0,     0
2016-11-30 14:17:32, 20.92,    -1,     3,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 14:17:33, 20.96,    -2,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 14:17:34, 20.97,    12,    28,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 14:17:35, 16.56,   104,   102,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
