Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9,load,displacement
2016/11/30 14:35,-177.55,0,0,0,0,0,-10.945,0,0,0,0,0,199.88,10.945
2016/11/30 14:35,-177.63,0,0,0,0,0,-11.003,0,0,0,0,0,199.96,11.003
2016/11/30 14:35,-176.72,0,0,0,0,0,-11.061,0,0,0,0,0,199.05,11.061
2016/11/30 14:35,-175.65,0,0,0,0,0,-11.308,0,0,0,0,0,197.98,11.308
2016/11/30 14:35,-175.7,0,0,0,0,0,-11.18,0,0,0,0,0,198.03,11.18
2016/11/30 14:35,-174.57,0,0,0,0,0,-11.358,0,0,0,0,0,196.9,11.358
2016/11/30 14:35,-174.45,0,0,0,0,0,-11.277,0,0,0,0,0,196.78,11.277
2016/11/30 14:35,-173.43,0,0,0,0,0,-11.531,0,0,0,0,0,195.76,11.531
2016/11/30 14:35,-173.6,0,0,0,0,0,-11.574,0,0,0,0,0,195.93,11.574
2016/11/30 14:35,-172.44,0,0,0,0,0,-11.033,0,0,0,0,0,194.77,11.033
2016/11/30 14:35,-172.37,0,0,0,0,0,-11.489,0,0,0,0,0,194.7,11.489
2016/11/30 14:35,-171.47,0,0,0,0,0,-11.562,0,0,0,0,0,193.8,11.562
2016/11/30 14:35,-170.49,0,0,0,0,0,-11.601,0,0,0,0,0,192.82,11.601
2016/11/30 14:35,-170.31,0,0,0,0,0,-11.616,0,0,0,0,0,192.64,11.616
2016/11/30 14:35,-169.26,0,0,0,0,0,-11.69,0,0,0,0,0,191.59,11.69
2016/11/30 14:35,-169.06,0,0,0,0,0,-11.759,0,0,0,0,0,191.39,11.759
2016/11/30 14:35,-168.1,0,0,0,0,0,-11.836,0,0,0,0,0,190.43,11.836
2016/11/30 14:35,-168.04,0,0,0,0,0,-11.886,0,0,0,0,0,190.37,11.886
2016/11/30 14:35,-166.88,0,0,0,0,0,-11.879,0,0,0,0,0,189.21,11.879
2016/11/30 14:35,-166.81,0,0,0,0,0,-12.037,0,0,0,0,0,189.14,12.037
2016/11/30 14:35,-165.67,0,0,0,0,0,-11.998,0,0,0,0,0,188,11.998
2016/11/30 14:35,-165.39,0,0,0,0,0,-12.265,0,0,0,0,0,187.72,12.265
2016/11/30 14:35,-164.2,0,0,0,0,0,-12.091,0,0,0,0,0,186.53,12.091
2016/11/30 14:35,-164.19,0,0,0,0,0,-12.357,0,0,0,0,0,186.52,12.357
2016/11/30 14:35,-163.04,0,0,0,0,0,-12.238,0,0,0,0,0,185.37,12.238
2016/11/30 14:35,-162.12,0,0,0,0,0,-12.238,0,0,0,0,0,184.45,12.238
2016/11/30 14:35,-161.84,0,0,0,0,0,-12.292,0,0,0,0,0,184.17,12.292
2016/11/30 14:35,-160.73,0,0,0,0,0,-12.346,0,0,0,0,0,183.06,12.346
2016/11/30 14:35,-160.51,0,0,0,0,0,-12.392,0,0,0,0,0,182.84,12.392
2016/11/30 14:35,-159.19,0,0,0,0,0,-12.596,0,0,0,0,0,181.52,12.596
2016/11/30 14:35,-159.05,0,0,0,0,0,-12.512,0,0,0,0,0,181.38,12.512
2016/11/30 14:35,-158.48,0,0,0,0,0,-12.535,0,0,0,0,0,180.81,12.535
2016/11/30 14:35,-157.2,0,0,0,0,0,-12.581,0,0,0,0,0,179.53,12.581
2016/11/30 14:35,-156.96,0,0,0,0,0,-12.82,0,0,0,0,0,179.29,12.82
2016/11/30 14:35,-155.82,0,0,0,0,0,-12.708,0,0,0,0,0,178.15,12.708
2016/11/30 14:35,-155.35,0,0,0,0,0,-12.786,0,0,0,0,0,177.68,12.786
2016/11/30 14:35,-154.28,0,0,0,0,0,-12.832,0,0,0,0,0,176.61,12.832
2016/11/30 14:35,-153.09,0,0,0,0,0,-13.056,0,0,0,0,0,175.42,13.056
2016/11/30 14:35,-152.56,0,0,0,0,0,-13.006,0,0,0,0,0,174.89,13.006
2016/11/30 14:35,-151.79,0,0,0,0,0,-13.06,0,0,0,0,0,174.12,13.06
2016/11/30 14:35,-151.53,0,0,0,0,0,-13.345,0,0,0,0,0,173.86,13.345
2016/11/30 14:35,-150.3,0,0,0,0,0,-13.056,0,0,0,0,0,172.63,13.056
2016/11/30 14:35,-149.86,0,0,0,0,0,-13.114,0,0,0,0,0,172.19,13.114
2016/11/30 14:35,-148.46,0,0,0,0,0,-13.171,0,0,0,0,0,170.79,13.171
2016/11/30 14:35,-148.16,0,0,0,0,0,-13.337,0,0,0,0,0,170.49,13.337
2016/11/30 14:35,-146.77,0,0,0,0,0,-13.218,0,0,0,0,0,169.1,13.218
2016/11/30 14:35,-146.33,0,0,0,0,0,-13.526,0,0,0,0,0,168.66,13.526
2016/11/30 14:35,-144.9,0,0,0,0,0,-13.391,0,0,0,0,0,167.23,13.391
2016/11/30 14:36,-144.41,0,0,0,0,0,-13.457,0,0,0,0,0,166.74,13.457
2016/11/30 14:36,-143.73,0,0,0,0,0,-13.418,0,0,0,0,0,166.06,13.418
2016/11/30 14:36,-142.04,0,0,0,0,0,-13.538,0,0,0,0,0,164.37,13.538
2016/11/30 14:36,-141.93,0,0,0,0,0,-13.588,0,0,0,0,0,164.26,13.588
2016/11/30 14:36,-140.27,0,0,0,0,0,-13.824,0,0,0,0,0,162.6,13.824
2016/11/30 14:36,-122.48,0,0,0,0,0,-13.835,0,0,0,0,0,144.81,13.835
2016/11/30 14:36,-123.41,0,0,0,0,0,-13.839,0,0,0,0,0,145.74,13.839
2016/11/30 14:36,-123.31,0,0,0,0,0,-14.02,0,0,0,0,0,145.64,14.02
2016/11/30 14:36,-122.53,0,0,0,0,0,-13.955,0,0,0,0,0,144.86,13.955
2016/11/30 14:36,-120.6,0,0,0,0,0,-14.171,0,0,0,0,0,142.93,14.171
2016/11/30 14:36,18.72,0,0,0,0,0,-15.514,0,0,0,0,0,3.61,15.514
2016/11/30 14:36,18.96,0,0,0,0,0,-15.529,0,0,0,0,0,3.37,15.529
2016/11/30 14:36,18.96,0,0,0,0,0,-15.526,0,0,0,0,0,3.37,15.526
2016/11/30 14:36,18.99,0,0,0,0,0,-15.529,0,0,0,0,0,3.34,15.529
2016/11/30 14:36,19,0,0,0,0,0,-15.526,0,0,0,0,0,3.33,15.526
2016/11/30 14:36,18.96,0,0,0,0,0,-15.526,0,0,0,0,0,3.37,15.526
2016/11/30 14:36,18.95,0,0,0,0,0,-15.479,0,0,0,0,0,3.38,15.479
2016/11/30 14:36,18.87,0,0,0,0,0,-15.533,0,0,0,0,0,3.46,15.533
2016/11/30 14:36,18.89,0,0,0,0,0,-15.526,0,0,0,0,0,3.44,15.526
2016/11/30 14:36,18.85,0,0,0,0,0,-15.537,0,0,0,0,0,3.48,15.537
2016/11/30 14:36,18.93,0,0,0,0,0,-15.533,0,0,0,0,0,3.4,15.533
2016/11/30 14:36,18.97,0,0,0,0,0,-15.545,0,0,0,0,0,3.36,15.545
2016/11/30 14:36,18.89,0,0,0,0,0,-15.518,0,0,0,0,0,3.44,15.518
2016/11/30 14:36,18.85,0,0,0,0,0,-15.533,0,0,0,0,0,3.48,15.533
2016/11/30 14:36,18.89,0,0,0,0,0,-15.506,0,0,0,0,0,3.44,15.506
2016/11/30 14:36,18.87,0,0,0,0,0,-15.502,0,0,0,0,0,3.46,15.502
2016/11/30 14:36,18.94,0,0,0,0,0,-15.537,0,0,0,0,0,3.39,15.537
2016/11/30 14:36,18.97,0,0,0,0,0,-15.537,0,0,0,0,0,3.36,15.537
2016/11/30 14:36,18.88,0,0,0,0,0,-15.541,0,0,0,0,0,3.45,15.541
2016/11/30 14:36,18.89,0,0,0,0,0,-15.502,0,0,0,0,0,3.44,15.502
2016/11/30 14:36,18.89,0,0,0,0,0,-15.518,0,0,0,0,0,3.44,15.518
2016/11/30 14:36,18.87,0,0,0,0,0,-21.091,0,0,0,0,0,3.46,21.091
2016/11/30 14:36,18.82,0,0,0,0,0,-21.573,0,0,0,0,0,3.51,21.573
2016/11/30 14:36,18.83,0,0,0,0,0,-21.704,0,0,0,0,0,3.5,21.704
2016/11/30 14:36,18.86,0,0,0,0,0,-23.348,0,0,0,0,0,3.47,23.348
2016/11/30 14:36,18.86,0,0,0,0,0,-23.352,0,0,0,0,0,3.47,23.352
2016/11/30 14:36,18.84,0,0,0,0,0,-23.313,0,0,0,0,0,3.49,23.313
2016/11/30 14:36,18.85,0,0,0,0,0,-23.437,0,0,0,0,0,3.48,23.437
2016/11/30 14:36,18.83,0,0,0,0,0,-23.317,0,0,0,0,0,3.5,23.317
2016/11/30 14:36,18.91,0,0,0,0,0,-23.286,0,0,0,0,0,3.42,23.286
2016/11/30 14:36,18.86,0,0,0,0,0,-23.275,0,0,0,0,0,3.47,23.275
2016/11/30 14:36,18.9,0,0,0,0,0,-23.371,0,0,0,0,0,3.43,23.371
2016/11/30 14:36,18.9,0,0,0,0,0,-23.329,0,0,0,0,0,3.43,23.329
2016/11/30 14:36,18.89,0,0,0,0,0,-23.368,0,0,0,0,0,3.44,23.368
2016/11/30 14:36,18.84,0,0,0,0,0,-23.422,0,0,0,0,0,3.49,23.422
2016/11/30 14:36,18.87,0,0,0,0,0,-23.333,0,0,0,0,0,3.46,23.333
2016/11/30 14:36,18.93,0,0,0,0,0,-23.422,0,0,0,0,0,3.4,23.422
2016/11/30 14:36,18.94,0,0,0,0,0,-23.418,0,0,0,0,0,3.39,23.418
