Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9
2016-11-30 12:57:59, 18.32,    30,    33,     0,     0,     0, 0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:58:00, 18.19,    32,    35,     0,     0,     0, 0.046, 0.000,     0,     0,     0,     0
2016-11-30 12:58:01, 18.19,    32,    34,     0,     0,     0, 0.039, 0.000,     0,     0,     0,     0
2016-11-30 12:58:02, 18.56,    26,    28,     0,     0,     0, 0.050, 0.000,     0,     0,     0,     0
2016-11-30 12:58:03, 19.06,    19,    21,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:04, 19.22,    19,    21,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:05, 18.98,    22,    25,     0,     0,     0, 0.050, 0.000,     0,     0,     0,     0
2016-11-30 12:58:06, 18.77,     1,    28,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:07, 18.50,     7,     5,     0,     0,     0, 0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:58:08, 18.40,     9,     6,     0,     0,     0, 0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:58:09, 18.66,     1,     0,     0,     0,     0, 0.058, 0.000,     0,     0,     0,     0
2016-11-30 12:58:10, 18.95,    -6,    -7,     0,     0,     0, 0.340, 0.000,     0,     0,     0,     0
2016-11-30 12:58:11, 19.42,   -10,   -10,     0,     0,     0, 0.340, 0.000,     0,     0,     0,     0
2016-11-30 12:58:12, 19.15,    -5,    -5,     0,     0,     0, 0.336, 0.000,     0,     0,     0,     0
2016-11-30 12:58:13, 19.00,    -4,    -4,     0,     0,     0, 0.382, 0.000,     0,     0,     0,     0
2016-11-30 12:58:14, 18.68,     0,     0,     0,     0,     0, 0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:58:15, 18.42,     2,     3,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:16, 18.46,     2,     2,     0,     0,     0, 0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:58:17, 19.13,    -5,    -7,     0,     0,     0, 0.054, 0.000,     0,     0,     0,     0
2016-11-30 12:58:18, 19.40,   -12,   -12,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:19, 19.39,   -11,   -11,     0,     0,     0, 0.042, 0.000,     0,     0,     0,     0
2016-11-30 12:58:20, 19.08,    -8,    -7,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:21, 18.99,    -1,    -3,     0,     0,     0, 0.050, 0.000,     0,     0,     0,     0
2016-11-30 12:58:22, 18.68,     3,     1,     0,     0,     0, 0.039, 0.000,     0,     0,     0,     0
2016-11-30 12:58:23, 18.55,     2,     1,     0,     0,     0, 0.042, 0.000,     0,     0,     0,     0
2016-11-30 12:58:24, 18.99,    -6,    -6,     0,     0,     0, 0.054, 0.000,     0,     0,     0,     0
2016-11-30 12:58:25, 19.62,   -12,   -14,     0,     0,     0, 0.042, 0.000,     0,     0,     0,     0
2016-11-30 12:58:26, 19.72,   -14,   -13,     0,     0,     0, 0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:58:27, 19.46,    -9,   -11,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:28, 19.31,    -6,    -7,     0,     0,     0, 0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:58:29, 18.97,    -3,     3,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:30, 17.14,    23,    18,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:31, 16.55,    46,    38,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:32, 15.13,    56,    55,     0,     0,     0, 0.027, 0.000,     0,     0,     0,     0
2016-11-30 12:58:33, 14.45,    67,    64,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:34, 14.07,    75,    76,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:35, 13.55,    80,    82,     0,     0,     0, 0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:58:36, 13.54,    74,    82,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:37, 13.03,    85,    94,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:38, 12.34,    98,   107,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:39, 11.66,   107,   113,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:40, 11.36,   108,   117,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:41, 11.11,   119,   129,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:42, 10.16,   128,   138,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:43,  9.64,   135,   147,     0,     0,     0, 0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:58:44,  9.07,   137,   155,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:45,  8.18,   153,   166,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:46,  7.74,   160,   175,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:47,  7.04,   171,   188,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:48,  7.14,   183,   199,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:49,  6.09,   192,   209,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:50,  4.84,   200,   223,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 12:58:51,  4.65,   211,   232,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:58:52,  3.53,   224,   245,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:58:53,  3.16,   237,   262,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 12:58:54,  2.43,   240,   264,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:58:55,  1.54,   256,   281,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:58:56,  0.82,   260,   288,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:58:57,  0.56,   262,   284,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:58:58,  0.16,   265,   300,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:58:59,  0.48,   267,   305,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:59:00, -0.13,   267,   307,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:59:01, -0.13,   267,   308,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:59:02, -0.13,   266,   309,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:59:03, -0.12,   266,   307,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:59:04, -0.15,   266,   307,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:59:05, -0.15,   266,   308,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:59:06, -0.13,   266,   308,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:59:07, -0.12,   267,   309,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:59:08, -0.11,   266,   308,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:59:09, -0.13,   267,   309,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:59:10, -0.15,   265,   309,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:59:11, -0.10,   265,   308,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:59:12, -0.09,   265,   309,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:59:13, -0.10,   267,   309,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 12:59:14, -0.33,   272,   312,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 12:59:15, -0.70,   278,   315,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:59:16, -1.00,   286,   322,     0,     0,     0,-0.039, 0.000,     0,     0,     0,     0
2016-11-30 12:59:17, -1.37,   292,   323,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:59:18, -2.36,   305,   334,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 12:59:19, -2.79,   318,   349,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 12:59:20, -3.84,   329,   364,     0,     0,     0,-0.027, 0.000,     0,     0,     0,     0
2016-11-30 12:59:21, -4.56,   344,   378,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 12:59:22, -5.62,   353,   389,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:59:23, -6.20,   371,   406,     0,     0,     0,-0.027, 0.000,     0,     0,     0,     0
2016-11-30 12:59:24, -7.36,   385,   412,     0,     0,     0,-0.039, 0.000,     0,     0,     0,     0
2016-11-30 12:59:25, -8.70,   403,   441,     0,     0,     0,-0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:59:26, -9.76,   419,   458,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 12:59:27,-10.33,   441,   481,     0,     0,     0,-0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:59:28,-11.91,   446,   488,     0,     0,     0,-0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:59:29,-12.55,   471,   514,     0,     0,     0,-0.073, 0.000,     0,     0,     0,     0
2016-11-30 12:59:30,-14.28,   485,   526,     0,     0,     0,-0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:59:31,-14.88,   502,   547,     0,     0,     0,-0.039, 0.000,     0,     0,     0,     0
2016-11-30 12:59:32,-16.73,   521,   567,     0,     0,     0,-0.100, 0.000,     0,     0,     0,     0
2016-11-30 12:59:33,-17.41,   541,   587,     0,     0,     0,-0.062, 0.000,     0,     0,     0,     0
2016-11-30 12:59:34,-18.88,   557,   605,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 12:59:35,-20.44,   577,   626,     0,     0,     0,-0.085, 0.000,     0,     0,     0,     0
2016-11-30 12:59:36,-20.91,   589,   638,     0,     0,     0,-0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:59:37,-22.19,   612,   661,     0,     0,     0,-0.054, 0.000,     0,     0,     0,     0
2016-11-30 12:59:38,-24.29,   626,   678,     0,     0,     0,-0.039, 0.000,     0,     0,     0,     0
2016-11-30 12:59:39,-25.49,   655,   706,     0,     0,     0,-0.139, 0.000,     0,     0,     0,     0
2016-11-30 12:59:40,-26.85,   674,   728,     0,     0,     0,-0.031, 0.000,     0,     0,     0,     0
2016-11-30 12:59:41,-28.15,   708,   759,     0,     0,     0,-0.135, 0.000,     0,     0,     0,     0
2016-11-30 12:59:42,-29.88,   729,   778,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 12:59:43,-30.63,   755,   805,     0,     0,     0,-0.089, 0.000,     0,     0,     0,     0
2016-11-30 12:59:44,-32.48,   775,   826,     0,     0,     0,-0.162, 0.000,     0,     0,     0,     0
2016-11-30 12:59:45,-34.14,   799,   850,     0,     0,     0,-0.158, 0.000,     0,     0,     0,     0
2016-11-30 12:59:46,-34.95,   822,   872,     0,     0,     0,-0.147, 0.000,     0,     0,     0,     0
2016-11-30 12:59:47,-37.67,   837,   884,     0,     0,     0,-0.139, 0.000,     0,     0,     0,     0
2016-11-30 12:59:48,-39.40,   870,   921,     0,     0,     0,-0.139, 0.000,     0,     0,     0,     0
2016-11-30 12:59:49,-39.61,   894,   945,     0,     0,     0,-0.058, 0.000,     0,     0,     0,     0
2016-11-30 12:59:50,-42.70,   925,   954,     0,     0,     0,-0.058, 0.000,     0,     0,     0,     0
2016-11-30 12:59:51,-44.82,   956,  1003,     0,     0,     0,-0.062, 0.000,     0,     0,     0,     0
2016-11-30 12:59:52,-46.18,   977,  1024,     0,     0,     0,-0.158, 0.000,     0,     0,     0,     0
2016-11-30 12:59:53,-48.10,   998,  1044,     0,     0,     0,-0.073, 0.000,     0,     0,     0,     0
2016-11-30 12:59:54,-50.42,  1035,  1081,     0,     0,     0,-0.077, 0.000,     0,     0,     0,     0
