?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%],11.eps1 [%],12.eps1 [%],13.eps1 [%],14.eps1 [%],15.eps1 [%],16.eps1 [%]
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,0.014635,0.015948,0.019521,0.018604,0.006504,0.012354,0.024549,0.002856,0.015215,0.010164,0.004462,0.013751,0.012629,0.000173,0.026980,0.011210
20.000000,0.040765,0.044928,0.041373,0.088478,0.037825,0.034646,0.051482,0.029643,0.051590,0.050698,0.024392,0.031254,0.036387,0.027367,0.050879,0.042726
30.000000,0.052683,0.050675,0.036131,0.071280,0.035769,0.039655,0.065134,0.040926,0.044572,0.050081,0.037089,0.032275,0.031074,0.019302,0.077421,0.038893
40.000000,0.061779,0.046469,0.038995,0.070227,0.035387,0.046496,0.075423,0.051655,0.045561,0.064516,0.043483,0.052696,0.038668,0.012734,0.093611,0.033139
50.000000,0.075833,0.050175,0.046851,0.037969,0.045806,0.033403,0.075807,0.059138,0.050634,0.065395,0.032867,0.052223,0.035229,0.014219,0.099830,0.035911
60.000000,0.067810,0.040114,0.041592,0.023175,0.032992,0.036281,0.058155,0.053950,0.054982,0.063561,0.034168,0.055517,0.030612,0.011968,0.060687,0.034281
70.000000,0.081271,0.050291,0.043316,0.037534,0.043230,0.025928,0.059955,0.048357,0.053141,0.064739,0.039566,0.048649,0.021005,0.020426,0.056353,0.034295
80.000000,0.080763,0.028571,0.034256,0.033716,0.018444,0.032148,0.059635,0.052230,0.032300,0.050452,0.044309,0.050358,0.026396,0.012779,0.066585,0.004420
90.000000,0.100203,0.033144,0.043565,0.082326,0.032230,0.032844,0.092073,0.050888,0.041057,0.050212,0.045562,0.048367,0.042524,0.012237,0.104983,0.009189
100.000000,0.087029,0.016108,0.032588,0.044606,0.012940,0.034937,0.074874,0.053625,0.046436,0.040728,0.034146,0.025443,0.046412,0.019734,0.086075,0.004500
110.000000,0.086540,0.015374,0.039844,0.096562,0.012469,0.034908,0.075009,0.032588,0.053934,0.038810,0.028766,0.016164,0.044336,0.010296,0.082984,0.014951
120.000000,0.087454,0.015684,0.046657,0.133350,0.005019,0.037676,0.059105,0.035612,0.046760,0.049723,0.030848,0.042479,0.042360,0.019030,0.064640,0.020384
130.000000,0.096945,0.016511,0.052416,0.168475,0.015709,0.037081,0.071713,0.041781,0.043510,0.046278,0.033766,0.055434,0.049378,0.015348,0.057526,0.029547
140.000000,0.111299,0.016847,0.041958,0.149543,0.013662,0.041258,0.086604,0.053350,0.043072,0.058233,0.034051,0.064661,0.046435,0.048013,0.043387,0.045616
150.000000,0.100267,0.019722,0.024940,0.115206,0.017408,0.042784,0.095214,0.059924,0.033091,0.052661,0.020577,0.037996,0.044855,0.027045,0.034382,0.048310
160.000000,0.104100,0.029641,0.019414,0.134053,0.023185,0.039230,0.087727,0.060695,0.038711,0.072248,0.024813,0.041209,0.031980,0.013765,0.050028,0.051177
170.000000,0.100653,0.036751,0.025201,0.098868,0.018116,0.045127,0.115870,0.060028,0.047509,0.083060,0.021142,0.060030,0.039130,-0.009303,0.054893,0.049566
180.000000,0.092214,0.031214,0.042175,0.047496,0.024753,0.046560,0.105957,0.053959,0.062758,0.084787,0.023752,0.071394,0.054992,0.009535,0.075803,0.030925
190.000000,0.077097,0.023551,0.041127,0.023289,0.013657,0.051610,0.100823,0.050103,0.067855,0.081492,0.027195,0.060309,0.086328,0.028590,0.050875,0.040456
200.000000,0.069894,0.026142,0.037976,0.039264,0.029040,0.042882,0.067006,0.040296,0.063033,0.074427,0.025227,0.036329,0.112947,0.032631,0.055177,0.032363
210.000000,0.086730,0.033837,0.020455,0.050428,0.030809,0.040401,0.075254,0.033624,0.073340,0.087414,0.038040,0.021726,0.116731,0.023307,0.044669,0.037193
220.000000,0.093609,0.047571,0.019798,0.028764,0.044010,0.046961,0.086871,0.041228,0.144988,0.090374,0.033969,0.010656,0.107791,0.027765,0.063741,0.023338
230.000000,0.092190,0.041247,0.011741,0.031879,0.034847,0.054598,0.105714,0.048837,0.241971,0.082386,0.045012,0.040992,0.097788,0.043264,0.054157,0.006132
240.000000,0.107216,0.039955,0.024085,0.064373,0.025233,0.067637,0.128727,0.063959,0.243743,0.090348,0.048545,0.069867,0.095389,0.050616,0.071307,0.023075
250.000000,0.105796,0.030245,0.012830,0.073083,0.015145,0.066269,0.120000,0.070414,0.164769,0.080406,0.062279,0.101341,0.104683,0.065842,0.068377,0.024177
260.000000,0.118236,0.039560,0.023530,0.063660,0.016412,0.072953,0.099134,0.078717,0.073134,0.098750,0.057490,0.099522,0.118978,0.060816,0.078622,0.039265
270.000000,0.117101,0.044403,0.021407,0.045797,0.030910,0.066449,0.108035,0.089222,0.074882,0.100367,0.050787,0.114573,0.118993,0.048086,0.087815,0.026937
280.000000,0.139434,0.047363,0.031788,0.028942,0.045557,0.072586,0.136246,0.092673,0.083755,0.113457,0.042843,0.123655,0.104593,0.026976,0.113834,0.026605
290.000000,0.140816,0.046044,0.030693,0.010852,0.064896,0.064473,0.159625,0.103414,0.091331,0.113236,0.044673,0.131080,0.078807,0.028271,0.128185,0.026211
300.000000,0.128192,0.043170,0.035009,-0.011789,0.048666,0.051172,0.137984,0.093800,0.087631,0.110153,0.047741,0.100089,0.075766,0.056390,0.096214,0.030090
310.000000,0.124370,0.042098,0.029814,0.007370,0.042256,0.051268,0.140040,0.094075,0.082932,0.108172,0.034421,0.100358,0.078191,0.051930,0.085633,0.046058
320.000000,0.125277,0.041535,0.026663,-0.003974,0.031831,0.061263,0.129924,0.102199,0.084310,0.109709,0.038493,0.106894,0.086880,0.062941,0.078582,0.069920
330.000000,0.141724,0.047199,0.018370,-0.005503,0.033824,0.073866,0.148523,0.114416,0.074127,0.096750,0.040339,0.116554,0.094628,0.064539,0.078368,0.076453
340.000000,0.139612,0.047226,0.017912,-0.001851,0.024894,0.072037,0.141481,0.130053,0.074710,0.104234,0.064091,0.103668,0.110157,0.088998,0.058447,0.079393
350.000000,0.145756,0.058212,0.023722,0.011587,0.029760,0.078721,0.153471,0.125855,0.080751,0.107337,0.074867,0.085128,0.118145,0.080531,0.063062,0.062961
360.000000,0.138929,0.062656,0.031324,0.050517,0.037239,0.089816,0.151139,0.127505,0.092833,0.122922,0.082526,0.086673,0.131311,0.081283,0.066418,0.071594
370.000000,0.148498,0.072195,0.030404,0.034838,0.047951,0.099594,0.150449,0.129274,0.098454,0.118524,0.079679,0.078776,0.146466,0.083608,0.083431,0.051356
380.000000,0.151125,0.072636,0.027374,0.038024,0.050912,0.106954,0.160730,0.147268,0.112117,0.137175,0.082356,0.103767,0.157924,0.076299,0.080136,0.064842
