?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%],11.eps1 [%],12.eps1 [%],13.eps1 [%],14.eps1 [%],15.eps1 [%],16.eps1 [%]
533.500026,1.624173,0.927658,0.394743,0.299694,1.331465,0.703316,0.933031,1.579740,0.830569,0.489271,1.325553,0.931761,1.282577,0.866880,0.435534,0.631704
534.000026,1.633150,0.921753,0.395976,0.278933,1.325389,0.702368,0.776075,1.594836,0.839523,0.453363,1.315269,0.942232,1.269707,0.858671,0.421222,0.643603
534.500026,1.642207,0.916669,0.405318,0.290956,1.340776,0.705916,0.515904,1.622868,0.859620,0.475398,1.318452,0.955319,1.242873,0.851322,0.417852,0.635063
535.000026,1.671190,0.920148,0.412334,0.317074,1.344856,0.719536,0.070137,1.653666,0.881303,0.463620,1.321610,0.955924,1.243285,0.825788,0.419636,0.626493
535.500026,1.680408,0.928658,0.403844,0.335193,1.367644,0.722222,0.221512,1.664110,0.878428,0.492302,1.343125,0.979223,1.254321,0.867877,0.427716,0.614346
536.000026,1.694639,0.946375,0.403924,0.323395,1.385410,0.723052,0.156076,1.666283,0.870311,0.476975,1.348756,0.984553,1.270050,0.891261,0.434608,0.611135
536.500026,1.703245,0.965599,0.411017,0.350552,1.411132,0.704088,0.627488,1.664600,0.889788,0.505505,1.358938,0.981948,1.277625,0.929701,0.459892,0.594379
537.000026,1.699657,0.978370,0.407149,0.374442,1.407725,0.723736,0.515932,1.655471,0.909972,0.492843,1.367343,0.976276,1.298525,0.922470,0.467080,0.607244
537.500026,1.709616,0.989714,0.405634,0.376306,1.415525,0.727279,0.931971,1.671826,0.919266,0.496042,1.395834,0.978888,1.314199,0.921291,0.470522,0.614915
538.000026,1.715377,0.991047,0.398687,0.352015,1.422232,0.755244,0.739910,1.692928,0.895842,0.468997,1.414346,0.993405,1.316488,0.918878,0.452351,0.638031
538.500026,1.734606,1.005736,0.413136,0.308574,1.440471,0.729111,0.725528,1.735427,0.889673,0.452665,1.430102,1.005682,1.320942,0.899540,0.439645,0.631637
539.000026,1.729023,0.991069,0.415582,0.313482,1.431185,0.736243,0.586272,1.735123,0.903722,0.427689,1.443991,1.025530,1.332019,0.911042,0.420865,0.625430
539.500026,1.727275,0.975929,0.403885,0.285298,1.436460,0.740826,0.732459,1.745407,0.919087,0.427800,1.443694,1.023469,1.329699,0.925603,0.418865,0.626499
540.000026,1.742567,0.942834,0.388386,0.296143,1.433589,0.759325,0.840227,1.752635,0.901654,0.460239,1.454470,1.039864,1.323368,0.948866,0.419760,0.636567
540.500026,1.748393,0.943466,0.380048,0.278902,1.448536,0.765881,0.965583,1.769329,0.894601,0.480126,1.446655,1.023671,1.311718,0.959958,0.429651,0.642145
541.000026,1.758804,0.959120,0.383189,0.279003,1.450932,0.777900,0.965496,1.787636,0.893526,0.504918,1.456472,1.021162,1.313010,0.937399,0.442343,0.643591
541.500026,1.759331,1.000293,0.383676,0.310714,1.476057,0.792492,0.969422,1.791743,0.937403,0.518136,1.448770,1.012438,1.307682,0.917054,0.458924,0.641173
542.000026,1.767638,1.025327,0.396907,0.313199,1.494894,0.778446,0.556503,1.790570,0.952204,0.513586,1.447580,1.032937,1.310189,0.904161,0.462900,0.640287
542.500026,1.774168,1.027472,0.410493,0.341449,1.524480,0.747977,0.139384,1.806888,0.967730,0.497384,1.456288,1.041876,1.324711,0.921767,0.454338,0.640614
543.000026,1.764199,0.998751,0.424923,0.319895,1.523988,0.750544,0.132645,1.819948,0.958803,0.489074,1.473939,1.042010,1.352209,0.944447,0.440182,0.639964
543.500026,1.774372,0.996679,0.406931,0.337879,1.524963,0.759473,0.603255,1.837705,0.963570,0.485989,1.502792,1.054952,1.352778,0.959678,0.438021,0.648035
544.000026,1.782928,1.030461,0.409547,0.373122,1.519426,0.760180,1.044734,1.824168,0.964631,0.526301,1.510543,1.081658,1.357688,0.971484,0.451500,0.631658
544.500026,1.804850,1.069978,0.413562,0.388078,1.534210,0.741486,0.926809,1.816905,0.994433,0.509947,1.513236,1.106970,1.360768,1.000802,0.464072,0.641751
545.000026,1.805291,1.100809,0.432069,0.406362,1.555596,0.737944,0.491408,1.842267,1.022879,0.519151,1.530775,1.099257,1.399265,1.011100,0.474979,0.642597
545.500026,1.819072,1.099443,0.429342,0.360123,1.596206,0.750950,0.061856,1.885579,1.044583,0.497415,1.546673,1.090122,1.425836,1.015808,0.472341,0.662963
546.000026,1.838970,1.084829,0.423186,0.358182,1.603314,0.792561,0.164754,1.937932,1.052374,0.534005,1.587863,1.094873,1.440605,1.003915,0.473723,0.669749
546.500026,1.875373,1.062970,0.414105,0.313078,1.612938,0.830176,0.392881,1.950659,1.058648,0.551466,1.587245,1.115737,1.432864,1.018215,0.467333,0.667212
547.000026,1.887394,1.047696,0.414974,0.308960,1.595621,0.854340,0.819619,1.960967,1.032172,0.572505,1.620702,1.164939,1.425460,1.035534,0.455823,0.667390
547.500026,1.902833,1.061168,0.413855,0.327771,1.621319,0.835947,0.468250,1.980365,1.001728,0.559046,1.623028,1.195995,1.418050,1.053926,0.454946,0.653907
548.000026,1.908122,1.077043,0.405547,0.348213,1.635945,0.835751,0.424471,2.001108,1.020383,0.598112,1.648081,1.200370,1.442107,1.057669,0.466169,0.637430
548.500026,1.942474,1.105916,0.402366,0.358337,1.662608,0.826811,0.006446,2.026303,1.081119,0.584424,1.649147,1.163150,1.476408,1.056271,0.487186,0.624835
549.000026,1.957310,1.116065,0.388967,0.315570,1.673933,0.835064,0.402697,2.040792,1.137323,0.616056,1.668672,1.136660,1.489916,1.061883,0.495698,0.635788
549.500026,1.964019,1.122882,0.406828,0.342359,1.691579,0.808322,0.621095,2.072847,1.136832,0.595887,1.684906,1.149258,1.505225,1.070566,0.493017,0.663317
550.000026,1.961293,1.131417,0.404941,0.345425,1.712526,0.808582,0.667124,2.077451,1.116900,0.596308,1.679351,1.180131,1.518757,1.070273,0.486493,0.676534
550.500026,1.965704,1.140398,0.422105,0.375101,1.719160,0.792849,0.238143,2.083926,1.105227,0.563401,1.705076,1.208265,1.530057,1.077595,0.471070,0.678688
551.000026,1.990226,1.135495,0.413986,0.376991,1.722230,0.818972,-0.165945,2.084897,1.105196,0.572232,1.717720,1.227516,1.519164,1.071807,0.465428,0.668443
551.500026,2.008455,1.128939,0.425337,0.381506,1.719416,0.823743,0.207203,2.112030,1.128634,0.603543,1.742080,1.241101,1.507210,1.064575,0.465673,0.669039
552.000026,2.022341,1.117559,0.439114,0.373287,1.729337,0.844495,0.618165,2.130994,1.106239,0.594757,1.742561,1.248152,1.508629,1.056264,0.487115,0.657643
552.500026,2.016439,1.127866,0.442621,0.329358,1.729890,0.834831,1.058255,2.142870,1.107602,0.594118,1.744010,1.253343,1.514944,1.057006,0.492998,0.658484
553.000026,2.006765,1.133625,0.434158,0.343702,1.731077,0.827153,0.635985,2.145257,1.111720,0.568574,1.764602,1.248574,1.509059,1.074974,0.493278,0.652117
553.500026,2.016415,1.132214,0.405018,0.376761,1.730110,0.840427,0.512085,2.161697,1.147758,0.578558,1.766760,1.251071,1.510464,1.076739,0.488362,0.660616
