?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%],A 1.eps1 [%],C1.eps1 [%],A 1.dY [mm],C1.dY [mm]
631.000026,0.634616,0.584426,0.514148,0.712393,0.662302,0.751815,0.652923,0.550113,0.483549,0.598790,0.353651,0.237417,6.793053,6.880644
631.500026,0.600005,0.570788,0.500443,0.696387,0.680168,0.780505,0.684917,0.515282,0.480006,0.595023,0.358206,0.245651,6.795786,6.884350
632.000026,0.596169,0.574482,0.499904,0.721750,0.713439,0.825335,0.716587,0.488532,0.507093,0.607840,0.371735,0.251064,6.797582,6.887218
632.500026,0.561494,0.573781,0.552354,0.738064,0.745189,0.865306,0.737352,0.466342,0.508209,0.605371,0.385052,0.255229,6.799814,6.890638
633.000026,0.545220,0.595852,0.613689,0.750893,0.796188,0.863861,0.733215,0.460462,0.539030,0.627136,0.402814,0.252745,6.803016,6.895178
633.500026,0.528380,0.586003,0.727286,0.756136,0.827931,0.841053,0.733987,0.485911,0.530413,0.624574,0.419461,0.232228,6.806461,6.900223
634.000026,0.564879,0.567166,0.762384,0.786207,0.801212,0.819445,0.752724,0.530077,0.538679,0.621102,0.428782,0.220562,6.809191,6.904731
634.500026,0.624348,0.538971,0.761901,0.799502,0.752279,0.811407,0.741382,0.590000,0.508690,0.602594,0.427069,0.219759,6.812323,6.909739
635.000026,0.666204,0.558396,0.671882,0.789889,0.699495,0.778900,0.739888,0.626949,0.501126,0.609330,0.423767,0.228162,6.815683,6.914903
635.500026,0.671306,0.577652,0.592950,0.772582,0.714286,0.760009,0.716406,0.647709,0.514721,0.632016,0.405566,0.240227,6.818219,6.919180
636.000026,0.662798,0.622198,0.538015,0.781968,0.726867,0.777269,0.734427,0.660080,0.536437,0.647902,0.395987,0.240203,6.819339,6.921897
636.500026,0.626616,0.635999,0.528813,0.813366,0.767574,0.824200,0.765114,0.655292,0.582236,0.703501,0.379436,0.245906,6.820473,6.924556
637.000026,0.601105,0.662541,0.562099,0.856898,0.839253,0.882199,0.832733,0.635231,0.601411,0.740485,0.380105,0.254959,6.822726,6.928305
637.500026,0.582643,0.670816,0.658285,0.881873,0.914252,0.914910,0.840501,0.617423,0.635030,0.764500,0.383097,0.271331,6.824942,6.932107
638.000026,0.598486,0.672383,0.758487,0.878510,0.994347,0.962251,0.855532,0.584868,0.661653,0.742978,0.390669,0.284333,6.825756,6.934523
638.500026,0.645698,0.644842,0.841473,0.887682,1.015970,0.982133,0.835548,0.581626,0.676816,0.731274,0.392544,0.282052,6.825467,6.935704
639.000026,0.703753,0.629768,0.873308,0.889348,0.960007,0.979944,0.866893,0.587638,0.696558,0.730446,0.410922,0.274874,6.825822,6.937450
639.500026,0.743463,0.631038,0.883426,0.913577,0.883075,0.957960,0.864430,0.626186,0.689921,0.737008,0.423517,0.261308,6.826826,6.939761
640.000026,0.773289,0.637158,0.851842,0.910417,0.794875,0.926327,0.864003,0.664798,0.683949,0.744741,0.432245,0.254268,6.827535,6.941891
640.500026,0.774940,0.674586,0.796237,0.927105,0.793426,0.907300,0.847509,0.707256,0.655805,0.736471,0.425809,0.249009,6.827378,6.943202
641.000026,0.736917,0.717789,0.734900,0.929551,0.805564,0.870271,0.831929,0.741463,0.631790,0.722149,0.411090,0.240186,6.827429,6.944797
641.500026,0.686211,0.734443,0.678826,0.962110,0.834129,0.882703,0.868698,0.760649,0.635523,0.696169,0.400940,0.229206,6.828040,6.947010
642.000026,0.643907,0.723833,0.658977,0.988727,0.838734,0.949237,0.906047,0.791606,0.665365,0.724667,0.385455,0.222388,6.829150,6.949965
642.500026,0.670173,0.694801,0.721340,0.994292,0.893859,1.023666,0.957295,0.798991,0.694312,0.778135,0.378149,0.224972,6.829969,6.952965
643.000026,0.721761,0.680612,0.823676,0.995658,0.976006,1.088043,0.951108,0.774194,0.754489,0.844612,0.381655,0.238241,6.830479,6.956248
643.500026,0.761381,0.729224,0.872854,0.993794,1.040026,1.058092,1.008074,0.759630,0.758439,0.912062,0.394807,0.254038,6.830955,6.960149
644.000026,0.738844,0.822406,0.835752,1.107730,1.049963,1.062246,1.051808,0.806903,0.784364,0.931607,0.404631,0.267501,6.831036,6.964426
644.500026,0.762577,0.849315,0.894017,1.133491,1.080022,1.095510,1.105677,0.897619,0.835431,0.955992,0.396795,0.278618,6.829692,6.968401
645.000026,0.773655,0.889930,0.912777,1.286115,1.086399,1.146464,1.171503,0.945545,0.891753,0.975153,0.391488,0.274707,6.825686,6.971372
645.500026,0.928651,0.948644,1.095519,1.364044,1.309996,1.289132,1.317861,1.033817,1.033514,1.141902,0.375882,0.271965,6.802089,6.970548
646.000026,1.036604,1.108405,1.161303,1.561117,1.465758,1.463206,1.538167,1.140612,1.178388,1.312659,0.372618,0.266978,6.766108,6.970685
646.500026,1.436542,1.537056,1.595898,1.978720,1.946525,1.932733,1.965299,1.535858,1.616703,1.662878,0.360517,0.268908,6.721662,6.961505
647.000026,1.782049,1.969833,1.979073,2.380333,2.311330,2.415934,2.273310,1.930771,2.009611,2.024495,0.382690,0.270355,6.694347,6.954466
647.500026,2.155358,2.450415,2.398087,2.901146,2.713530,2.780801,2.687738,2.330842,2.428569,2.352892,0.379034,0.272939,6.676854,6.944797
648.000026,2.371431,2.628863,2.664079,3.026672,3.024656,3.004566,2.790802,2.593768,2.594470,2.614596,0.394238,0.280504,6.666600,6.943113
648.500026,2.733050,2.919988,2.861394,3.412442,3.306759,3.194900,3.212091,2.900646,2.877261,2.862385,0.382467,0.280278,6.647768,6.939434
649.000026,4.205606,3.944396,4.575750,4.545648,4.719865,4.422251,4.477825,4.107440,4.018562,4.075004,0.380222,0.262916,6.577787,6.913808
649.500026,6.034276,5.217287,6.432821,5.900210,6.195791,5.743585,5.977186,5.411412,5.626333,5.429784,0.351016,0.245633,6.501142,6.882609
650.000026,7.345954,6.422101,8.341754,7.067495,7.708442,7.019044,7.334608,6.710026,7.173158,6.823340,0.331273,0.235158,6.432310,6.851682
650.500026,8.249676,6.873847,9.031769,7.464564,8.211401,7.366945,7.728156,7.164320,7.848630,7.351299,0.322923,0.231802,6.416812,6.842429
651.000026,8.872364,7.093039,9.284948,7.825878,8.583392,7.581467,7.981476,7.505367,8.053850,7.690762,0.338147,0.219042,6.409691,6.838038
651.500026,9.875651,7.296116,9.339260,8.131023,8.943560,7.840325,8.184192,7.780337,8.435345,7.937308,0.354667,0.205638,6.403282,6.834153
652.000026,9.627554,8.313784,8.899399,8.298113,9.179621,8.105242,8.422663,7.989222,8.588138,8.177279,0.342583,0.198775,6.394816,6.829835
652.500026,10.106111,8.694786,8.628180,8.440682,9.392110,8.401672,8.669948,8.234220,9.003080,8.408946,0.322727,0.201902,6.369442,6.824917
653.000026,10.064961,9.277491,8.467001,8.506770,9.458289,8.538664,8.801760,8.347095,8.988792,8.528687,0.287645,0.159597,5.433059,5.800913
653.500026,,,,,,,,,,,0.242016,0.124137,4.506623,4.781927
654.000026,,,,,,,,,,,0.208812,0.085106,3.600118,3.765439
654.500026,,,,,,,,,,,0.184690,0.091894,3.604018,3.765838
655.000026,,,,,,,,,,,0.189959,0.081204,3.597334,3.758111
655.500026,,,,,,,,,,,0.171617,0.077680,3.587208,3.747348
656.000026,,,,,,,,,,,0.154169,0.075112,3.580461,3.740308
656.500026,,,,,,,,,,,0.146330,0.081919,3.577522,3.737082
657.000026,,,,,,,,,,,0.146588,0.100750,3.575411,3.734726
657.500026,,,,,,,,,,,0.151122,0.098075,3.573338,3.732479
658.000026,,,,,,,,,,,0.165085,0.091578,3.572367,3.731439
658.500026,,,,,,,,,,,0.178404,0.071421,3.573011,3.732257
659.000026,,,,,,,,,,,0.169534,0.077917,3.574430,3.733735
659.500026,,,,,,,,,,,0.160288,0.085976,3.575053,3.734431
