?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%],A 1.eps1 [%],C1.eps1 [%],A 1.dY [mm],C1.dY [mm]
539.000026,0.269359,0.215660,0.224181,0.233689,0.331356,0.240034,0.280041,0.287350,0.269072,0.268030,0.256149,0.188639,6.123570,6.118858
539.500026,0.283670,0.227294,0.227351,0.220596,0.332166,0.222027,0.297528,0.301785,0.253105,0.242339,0.257519,0.185837,6.128531,6.123713
540.000026,0.280994,0.216200,0.218866,0.197201,0.342631,0.217704,0.296617,0.310477,0.281304,0.250010,0.258335,0.190957,6.133551,6.128567
540.500026,0.266053,0.190333,0.193945,0.239882,0.334033,0.226379,0.253655,0.319247,0.295374,0.269578,0.263445,0.189840,6.139825,6.134549
541.000026,0.253875,0.163937,0.198296,0.259959,0.345339,0.228348,0.254670,0.316330,0.326835,0.305855,0.264575,0.192785,6.146678,6.141327
541.500026,0.249720,0.146874,0.224440,0.286616,0.342981,0.246289,0.267759,0.319363,0.340677,0.348189,0.272233,0.181148,6.152919,6.147636
542.000026,0.251874,0.134028,0.258907,0.243867,0.374339,0.235192,0.285964,0.310451,0.330742,0.345107,0.276165,0.178155,6.158583,6.153538
542.500026,0.245515,0.140887,0.278747,0.219096,0.376253,0.242487,0.286147,0.321347,0.315876,0.348816,0.269439,0.183863,6.164343,6.159348
543.000026,0.277014,0.175945,0.249123,0.210796,0.355491,0.234927,0.338965,0.319890,0.289553,0.286744,0.271810,0.187493,6.170957,6.165825
543.500026,0.275818,0.184253,0.226566,0.214517,0.352366,0.229263,0.315254,0.322008,0.310671,0.295061,0.271474,0.199405,6.176994,6.171672
544.000026,0.282095,0.183678,0.183010,0.255979,0.327804,0.215262,0.314735,0.312852,0.331481,0.288751,0.270695,0.201378,6.181170,6.175646
544.500026,0.255680,0.159537,0.183715,0.278294,0.350424,0.208887,0.259221,0.316236,0.365470,0.330042,0.269080,0.206412,6.184425,6.178737
545.000026,0.253398,0.149387,0.218627,0.298742,0.351494,0.238513,0.276071,0.322578,0.374298,0.350516,0.276346,0.198076,6.188985,6.183384
545.500026,0.257013,0.160682,0.255227,0.276204,0.361743,0.244652,0.278186,0.319622,0.376362,0.361726,0.288234,0.194358,6.195052,6.189533
546.000026,0.253638,0.160356,0.275288,0.277604,0.354046,0.258268,0.272807,0.318690,0.350171,0.368200,0.294067,0.189668,6.199731,6.194412
546.500026,0.252666,0.177545,0.265925,0.286984,0.366245,0.267352,0.287533,0.319730,0.343636,0.356830,0.285300,0.189362,6.202141,6.196783
547.000026,0.249281,0.154053,0.279604,0.286533,0.391199,0.270906,0.322606,0.322154,0.313368,0.361018,0.279000,0.191763,6.204913,6.199572
547.500026,0.256013,0.168970,0.274342,0.261502,0.407179,0.281508,0.315791,0.311779,0.318200,0.353553,0.266439,0.198237,6.209181,6.203744
548.000026,0.247274,0.160032,0.265836,0.233847,0.381788,0.274884,0.318498,0.303750,0.295791,0.345701,0.266682,0.195352,6.212602,6.207140
548.500026,0.242548,0.165486,0.246788,0.231715,0.382238,0.298356,0.281722,0.314037,0.328967,0.340534,0.266289,0.196690,6.214083,6.208615
549.000026,0.252343,0.158835,0.239543,0.234991,0.379777,0.281093,0.325461,0.317573,0.340368,0.325913,0.272213,0.196241,6.215447,6.209968
549.500026,0.259118,0.161013,0.246069,0.232051,0.394482,0.254564,0.280592,0.327453,0.365399,0.337599,0.269258,0.203426,6.218728,6.213108
550.000026,0.267270,0.177839,0.218690,0.239751,0.369601,0.240308,0.279475,0.343088,0.353778,0.346948,0.267016,0.210943,6.222832,6.216983
550.500026,0.239248,0.183516,0.223140,0.256367,0.370332,0.240522,0.248195,0.348775,0.350690,0.354066,0.258730,0.214432,6.225332,6.219326
551.000026,0.244793,0.185602,0.199813,0.276622,0.369810,0.240368,0.260900,0.356871,0.349389,0.362544,0.263192,0.216400,6.227142,6.221081
551.500026,0.222313,0.169972,0.225148,0.270357,0.387111,0.249351,0.277478,0.345461,0.368474,0.371515,0.278728,0.203749,6.230008,6.223930
552.000026,0.228690,0.153398,0.263479,0.280909,0.381270,0.251285,0.294843,0.351582,0.357277,0.406392,0.287253,0.192218,6.235058,6.229169
552.500026,0.220764,0.152985,0.299701,0.292505,0.391456,0.283209,0.320959,0.346193,0.349496,0.394580,0.290007,0.179804,6.240510,6.234806
553.000026,0.233249,0.154711,0.342841,0.297230,0.380481,0.269266,0.307772,0.344411,0.330349,0.383567,0.275353,0.181607,6.245448,6.239911
553.500026,0.244710,0.158929,0.292506,0.278555,0.389088,0.283235,0.319303,0.341402,0.333597,0.356232,0.275469,0.187790,6.250355,6.244716
554.000026,0.234934,0.163076,0.274286,0.272468,0.386023,0.265082,0.298452,0.347899,0.325604,0.370424,0.270697,0.199020,6.255785,6.249909
554.500026,0.240028,0.171500,0.245922,0.277309,0.397836,0.271106,0.288009,0.356255,0.329046,0.384933,0.269557,0.208713,6.261269,6.255264
555.000026,0.246779,0.184837,0.266040,0.266866,0.406978,0.265547,0.267127,0.361070,0.345145,0.404309,0.272534,0.215530,6.266664,6.260467
555.500026,0.252461,0.200202,0.277539,0.270634,0.431372,0.275102,0.246957,0.358455,0.363665,0.417568,0.285911,0.210922,6.271484,6.265244
556.000026,0.247523,0.209765,0.296363,0.288828,0.432563,0.290824,0.253226,0.364003,0.357287,0.393859,0.301941,0.203753,6.276287,6.270029
556.500026,0.218877,0.199122,0.340268,0.323782,0.438864,0.305238,0.293829,0.375523,0.333631,0.398205,0.303546,0.193532,6.281534,6.275480
557.000026,0.233840,0.197229,0.353686,0.305569,0.401112,0.297921,0.317542,0.377781,0.301010,0.377503,0.293330,0.194703,6.286546,6.280714
557.500026,0.234812,0.177377,0.355292,0.284713,0.408470,0.291456,0.330765,0.364375,0.298307,0.379640,0.283852,0.193771,6.291240,6.285439
558.000026,0.267070,0.191581,0.318111,0.259047,0.405249,0.270882,0.293282,0.349375,0.312084,0.354082,0.281279,0.195653,6.295085,6.289182
558.500026,0.268096,0.181854,0.290001,0.258359,0.425422,0.292143,0.278498,0.348617,0.320004,0.367521,0.282340,0.198559,6.299942,6.293850
559.000026,0.271491,0.195392,0.264527,0.270506,0.424965,0.298706,0.277528,0.367452,0.329405,0.388726,0.284156,0.204421,6.305503,6.299201
559.500026,0.249599,0.211229,0.278586,0.300730,0.444993,0.334607,0.285101,0.367438,0.327128,0.409790,0.288340,0.207719,6.310433,6.303924
560.000026,0.247650,0.213763,0.295259,0.328535,0.467232,0.327613,0.291686,0.381885,0.346085,0.407529,0.297054,0.211156,6.313996,6.307413
560.500026,0.258209,0.225310,0.291630,0.322235,0.480008,0.313654,0.294364,0.384982,0.351634,0.415537,0.301755,0.206531,6.316732,6.310223
561.000026,0.270348,0.207438,0.292859,0.328056,0.471458,0.294271,0.318201,0.407074,0.346111,0.401515,0.308527,0.200869,6.319433,6.313141
561.500026,0.274267,0.189309,0.304530,0.326170,0.466473,0.308216,0.360573,0.412870,0.332461,0.386589,0.306401,0.194316,6.322065,6.315948
562.000026,0.248313,0.171566,0.355173,0.326258,0.448351,0.323432,0.372647,0.405188,0.309898,0.371406,0.305488,0.191674,6.325815,6.319808
562.500026,0.246240,0.163938,0.353143,0.293749,0.434653,0.316676,0.357394,0.396777,0.316128,0.372724,0.293347,0.193954,6.329894,6.323925
563.000026,0.229471,0.172884,0.347321,0.298616,0.430830,0.305725,0.320542,0.385377,0.314051,0.379945,0.284557,0.194853,6.333291,6.327295
563.500026,0.249687,0.185504,0.321627,0.300728,0.449092,0.292172,0.304902,0.379552,0.327227,0.376806,0.286754,0.198652,6.336487,6.330464
564.000026,0.251815,0.210795,0.303474,0.322775,0.464264,0.332613,0.312233,0.385537,0.329314,0.380874,0.294505,0.202314,6.340956,6.334702
564.500026,0.257209,0.220122,0.306276,0.328041,0.483372,0.347630,0.321236,0.394350,0.336776,0.397087,0.302273,0.214054,6.347489,6.341010
565.000026,0.258291,0.215040,0.308908,0.345831,0.496965,0.376447,0.337540,0.415137,0.335978,0.394536,0.305023,0.215333,6.353595,6.346991
565.500026,0.250093,0.197030,0.343148,0.344692,0.494196,0.359882,0.327757,0.417064,0.324855,0.408836,0.309576,0.215965,6.359535,6.353050
566.000026,0.261669,0.190049,0.353570,0.319131,0.466217,0.344973,0.340459,0.402655,0.301414,0.396239,0.313167,0.203133,6.365102,6.358855
566.500026,0.255774,0.186749,0.358513,0.313466,0.475514,0.351314,0.350739,0.388244,0.289005,0.391777,0.306849,0.199613,6.370581,6.364449
567.000026,0.273483,0.186673,0.320730,0.302697,0.478503,0.334576,0.342265,0.374350,0.291206,0.373109,0.297675,0.198913,6.375440,6.369334
567.500026,0.264859,0.196773,0.291657,0.325091,0.498906,0.341419,0.356112,0.386020,0.318319,0.380648,0.297503,0.203994,6.381096,6.374856
568.000026,0.267171,0.211074,0.276751,0.334203,0.513354,0.356758,0.342887,0.394456,0.329668,0.407039,0.296697,0.212424,6.386861,6.380332
568.500026,0.266059,0.212797,0.293473,0.348672,0.534715,0.391198,0.355144,0.417853,0.336796,0.425691,0.305968,0.222113,6.392321,6.385596
569.000026,0.273034,0.219473,0.326080,0.349494,0.553505,0.414207,0.349879,0.437475,0.336090,0.419103,0.311341,0.221174,6.396195,6.389349
569.500026,0.272103,0.211892,0.350903,0.357290,0.542967,0.405034,0.367694,0.450669,0.326982,0.415286,0.312070,0.226060,6.399552,6.392806
570.000026,0.263539,0.216796,0.376679,0.365031,0.528019,0.395978,0.392906,0.455176,0.313877,0.391905,0.312437,0.211042,6.402982,6.396379
570.500026,0.261335,0.198292,0.385632,0.359788,0.495288,0.377983,0.402366,0.433568,0.286733,0.396628,0.305338,0.210435,6.406652,6.400262
571.000026,0.257493,0.184782,0.383200,0.349186,0.478679,0.374757,0.417645,0.425540,0.287113,0.380521,0.312506,0.196947,6.410602,6.404356
571.500026,0.259161,0.178055,0.351818,0.332955,0.490981,0.360359,0.393108,0.402306,0.298133,0.390932,0.303506,0.207389,6.413980,6.407814
572.000026,0.256838,0.185164,0.325088,0.328124,0.535622,0.371163,0.390310,0.407215,0.309036,0.386084,0.291305,0.213908,6.416442,6.410365
572.500026,0.265673,0.195008,0.294388,0.313914,0.540114,0.351742,0.359416,0.396153,0.323429,0.399238,0.286790,0.224167,6.418693,6.412626
573.000026,0.265873,0.209024,0.285456,0.310071,0.532290,0.361302,0.365611,0.404789,0.337365,0.402675,0.293765,0.221495,6.421069,6.414931
573.500026,0.258883,0.226712,0.284082,0.321682,0.523216,0.379247,0.357867,0.405366,0.364957,0.411665,0.310825,0.221581,6.423543,6.417125
574.000026,0.261793,0.246537,0.273645,0.335487,0.517385,0.404877,0.357067,0.411089,0.363303,0.405201,0.313973,0.220323,6.425539,6.419040
574.500026,0.245718,0.229600,0.294762,0.371639,0.533189,0.430448,0.362988,0.430848,0.356513,0.412090,0.311006,0.215684,6.428204,6.421559
575.000026,0.255790,0.217996,0.300343,0.376176,0.526474,0.422441,0.355355,0.447930,0.346613,0.423822,0.304999,0.214351,6.431816,6.425115
575.500026,0.251358,0.213696,0.355584,0.384811,0.533303,0.439311,0.381572,0.451304,0.339263,0.421727,0.311619,0.224005,6.436261,6.429494
576.000026,0.278185,0.225153,0.389988,0.384549,0.527585,0.430228,0.388976,0.452196,0.314952,0.424157,0.315478,0.234109,6.440805,6.434156
576.500026,0.282472,0.221644,0.391704,0.382315,0.502224,0.423576,0.401762,0.434391,0.299818,0.400767,0.314794,0.229058,6.446098,6.439661
577.000026,0.277488,0.220211,0.355066,0.380772,0.510054,0.415279,0.381402,0.435173,0.307461,0.399582,0.307088,0.216347,6.452386,6.446175
577.500026,0.261513,0.234668,0.303570,0.367487,0.480887,0.398475,0.384705,0.414891,0.326999,0.389227,0.306645,0.209586,6.459169,6.452943
578.000026,0.251406,0.246354,0.310426,0.373783,0.520842,0.409463,0.389805,0.430948,0.342406,0.415815,0.308190,0.217045,6.465866,6.459403
578.500026,0.256152,0.246228,0.338647,0.367314,0.515333,0.424778,0.411359,0.435679,0.335245,0.429499,0.305185,0.225545,6.472781,6.465961
579.000026,0.265168,0.230309,0.380605,0.379536,0.558093,0.442871,0.407198,0.446693,0.321402,0.439471,0.308042,0.227812,6.479350,6.472414
579.500026,0.261428,0.223797,0.405442,0.382361,0.549315,0.428374,0.426287,0.447833,0.306061,0.427855,0.309155,0.217679,6.485181,6.478445
580.000026,0.253218,0.212990,0.389938,0.384811,0.542001,0.403084,0.413385,0.438632,0.309827,0.429093,0.315880,0.204284,6.490199,6.483781
580.500026,0.257464,0.216601,0.377392,0.371676,0.536708,0.398925,0.414738,0.440008,0.343225,0.404389,0.306876,0.204668,6.495110,6.488945
581.000026,0.276920,0.219568,0.326762,0.349226,0.530130,0.412530,0.379474,0.428597,0.357683,0.397538,0.304633,0.212359,6.499939,6.493866
581.500026,0.274437,0.237714,0.318438,0.352161,0.544065,0.426258,0.377717,0.443908,0.377551,0.397357,0.307069,0.219521,6.504134,6.497976
582.000026,0.258059,0.250610,0.291534,0.347633,0.551532,0.434372,0.363728,0.450516,0.361348,0.415690,0.317712,0.221198,6.508092,6.501805
582.500026,0.248723,0.255355,0.322093,0.372459,0.586704,0.446233,0.360654,0.457576,0.352531,0.422493,0.326188,0.224534,6.512250,6.505766
583.000026,0.269544,0.246812,0.338773,0.390097,0.621799,0.453118,0.369134,0.463060,0.329831,0.401977,0.325936,0.228818,6.516695,6.510076
583.500026,0.292863,0.236522,0.379101,0.398560,0.604069,0.435249,0.385739,0.455958,0.312951,0.407788,0.328939,0.232942,6.520623,6.513904
584.000026,0.302902,0.241009,0.392976,0.405173,0.568532,0.445557,0.417238,0.457023,0.304811,0.401513,0.329977,0.233663,6.523482,6.516749
584.500026,0.296702,0.240481,0.419745,0.404834,0.543450,0.445505,0.418410,0.449625,0.290697,0.404426,0.331833,0.225634,6.525971,6.519378
585.000026,0.289828,0.223904,0.426700,0.426505,0.540606,0.446968,0.400507,0.437197,0.291784,0.392153,0.331282,0.223000,6.527935,6.521517
585.500026,0.279097,0.221249,0.418865,0.425185,0.542990,0.422845,0.379499,0.437566,0.288514,0.374980,0.329250,0.218946,6.530365,6.524130
586.000026,0.294301,0.218297,0.379096,0.404374,0.526388,0.410632,0.370251,0.428496,0.304001,0.364184,0.330910,0.220829,6.533094,6.527024
586.500026,0.294831,0.232976,0.350566,0.386913,0.532729,0.436264,0.385556,0.428453,0.332427,0.383010,0.319216,0.219909,6.536433,6.530465
587.000026,0.304940,0.221787,0.313674,0.367517,0.540172,0.440883,0.391770,0.428030,0.358795,0.377130,0.318101,0.220148,6.539238,6.533425
587.500026,0.308636,0.237407,0.285912,0.363329,0.542190,0.451292,0.395950,0.430239,0.376117,0.384782,0.305642,0.223672,6.541259,6.535451
588.000026,0.302506,0.243705,0.283453,0.354831,0.563219,0.444661,0.398826,0.448751,0.360179,0.372861,0.312471,0.224743,6.543430,6.537612
588.500026,0.295365,0.263988,0.296985,0.362004,0.548422,0.461934,0.403577,0.454878,0.363811,0.399852,0.322336,0.223933,6.546793,6.540804
589.000026,0.291031,0.253669,0.323666,0.382540,0.554131,0.469187,0.404785,0.475851,0.350501,0.432892,0.328758,0.226448,6.550799,6.544585
589.500026,0.285554,0.256575,0.323582,0.411768,0.562238,0.500331,0.418790,0.479424,0.355847,0.441282,0.327200,0.229819,6.553799,6.547483
590.000026,0.297759,0.255624,0.344943,0.416578,0.566646,0.498366,0.426958,0.474219,0.340276,0.440422,0.321201,0.238307,6.557221,6.550704
590.500026,0.297856,0.261213,0.390785,0.427083,0.566762,0.493978,0.432186,0.462199,0.334359,0.424927,0.327485,0.238738,6.561262,6.554664
591.000026,0.304739,0.242491,0.414836,0.445281,0.526887,0.459679,0.416787,0.446547,0.336920,0.404950,0.339824,0.235070,6.567086,6.560565
591.500026,0.315481,0.226807,0.373573,0.428164,0.543909,0.431937,0.396324,0.448611,0.333870,0.385148,0.340421,0.223894,6.572726,6.566535
592.000026,0.353504,0.287847,0.319561,0.413345,0.539002,0.457182,0.357341,0.449245,0.336693,0.385206,0.361902,0.209917,6.568855,6.573499
592.500026,0.434339,0.338428,0.281935,0.345906,0.528602,0.466372,0.331964,0.444044,0.330973,0.409334,0.367708,0.203213,6.564586,6.580126
593.000026,0.474655,0.381028,0.303532,0.372642,0.487550,0.480470,0.353619,0.411058,0.335433,0.431893,0.381256,0.207105,6.560387,6.586968
593.500026,0.472289,0.343098,0.340565,0.390295,0.459270,0.460596,0.384393,0.374683,0.356230,0.426270,0.368010,0.210064,6.565190,6.592528
594.000026,0.438814,0.341236,0.384195,0.413507,0.444576,0.456166,0.410276,0.331646,0.396356,0.403326,0.356165,0.211262,6.569712,6.597878
594.500026,0.419705,0.328792,0.421129,0.378787,0.440309,0.478328,0.405054,0.321828,0.428197,0.391287,0.345322,0.199018,6.574369,6.603329
595.000026,0.394971,0.325195,0.438133,0.346133,0.450606,0.489608,0.413056,0.300656,0.436323,0.374717,0.329837,0.189896,6.579264,6.608971
595.500026,0.370685,0.324817,0.453298,0.357200,0.479846,0.517662,0.412246,0.283653,0.400772,0.386167,0.332081,0.180309,6.583917,6.614133
596.000026,0.357664,0.326114,0.466069,0.397186,0.497525,0.527699,0.401326,0.262314,0.364339,0.400146,0.343970,0.182097,6.587399,6.618026
596.500026,0.349563,0.319185,0.479834,0.433034,0.512119,0.532988,0.374739,0.232175,0.347126,0.400608,0.366037,0.189847,6.590988,6.621937
597.000026,0.354485,0.300119,0.489790,0.448900,0.495011,0.534980,0.356256,0.228704,0.345881,0.385847,0.373623,0.201524,6.595865,6.627025
597.500026,0.366633,0.291456,0.505457,0.451612,0.503678,0.542365,0.356559,0.205899,0.359981,0.343077,0.368024,0.214311,6.600644,6.631992
598.000026,0.377691,0.281414,0.500202,0.457680,0.517871,0.576871,0.383287,0.220564,0.352579,0.347707,0.360779,0.220361,6.603592,6.635062
598.500026,0.385371,0.281438,0.505455,0.472449,0.531684,0.582204,0.386712,0.208769,0.352529,0.332244,0.355627,0.219874,6.605117,6.636833
599.000026,0.357960,0.281499,0.489792,0.467208,0.541674,0.567560,0.368534,0.206483,0.347504,0.337765,0.352941,0.209222,6.607870,6.639936
599.500026,0.356747,0.303738,0.482215,0.436885,0.527476,0.543514,0.373898,0.193973,0.341205,0.325359,0.352407,0.203146,6.611162,6.643681
600.000026,0.352954,0.320773,0.459021,0.406848,0.519572,0.529916,0.385000,0.204986,0.319442,0.327874,0.359694,0.197134,6.613774,6.646768
600.500026,0.371207,0.322783,0.435684,0.409787,0.519921,0.529158,0.389370,0.216406,0.307720,0.323900,0.356856,0.191029,6.615152,6.648554
601.000026,0.376897,0.330360,0.425337,0.433407,0.528600,0.534544,0.359659,0.217172,0.294539,0.309990,0.350312,0.183861,6.616899,6.650667
601.500026,0.398941,0.319593,0.392007,0.454256,0.549157,0.553816,0.338583,0.222393,0.299964,0.314353,0.334122,0.179942,6.619319,6.653462
602.000026,0.400313,0.340922,0.381970,0.470320,0.540771,0.587769,0.334396,0.223104,0.293853,0.316627,0.335223,0.178655,6.621888,6.656441
602.500026,0.415727,0.325368,0.341107,0.477820,0.547823,0.598858,0.334533,0.243427,0.274419,0.337297,0.336879,0.183458,6.624652,6.659611
603.000026,0.412552,0.332318,0.332389,0.490046,0.545876,0.607809,0.339440,0.247189,0.260920,0.350521,0.347560,0.179835,6.627578,6.662787
603.500026,0.447618,0.329743,0.308200,0.517446,0.564403,0.622952,0.339648,0.271215,0.246894,0.353979,0.357620,0.192827,6.632261,6.667702
604.000026,0.471101,0.327101,0.320804,0.562730,0.574402,0.602846,0.355639,0.304836,0.254126,0.361511,0.366252,0.208605,6.638290,6.673966
604.500026,0.479598,0.317589,0.343746,0.580274,0.590653,0.597153,0.378146,0.335573,0.253618,0.347954,0.366095,0.225928,6.644026,6.680039
605.000026,0.492558,0.314558,0.368077,0.566580,0.597492,0.548332,0.396617,0.348154,0.258150,0.356523,0.370921,0.222770,6.647649,6.684110
605.500026,0.500939,0.366173,0.361319,0.510035,0.610191,0.582407,0.387355,0.352651,0.256618,0.366166,0.372262,0.205398,6.650481,6.687668
606.000026,0.540295,0.414571,0.351523,0.473784,0.626587,0.596963,0.380445,0.367307,0.239128,0.400081,0.379468,0.194344,6.654726,6.692840
606.500026,0.542630,0.440490,0.355527,0.447434,0.633035,0.629910,0.386469,0.403224,0.219527,0.423110,0.373469,0.189272,6.660287,6.699247
607.000026,0.533734,0.429749,0.367066,0.442619,0.628989,0.616634,0.411500,0.424835,0.224300,0.426431,0.377875,0.194075,6.664982,6.704704
607.500026,0.518393,0.413478,0.365263,0.431322,0.616103,0.596573,0.427080,0.449108,0.255820,0.419452,0.380311,0.207195,6.668162,6.708565
608.000026,0.530247,0.411353,0.386702,0.444257,0.594580,0.588867,0.442003,0.447623,0.286969,0.414129,0.393805,0.215194,6.671001,6.712005
608.500026,0.544283,0.413290,0.402394,0.442539,0.574790,0.547408,0.447991,0.448587,0.315364,0.411209,0.405286,0.221541,6.674276,6.715707
609.000026,0.528792,0.420668,0.427711,0.449571,0.542381,0.505790,0.467719,0.442506,0.343429,0.406585,0.413678,0.221543,6.677676,6.719436
609.500026,0.515001,0.426529,0.413885,0.449954,0.528607,0.455080,0.473134,0.442357,0.382198,0.411624,0.412774,0.232963,6.679845,6.721985
610.000026,0.504021,0.406082,0.431281,0.430015,0.530448,0.441746,0.480589,0.448755,0.409287,0.399772,0.407439,0.238285,6.681749,6.724299
610.500026,0.489314,0.394826,0.450455,0.428995,0.523220,0.467171,0.490961,0.427567,0.415004,0.405828,0.404253,0.234140,6.684251,6.727272
611.000026,0.473489,0.395088,0.467955,0.423190,0.557583,0.491673,0.480733,0.427596,0.404636,0.415275,0.398899,0.215796,6.687601,6.731156
611.500026,0.433838,0.399775,0.466694,0.461052,0.545167,0.510497,0.477324,0.388606,0.388752,0.457080,0.395244,0.201684,6.690653,6.734875
612.000026,0.413840,0.393009,0.483085,0.497276,0.552271,0.511014,0.471306,0.396095,0.366974,0.475582,0.387568,0.190560,6.692941,6.737925
612.500026,0.369477,0.365198,0.513691,0.514778,0.549527,0.533385,0.480126,0.365833,0.376126,0.470158,0.384715,0.190025,6.694962,6.740783
613.000026,0.384875,0.345155,0.554804,0.518853,0.520398,0.544506,0.498099,0.380173,0.372498,0.460415,0.379953,0.194575,6.696458,6.744255
613.500026,0.417017,0.335031,0.548128,0.511770,0.527924,0.578798,0.523372,0.338813,0.400868,0.465027,0.375193,0.199355,6.697898,6.748161
614.000026,0.469816,0.320909,0.546282,0.513773,0.504382,0.586712,0.551775,0.313882,0.404411,0.478647,0.366806,0.201024,6.699369,6.752143
614.500026,0.508960,0.329571,0.499452,0.543174,0.535952,0.603880,0.548665,0.273400,0.406493,0.463363,0.362911,0.213812,6.701885,6.755978
615.000026,0.524938,0.338168,0.457940,0.563723,0.540945,0.580857,0.553522,0.257017,0.408097,0.435752,0.358404,0.228394,6.704617,6.759564
615.500026,0.533663,0.360623,0.418061,0.558466,0.561762,0.596066,0.546534,0.266578,0.397780,0.422414,0.357669,0.243707,6.707291,6.763005
616.000026,0.540649,0.411597,0.389470,0.555653,0.581291,0.626421,0.532614,0.276886,0.404121,0.404116,0.360647,0.238647,6.710055,6.766609
616.500026,0.564058,0.462311,0.382496,0.578228,0.606030,0.668213,0.505119,0.301525,0.369425,0.391030,0.384193,0.227769,6.713574,6.770835
617.000026,0.586897,0.506564,0.373644,0.582549,0.618992,0.668419,0.508432,0.319987,0.328736,0.378779,0.403527,0.205383,6.717346,6.775458
617.500026,0.585302,0.488897,0.391706,0.565614,0.616884,0.664386,0.528841,0.361729,0.292502,0.372078,0.411752,0.193263,6.721096,6.780021
618.000026,0.557310,0.482620,0.407568,0.519907,0.612014,0.668845,0.541854,0.394055,0.267524,0.377504,0.399867,0.195728,6.724001,6.783757
618.500026,0.527690,0.470218,0.439650,0.518916,0.592204,0.674506,0.561119,0.438250,0.277896,0.369929,0.386463,0.205285,6.726964,6.787433
619.000026,0.511568,0.468575,0.453196,0.533923,0.610649,0.646871,0.573737,0.475524,0.294984,0.405737,0.391786,0.213900,6.730125,6.791282
619.500026,0.498196,0.448457,0.497617,0.550216,0.594782,0.598423,0.573818,0.513519,0.323330,0.418813,0.392628,0.218651,6.733531,6.795464
620.000026,0.455562,0.440275,0.530895,0.566611,0.610451,0.564262,0.546074,0.518047,0.341610,0.452007,0.400361,0.226107,6.736656,6.799483
620.500026,0.418288,0.435900,0.587431,0.575036,0.563764,0.553086,0.537061,0.516284,0.371841,0.465671,0.396361,0.232377,6.739335,6.803140
621.000026,0.404488,0.424085,0.602449,0.583180,0.544448,0.558355,0.527813,0.524168,0.398140,0.498390,0.398887,0.229271,6.741774,6.806708
621.500026,0.448795,0.411457,0.606906,0.574647,0.508799,0.570215,0.550144,0.532006,0.414568,0.516683,0.392561,0.225538,6.744114,6.810270
622.000026,0.502333,0.409580,0.580525,0.569852,0.520166,0.605060,0.566203,0.491161,0.408993,0.529419,0.381758,0.217458,6.746467,6.814039
622.500026,0.554296,0.418604,0.568182,0.587223,0.534583,0.639630,0.567670,0.444962,0.417658,0.529698,0.357788,0.208285,6.748944,6.818037
623.000026,0.572588,0.456560,0.534115,0.624544,0.550322,0.674379,0.584374,0.396754,0.424193,0.527915,0.354265,0.206036,6.751788,6.822334
623.500026,0.588487,0.499112,0.516898,0.655246,0.581446,0.678730,0.603652,0.385165,0.459215,0.528729,0.353464,0.201141,6.754309,6.826037
624.000026,0.593168,0.541937,0.493127,0.692580,0.617236,0.687440,0.619804,0.366890,0.444766,0.532170,0.380454,0.207966,6.756786,6.829478
624.500026,0.615767,0.541444,0.478849,0.701982,0.667457,0.673195,0.605688,0.351716,0.471693,0.523162,0.383758,0.210982,6.759112,6.832743
625.000026,0.593058,0.526834,0.471101,0.679278,0.699837,0.707998,0.576254,0.348853,0.444205,0.507926,0.392681,0.221837,6.762237,6.836808
625.500026,0.557793,0.512195,0.453383,0.641690,0.703304,0.733701,0.570091,0.369921,0.444905,0.492405,0.395379,0.231103,6.765045,6.840594
626.000026,0.477684,0.515573,0.456018,0.625497,0.688295,0.764494,0.584519,0.393084,0.415344,0.481641,0.406092,0.244415,6.767607,6.844022
626.500026,0.425376,0.513041,0.511057,0.642300,0.666673,0.749605,0.595045,0.436149,0.380690,0.471117,0.409833,0.251106,6.769630,6.847013
627.000026,0.413189,0.508885,0.572864,0.639856,0.668092,0.736496,0.619792,0.471911,0.372872,0.461578,0.408988,0.250929,6.772002,6.850369
627.500026,0.448415,0.477731,0.678183,0.662444,0.618533,0.709788,0.618718,0.539112,0.354119,0.472216,0.401336,0.237888,6.774545,6.854022
628.000026,0.501761,0.457136,0.745437,0.696394,0.583541,0.686423,0.649873,0.574931,0.377629,0.481060,0.396458,0.219218,6.777573,6.858277
628.500026,0.550787,0.446957,0.785826,0.713972,0.545521,0.638049,0.664445,0.606531,0.389192,0.497270,0.389388,0.208505,6.780604,6.862588
629.000026,0.586056,0.452161,0.722989,0.686844,0.584315,0.613943,0.684953,0.602310,0.432231,0.526909,0.384973,0.199106,6.783421,6.866641
629.500026,0.621150,0.460854,0.656113,0.687625,0.586292,0.597362,0.679631,0.603271,0.460424,0.546359,0.381059,0.200962,6.785195,6.869535
630.000026,0.635084,0.498950,0.583811,0.711906,0.625032,0.645790,0.676099,0.586902,0.490747,0.579739,0.366206,0.206353,6.787073,6.872529
630.500026,0.643872,0.529515,0.555856,0.738208,0.621709,0.700683,0.660170,0.569042,0.483155,0.575489,0.354975,0.225836,6.789627,6.876145
