?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%],11.eps1 [%],12.eps1 [%],13.eps1 [%],14.eps1 [%],15.eps1 [%],16.eps1 [%],B1.eps1 [%]
656.000026,5.712973,2.178767,0.767138,0.422259,3.221397,1.328247,0.659734,4.381505,2.667858,1.731773,4.727336,3.749039,2.406697,3.194182,1.653645,1.008054,0.068376
656.500026,5.792671,2.196794,0.739046,0.421792,3.259701,1.346906,0.676380,4.432420,2.707816,1.795652,4.797895,3.784515,2.501135,3.245530,1.687175,1.021940,0.053599
657.000026,5.877316,2.204892,0.751462,0.418747,3.296713,1.354230,0.682045,4.492301,2.765944,1.860544,4.879740,3.826501,2.549275,3.299001,1.725223,1.031417,0.054952
657.500026,5.966277,2.206096,0.765926,0.431470,3.333041,1.365710,0.706679,4.575684,2.823386,1.878836,4.966438,3.900495,2.603644,3.341771,1.753401,1.032827,0.065502
658.000026,6.059900,2.324734,0.793862,0.438263,3.367056,1.371966,0.701715,4.643333,2.862352,1.855696,5.045904,3.983753,2.604324,3.386668,1.760306,1.030568,0.064290
658.500026,6.140813,2.345754,0.800899,0.450028,3.398302,1.375382,0.712245,4.708979,2.883498,1.845423,5.129473,4.049081,2.665997,3.441640,1.763318,1.044424,0.058165
659.000026,6.236483,2.469396,0.819365,0.457997,3.434310,1.394749,0.695867,4.760984,2.896008,1.869967,5.197006,4.100500,2.708783,3.494549,1.778276,1.054896,0.040818
659.500026,6.315312,2.406990,0.793233,0.456404,3.479590,1.403270,0.696523,4.811635,2.905033,1.936711,5.254867,4.225373,2.933142,3.533950,1.806150,1.087659,0.034507
660.000026,6.396370,2.458911,0.800606,0.454778,3.522746,1.420641,0.697920,4.863111,2.923663,1.962852,5.308258,4.354386,3.055900,3.561815,1.830885,1.119974,0.046371
660.500026,6.441158,2.378481,0.785465,0.446323,3.554233,1.431131,0.696160,4.919675,2.938133,1.963844,5.368309,4.486762,3.223007,3.588342,1.850857,1.151028,0.058686
661.000026,6.475538,2.387954,0.804423,0.459997,3.578304,1.445466,0.701341,4.974601,2.968980,1.983903,5.432916,4.540797,3.256239,3.628193,1.869629,1.159496,0.077289
661.500026,6.501903,2.374613,0.790697,0.462498,3.598703,1.452444,0.698346,5.023499,2.990868,1.981458,5.490199,4.602734,3.311777,3.657677,1.883364,1.156511,0.076468
662.000026,6.547644,2.384262,0.791858,0.462958,3.617989,1.446761,0.703229,5.054551,3.022079,2.008962,5.529488,4.646750,3.336358,3.685569,1.890763,1.148897,0.079016
662.500026,6.588616,2.379308,0.794625,0.452990,3.637445,1.458215,0.711612,5.094211,3.040906,2.023748,5.570818,4.687749,3.353659,3.705683,1.888237,1.140335,0.075359
663.000026,6.640596,2.394547,0.796648,0.452063,3.653100,1.462260,0.713886,5.119872,3.057339,2.026674,5.608451,4.737397,3.371762,3.741018,1.889363,1.139966,0.069883
663.500026,6.669498,2.412551,0.788400,0.448816,3.679169,1.462526,0.705406,5.153283,3.078122,2.041078,5.655585,4.767521,3.390913,3.776653,1.886234,1.155119,0.053977
664.000026,6.728323,2.431225,0.795872,0.450856,3.698978,1.430390,0.704710,5.182841,3.123132,2.056798,5.701566,4.717755,3.303760,3.816496,1.895707,1.157896,0.041141
664.500026,6.773573,2.431508,0.803905,0.447400,3.717598,1.423298,0.707632,5.217635,3.177830,2.108137,5.738816,4.645939,3.211223,3.831360,1.918796,1.153998,0.034171
665.000026,6.829401,2.435951,0.827521,0.460774,3.734709,1.422443,0.739135,5.254282,3.212925,2.102054,5.776199,4.589899,3.115383,3.850078,1.955607,1.144622,0.046862
665.500026,6.861102,2.448226,0.843844,0.456128,3.757444,1.440885,0.733309,5.283384,3.231378,2.073795,5.789358,4.614169,3.129062,3.844374,1.979606,1.148134,0.048335
666.000026,6.907924,2.480727,0.855931,0.460555,3.777744,1.446913,0.738976,5.316133,3.213754,2.035396,5.824210,4.708352,3.243898,3.864558,1.994651,1.175085,0.057455
666.500026,6.938269,2.501626,0.858638,0.464406,3.787979,1.466185,0.721035,5.342715,3.214950,2.014670,5.854117,4.797893,3.359256,3.874898,2.001823,1.201207,0.063312
667.000026,6.979490,2.513265,0.851409,0.474438,3.798736,1.486262,0.718440,5.374212,3.197686,2.020073,5.908367,4.915666,3.505739,3.914039,2.005713,1.234144,0.074904
667.500026,7.011373,2.532344,0.850006,0.488715,3.814198,1.504993,0.712090,5.401592,3.211491,2.025956,5.947373,4.967184,3.529708,3.939441,2.017786,1.226625,0.081190
668.000026,7.053700,2.556797,0.846693,0.483164,3.848489,1.511678,0.716683,5.432980,3.215542,2.055371,5.975061,5.032375,3.574402,3.962441,2.030187,1.218297,0.074969
668.500026,7.103467,2.580989,0.847630,0.490330,3.883417,1.548633,1.023222,5.465514,3.229920,2.066231,6.009683,5.095896,3.624052,3.982164,2.036947,1.206328,0.059125
669.000026,7.183385,2.574552,0.847278,0.474363,3.910593,1.538490,1.041983,5.504638,3.288523,2.106010,6.046800,5.060944,3.558793,4.003981,2.054443,1.210703,0.050484
669.500026,7.258899,2.574577,0.852386,0.474908,3.930148,1.547431,1.040574,5.556961,3.337882,2.110037,6.111419,5.042322,3.472118,4.035261,2.077162,1.212223,0.055084
670.000026,7.340037,2.592037,0.874851,0.477548,3.954915,1.513737,0.743439,5.622771,3.377520,2.136689,6.176225,5.081616,3.486113,4.067205,2.109134,1.223140,0.072948
670.500026,7.415075,2.623234,0.887634,0.499031,3.992771,1.541978,0.734041,5.688924,3.360877,2.147651,6.244324,5.246341,3.643557,4.103826,2.115133,1.236198,0.070903
671.000026,7.520092,2.665758,0.897695,0.510788,4.034685,1.556222,0.744606,5.756640,3.382335,2.179410,6.325114,5.400562,3.818587,4.157223,2.118000,1.250555,0.062334
671.500026,7.644185,2.684144,0.874556,0.506411,4.072432,1.586278,0.740045,5.824965,3.435144,2.203428,6.418774,5.495320,3.891195,4.214072,2.147105,1.269522,0.059093
672.000026,7.744445,2.694780,0.862801,0.496294,4.123181,1.605933,0.755195,5.918832,3.497792,2.218694,6.537143,5.565862,3.946539,4.278984,2.182578,1.287289,0.067411
672.500026,7.837168,2.693882,0.849658,0.492663,4.179297,1.612771,0.769672,6.020447,3.574885,2.236945,6.642825,5.579248,3.876258,4.335573,2.224218,1.302065,0.068889
673.000026,7.913353,2.711827,0.862373,0.497883,4.231862,1.623130,0.776149,6.118122,3.613475,2.243012,6.747957,5.666039,3.911622,4.404522,2.241389,1.305778,0.060067
673.500026,8.007020,2.738625,0.875901,0.506339,4.276787,1.638396,0.774223,6.209132,3.651503,2.268580,6.852125,5.796078,3.977495,4.476178,2.258150,1.327686,0.046315
674.000026,8.120401,2.775870,0.895563,0.519078,4.310683,1.648198,0.765720,6.276040,3.647187,2.275434,6.943292,5.913296,4.365343,4.544231,2.342486,1.352264,0.050246
674.500026,8.255040,2.807884,0.911887,0.535861,4.343423,1.671219,0.784708,6.332942,3.683750,2.296528,7.028010,5.945454,4.599181,4.602043,2.416152,1.395027,0.061784
675.000026,8.389329,2.841074,0.926779,0.541724,4.382187,1.693026,0.798476,6.392668,3.720074,2.314785,7.117125,5.938411,4.861667,4.664130,2.508459,1.408843,0.076706
675.500026,8.507961,2.867970,0.936392,0.541490,4.420155,1.718213,0.840597,6.464500,3.759230,2.352708,7.214275,5.995526,4.871380,4.718090,2.527578,1.425431,0.084827
676.000026,8.594888,2.884430,0.940474,0.532343,4.463619,1.723482,0.865565,6.542363,3.796472,2.385695,7.312739,6.116659,4.771809,4.783823,2.511229,1.434096,0.079264
676.500026,8.687014,2.900365,0.946163,0.532763,4.491805,1.723417,0.878391,6.596445,3.838659,2.401823,7.383614,6.170525,4.782247,4.841685,2.536749,1.456283,0.069792
677.000026,8.768291,2.907034,0.955449,0.548264,4.529582,1.733444,0.856411,6.660662,3.894041,2.440323,7.456263,6.280035,4.639855,4.894654,2.503509,1.477392,0.051420
677.500026,8.861068,2.920722,0.948939,0.568096,4.566718,1.738347,0.846759,6.724294,3.940466,2.465929,7.516530,6.318914,4.624204,4.932025,2.509727,1.466668,0.041534
678.000026,8.928128,2.929818,0.952858,0.574717,4.608759,1.736005,0.853370,6.787850,4.012620,2.516830,7.572261,6.345803,4.336489,4.950534,2.451341,1.453644,0.034150
678.500026,9.013006,2.934037,0.954004,0.556865,4.648481,1.750356,0.859804,6.835810,4.035438,2.531078,7.617272,6.394681,4.356186,4.979555,2.450032,1.458837,0.030171
679.000026,9.077473,2.938111,0.962219,0.542350,4.682096,1.758211,0.863918,6.893158,4.044922,2.560704,7.667976,6.436544,4.395593,4.991792,2.477374,1.479301,0.040766
679.500026,9.135009,2.944295,0.967598,0.535608,4.708132,1.775961,0.863621,6.937747,4.060782,2.546873,7.719353,6.484179,4.460479,5.026978,2.506807,1.499174,0.061754
680.000026,9.176989,2.948385,0.970217,0.534982,4.719590,1.763582,0.850793,6.981856,4.072297,2.552315,7.772440,6.487604,4.695053,5.055358,2.600779,1.508989,0.081219
680.500026,9.231725,2.960751,0.980945,0.541289,4.727729,1.765429,0.856257,7.004913,4.097408,2.553035,7.814398,6.477068,4.944990,5.094076,2.666001,1.519015,0.088331
681.000026,9.280723,2.962891,0.972317,0.536345,4.730287,1.753616,0.850832,7.040254,4.081254,2.576240,7.858609,6.538540,5.305576,5.122296,2.731265,1.537393,0.086617
681.500026,9.318770,2.976833,0.969730,0.543595,4.752583,1.775997,0.852952,7.065579,4.130814,2.598788,7.890532,6.545789,5.060569,5.154472,2.696192,1.540222,0.082688
682.000026,9.320857,3.013084,1.025397,0.633977,4.795983,1.712951,0.961232,7.065385,4.154768,2.681642,8.142256,6.637574,5.013991,5.172483,2.719140,1.937132,0.298288
682.500026,,3.634849,1.383489,0.737134,4.828001,1.728639,1.255692,7.061765,4.182856,2.730840,8.263302,6.671934,4.815908,,2.713391,2.289644,0.357059
683.000026,,4.004715,1.736880,0.801361,,1.663058,1.465854,,,,,,,,,2.626127,0.406966
683.500026,,4.292040,2.022083,0.753515,,1.706843,1.550653,,,,,,,,,2.572812,0.231282
684.000026,,4.004925,2.011996,0.712074,,1.626284,1.463087,,,,,,,,,2.538742,0.209843
684.500026,,3.925037,2.010859,0.710940,,1.614112,1.513164,,,,,,,,,2.538475,0.219684
685.000026,,3.902782,2.006654,0.713718,,1.557995,1.559003,,,,,,,,,2.556943,0.217017
685.500026,,3.915777,2.011672,0.727120,,1.534178,1.599383,,,,,,,,,2.604508,0.226208
686.000026,,3.965952,2.011480,0.718520,,1.527194,1.543585,,,,,,,,,2.643595,0.213906
686.500026,,3.993288,2.010674,0.717475,,1.540855,1.540709,,,,,,,,,2.649159,0.211874
687.000026,,3.986509,2.009134,0.703457,,1.570902,1.511650,,,,,,,,,2.646704,0.203629
