?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%],11.eps1 [%],12.eps1 [%],13.eps1 [%],14.eps1 [%],15.eps1 [%],16.eps1 [%],B1.eps1 [%]
569.000014,1.628721,0.877347,0.513911,0.318682,0.961563,0.628612,0.540104,1.047797,0.755843,0.650686,1.036150,0.766247,0.421473,0.845886,0.525305,0.535675,0.049784
570.000014,1.646470,0.890902,0.501275,0.305704,0.970099,0.632386,0.500243,1.058009,0.753633,0.642054,1.048742,0.755610,0.413307,0.852996,0.536092,0.536527,0.051255
571.000014,1.673387,0.905139,0.507228,0.302726,0.986947,0.636012,0.504693,1.072145,0.748940,0.676773,1.058646,0.779582,0.438453,0.858294,0.536692,0.531557,0.045720
572.000014,1.695130,0.907037,0.605634,0.296340,0.996671,0.635987,0.835131,1.096974,0.768223,0.694583,1.079674,0.780334,0.453390,0.871303,0.539881,0.547060,0.049642
573.000014,1.707881,0.913582,0.611430,0.304050,1.014160,0.658561,0.832426,1.123509,0.782938,0.627802,1.109159,0.790985,0.364936,0.887877,0.548474,0.543136,0.058390
574.000014,1.732788,0.942540,0.608169,0.293630,1.034721,0.663034,0.808380,1.126146,0.781875,0.583544,1.120323,0.781883,0.378499,0.909538,0.576607,0.558949,0.060903
575.000014,1.759093,0.949661,0.524682,0.296007,1.065489,0.655619,0.491076,1.143179,0.781065,0.631120,1.122017,0.820928,0.468955,0.915133,0.579397,0.555786,0.042004
576.000014,1.789650,0.942488,0.531387,0.293049,1.070467,0.636244,0.512635,1.164734,0.811582,0.678662,1.135103,0.853944,0.449150,0.920354,0.568606,0.552591,0.037221
577.000014,1.802531,0.933500,0.545485,0.289201,1.061982,0.642781,0.508866,1.181888,0.844280,0.753408,1.160729,0.868858,0.444971,0.928500,0.559190,0.554256,0.046094
578.000014,1.810244,0.946567,0.542387,0.276800,1.061386,0.660192,0.500562,1.190667,0.856114,0.727740,1.183816,0.851128,0.355920,0.950119,0.570801,0.558909,0.063770
579.000014,1.828368,0.964327,0.554253,0.280427,1.077416,0.686043,0.486605,1.196983,0.843583,0.684934,1.194931,0.836682,0.406827,0.966144,0.590375,0.566661,0.063147
580.000014,1.857934,0.978608,0.573109,0.297609,1.101585,0.688868,0.584949,1.214635,0.839621,0.616350,1.205979,0.850122,0.422889,0.970463,0.596380,0.557054,0.051170
581.000014,1.873492,0.976337,0.567996,0.312312,1.112824,0.684821,0.610961,1.238702,0.873797,0.625192,1.229172,0.876489,0.408301,0.970760,0.599649,0.543488,0.052850
582.000014,1.892930,0.989887,0.554508,0.314192,1.121316,0.679522,0.607269,1.261086,0.886584,0.670242,1.252664,0.892517,0.408132,0.979751,0.605770,0.551778,0.050128
583.000014,1.909124,1.000679,0.542892,0.297795,1.135384,0.676877,0.507675,1.278223,0.889682,0.780130,1.270739,0.920353,0.509219,0.999045,0.606834,0.565838,0.058644
584.000014,1.950616,1.013568,0.541508,0.306766,1.157426,0.676835,0.508025,1.299921,0.880847,0.742391,1.283374,0.936630,0.520313,1.011952,0.620041,0.589563,0.047443
585.000014,1.982970,1.024594,0.553427,0.302273,1.175555,0.675344,0.530397,1.319440,0.898624,0.792243,1.302428,0.963736,0.527502,1.022427,0.625836,0.592298,0.063265
586.000014,2.009892,1.022262,0.534186,0.298774,1.186127,0.689777,0.522160,1.347864,0.933331,0.787143,1.336679,0.956475,0.417673,1.040261,0.640639,0.582598,0.070607
587.000014,2.021743,1.040409,0.532016,0.296632,1.191198,0.713772,0.506549,1.351785,0.940523,0.805865,1.355984,0.947167,0.445994,1.058850,0.656151,0.577902,0.072080
588.000014,2.054001,1.035998,0.531774,0.294191,1.208356,0.722201,0.488796,1.364885,0.934532,0.820814,1.370500,0.951720,0.548054,1.078772,0.652620,0.581063,0.054078
589.000014,2.081020,1.059484,0.547378,0.309724,1.232461,0.746223,0.489890,1.379140,0.917324,0.741253,1.367924,0.956622,0.574245,1.070221,0.663112,0.582464,0.032170
590.000014,2.110487,1.050675,0.552882,0.297163,1.255466,0.724999,0.485539,1.397807,0.917339,0.790997,1.368061,0.998023,0.652112,1.064813,0.638432,0.595811,0.032918
590.500026,2.102134,1.049429,0.556282,0.309578,1.254270,0.719542,0.511047,1.413192,0.953021,0.827477,1.378381,1.028204,0.648825,1.064121,0.622590,0.581765,0.049843
591.000026,2.105784,1.035781,0.535012,0.308516,1.245080,0.702347,0.527596,1.422059,0.972731,0.942082,1.403756,1.041407,0.760478,1.089117,0.626648,0.595546,0.074838
591.500026,2.104825,1.058483,0.537466,0.308037,1.238609,0.721034,0.535374,1.428031,0.995542,1.002492,1.427887,1.026415,0.810772,1.110593,0.654860,0.594508,0.077363
592.000026,2.128765,1.076124,0.631049,0.319020,1.245337,0.734871,0.854189,1.427608,0.986649,0.938202,1.441072,1.009516,0.714331,1.126717,0.680368,0.599694,0.059313
592.500026,2.151644,1.088436,0.644525,0.314919,1.271866,0.754492,0.839365,1.434377,0.977527,0.841637,1.433555,1.034611,0.627114,1.121134,0.674419,0.594372,0.046255
593.000026,2.165818,1.080090,0.643722,0.320472,1.289496,0.745203,0.840628,1.441547,0.971167,0.763574,1.432188,1.076794,0.505276,1.122768,0.657823,0.581961,0.042197
593.500026,2.183025,1.093475,0.541734,0.306064,1.308412,0.739372,0.523278,1.468580,0.991277,0.766673,1.442940,1.105462,0.501698,1.117378,0.664123,0.579620,0.061956
594.000026,2.199244,1.099459,0.547204,0.320231,1.311369,0.719094,0.553073,1.491986,1.022529,0.784034,1.485641,1.097742,0.499301,1.141146,0.679257,0.601453,0.066186
594.500026,2.233374,1.108956,0.543377,0.323479,1.320560,0.731214,0.561050,1.516221,1.043015,0.801722,1.515499,1.081869,0.517229,1.155322,0.697656,0.620520,0.062991
595.000026,2.266169,1.104295,0.537622,0.314031,1.326279,0.736310,0.544536,1.518627,1.037425,0.828498,1.533096,1.080132,0.544817,1.178391,0.708348,0.634871,0.043220
595.500026,2.293712,1.114617,0.537417,0.303128,1.341473,0.756784,0.534726,1.519350,1.036146,0.861918,1.532932,1.094646,0.577795,1.195521,0.715045,0.622701,0.035084
596.000026,2.327097,1.133262,0.544208,0.305583,1.356300,0.770651,0.518290,1.526500,1.032569,0.843268,1.534641,1.106427,0.598869,1.191441,0.722015,0.619552,0.035106
596.500026,2.333996,1.144639,0.549432,0.315191,1.369491,0.774319,0.514283,1.538265,1.023443,0.830373,1.538311,1.136650,0.605519,1.191181,0.715471,0.622147,0.037372
597.000026,2.351031,1.144322,0.586125,0.314945,1.378530,0.754401,0.592615,1.561136,1.027978,0.778116,1.553205,1.178272,0.564765,1.183289,0.700707,0.624317,0.052393
597.500026,2.349651,1.141382,0.596452,0.312140,1.381051,0.740071,0.614254,1.591704,1.040325,0.811529,1.581465,1.206717,0.642691,1.195992,0.692681,0.620433,0.067439
598.000026,2.370998,1.140530,0.701857,0.312509,1.404015,0.738204,0.926257,1.616765,1.061145,0.854848,1.599117,1.218532,0.717747,1.203713,0.680907,0.627863,0.079997
598.500026,2.381858,1.143522,0.663477,0.309382,1.407567,0.745299,0.850560,1.625940,1.071856,0.942528,1.602071,1.218730,0.819616,1.200505,0.703525,0.622486,0.075216
599.000026,2.413144,1.136875,0.649275,0.298296,1.427713,0.748223,0.824849,1.634731,1.072971,0.988516,1.600685,1.232485,0.822960,1.201549,0.706056,0.626669,0.071185
599.500026,2.421921,1.142951,0.537952,0.302816,1.427502,0.745948,0.517770,1.642784,1.084423,1.013385,1.606026,1.235090,0.858710,1.202495,0.725231,0.628542,0.077845
600.000026,2.440300,1.150582,0.540878,0.319512,1.435130,0.749736,0.495551,1.658374,1.091929,0.969992,1.619556,1.223785,0.785640,1.219567,0.719715,0.648138,0.070687
600.500026,2.426281,1.169636,0.555298,0.332259,1.435285,0.747728,0.507459,1.657828,1.104792,0.904314,1.635405,1.200290,0.702092,1.244993,0.725223,0.654788,0.071548
601.000026,2.430490,1.165982,0.562161,0.345469,1.433650,0.760848,0.515478,1.661037,1.112670,0.861803,1.650937,1.192530,0.604415,1.270775,0.731144,0.650312,0.052127
601.500026,2.432457,1.182918,0.555621,0.329954,1.433307,0.768413,0.526607,1.661286,1.120435,0.875980,1.661451,1.192077,0.628371,1.276044,0.743478,0.664607,0.047720
602.000026,2.465334,1.189257,0.551927,0.324933,1.436451,0.787205,0.523340,1.672256,1.126065,0.859326,1.669469,1.192780,0.646963,1.270859,0.755045,0.670055,0.038065
602.500026,2.499215,1.205529,0.569939,0.314638,1.451640,0.792096,0.501955,1.679082,1.112719,0.827623,1.663585,1.226856,0.649597,1.252765,0.753703,0.681990,0.044371
603.000026,2.506142,1.197736,0.574483,0.325317,1.468641,0.783896,0.499306,1.683895,1.103451,0.878070,1.679439,1.262166,0.730015,1.266197,0.749251,0.654724,0.057824
603.500026,2.512790,1.190163,0.562933,0.322704,1.486077,0.768697,0.490819,1.697563,1.098091,0.958537,1.691656,1.303404,0.807270,1.279399,0.750486,0.653548,0.069403
604.000026,2.518330,1.189056,0.562283,0.326259,1.485761,0.761119,0.509974,1.717436,1.127059,0.991045,1.728886,1.283096,0.810933,1.308036,0.759057,0.641122,0.070134
604.500026,2.553021,1.196828,0.560056,0.327725,1.490289,0.764188,0.528182,1.737930,1.157207,0.965298,1.745519,1.261270,0.738604,1.320997,0.775422,0.658288,0.054440
605.000026,2.580542,1.218607,0.565442,0.337507,1.499463,0.784554,0.538754,1.743559,1.168324,0.933603,1.750255,1.269327,0.673499,1.324740,0.779068,0.649799,0.045984
605.500026,2.613397,1.242211,0.564813,0.324195,1.516485,0.793059,0.512057,1.749497,1.181056,0.888196,1.752188,1.307664,0.702499,1.323097,0.782252,0.659957,0.044045
606.000026,2.640729,1.249911,0.564305,0.305680,1.533000,0.803412,0.481193,1.768791,1.170945,0.929600,1.768840,1.357510,0.798851,1.324662,0.776225,0.645939,0.067166
606.500026,2.673518,1.247496,0.568804,0.309199,1.555315,0.805212,0.474236,1.799650,1.184025,0.963440,1.797029,1.390021,0.893421,1.338099,0.780380,0.657537,0.079600
607.000026,2.700891,1.246635,0.556125,0.317036,1.579980,0.793121,0.480954,1.827400,1.197333,1.066657,1.828647,1.409585,0.977655,1.363493,0.779377,0.659652,0.092692
607.500026,2.737479,1.257361,0.598912,0.336664,1.596734,0.801437,0.573855,1.847669,1.216190,1.027607,1.851852,1.410996,0.884626,1.392700,0.793234,0.672717,0.075922
608.000026,2.758230,1.262236,0.601495,0.326464,1.605434,0.799154,0.587829,1.863034,1.228694,0.990277,1.874309,1.403479,0.812184,1.416585,0.805942,0.683719,0.059553
608.500026,2.795754,1.270291,0.610113,0.329253,1.610547,0.819954,0.607601,1.881122,1.240030,0.957986,1.889340,1.398011,0.744389,1.428010,0.832622,0.698477,0.038055
609.000026,2.824030,1.282528,0.579062,0.319690,1.630754,0.824789,0.559779,1.900881,1.250559,0.978075,1.902585,1.405655,0.774719,1.432369,0.832790,0.702672,0.032373
609.500026,2.850769,1.291616,0.569610,0.332993,1.635327,0.838327,0.553024,1.904033,1.253533,1.006561,1.910770,1.438919,0.795704,1.435724,0.829156,0.690321,0.037503
610.000026,2.850939,1.289077,0.569384,0.339390,1.644016,0.835295,0.546783,1.913732,1.248953,1.001715,1.924209,1.484783,0.780462,1.439757,0.809684,0.684400,0.054869
610.500026,2.854862,1.294606,0.566906,0.351012,1.649512,0.849400,0.518294,1.916908,1.260241,1.032122,1.936806,1.528057,0.868597,1.445744,0.802405,0.690119,0.067541
611.000026,2.869070,1.306352,0.569600,0.343330,1.671003,0.850405,0.519080,1.939976,1.267583,1.092646,1.958614,1.532425,0.940731,1.459756,0.807244,0.703716,0.071725
611.500026,2.898077,1.314569,0.574036,0.338771,1.686078,0.876181,0.511715,1.949231,1.263286,1.130498,1.964159,1.538148,1.073918,1.463567,0.826794,0.694288,0.072207
612.000026,2.912745,1.310528,0.567757,0.321374,1.701034,0.869635,0.511683,1.969643,1.258343,1.134792,1.975067,1.550640,1.080930,1.469165,0.840664,0.688444,0.077437
612.500026,2.923058,1.306763,0.582203,0.330500,1.693939,0.864128,0.503769,1.986305,1.272602,1.123964,1.999372,1.561707,1.100395,1.477568,0.854056,0.695366,0.084248
613.000026,2.938904,1.315577,0.575845,0.329357,1.702744,0.845729,0.513233,2.002328,1.285482,1.137061,2.018457,1.569069,1.073956,1.492691,0.845694,0.714441,0.086199
613.500026,2.955026,1.321246,0.581111,0.347666,1.701482,0.852632,0.498290,2.011514,1.290022,1.125505,2.040991,1.572378,1.060178,1.509338,0.849941,0.720231,0.085359
614.000026,2.978643,1.321749,0.569211,0.339401,1.717566,0.844644,0.524717,2.036178,1.310677,1.120059,2.052085,1.558414,1.021499,1.514620,0.849981,0.723931,0.069207
614.500026,2.992563,1.328578,0.576775,0.337227,1.722219,0.849625,0.532622,2.055260,1.319185,1.089531,2.078520,1.558847,0.945293,1.534786,0.865983,0.724538,0.064511
615.000026,3.020165,1.343382,0.572430,0.330674,1.737521,0.848220,0.551095,2.072674,1.332198,1.068290,2.087056,1.567236,0.896298,1.538424,0.864124,0.729022,0.057364
615.500026,3.033660,1.365758,0.574979,0.345568,1.745456,0.866711,0.563098,2.070379,1.333932,1.071612,2.092931,1.616332,0.920266,1.545196,0.861463,0.717748,0.068596
616.000026,3.048985,1.368397,0.568194,0.360670,1.758730,0.872685,0.540547,2.078028,1.345077,1.062162,2.102633,1.646465,0.919031,1.547783,0.863084,0.712303,0.069523
616.500026,3.060668,1.372221,0.579643,0.368235,1.766723,0.875349,0.539615,2.095948,1.373388,1.098073,2.125029,1.656292,0.984368,1.566326,0.870218,0.711817,0.066158
617.000026,3.097242,1.372763,0.576588,0.355558,1.775956,0.875250,0.519799,2.123274,1.395126,1.059729,2.160489,1.642434,0.905951,1.595071,0.891323,0.728163,0.050489
617.500026,3.120571,1.393481,0.575392,0.347719,1.790302,0.880384,0.543019,2.159469,1.429440,1.078790,2.189239,1.642349,0.912972,1.605771,0.903867,0.744497,0.045674
618.000026,3.166519,1.399940,0.576826,0.341118,1.811376,0.895118,0.546552,2.188099,1.436579,1.037551,2.210828,1.668560,0.855793,1.609092,0.916639,0.752679,0.049753
618.500026,3.191272,1.413473,0.588151,0.355839,1.827533,0.906491,0.549767,2.212361,1.442784,1.060668,2.238589,1.722674,0.881820,1.614904,0.914244,0.746069,0.068464
619.000026,3.252730,1.415090,0.595744,0.353534,1.855699,0.917781,0.538406,2.233866,1.429651,1.069623,2.262509,1.763305,0.916286,1.632625,0.921006,0.728526,0.070954
619.500026,3.290183,1.427385,0.585145,0.353232,1.878259,0.921865,0.526519,2.251117,1.435396,1.076932,2.289093,1.789850,0.917609,1.658373,0.933849,0.727053,0.071679
620.000026,3.333685,1.430763,0.585296,0.346177,1.885709,0.915340,0.505376,2.272265,1.457326,1.091615,2.322216,1.794286,1.017337,1.691423,0.957748,0.730694,0.057353
620.500026,3.366190,1.439109,0.582098,0.340500,1.887518,0.913041,0.506061,2.305932,1.487213,1.130405,2.363106,1.796599,1.077137,1.716854,0.969428,0.748406,0.045171
621.000026,3.394677,1.447294,0.627977,0.336707,1.898283,0.907207,0.614645,2.343927,1.510447,1.190167,2.400645,1.786632,1.163146,1.737952,0.984561,0.754626,0.034921
621.500026,3.432109,1.451692,0.656700,0.333873,1.922854,0.922427,0.731692,2.377747,1.525313,1.216137,2.425714,1.784433,1.141759,1.752359,0.991919,0.764453,0.036762
622.000026,3.444495,1.460657,0.649780,0.340875,1.942660,0.929057,0.739830,2.404002,1.540751,1.178002,2.451921,1.802678,1.087766,1.764372,0.993409,0.755126,0.046214
622.500026,3.462191,1.463791,0.600114,0.344829,1.948163,0.937104,0.655615,2.421681,1.553138,1.142577,2.473983,1.828841,1.026045,1.775749,0.994575,0.755314,0.054973
623.000026,3.467167,1.478928,0.561707,0.341808,1.966872,0.934007,0.566305,2.435747,1.561978,1.075241,2.484693,1.857316,0.978690,1.778556,0.992325,0.741958,0.057191
623.500026,3.483058,1.486552,0.573459,0.340296,1.970442,0.939898,0.573847,2.433657,1.571432,1.082978,2.487118,1.888814,0.996752,1.782333,0.990187,0.746166,0.054491
624.000026,3.481839,1.488875,0.577008,0.343116,1.981368,0.944803,0.569789,2.443411,1.575730,1.088384,2.491423,1.931785,1.017360,1.786148,0.983116,0.749985,0.058042
624.500026,3.498319,1.489100,0.603007,0.353687,1.988449,0.962179,0.625952,2.451116,1.566255,1.134238,2.495279,1.953769,1.042335,1.785505,0.988844,0.755904,0.064158
625.000026,3.513762,1.484593,0.601628,0.351528,2.003278,0.957298,0.627673,2.471936,1.566260,1.154540,2.510320,1.970879,1.070912,1.791222,0.996748,0.759797,0.079187
625.500026,3.545618,1.499551,0.614460,0.346086,2.013771,0.954687,0.623843,2.476681,1.560629,1.157252,2.524841,1.976959,1.053308,1.794136,1.004442,0.754296,0.083725
626.000026,3.570185,1.513693,0.599702,0.346363,2.028385,0.954443,0.551503,2.487910,1.559880,1.163744,2.540001,2.003941,1.057242,1.805849,1.001556,0.757182,0.089938
626.500026,3.612743,1.531532,0.603530,0.355980,2.038908,0.972598,0.533457,2.488855,1.558462,1.133570,2.549009,2.011535,1.058458,1.822483,0.999399,0.757972,0.078647
627.000026,3.655275,1.531887,0.603135,0.379417,2.059218,0.989080,0.542356,2.514005,1.574565,1.151191,2.566315,2.003317,1.180220,1.838650,1.016329,0.765692,0.059534
627.500026,3.690887,1.533015,0.604928,0.377410,2.072173,0.991181,0.534266,2.543046,1.603092,1.200436,2.589262,1.991949,1.252567,1.854428,1.026062,0.778705,0.044786
628.000026,3.704454,1.538822,0.609635,0.378395,2.081254,0.987240,0.545046,2.585105,1.630479,1.220507,2.622794,2.003576,1.251351,1.865009,1.041566,0.788633,0.047943
628.500026,3.713298,1.554291,0.609400,0.365374,2.087262,0.983043,0.540274,2.600318,1.648463,1.231654,2.653203,2.053903,1.177716,1.890370,1.039950,0.791949,0.073827
629.000026,3.738327,1.569337,0.710336,0.364037,2.111684,0.997259,0.897466,2.605081,1.641635,1.236406,2.674260,2.107333,1.218480,1.914964,1.043681,0.789207,0.075401
629.500026,3.779073,1.572811,0.716311,0.358167,2.139875,1.003972,0.895334,2.626369,1.645241,1.304765,2.701137,2.131816,1.315316,1.941920,1.050490,0.794013,0.064385
630.000026,3.854068,1.580273,0.716171,0.362115,2.171679,1.018342,0.884229,2.680787,1.670645,1.340341,2.742406,2.146239,1.377902,1.952970,1.063520,0.800293,0.052849
630.500026,3.926378,1.592682,0.617316,0.358244,2.197182,1.009292,0.539662,2.751704,1.713490,1.346958,2.798019,2.173607,1.367018,1.969490,1.066506,0.808009,0.060619
631.000026,3.986861,1.618079,0.607993,0.355091,2.218695,1.022379,0.543282,2.796334,1.748930,1.305667,2.850882,2.218228,1.315555,1.995472,1.069752,0.802844,0.079632
631.500026,4.017014,1.642228,0.606771,0.354424,2.237318,1.030352,0.542683,2.823270,1.768065,1.320508,2.899175,2.263594,1.375693,2.031760,1.073792,0.801186,0.083512
632.000026,4.059274,1.662530,0.616609,0.358750,2.258040,1.045169,0.571068,2.834631,1.785783,1.347117,2.926688,2.303627,1.430813,2.060586,1.102219,0.801192,0.078492
632.500026,4.118895,1.681008,0.625847,0.365567,2.290307,1.051167,0.581880,2.856405,1.796470,1.382201,2.955883,2.336066,1.515566,2.086193,1.133270,0.811403,0.059065
633.000026,4.177403,1.687694,0.632582,0.372903,2.319812,1.049617,0.588286,2.880568,1.803961,1.398339,2.985834,2.370037,1.530104,2.119762,1.156309,0.828286,0.052895
633.500026,4.220909,1.690527,0.632134,0.388371,2.343960,1.064061,0.557751,2.925014,1.824423,1.385137,3.034013,2.397098,1.528923,2.145523,1.167523,0.834045,0.057607
634.000026,4.254991,1.687623,0.642829,0.385112,2.363736,1.066273,0.552382,2.976361,1.855389,1.398250,3.072498,2.423555,1.547997,2.155846,1.170181,0.843506,0.068528
634.500026,4.291119,1.694579,0.659318,0.381985,2.375400,1.063959,0.550723,3.015538,1.903751,1.405183,3.105745,2.446543,1.569689,2.159194,1.173329,0.833294,0.066300
635.000026,4.314148,1.702950,0.663517,0.373784,2.388443,1.055547,0.556639,3.043330,1.933659,1.394702,3.133363,2.467157,1.598080,2.175874,1.171375,0.830394,0.070562
635.500026,4.346913,1.705584,0.654745,0.382476,2.402390,1.059642,0.557123,3.070255,1.945611,1.383190,3.153931,2.494930,1.552144,2.188771,1.172757,0.821620,0.079968
636.000026,4.363609,1.713721,0.644034,0.380353,2.423657,1.079666,0.559870,3.103343,1.943002,1.337688,3.179032,2.519837,1.506163,2.203856,1.178780,0.819077,0.091094
636.500026,4.399784,1.726570,0.645627,0.387124,2.437124,1.101294,0.559050,3.133900,1.946660,1.290145,3.210040,2.549657,1.449065,2.212973,1.184372,0.821338,0.088557
637.000026,4.415820,1.747855,0.652998,0.378314,2.446354,1.110118,0.554647,3.143062,1.951816,1.256985,3.242723,2.577230,1.477798,2.243127,1.196655,0.828333,0.074602
637.500026,4.449395,1.769951,0.660533,0.377110,2.461082,1.118933,0.567509,3.151670,1.948607,1.283171,3.265548,2.596602,1.486208,2.264678,1.203287,0.846104,0.058288
638.000026,4.470882,1.782284,0.658666,0.375670,2.477782,1.117679,0.575722,3.150525,1.946648,1.331456,3.279789,2.616490,1.509922,2.288860,1.226176,0.853484,0.044787
638.500026,4.503541,1.787125,0.655287,0.381765,2.505427,1.119340,0.596300,3.165145,1.944217,1.364505,3.292870,2.629231,1.526970,2.299504,1.237970,0.848775,0.043907
639.000026,4.531428,1.786729,0.651832,0.395620,2.523553,1.121990,0.617342,3.185732,1.961771,1.356130,3.319876,2.643630,1.551938,2.316255,1.259461,0.844884,0.054610
639.500026,4.555826,1.780256,0.656186,0.393236,2.543388,1.122874,0.638196,3.223745,1.987651,1.409864,3.350863,2.655420,1.633572,2.324334,1.258483,0.840522,0.071207
640.000026,4.581512,1.791921,0.653853,0.396439,2.547801,1.124839,0.609981,3.253744,2.033822,1.449605,3.385886,2.669958,1.712100,2.338415,1.262578,0.844745,0.086578
640.500026,4.540987,1.788863,0.667374,0.391938,2.551417,1.124599,0.579014,3.285771,2.052203,1.472780,3.409611,2.689280,1.699331,2.354282,1.258199,0.836432,0.092466
641.000026,4.480615,1.809851,0.663958,0.390356,2.555373,1.128039,0.553998,3.311285,2.077937,1.419786,3.434859,2.708491,1.647377,2.368947,1.270870,0.838050,0.086154
641.500026,4.420502,1.810067,0.665528,0.397173,2.566875,1.134078,0.565262,3.337320,2.085260,1.401110,3.469436,2.738143,1.588884,2.392367,1.279682,0.848284,0.067296
642.000026,4.444020,1.840422,0.706216,0.395799,2.590536,1.150869,0.668444,3.354680,2.092068,1.394616,3.504474,2.775673,1.630864,2.416066,1.293818,0.863432,0.054372
642.500026,4.479820,1.853902,0.708567,0.412293,2.613367,1.160428,0.700764,3.370960,2.089150,1.470843,3.539353,2.812838,1.716434,2.445930,1.304467,0.870671,0.054538
643.000026,4.534493,1.866668,0.706242,0.403481,2.643644,1.178818,0.712441,3.401013,2.104530,1.513169,3.579720,2.845440,1.808023,2.476622,1.320269,0.864777,0.071352
643.500026,4.586794,1.867800,0.657484,0.407287,2.667811,1.176221,0.620234,3.448741,2.156127,1.571671,3.631642,2.876600,1.893319,2.509272,1.330292,0.861871,0.070392
644.000026,4.656363,1.878377,0.667281,0.391783,2.689477,1.172951,0.611225,3.506314,2.203977,1.543549,3.701583,2.924821,1.846734,2.555835,1.325442,0.866557,0.067848
644.500026,4.709274,1.902199,0.681277,0.406384,2.708990,1.166894,0.609609,3.566869,2.244477,1.511024,3.767742,2.977985,1.807750,2.594216,1.346166,0.880729,0.056514
645.000026,4.769955,1.925932,0.680129,0.414481,2.742459,1.185926,0.610012,3.617048,2.254758,1.475481,3.834150,3.027019,1.772298,2.639908,1.374830,0.901582,0.062326
645.500026,4.821632,1.947991,0.672462,0.416578,2.779220,1.198322,0.599176,3.665311,2.265032,1.472463,3.890728,3.068666,1.816700,2.670486,1.415037,0.911827,0.073059
646.000026,4.872491,1.965504,0.660364,0.409413,2.818199,1.218092,0.614158,3.695158,2.290206,1.544518,3.937382,3.110643,1.946626,2.706443,1.429715,0.906857,0.087752
646.500026,4.918135,1.979588,0.666331,0.390468,2.846242,1.218579,0.632411,3.731234,2.317623,1.610667,3.979071,3.166427,2.048042,2.728062,1.435073,0.899386,0.093349
647.000026,4.980038,1.983691,0.667079,0.405004,2.876408,1.228331,0.647596,3.762217,2.351760,1.680522,4.008482,3.213583,2.133474,2.748116,1.447054,0.897427,0.085848
647.500026,5.049709,1.986614,0.712885,0.410847,2.898842,1.227348,0.742275,3.810390,2.368283,1.692456,4.056083,3.256871,2.129501,2.773365,1.460669,0.911383,0.068659
648.000026,5.114496,1.988994,0.713023,0.420084,2.911979,1.228566,0.746671,3.845404,2.412082,1.703258,4.109786,3.281123,2.132930,2.807675,1.470894,0.924487,0.053956
648.500026,5.171863,2.001035,0.721059,0.413949,2.928125,1.234053,0.753416,3.886867,2.443760,1.636003,4.175063,3.318469,2.090543,2.853192,1.469447,0.946647,0.045495
649.000026,5.214539,2.020358,0.698056,0.407889,2.947372,1.238097,0.654936,3.919636,2.469715,1.571136,4.224502,3.339851,2.054854,2.893900,1.482344,0.957573,0.041301
649.500026,5.238346,2.036482,0.712431,0.417460,2.970748,1.234217,0.645807,3.963468,2.470202,1.568553,4.255984,3.362395,2.071281,2.905473,1.504617,0.963895,0.046451
650.000026,5.248726,2.048525,0.720423,0.420494,2.982299,1.231884,0.626490,3.998886,2.482998,1.618878,4.288279,3.376768,2.070545,2.919822,1.538867,0.954581,0.049257
650.500026,5.252626,2.048478,0.719514,0.428965,2.995662,1.227472,0.639777,4.033601,2.499040,1.669005,4.317671,3.409217,2.057683,2.927222,1.548310,0.949524,0.057591
651.000026,5.268948,2.049257,0.715265,0.424213,3.003054,1.243654,0.620407,4.060858,2.503476,1.624869,4.350725,3.440905,2.031621,2.946110,1.557411,0.956360,0.062900
651.500026,5.287030,2.053001,0.714636,0.429512,3.023924,1.248365,0.647375,4.080881,2.512101,1.611348,4.364659,3.462526,2.052605,2.957362,1.562575,0.966481,0.065980
652.000026,5.323793,2.065785,0.715884,0.429468,3.040421,1.257758,0.634333,4.099016,2.500998,1.593913,4.381027,3.485873,2.094786,2.965431,1.566397,0.983504,0.074051
652.500026,5.355839,2.082537,0.710069,0.427368,3.056827,1.262958,0.651517,4.115128,2.511296,1.609432,4.411005,3.514710,2.109399,2.988234,1.570091,0.974105,0.080819
653.000026,5.395450,2.102095,0.703370,0.422450,3.069415,1.289078,0.634506,4.132966,2.518231,1.609252,4.441232,3.535365,2.148255,3.007965,1.567650,0.966610,0.089416
653.500026,5.426604,2.114644,0.813130,0.410575,3.086586,1.310494,0.955228,4.156257,2.549574,1.666141,4.468356,3.548373,2.214040,3.022966,1.585274,0.959783,0.080637
654.000026,5.494249,2.116215,0.826087,0.409921,3.118554,1.310108,0.971899,4.184676,2.586394,1.737544,4.490824,3.553766,2.286047,3.040417,1.591855,0.965364,0.062938
654.500026,5.553663,2.109718,0.835433,0.411059,3.148864,1.304311,1.015141,4.233463,2.622484,1.809954,4.546857,3.582399,2.330070,3.073498,1.622670,0.992344,0.059536
655.000026,5.613343,2.116795,0.755949,0.419555,3.170090,1.302583,0.700066,4.284847,2.640908,1.767551,4.608800,3.630989,2.300560,3.114349,1.631815,1.000100,0.072318
655.500026,5.651438,2.140842,0.761000,0.427607,3.196043,1.320114,0.689349,4.340987,2.652882,1.731805,4.668595,3.696626,2.341341,3.150575,1.649187,1.008383,0.078607
