?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%],11.eps1 [%],12.eps1 [%],13.eps1 [%],14.eps1 [%],15.eps1 [%],16.eps1 [%],17.eps1 [%],18.eps1 [%],19.eps1 [%],20.eps1 [%]
483.000014,1.047816,1.445547,1.219153,0.845880,1.385334,0.788992,0.940209,0.796602,0.413817,0.658737,0.542371,1.081444,1.034424,1.336921,1.166838,1.198885,1.251050,1.290035,1.743819,1.499756
484.000014,1.060712,1.521590,1.214043,0.843107,1.449627,0.817659,0.902041,0.786736,0.409947,0.672290,0.563938,1.066069,1.082031,1.301130,1.191360,1.287988,1.346920,1.314371,1.780069,1.566433
485.000014,1.060269,1.605446,1.189779,0.867227,1.522026,0.860377,0.905163,0.766777,0.398486,0.653884,0.616000,1.070997,1.136519,1.273962,1.241616,1.366074,1.469014,1.337479,1.845841,1.612549
486.000014,1.094449,1.707208,1.113554,0.945668,1.572751,0.846275,0.865619,0.744833,0.401774,0.606519,0.691825,1.119709,1.240854,1.282709,1.322867,1.395785,1.579037,1.404249,1.958676,1.688491
487.000014,1.153000,1.802295,1.023141,1.020375,1.619388,0.841044,0.873885,0.728895,0.417129,0.568739,0.733785,1.175828,1.354953,1.336257,1.418683,1.394592,1.591852,1.489964,2.079298,1.765125
488.000014,1.234930,1.886918,0.988996,1.048019,1.572456,0.841221,0.866840,0.751290,0.440280,0.529181,0.754513,1.218924,1.476977,1.412524,1.512563,1.398495,1.552205,1.603973,2.189289,1.864370
489.000014,1.295450,1.930633,1.017416,1.045593,1.565486,0.836384,0.879426,0.752353,0.440160,0.482211,0.745627,1.251400,1.523646,1.519283,1.577618,1.420954,1.557756,1.675425,2.279375,1.950803
490.000014,1.366861,1.951231,1.130510,1.065321,1.585771,0.828949,0.892214,0.770591,0.473629,0.421793,0.759373,1.241170,1.543485,1.630898,1.600189,1.490078,1.632491,1.752913,2.369166,2.038526
491.000014,1.427261,1.914584,1.237860,1.109228,1.635313,0.844612,0.937796,0.773427,0.515674,0.393499,0.802607,1.229859,1.530041,1.776106,1.596291,1.568635,1.750188,1.864617,2.508527,2.120533
492.000014,1.450946,1.936710,1.367931,1.218539,1.717317,0.887703,1.048337,0.781390,0.527899,0.444182,0.834181,1.292512,1.566135,1.803348,1.692754,1.730791,1.838248,1.981200,2.673495,2.268391
493.000014,1.570146,1.976924,1.545546,1.304717,1.749157,0.971262,1.198044,0.882541,0.511994,0.551933,0.873133,1.441910,1.694565,1.926354,1.924873,1.950910,2.062903,2.166669,2.941289,2.510937
494.000014,1.734160,2.162939,1.674590,1.393666,1.798034,1.031942,1.285399,0.965586,0.441678,0.639773,0.857865,1.553221,1.930228,2.031811,2.210162,2.184591,2.272061,2.319214,3.223522,2.775096
495.000014,1.977707,2.313021,1.712523,1.412706,1.738769,1.074439,1.287561,1.090089,0.435431,0.626068,0.941279,1.581341,2.164273,2.274391,2.416083,2.382755,2.495457,2.462806,3.502962,3.009165
496.000014,2.154728,2.457330,1.627794,1.427180,1.670827,1.071314,1.214974,1.103980,0.405532,0.596337,1.002143,1.581901,2.322227,2.416493,2.519142,2.545408,2.622611,2.550189,3.690757,3.154089
497.000014,2.299584,2.502596,1.667733,1.413903,1.687580,1.079953,1.197272,1.137827,0.434058,0.574802,1.090565,1.679311,2.409430,2.559823,2.588857,2.683484,2.788244,2.653044,3.850375,3.303015
498.000014,2.343183,2.572098,1.817354,1.388953,1.827821,1.071166,1.194778,1.113649,0.455117,0.577446,1.104807,1.818018,2.450120,2.653921,2.623099,2.797333,2.950397,2.798555,3.991393,3.417990
499.000014,2.379969,2.643814,1.932437,1.391414,1.935375,1.133172,1.217638,1.080656,0.489090,0.554675,1.126250,1.928360,2.482474,2.749702,2.710369,2.868120,3.101823,2.973518,4.147389,3.537713
500.000014,2.403174,2.745677,2.069656,1.461758,1.934313,1.189863,1.240765,1.054123,0.497159,0.554647,1.137537,1.938385,2.557314,2.851909,2.827728,2.954135,3.194291,3.138728,4.321395,3.661404
501.000014,2.462719,2.771181,2.164805,1.660388,1.895183,1.257817,1.282979,1.054503,0.491280,0.576063,1.180594,1.893995,2.709505,2.939390,3.026873,3.018737,3.276280,3.229557,4.521237,3.813789
502.000014,2.592083,2.838414,2.162109,1.746186,1.960696,1.241866,1.334742,1.087815,0.479906,0.563160,1.206969,1.916942,2.871892,2.990155,3.202142,3.176412,3.365344,3.314526,4.742084,3.975787
503.000014,2.758440,2.943646,2.181381,1.783173,1.989838,1.233424,1.350134,1.140225,0.478459,0.544052,1.268691,2.004995,3.008682,3.127137,3.343768,3.409952,3.549598,3.466516,4.959522,4.175097
504.000014,3.022093,3.101513,2.265387,1.810068,2.067735,1.259888,1.357476,1.178595,0.492879,0.556587,1.290682,2.174354,3.230183,3.335899,3.599999,3.677241,3.881783,3.722182,5.325166,4.458125
505.000014,3.274762,3.297767,2.387331,1.909038,2.130765,1.309195,1.381468,1.207286,0.504874,0.582435,1.374222,2.323188,3.479466,3.639103,3.888047,4.017224,4.248272,4.056178,5.798124,4.839614
506.000014,3.673756,3.492867,2.569895,2.062745,2.377155,1.359764,1.269589,1.182592,0.499210,0.557187,1.433484,2.510117,3.861460,4.003310,4.295718,4.391865,4.576281,4.391046,6.373195,5.277900
507.000014,4.064213,3.716584,2.709113,2.192916,2.541402,1.461245,1.155789,1.210982,0.464821,0.638750,1.555591,2.666374,4.202591,4.413765,4.686703,4.862952,5.022673,4.777073,6.956793,5.796702
508.000014,4.462206,3.879989,3.009047,2.344805,2.730291,1.567267,1.096897,1.233395,0.493856,0.778847,1.647107,2.826815,4.582765,4.847657,5.071404,5.215568,5.436859,5.113605,7.479810,6.262893
509.000014,4.854414,4.112611,3.123813,2.526523,2.767117,1.660415,1.053589,1.265600,0.490754,0.916873,1.741038,3.015311,4.904770,5.204345,5.497109,5.661959,6.005749,5.600692,8.087777,6.822876
510.000014,5.190057,4.382255,3.248384,2.608360,2.876149,1.707972,1.132548,1.220293,0.536019,0.791659,1.852012,3.172819,5.180371,5.465137,5.811148,6.031539,6.357230,5.975293,8.595866,7.227943
511.000014,5.386803,4.630917,3.397091,2.742472,2.935953,1.746475,1.044910,1.252379,0.481490,0.793735,1.912440,3.339404,5.397891,5.730004,6.132200,6.408694,6.713612,6.393249,9.052274,7.715827
512.000014,5.423463,4.732522,3.484738,2.767748,2.990663,1.780971,1.123332,1.255664,0.496097,0.748778,1.402617,3.310524,5.490583,5.818993,6.238830,6.513225,6.818906,6.489174,9.215302,7.882125
513.000014,,,,,,,,,,,0.787847,3.197034,,,,,,,,
514.000014,,,,,,,,,,,0.324245,3.008261,,,,,,,,
515.000014,,,,,,,,,,,0.285285,3.005647,,,,,,,,
516.000014,,,,,,,,,,,0.303354,3.158019,,,,,,,,
517.000014,,,,,,,,,,,0.329861,3.138423,,,,,,,,
518.000014,,,,,,,,,,,0.387834,2.987679,,,,,,,,
519.000014,,,,,,,,,,,0.432589,2.761111,,,,,,,,
520.000014,,,,,,,,,,,0.640932,2.823819,,,,,,,,
521.000014,,,,,,,,,,,0.747198,2.868323,,,,,,,,
522.000014,,,,,,,,,,,0.940348,2.940388,,,,,,,,
