?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%]
421.000014,0.308306,0.340704,0.260457,0.236604,0.413761,0.186310,0.734773,0.290740,0.260657,0.178836
422.000014,0.264679,0.327635,0.256263,0.230018,0.774376,0.196099,0.740538,0.300502,0.267100,0.185613
423.000014,0.236088,0.307497,0.262044,0.238959,0.773426,0.193613,0.748174,0.311773,0.274592,0.186072
424.000014,0.226772,0.310217,0.269761,0.243241,0.787341,0.183126,0.756069,0.310197,0.267817,0.191381
425.000014,0.241827,0.307032,0.287042,0.244824,0.793472,0.172580,0.778180,0.310226,0.271786,0.193801
426.000014,0.239064,0.307954,0.317398,0.229069,0.793248,0.163096,0.791434,0.312160,0.282199,0.193764
427.000014,0.220317,0.295318,0.312904,0.220886,0.785034,0.166656,0.777600,0.315186,0.296950,0.184448
428.000014,0.242478,0.309273,0.298574,0.228453,0.792002,0.174567,0.761959,0.309984,0.287384,0.178658
429.000014,0.248059,0.316762,0.276125,0.240163,0.795366,0.184395,0.754048,0.305869,0.270906,0.182178
430.000014,0.280762,0.336962,0.291170,0.251392,0.802915,0.193127,0.770086,0.302298,0.265906,0.194736
431.000014,0.270193,0.343502,0.329275,0.239673,0.797249,0.190714,0.781062,0.311025,0.273862,0.206483
432.000014,0.263110,0.334676,0.325074,0.243225,0.783921,0.219898,0.799930,0.319420,0.288803,0.209918
433.000014,0.231886,0.311279,0.316046,0.239999,0.404331,0.214807,0.795671,0.328361,0.297360,0.201950
434.000014,0.225326,0.299806,0.305838,0.256408,0.410290,0.215893,0.806152,0.332708,0.299216,0.191135
435.000014,0.252862,0.314268,0.319209,0.255458,0.415725,0.178816,0.792716,0.325629,0.302221,0.183833
436.000014,0.264589,0.312711,0.317126,0.258098,0.788246,0.191761,0.801709,0.327232,0.305863,0.182672
437.000014,0.279847,0.324569,0.290986,0.253327,0.791721,0.191965,0.776413,0.320448,0.307601,0.186245
438.000014,0.296139,0.329724,0.299480,0.252717,0.799331,0.200656,0.794420,0.325875,0.305325,0.198473
439.000014,0.295448,0.323529,0.317802,0.257378,0.804496,0.188152,0.815952,0.326643,0.308451,0.206396
440.000014,0.279272,0.309618,0.338508,0.260996,0.796698,0.189548,0.829213,0.336030,0.316516,0.216512
441.000014,0.254103,0.308368,0.319812,0.269033,0.798460,0.190538,0.829426,0.341703,0.318564,0.207543
442.000014,0.279095,0.338901,0.305618,0.271418,0.801881,0.183789,0.817273,0.341640,0.306958,0.214066
443.000014,0.284541,0.343291,0.316845,0.282984,0.809344,0.176180,0.842786,0.334379,0.309469,0.210167
444.000014,0.301362,0.337770,0.334146,0.288728,0.802487,0.170954,0.843590,0.336520,0.315824,0.214716
445.000014,0.285789,0.314342,0.349520,0.294570,0.792668,0.182463,0.832217,0.338861,0.323952,0.199134
446.000014,0.296249,0.312891,0.344905,0.292538,0.783744,0.204602,0.821130,0.343914,0.324544,0.199531
447.000014,0.298499,0.324300,0.345840,0.289893,0.789749,0.222254,0.831118,0.341460,0.321563,0.197896
448.000014,0.290631,0.343765,0.326134,0.288523,0.801352,0.227474,0.840622,0.334893,0.309794,0.205239
449.000014,0.303016,0.372785,0.335945,0.284700,0.814991,0.217001,0.852047,0.336509,0.301333,0.203272
450.000014,0.316020,0.379409,0.347263,0.293919,0.815651,0.204352,0.835236,0.335829,0.310548,0.205075
451.000014,0.337318,0.361353,0.354824,0.292625,0.805604,0.191743,0.850783,0.343153,0.331503,0.204771
452.000014,0.327796,0.343165,0.329356,0.301191,0.793503,0.202884,0.852309,0.342347,0.336053,0.206245
453.000014,0.294154,0.331886,0.324152,0.300087,0.794670,0.213052,0.849511,0.340793,0.329634,0.214790
454.000014,0.306529,0.357105,0.350603,0.301604,0.807906,0.212943,0.851476,0.344954,0.329472,0.223116
455.000014,0.318782,0.365497,0.362445,0.299282,0.811691,0.212185,0.848485,0.350879,0.340217,0.223972
456.000014,0.323957,0.374290,0.368802,0.299769,0.804441,0.209648,0.859964,0.346401,0.334627,0.215813
457.000014,0.331583,0.385351,0.362359,0.307109,0.802616,0.222680,0.871145,0.347275,0.337568,0.214708
458.000014,0.343051,0.396648,0.414418,0.315136,0.804659,0.213309,0.861951,0.346312,0.340448,0.219056
459.000014,0.364298,0.402695,0.406946,0.316440,0.804674,0.219287,0.885116,0.354148,0.347841,0.220595
460.000014,0.363631,0.384955,0.414085,0.334486,0.802066,0.225993,0.884788,0.345913,0.336437,0.221051
461.000014,0.364632,0.398399,0.390673,0.337139,0.809384,0.225642,0.911105,0.334523,0.333949,0.216195
462.000014,0.366692,0.393439,0.403868,0.350653,0.811177,0.214371,0.898299,0.339822,0.342978,0.214317
463.000014,0.347240,0.403010,0.386039,0.334420,0.811342,0.208547,0.884544,0.348645,0.356490,0.218759
464.000014,0.331243,0.363950,0.384511,0.329765,0.802076,0.219083,0.881162,0.364823,0.358584,0.223882
465.000014,0.322821,0.363461,0.377388,0.325559,0.802299,0.234835,0.889796,0.364994,0.350693,0.227195
466.000014,0.338462,0.361666,0.391698,0.339048,0.804247,0.240453,0.907197,0.357541,0.340841,0.224789
467.000014,0.338730,0.366344,0.369602,0.352316,0.807437,0.243621,0.908249,0.339702,0.337933,0.226675
468.000014,0.368840,0.375797,0.380103,0.348698,0.816979,0.237501,0.908852,0.333330,0.341316,0.219444
469.000014,0.372887,0.393874,0.392016,0.328942,0.823569,0.234858,0.905655,0.344598,0.354234,0.219470
470.000014,0.363875,0.404989,0.404107,0.323780,0.827498,0.240482,0.893304,0.366497,0.355177,0.227487
471.000014,0.332456,0.400417,0.395538,0.323809,0.822761,0.254248,0.914483,0.384299,0.356903,0.243754
472.000014,0.330685,0.398691,0.410601,0.333812,0.818796,0.256969,0.914057,0.378017,0.350556,0.248290
473.000014,0.340842,0.400452,0.420032,0.351203,0.814373,0.246841,0.942324,0.372347,0.361748,0.238488
474.000014,0.348636,0.385011,0.427031,0.362259,0.814069,0.245496,0.926870,0.365723,0.370070,0.232829
475.000014,0.324804,0.377686,0.397660,0.375269,0.812512,0.248236,0.939719,0.366741,0.374552,0.230560
476.000014,0.331709,0.390799,0.417664,0.363625,0.817581,0.247906,0.931746,0.362288,0.370586,0.235564
477.000014,0.339145,0.402510,0.419882,0.373188,0.814554,0.235058,0.931243,0.360487,0.370135,0.234995
478.000014,0.377080,0.398541,0.427639,0.370150,0.815045,0.235341,0.916555,0.370252,0.376271,0.235256
479.000014,0.374687,0.380712,0.411741,0.378384,0.820934,0.242470,0.904730,0.368278,0.370490,0.247140
480.000014,0.382753,0.396203,0.424579,0.372347,0.833747,0.260712,0.909441,0.366954,0.373644,0.258712
481.000014,0.375869,0.403161,0.441335,0.385386,0.834270,0.261048,0.923051,0.365700,0.376012,0.261094
482.000014,0.369456,0.409934,0.453164,0.394383,0.828195,0.260059,0.940533,0.373789,0.389470,0.250299
483.000014,0.343813,0.384469,0.447821,0.415213,0.821575,0.258461,0.948365,0.384506,0.392556,0.249975
484.000014,0.347417,0.377490,0.434638,0.420214,0.818801,0.274297,0.946755,0.382119,0.390263,0.251812
485.000014,0.353101,0.364743,0.428383,0.424640,0.819660,0.290109,0.757856,0.347525,0.379596,0.252312
486.000014,0.362920,0.367431,0.444163,0.421255,0.821437,0.290496,0.760697,0.339374,0.374301,0.248523
487.000014,0.338384,0.375543,0.462984,0.408932,0.830072,0.282898,0.756379,0.345243,0.377309,0.250539
488.000014,0.340736,0.388239,0.476259,0.401791,0.829717,0.266515,0.942900,0.382194,0.389896,0.253639
489.000014,0.345405,0.391875,0.461014,0.403293,0.826998,0.270957,0.944413,0.385308,0.396034,0.256999
490.000014,0.337314,0.400760,0.451645,0.424632,0.823422,0.278442,0.957516,0.381289,0.394888,0.253298
491.000014,0.332427,0.404402,0.447340,0.425294,0.822298,0.285027,0.964699,0.377467,0.398649,0.251569
492.000014,0.342513,0.426070,0.456014,0.420762,0.827014,0.284836,0.970108,0.386292,0.398436,0.251972
493.000014,0.345245,0.416532,0.469520,0.419569,0.835573,0.290215,0.963092,0.388073,0.400488,0.261741
494.000014,0.333850,0.418183,0.470688,0.432228,0.845941,0.290142,0.752572,0.362230,0.397149,0.264730
495.000014,0.328034,0.415413,0.479950,0.434772,0.852996,0.285276,0.757752,0.361427,0.401501,0.271303
496.000014,0.345615,0.422636,0.461406,0.446351,0.846847,0.271782,0.769178,0.364786,0.400910,0.269070
497.000014,0.362819,0.426641,0.474774,0.458917,0.843439,0.282789,0.971650,0.384153,0.400827,0.273364
498.000014,0.350047,0.416929,0.476758,0.475812,0.841287,0.285463,0.777389,0.345033,0.400518,0.266641
499.000014,0.339283,0.419044,0.499580,0.463194,0.847334,0.290845,0.773515,0.346307,0.406870,0.268699
500.000014,0.331931,0.429229,0.506541,0.451862,0.851863,0.282462,0.800267,0.368454,0.412999,0.271736
501.000014,0.331236,0.445361,0.509497,0.453488,0.930594,0.287820,0.778394,0.382795,0.415157,0.276341
502.000014,0.338200,0.455114,0.513366,0.479821,0.971636,0.286992,0.769924,0.375895,0.418258,0.278859
503.000014,0.353209,0.447644,0.506540,0.487751,1.043972,0.305273,0.763514,0.371696,0.412673,0.272498
504.000014,0.374410,0.443945,0.496909,0.487725,0.965776,0.312723,0.980754,0.396889,0.411391,0.280553
505.000014,0.367095,0.433849,0.500161,0.473816,0.927447,0.320931,0.993941,0.395423,0.407597,0.277355
506.000014,0.349860,0.436728,0.516340,0.486231,0.853575,0.321339,1.003870,0.396836,0.415299,0.279874
507.000014,0.324166,0.447069,0.545759,0.490903,0.933718,0.313431,0.790820,0.365698,0.420857,0.275880
508.000014,0.347611,0.451513,0.534783,0.506039,0.998737,0.315179,0.796253,0.378697,0.418294,0.284266
509.000014,0.360934,0.461196,0.594177,0.507836,1.007195,0.314765,0.797580,0.379492,0.412899,0.289653
510.000014,0.368800,0.462974,0.593070,0.517966,0.927566,0.328844,1.006718,0.409624,0.416079,0.288900
511.000014,0.346894,0.488438,0.664760,0.519692,0.939408,0.336671,1.008136,0.408885,0.427533,0.285775
512.000014,0.354039,0.482705,0.604316,0.529415,1.003645,0.341492,1.021004,0.420064,0.438054,0.300124
513.000014,0.366229,0.485100,0.611271,0.531174,1.009769,0.348760,1.040428,0.429117,0.443994,0.299728
514.000014,0.373620,0.466286,0.564784,0.533420,1.014524,0.351488,1.041221,0.434475,0.447601,0.306639
515.000014,0.356977,0.486311,0.575729,0.526467,1.030138,0.350425,1.002115,0.424404,0.442868,0.296665
516.000014,0.357939,0.493970,0.572967,0.537099,1.104307,0.349383,0.985836,0.418078,0.438655,0.304190
517.000014,0.370098,0.504289,0.633413,0.533426,1.094503,0.353496,1.004743,0.422834,0.434986,0.308761
518.000014,0.374559,0.510002,0.679942,0.536650,1.024191,0.363234,1.025697,0.427503,0.442680,0.314191
519.000014,0.363888,0.510311,0.689332,0.540124,1.032287,0.361921,1.030177,0.425923,0.446912,0.320864
520.000014,0.337840,0.525547,0.638019,0.548336,1.046112,0.362121,1.009989,0.442525,0.452730,0.319571
521.000014,0.334863,0.517802,0.582236,0.559362,1.118092,0.359292,1.009549,0.439539,0.454461,0.321556
522.000014,0.346097,0.523605,0.577295,0.560438,1.110432,0.363456,0.992936,0.441732,0.449942,0.321924
523.000014,0.372806,0.510410,0.578959,0.564356,1.031641,0.377422,0.985202,0.409797,0.451830,0.320095
524.000014,0.376808,0.509044,0.598482,0.572438,1.022900,0.387585,0.800485,0.381692,0.453469,0.316749
525.000014,0.360344,0.516203,0.640001,0.582900,0.998877,0.393779,0.621361,0.357041,0.458764,0.317722
526.000014,0.342839,0.541972,0.638778,0.587242,1.084428,0.390854,0.570953,0.356172,0.454979,0.333578
527.000014,0.345125,0.556934,0.663087,0.582305,1.085711,0.384727,0.580239,0.371528,0.455302,0.339933
528.000014,0.358924,0.574009,0.677629,0.574404,1.045108,0.388924,0.591611,0.383767,0.457927,0.345127
529.000014,0.357996,0.574751,0.712297,0.587931,1.024399,0.387290,0.655843,0.392550,0.465829,0.341390
530.000014,0.392548,0.605525,0.709277,0.573642,1.060769,0.397972,0.663573,0.386519,0.470753,0.352444
530.500026,0.419497,0.618949,0.661189,0.558668,1.150950,0.401898,0.682908,0.377699,0.475943,0.357873
531.000026,0.483463,0.628957,0.649126,0.521500,1.089093,0.412542,0.484791,0.355850,0.478442,0.361098
531.500026,0.506315,0.615546,0.647890,0.520954,0.984648,0.417075,0.458728,0.360357,0.493545,0.357714
532.000026,0.534924,0.615086,0.706989,0.522905,0.989823,0.408790,0.455732,0.352634,0.509371,0.350537
532.500026,0.539446,0.614674,0.727598,0.537793,1.101884,0.402000,0.456534,0.357965,0.518183,0.353571
533.000026,0.527020,0.628536,0.738270,0.538309,1.100513,0.407592,0.450250,0.357579,0.510882,0.353770
533.500026,0.507593,0.631338,0.714610,0.541766,1.116860,0.420851,0.415191,0.377226,0.508388,0.358086
534.000026,0.479156,0.624493,0.710951,0.541157,1.112757,0.429124,0.433408,0.380082,0.501675,0.361801
534.500026,0.473020,0.638395,0.711304,0.547456,1.230019,0.430933,0.452953,0.383885,0.507765,0.371711
535.000026,0.468104,0.640465,0.704800,0.546023,1.227365,0.434487,0.487847,0.381829,0.511675,0.383249
535.500026,0.487208,0.667685,0.683127,0.554046,1.221053,0.448402,0.512091,0.382628,0.520025,0.386439
536.000026,0.499045,0.669593,0.668214,0.564425,1.203592,0.444080,0.508341,0.377933,0.518001,0.383609
536.500026,0.522718,0.681491,0.660865,0.569964,1.199109,0.439889,0.497616,0.379761,0.512634,0.379382
537.000026,0.527693,0.674817,0.688673,0.570825,1.207601,0.434601,0.448864,0.382901,0.512442,0.371883
537.500026,0.541359,0.664139,0.728430,0.571519,1.220173,0.438152,0.446323,0.378354,0.521253,0.374940
538.000026,0.542969,0.662264,0.755914,0.576312,1.233274,0.457863,0.428612,0.386205,0.525290,0.377389
538.500026,0.536403,0.659547,0.741091,0.583892,1.249256,0.462127,0.434332,0.389029,0.531960,0.380484
539.000026,0.536053,0.671818,0.724076,0.581172,1.264959,0.469119,0.428403,0.406996,0.531089,0.386670
539.500026,0.533285,0.678075,0.715363,0.581903,1.268169,0.460231,0.434207,0.410894,0.535193,0.396585
540.000026,0.535420,0.698876,0.714497,0.582632,1.270812,0.459594,0.464422,0.407751,0.545617,0.402294
540.500026,0.541879,0.704443,0.710140,0.584671,1.166836,0.472240,0.467328,0.417765,0.541747,0.400237
541.000026,0.557953,0.718298,0.706741,0.591394,1.162647,0.474764,0.504468,0.412974,0.548385,0.392068
541.500026,0.566443,0.720334,0.729362,0.587321,1.054926,0.476859,0.511111,0.416543,0.540519,0.394232
542.000026,0.569207,0.718783,0.741518,0.593760,1.148383,0.464487,0.514306,0.405400,0.551140,0.390875
542.500026,0.562208,0.699777,0.773053,0.590930,1.148152,0.468224,0.480833,0.411924,0.547734,0.396089
543.000026,0.569919,0.691940,0.800450,0.586404,1.147916,0.484480,0.448716,0.416889,0.549503,0.397604
543.500026,0.559906,0.682324,0.835000,0.579345,1.054706,0.499338,0.444944,0.424702,0.551399,0.412255
544.000026,0.556071,0.684836,0.828513,0.570567,0.961561,0.501727,0.462468,0.428682,0.553735,0.417467
544.500026,0.541410,0.688244,0.818735,0.590480,1.072747,0.492571,0.498893,0.434657,0.554530,0.427731
545.000026,0.551926,0.705391,0.789452,0.605280,1.168749,0.481886,0.529817,0.445541,0.549205,0.425046
545.500026,0.551014,0.721634,0.770903,0.632376,1.261902,0.478392,0.528567,0.448715,0.542666,0.424506
546.000026,0.566405,0.738273,0.772247,0.626347,1.163728,0.476077,0.531082,0.451013,0.537513,0.422416
546.500026,0.573346,0.733254,0.801783,0.618063,1.076494,0.487012,0.531486,0.442223,0.549707,0.424161
547.000026,0.587994,0.718265,0.844965,0.608491,0.983760,0.512793,0.547512,0.437820,0.565520,0.431888
547.500026,0.599557,0.694466,0.868365,0.633982,1.083885,0.526461,0.523805,0.451014,0.585274,0.435464
548.000026,0.590714,0.691639,0.886927,0.651063,1.186744,0.531829,0.524251,0.457973,0.583233,0.445429
548.500026,0.586276,0.695920,0.863867,0.680942,1.281677,0.513468,0.519035,0.481716,0.586352,0.449857
549.000026,0.573018,0.712977,0.852055,0.678848,1.182424,0.505916,0.551931,0.482483,0.582133,0.456269
549.500026,0.576731,0.731445,0.819355,0.692255,1.176508,0.503585,0.553784,0.491616,0.581284,0.457006
550.000026,0.575173,0.739107,0.832458,0.693203,1.173910,0.506595,0.576948,0.482029,0.575462,0.464113
550.500026,0.586609,0.732324,0.841547,0.689166,1.169505,0.512032,0.560374,0.481721,0.580894,0.464087
551.000026,0.596839,0.724907,0.868202,0.690640,1.073780,0.520063,0.737175,0.498565,0.594529,0.472423
551.500026,0.606058,0.730596,0.868916,0.678717,0.988630,0.534241,0.904639,0.515536,0.610939,0.467141
552.000026,0.604258,0.730555,0.900491,0.697468,1.085813,0.550076,0.917827,0.517720,0.620019,0.476175
552.500026,0.603808,0.728098,0.902787,0.702997,1.183367,0.549888,0.738346,0.513348,0.620929,0.477613
553.000026,0.604409,0.723909,0.926048,0.716977,1.283537,0.554100,0.547741,0.516386,0.621615,0.490709
553.500026,0.602799,0.736206,0.908796,0.712127,1.287328,0.552179,0.716006,0.536161,0.625395,0.495748
554.000026,0.613664,0.739832,0.913460,0.716747,1.295840,0.553162,0.734860,0.534859,0.625787,0.496678
554.500026,0.614305,0.756332,0.916468,0.711953,1.208314,0.554539,0.761486,0.534061,0.618778,0.497658
555.000026,0.628817,0.772246,0.908446,0.729359,1.200156,0.552509,0.587410,0.530715,0.610552,0.498483
555.500026,0.605991,0.777548,0.889942,0.738646,1.189971,0.556419,0.608314,0.529390,0.607288,0.502650
556.000026,0.617419,0.771863,0.882073,0.750963,1.263888,0.546034,0.635864,0.516363,0.617836,0.498514
556.500026,0.615068,0.748846,0.897787,0.758678,1.257718,0.543228,0.672606,0.505857,0.627763,0.502035
557.000026,0.649672,0.753342,0.929686,0.758298,1.256838,0.553830,0.678234,0.502821,0.641413,0.504880
557.500026,0.664518,0.749596,0.961334,0.765200,1.231159,0.573195,0.841341,0.525327,0.646393,0.514081
558.000026,0.671747,0.760866,0.969865,0.756820,1.246330,0.586486,1.018569,0.554346,0.647045,0.518180
558.500026,0.664386,0.766506,0.961645,0.768420,1.251967,0.589963,1.028269,0.560998,0.647133,0.523364
559.000026,0.662319,0.797831,0.928198,0.773849,1.208075,0.593640,1.028182,0.563079,0.653726,0.522464
559.500026,0.655864,0.815272,0.910765,0.793144,1.201001,0.590898,1.037617,0.562015,0.666556,0.522888
560.000026,0.669970,0.826896,0.917090,0.797961,1.174892,0.587982,1.067022,0.552778,0.680499,0.517224
560.500026,0.679153,0.809761,0.961214,0.815289,1.219856,0.588296,0.919168,0.543994,0.687147,0.524879
561.000026,0.692623,0.802613,0.994566,0.813740,1.207412,0.600667,0.759500,0.521096,0.686553,0.534107
561.500026,0.689204,0.798683,0.996037,0.817502,1.213739,0.608834,0.897789,0.546777,0.682968,0.548681
562.000026,0.685560,0.813164,0.963236,0.800902,1.270765,0.624409,1.067704,0.564150,0.676620,0.551756
562.500026,0.706753,0.835378,0.925135,0.788127,1.303780,0.618004,1.096450,0.561639,0.684762,0.542936
563.000026,0.711293,0.859517,0.925965,0.787048,1.333345,0.614360,0.967397,0.571633,0.692106,0.543417
563.500026,0.722101,0.881445,0.925164,0.798103,1.317971,0.593737,0.787337,0.561587,0.705772,0.542186
564.000026,0.702454,0.878773,0.917637,0.827049,1.308128,0.593702,0.795284,0.599365,0.702280,0.545838
564.500026,0.718498,0.885748,0.916417,0.840664,1.294094,0.594658,0.960698,0.597690,0.706878,0.543831
565.000026,0.707108,0.869274,0.927093,0.854499,1.282779,0.594142,1.009022,0.597233,0.709552,0.544859
565.500026,0.719236,0.868681,0.977843,0.843626,1.300059,0.611275,1.010814,0.567624,0.726720,0.550677
566.000026,0.700008,0.845530,1.015060,0.835243,1.301929,0.617275,0.849855,0.553846,0.734762,0.554174
566.500026,0.702382,0.857864,1.021357,0.828003,1.322374,0.641110,0.845026,0.579889,0.737304,0.565598
567.000026,0.709623,0.844853,1.016834,0.822106,1.327724,0.649656,0.847989,0.593354,0.725582,0.573734
567.500026,0.743505,0.861776,1.006820,0.796383,1.350518,0.668687,1.010420,0.609159,0.724833,0.580931
568.000026,0.754569,0.860985,1.007536,0.780353,1.370934,0.671651,1.012248,0.597598,0.722766,0.576987
568.500026,0.770076,0.891291,0.998333,0.793731,1.358876,0.676638,1.019379,0.598702,0.740620,0.574155
569.000026,0.736219,0.897084,0.971226,0.816918,1.378245,0.674645,0.882666,0.603021,0.748334,0.571740
569.500026,0.724524,0.912700,0.961572,0.845237,1.375981,0.657954,0.911530,0.600717,0.753201,0.574926
570.000026,0.706626,0.922553,0.998480,0.866646,1.332575,0.671605,1.070181,0.624363,0.780382,0.610104
570.500026,0.723426,0.946292,1.059963,0.939066,1.314350,0.698594,1.224716,0.648473,0.811963,0.639446
571.000026,0.753426,0.964164,1.103244,0.987694,1.348162,0.754256,1.387381,0.697748,0.847307,0.681115
571.500026,0.781393,0.986933,1.089540,1.047686,1.410355,0.748072,1.423187,0.729201,0.858632,0.676959
572.000026,0.798238,1.003800,1.057128,1.070023,1.431642,0.764838,1.468057,0.752031,0.866772,0.678337
572.500026,0.803997,1.007119,1.075681,1.102641,1.404506,0.769505,1.484252,0.752587,0.879657,0.667821
573.000026,0.804378,1.016799,1.094922,1.092973,1.423727,0.800419,1.289648,0.753255,0.878770,0.673770
573.500026,0.818442,1.018093,1.123581,1.087159,1.437836,0.802984,1.284897,0.766689,0.880448,0.686392
574.000026,0.849548,1.036260,1.135941,1.074370,1.453022,0.818322,1.110227,0.777138,0.881950,0.696286
574.500026,0.884005,1.049193,1.176906,1.071627,1.473239,0.849484,1.314684,0.794217,0.893196,0.704790
