?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%]
575.000026,0.871717,1.067282,1.211553,1.094888,1.467195,0.874320,1.307895,0.801784,0.917275,0.717786
575.500026,0.920535,1.112550,1.257603,1.129651,1.512878,0.915828,1.537987,0.841643,0.976427,0.754884
576.000026,0.947762,1.170724,1.299605,1.170134,1.566870,0.949212,1.617201,0.877914,1.056476,0.814316
576.500026,0.982401,1.245213,1.331135,1.221246,1.618269,1.009869,1.709856,0.919912,1.132596,0.877639
577.000026,1.030084,1.305455,1.375004,1.274129,1.601097,1.074263,1.748367,0.955013,1.167646,0.919407
577.500026,1.072037,1.332926,1.426753,1.337984,1.585168,1.147184,1.718462,0.999123,1.173487,0.946304
578.000026,1.136061,1.344465,1.486404,1.367139,1.618777,1.203021,1.711115,1.047780,1.176904,0.958082
578.500026,1.116903,1.353399,1.530338,1.392552,1.700261,1.229280,1.734241,1.088096,1.210352,0.988343
579.000026,1.134172,1.368438,1.545602,1.417366,1.752884,1.236709,1.824491,1.138129,1.270048,1.024596
579.500026,1.181555,1.406570,1.564922,1.454312,1.768464,1.245537,1.927488,1.172069,1.336621,1.076848
580.000026,1.202381,1.440621,1.589218,1.493601,1.773856,1.292605,1.981105,1.207864,1.377703,1.115775
580.500026,1.215494,1.501488,1.631797,1.533870,1.796624,1.358863,2.015734,1.226744,1.402083,1.150558
581.000026,1.333762,1.560673,1.677526,1.552248,1.839708,1.420738,1.984509,1.260780,1.408693,1.171648
581.500026,1.477926,1.630648,1.713619,1.591450,1.859646,1.443015,2.003057,1.296583,1.432575,1.206134
582.000026,1.548496,1.691167,1.757199,1.645156,1.878287,1.461991,2.027032,1.344233,1.475250,1.232571
582.500026,1.540405,1.719082,1.818959,1.694776,1.917160,1.541297,2.125633,1.403262,1.538891,1.305870
583.000026,1.458497,1.734809,1.865537,1.732012,1.954551,1.608570,2.210774,1.455024,1.604690,1.346613
583.500026,1.529880,1.764453,1.891279,1.745324,1.990526,1.690254,2.287466,1.501499,1.667529,1.403710
584.000026,1.599647,1.794438,1.926045,1.785823,2.012921,1.711244,2.331690,1.538033,1.707318,1.418396
584.500026,1.683800,1.812543,1.971237,1.807229,2.067886,1.762268,2.376050,1.582152,1.751762,1.462819
585.000026,1.662163,1.850594,2.006992,1.844611,2.107709,1.783288,2.382885,1.617593,1.763141,1.496109
585.500026,1.596240,1.909138,2.039468,1.869087,2.135440,1.805532,2.370834,1.644132,1.786295,1.526503
586.000026,1.582274,1.952068,2.061245,1.905361,2.125076,1.824545,2.350557,1.668939,1.799107,1.548354
586.500026,1.585350,1.933621,2.096408,1.928884,2.130543,1.853646,2.357637,1.687739,1.829176,1.606728
587.000026,1.594710,1.907941,2.125943,1.964402,2.139904,1.877472,2.387876,1.704309,1.857874,1.669181
587.500026,1.597754,1.922230,2.148809,1.986823,2.184019,1.925849,2.447449,1.730069,1.892048,1.702032
588.000026,1.699266,1.957531,2.181167,2.008875,2.228514,1.971956,2.507628,1.765975,1.932009,1.723338
588.500026,1.826163,2.017500,2.226482,2.019619,2.265711,2.042437,2.558369,1.803381,1.969071,1.715489
589.000026,1.876536,2.063532,2.265622,2.064335,2.294193,2.086418,2.587160,1.837124,2.015893,1.734033
589.500026,1.822313,2.103917,2.314243,2.109283,2.314733,2.140078,2.662783,1.966414,2.060518,1.737318
590.000026,1.732227,2.147843,2.315816,2.146330,2.341199,2.165301,2.733474,2.101505,2.119660,1.780813
590.500026,1.745497,2.183868,2.355073,2.175188,2.374088,2.210763,2.794787,2.165797,2.173153,1.842352
591.000026,1.816401,2.255258,2.398066,2.225097,2.427416,2.278480,2.837909,2.158690,2.246640,1.919944
591.500026,2.004510,2.353901,2.509581,2.334076,2.528771,2.423334,2.937592,2.200673,2.370929,2.058958
592.000026,2.138089,2.501429,2.668291,2.478414,2.645702,2.585663,3.114541,2.347035,2.547386,2.208680
592.500026,2.280921,2.649372,2.818156,2.620426,2.754343,2.759568,3.302213,2.519416,2.736016,2.376299
593.000026,2.390845,2.776799,2.974190,2.745051,2.872712,2.913175,3.496278,2.681899,2.920787,2.515593
593.500026,2.572127,2.930703,3.129411,2.879083,3.012702,3.103111,3.695076,2.870144,3.101721,2.696171
594.000026,2.729151,3.098627,3.367854,3.044936,3.415535,3.332105,3.901194,3.075933,3.311576,2.894134
594.500026,2.826016,3.273195,3.566384,3.231099,3.567348,3.590409,4.111951,3.297095,3.534185,3.109647
595.000026,3.095987,3.652816,3.987862,3.591637,4.259838,4.121460,4.609156,3.770268,4.026122,3.593055
595.500026,3.495513,4.176183,4.547505,4.080812,4.524590,4.817368,5.285935,4.477936,4.694243,4.234350
596.000026,3.967794,4.822954,5.254483,4.660114,5.130685,5.612731,6.111107,5.235420,5.487866,5.002903
596.500026,4.436803,5.539758,6.041183,5.289953,5.483884,6.531997,7.016745,6.132153,6.429486,5.869254
597.000026,5.940658,6.983043,6.398824,5.588851,7.682819,9.770795,10.047919,9.022115,9.921224,8.551092
597.500026,7.402272,8.239026,,,9.860478,12.925595,12.924861,11.840303,13.654873,11.112018
598.000026,8.688197,9.949312,12.187788,9.362862,11.741337,15.378463,15.353296,14.251944,16.288207,13.266091
598.500026,8.802846,10.808153,12.700462,9.525752,11.999015,15.292418,15.418218,14.561605,16.782031,13.426334
599.000026,8.901523,11.804394,13.267570,9.244212,12.137697,15.140419,,14.681824,16.870736,13.558303
599.500026,8.997683,11.211965,13.068145,10.015584,12.834057,15.201974,15.514034,14.778441,17.167516,13.678182
600.000026,9.105301,11.133922,,,12.919307,15.332334,,14.835776,17.346601,13.819373
600.500026,9.448255,10.684118,,6.954648,13.255964,15.802044,17.027882,15.437193,17.590787,14.653233
601.000026,9.624944,11.137516,,6.954648,,16.089722,17.027882,15.800858,18.185229,15.093568
601.500026,,,,,,,,,,
602.000026,,,,,,,,,,
602.500026,,,,,,,,,,
603.000026,,,,,,,,,,
603.500026,,,,,,,,,,
604.000026,,,,,,,,,,
604.500026,,,,,,,,,,
605.000026,,,,,,,,,,
605.500026,,,,,,,,,,
606.000026,,,,,,,,,,
606.500026,,,,,,,,,,
607.000026,,,,,,,,,,
607.500026,,,,,,,,,,
608.000026,,,,,,,,,,
608.500026,,,,,,,,,,
609.000026,,,,,,,,,,
609.500026,,,,,,,,,,
610.000026,,,,,,,,,,
610.500026,,,,,,,,,,
