?? [s],1.eps1 [%],2.eps1 [%],3.eps1 [%],4.eps1 [%],5.eps1 [%],6.eps1 [%],7.eps1 [%],8.eps1 [%],9.eps1 [%],10.eps1 [%]
340.000000,0.273044,0.752163,-0.209273,0.474816,0.226370,0.293370,0.157324,0.139460,0.347486,0.199237
350.000000,0.298419,0.763214,-0.194816,0.524561,0.210761,0.324389,0.184383,0.179702,0.352562,0.223886
360.000000,0.312565,0.734295,-0.180817,0.538401,0.235923,0.334089,0.208653,0.197500,0.343130,0.186481
370.000000,0.332803,0.679019,-0.161329,0.545772,0.241813,0.311619,0.225758,0.204896,0.322665,0.160197
380.000000,0.344178,0.663477,0.229761,0.539596,0.258327,0.330967,0.234498,0.217666,0.319273,0.132038
390.000000,0.369684,0.703991,0.256860,0.535824,0.248946,0.346862,0.228289,0.241823,0.326466,0.148406
400.000000,0.390763,0.736718,0.275133,0.562273,0.248431,0.363762,0.247871,0.265812,0.340528,0.160773
410.000000,0.409084,0.718918,-0.078352,0.588171,0.239120,0.351920,0.262797,0.257067,0.358828,0.170420
411.000014,0.439585,0.673542,-0.074205,0.608304,0.244113,0.334815,0.284182,0.256308,0.353021,0.150820
412.000014,0.435919,0.663488,-0.054250,0.596661,0.233580,0.341997,0.279967,0.262544,0.347713,0.128405
413.000014,0.455508,0.691009,-0.046671,0.574698,0.236122,0.361086,0.268919,0.279348,0.353148,0.152497
414.000014,0.425831,0.695891,-0.078397,0.578155,0.231230,0.367930,0.268866,0.283629,0.367830,0.170888
415.000014,0.416815,0.687072,-0.074497,0.582165,0.239490,0.335710,0.274102,0.267100,0.382249,0.183661
416.000014,0.429158,0.656916,-0.075507,0.592593,0.241946,0.317968,0.284891,0.262693,0.369801,0.154620
417.000014,0.439707,0.690825,0.297200,0.567973,0.258967,0.313531,0.291043,0.264892,0.364421,0.161824
418.000014,0.451400,0.714380,0.439350,0.617965,0.261374,0.344318,0.284265,0.279702,0.376045,0.183403
419.000014,0.421077,0.735111,0.441157,0.638364,0.257485,0.360937,0.286759,0.270328,0.383666,0.189680
420.000014,0.428235,0.677868,0.110305,0.644744,0.271602,0.343448,0.280956,0.259908,0.386463,0.171746
421.000014,0.442324,0.640850,-0.034338,0.590532,0.275478,0.335144,0.284219,0.262878,0.377972,0.151768
422.000014,0.448334,0.661847,0.300425,0.577409,0.288935,0.327268,0.281299,0.278230,0.382133,0.161670
423.000014,0.445803,0.703702,0.275126,0.593210,0.274051,0.363726,0.275333,0.274298,0.392907,0.184426
424.000014,0.435516,0.705115,0.276000,0.605265,0.296695,0.350783,0.288198,0.268971,0.391526,0.181845
425.000014,0.434619,0.661532,-0.076503,0.602236,0.293418,0.355620,0.292073,0.270465,0.388977,0.170785
426.000014,0.443985,0.652883,0.287902,0.586895,0.283388,0.343810,0.319072,0.286648,0.375420,0.183225
427.000014,0.439793,0.689515,0.263569,0.601088,0.269767,0.355492,0.310173,0.296437,0.376713,0.194343
428.000014,0.436113,0.700248,0.277690,0.611739,0.268809,0.352492,0.314288,0.281625,0.382975,0.212542
429.000014,0.422515,0.697232,-0.051489,0.630187,0.266682,0.345950,0.299169,0.273509,0.387860,0.189784
430.000014,0.426671,0.679184,-0.034669,0.618308,0.251968,0.342889,0.306519,0.284996,0.394279,0.193177
431.000014,0.433269,0.702381,0.303792,0.617223,0.258382,0.339718,0.324444,0.304661,0.387277,0.195387
432.000014,0.431936,0.737490,0.665133,0.624253,0.277309,0.347551,0.321011,0.306878,0.407599,0.210016
433.000014,0.426059,0.761201,0.681727,0.621886,0.268927,0.352098,0.315760,0.289063,0.402874,0.220824
434.000014,0.442685,0.749375,0.350051,0.608855,0.256998,0.345104,0.303274,0.283739,0.419627,0.206264
435.000014,0.449516,0.736046,0.350240,0.590572,0.241433,0.346173,0.326133,0.286733,0.402071,0.204489
436.000014,0.448142,0.740939,0.674070,0.608975,0.271689,0.350479,0.341354,0.301789,0.414207,0.216441
437.000014,0.450737,0.762439,1.068659,0.633996,0.271834,0.375398,0.325647,0.298051,0.407842,0.251409
438.000014,0.472116,0.758524,0.702590,0.653825,0.272190,0.384915,0.311019,0.296837,0.424588,0.260022
439.000014,0.482276,0.800225,0.744647,0.631966,0.253795,0.373109,0.300976,0.287520,0.429925,0.241553
440.000014,0.461375,0.771106,0.679019,0.613716,0.249124,0.366861,0.322706,0.300896,0.430023,0.229389
441.000014,0.460998,0.780014,1.000163,0.612543,0.257224,0.367358,0.322315,0.313437,0.422235,0.237216
442.000014,0.478416,0.731673,0.623708,0.621949,0.259745,0.389374,0.329613,0.312996,0.421170,0.269106
443.000014,0.512845,0.756021,0.283527,0.633389,0.265700,0.376609,0.325575,0.304663,0.416092,0.269945
444.000014,0.513446,0.816014,0.302540,0.646259,0.252545,0.379809,0.329399,0.307233,0.418681,0.266142
445.000014,0.508256,0.879457,0.639856,0.676169,0.251084,0.376859,0.328854,0.320897,0.427084,0.279228
446.000014,0.518427,0.936167,0.636006,0.707935,0.243411,0.411617,0.317378,0.323988,0.442985,0.302429
447.000014,0.526211,0.896644,0.290151,0.704346,0.238696,0.410046,0.321867,0.309218,0.455062,0.299129
448.000014,0.536857,0.893154,0.305806,0.692511,0.256700,0.415959,0.320270,0.314324,0.449343,0.266218
449.000014,0.507183,0.909220,0.673028,0.667659,0.266680,0.415274,0.324720,0.330738,0.446753,0.251062
450.000014,0.491782,0.964022,1.053413,0.686322,0.276350,0.442145,0.309834,0.353930,0.451509,0.274800
451.000014,0.474972,0.970901,0.666860,0.703174,0.257252,0.465842,0.300207,0.339277,0.452396,0.295249
452.000014,0.465367,0.960619,0.316529,0.728133,0.256412,0.449114,0.308439,0.314413,0.461820,0.286847
453.000014,0.446715,0.940427,-0.060768,0.739288,0.273888,0.441501,0.323531,0.296746,0.452182,0.263999
454.000014,0.429112,0.923551,-0.024062,0.744609,0.279756,0.423741,0.333042,0.305629,0.446380,0.239173
455.000014,0.415913,0.934229,0.338271,0.738619,0.305375,0.450374,0.326600,0.332997,0.456223,0.254766
456.000014,0.406607,0.960302,0.339929,0.744396,0.306111,0.464505,0.311539,0.351929,0.456431,0.264567
457.000014,0.408883,0.987031,0.373775,0.770160,0.330648,0.479026,0.311634,0.332271,0.453264,0.262895
458.000014,0.419071,0.932043,0.019691,0.798257,0.324441,0.487589,0.321698,0.321057,0.442086,0.233101
459.000014,0.420865,0.906969,0.426275,0.792215,0.333762,0.502638,0.332203,0.327005,0.437525,0.206973
460.000014,0.427603,0.897576,0.377985,0.790706,0.333714,0.515073,0.333967,0.360644,0.450293,0.238549
461.000014,0.432397,0.955837,0.411116,0.790724,0.340745,0.521083,0.339543,0.346906,0.431085,0.253097
462.000014,0.445423,0.920289,0.042241,0.806213,0.339273,0.490275,0.351031,0.319101,0.427340,0.251552
463.000014,0.455613,0.930466,0.095280,0.798457,0.374546,0.461439,0.356079,0.320421,0.417470,0.227524
464.000014,0.444541,0.927070,0.098285,0.802442,0.394713,0.448304,0.350876,0.355967,0.438143,0.241084
465.000014,0.452789,0.978950,0.123769,0.795387,0.407425,0.461634,0.356476,0.373851,0.438620,0.274681
466.000014,0.457517,0.922594,0.149224,0.790130,0.397474,0.462283,0.359211,0.357586,0.425802,0.275031
467.000014,0.474151,0.878913,0.160061,0.776981,0.394895,0.448083,0.368036,0.352040,0.416460,0.249591
468.000014,0.496280,0.862602,0.121484,0.761662,0.410698,0.434473,0.359551,0.379315,0.412289,0.239422
469.000014,0.515649,0.874085,0.090571,0.774138,0.418134,0.436114,0.349695,0.416570,0.431063,0.276537
470.000014,0.559878,0.862983,0.095365,0.785456,0.424122,0.424679,0.350793,0.418391,0.427085,0.308514
471.000014,0.581910,0.835274,0.120865,0.787734,0.432968,0.409077,0.356156,0.408959,0.439347,0.297748
472.000014,0.608886,0.846689,0.513100,0.764051,0.450969,0.402570,0.382553,0.400962,0.442479,0.270311
473.000014,0.608505,0.856850,0.849694,0.755606,0.480812,0.399794,0.385673,0.419331,0.449154,0.269481
474.000014,0.633680,0.885758,1.205170,0.768364,0.510535,0.379948,0.396202,0.419361,0.447641,0.297817
475.000014,0.638258,0.858625,0.794974,0.766546,0.517986,0.345455,0.394061,0.402294,0.453369,0.321739
476.000014,0.675749,0.849358,0.444081,0.753996,0.503318,0.325794,0.403074,0.368790,0.468897,0.317124
477.000014,0.668710,0.842996,0.056216,0.748888,0.457637,0.329069,0.412473,0.354768,0.488171,0.295646
478.000014,0.638529,0.877271,0.082583,0.765800,0.419203,0.368623,0.421055,0.353616,0.501948,0.283261
479.000014,0.592616,0.963650,0.073975,0.787869,0.411486,0.392451,0.420209,0.356839,0.493730,0.296160
480.000014,0.534217,1.027675,0.096187,0.794085,0.406192,0.394143,0.421138,0.347482,0.491838,0.291695
481.000014,0.510039,1.098707,0.489613,0.817035,0.419431,0.404080,0.424751,0.345209,0.489708,0.301025
482.000014,0.485266,1.116858,0.474188,0.829269,0.415533,0.441500,0.404645,0.364116,0.513337,0.313501
483.000014,0.485123,1.119117,0.511718,0.875819,0.425361,0.512782,0.408319,0.367820,0.535241,0.342373
484.000014,0.512737,1.089181,0.157417,0.910832,0.418537,0.539652,0.428321,0.371466,0.531037,0.325580
485.000014,0.563847,1.008808,0.145950,0.914672,0.455625,0.531968,0.484704,0.406062,0.511449,0.314606
486.000014,0.593881,0.991569,0.258152,0.904569,0.488953,0.486158,0.495589,0.463989,0.506072,0.330973
487.000014,0.588993,1.020595,0.211716,0.900869,0.530069,0.445842,0.494881,0.489680,0.512182,0.363490
488.000014,0.524119,1.099588,0.252599,0.942710,0.498472,0.411333,0.480944,0.450108,0.521233,0.389029
489.000014,0.496327,1.114071,0.151588,0.996823,0.486066,0.413289,0.490140,0.394312,0.519386,0.385637
490.000014,0.473224,1.100038,0.196203,1.007524,0.465344,0.450350,0.489288,0.379467,0.531171,0.378304
491.000014,0.498985,1.087717,0.217080,1.018523,0.497742,0.509304,0.506072,0.372268,0.563529,0.371074
492.000014,0.558760,1.066748,0.191201,1.033284,0.495191,0.575236,0.505840,0.396509,0.574735,0.394194
493.000014,0.593909,1.071157,0.209155,1.065551,0.488167,0.603037,0.510044,0.401994,0.568878,0.418793
494.000014,0.649829,1.038651,0.212844,1.076621,0.485113,0.618405,0.531892,0.414731,0.543628,0.413632
495.000014,0.654452,1.036190,0.225376,1.043185,0.516154,0.621840,0.539161,0.418959,0.553082,0.373314
496.000014,0.674708,0.996518,0.180820,0.998154,0.543154,0.637358,0.550309,0.457022,0.550595,0.374436
497.000014,0.596552,1.054697,0.207281,0.995189,0.561473,0.595443,0.515999,0.515335,0.571739,0.419652
498.000014,0.569512,1.097480,0.248114,1.041507,0.573392,0.554312,0.532988,0.518657,0.565932,0.458167
499.000014,0.567589,1.101111,0.288012,1.101170,0.585524,0.555006,0.564936,0.490352,0.590226,0.440976
500.000014,0.610843,1.038576,0.258042,1.121506,0.568259,0.640077,0.603513,0.469694,0.614072,0.411935
501.000014,0.585434,1.052282,0.252635,1.091633,0.551900,0.679268,0.606060,0.514660,0.614517,0.428935
502.000014,0.543407,1.156962,0.288614,1.067049,0.570181,0.638040,0.588885,0.563495,0.613742,0.444499
503.000014,0.576350,1.196212,0.337595,1.079213,0.609365,0.576452,0.600009,0.558630,0.611594,0.439603
504.000014,0.610877,1.231750,0.391642,1.123332,0.665544,0.606103,0.612739,0.567498,0.643724,0.444072
505.000014,0.664917,1.181431,0.415193,1.156831,0.719079,0.634767,0.611589,0.587392,0.661784,0.468409
506.000014,0.641697,1.256081,0.441977,1.187607,0.706885,0.686778,0.634909,0.615662,0.667541,0.494125
507.000014,0.677680,1.206577,0.507615,1.203674,0.697474,0.704847,0.674952,0.620223,0.669003,0.515530
508.000014,0.686688,1.220658,0.531581,1.226703,0.703530,0.725026,0.693448,0.628611,0.697820,0.512380
509.000014,0.716698,1.216108,0.563358,1.259124,0.677756,0.760825,0.711069,0.653326,0.723233,0.532920
510.000014,0.729103,1.227059,0.532627,1.301368,0.713268,0.781573,0.684984,0.691324,0.752189,0.560717
511.000014,0.744113,1.229443,0.567794,1.347650,0.709560,0.800294,0.701522,0.700061,0.739738,0.590082
512.000014,0.753342,1.195945,0.592107,1.374409,0.816129,0.774126,0.718034,0.718785,0.739010,0.598860
513.000014,0.762664,1.301712,0.642209,1.402301,0.772371,0.775552,0.776664,0.728372,0.757452,0.572263
514.000014,0.779592,1.396347,0.661387,1.428159,0.777687,0.845400,0.838499,0.756807,0.811732,0.593298
515.000014,0.829444,1.440491,0.700094,1.413178,0.797278,0.936010,0.836589,0.802929,0.844789,0.640010
516.000014,0.858640,1.462568,0.751693,1.449776,0.899460,0.944091,0.864365,0.824920,0.871561,0.686752
517.000014,0.887278,1.524892,0.866593,1.524127,0.922300,0.972569,0.912735,0.866960,0.901996,0.715478
518.000014,0.925899,1.573813,0.935727,1.592902,0.977523,1.023916,0.973140,0.901829,0.968683,0.737082
519.000014,1.006014,1.575611,0.946921,1.615910,1.037918,1.088893,0.976684,0.951545,0.997957,0.806521
520.000014,1.050616,1.543073,0.924849,1.669888,1.114052,1.132566,1.016042,0.999224,1.038920,0.849063
521.000014,1.044456,1.610821,1.019727,1.747693,1.143544,1.141824,1.062824,1.025824,1.070602,0.915657
522.000014,1.055897,1.664861,1.098386,1.824058,1.171590,1.234943,1.157875,1.109146,1.157747,0.937192
523.000014,1.180294,1.766436,1.190577,1.862952,1.276681,1.323956,1.202518,1.181704,1.246750,1.025139
524.000014,1.323289,1.921839,1.180313,1.989596,1.353882,1.413852,1.286417,1.262542,1.334982,1.090323
525.000014,1.455399,2.047576,1.262167,2.093855,1.456269,1.511213,1.378475,1.345436,1.402119,1.160361
526.000014,1.559688,2.116711,1.339915,2.173230,1.528184,1.598695,1.468971,1.440717,1.476370,1.191861
527.000014,1.661159,2.093778,1.408559,2.253520,1.605817,1.676444,1.546013,1.506931,1.533280,1.290154
528.000014,1.761475,2.107824,1.464803,2.356135,1.670690,1.749156,1.603614,1.570354,1.611796,1.394002
529.000014,1.865795,2.313292,1.515676,2.533449,1.746215,1.809277,1.746585,1.653116,1.746646,1.453896
530.000014,2.069710,2.524559,1.792542,2.752909,1.956853,2.019365,1.960017,1.835680,1.971263,1.568697
530.500026,2.247607,2.767855,2.052212,2.950300,2.204229,2.200340,2.193814,1.987574,2.168451,1.711082
531.000026,2.428342,2.817838,2.263829,3.097211,2.427070,2.439441,2.338040,2.146911,2.296168,1.976550
531.500026,2.557648,2.865839,2.300696,3.173547,2.535403,2.567888,2.400814,2.288581,2.348709,2.129762
532.000026,2.691992,2.898432,2.307207,3.307312,2.540484,2.693601,2.424119,2.453418,2.441139,2.229270
532.500026,2.781016,2.988536,2.423563,3.427191,2.538320,2.768509,2.479259,2.560081,2.526615,2.245682
533.000026,2.803886,3.073632,2.542439,3.471039,2.604979,2.793492,2.567227,2.589453,2.616137,2.281962
533.500026,2.874792,3.125784,2.626186,3.506080,2.747599,2.839147,2.671601,2.610872,2.649626,2.386783
534.000026,2.925093,3.226135,2.738319,3.584383,2.848732,2.918963,2.743602,2.725223,2.738386,2.523492
534.500026,3.570614,3.810215,3.303483,4.130663,3.340144,3.461666,3.181405,3.324716,3.248935,3.049672
535.000026,4.176293,4.388523,3.925258,4.675046,3.781440,3.991518,3.625855,3.886571,3.756714,3.530641
535.500026,4.781799,4.897297,4.458532,5.206224,4.275310,4.492132,4.075423,4.356833,4.219141,3.985321
536.000026,4.804230,4.941518,4.520711,5.318073,4.299168,4.545099,4.118528,4.378346,4.208813,4.016258
536.500026,4.802167,5.005478,4.541216,5.401509,4.265380,4.564767,4.133092,4.391122,4.218412,4.076345
537.000026,4.840977,5.043243,4.547781,5.421960,4.196073,4.561104,4.131912,4.412509,4.211169,4.111659
537.500026,4.899002,5.058969,4.544249,5.433058,4.146384,4.538424,4.149279,4.416408,4.217166,4.143430
538.000026,4.952273,5.051180,4.541656,5.448801,4.215814,4.543756,4.165866,4.428517,4.222889,4.138424
538.500026,4.942071,5.043633,4.544518,5.460485,4.290926,4.576146,4.197499,4.436129,4.225047,4.117990
539.000026,4.942796,5.045821,4.569511,5.469244,4.322617,4.611139,4.211663,4.455315,4.254801,4.118279
539.500026,4.937863,5.057596,4.585130,5.477441,4.305907,4.609486,4.219802,4.465501,4.251739,4.136341
540.000026,4.978787,5.090572,4.621445,5.503885,4.279013,4.596244,4.210013,4.484976,4.265684,4.200938
540.500026,4.988749,5.103780,4.619091,5.533622,4.267466,4.598550,4.206279,4.500733,4.282341,4.223760
541.000026,4.959788,5.121361,4.658755,5.544833,4.274232,4.614793,4.236071,4.509699,4.315233,4.235293
541.500026,4.969134,5.110786,4.681273,5.542986,4.263104,4.642728,4.273815,4.504609,4.345679,4.244931
542.000026,4.961931,5.119843,4.703030,5.520355,4.281883,4.651290,4.283004,4.502813,4.367395,4.273540
542.500026,5.018566,5.123517,4.708040,5.511810,4.330193,4.684332,4.276971,4.517507,4.408038,4.296543
543.000026,5.074736,5.146197,4.708783,5.519911,4.410204,4.709423,4.265284,4.547402,4.439531,4.311197
543.500026,5.185078,5.174775,4.718496,5.491406,4.495499,4.736157,4.295349,4.578980,4.470561,4.295783
544.000026,5.276126,5.202963,4.741518,5.471956,4.498356,4.747870,4.343573,4.621082,4.471577,4.291556
544.500026,5.264739,5.262714,4.766488,5.511120,4.503700,4.757004,4.415517,4.655664,4.450608,4.316808
545.000026,5.295790,5.319642,4.874408,5.599338,4.499694,4.823874,4.476576,4.698640,4.454948,4.413302
545.500026,5.434729,5.440551,5.004041,5.707862,4.628177,4.945964,4.553111,4.761739,4.577324,4.551861
546.000026,5.618667,5.577585,5.164349,5.855652,4.770186,5.082171,4.678880,4.890407,4.747040,4.679468
546.500026,5.809087,5.748323,5.341323,6.065273,4.960870,5.244877,4.839345,5.052282,4.919587,4.840790
547.000026,6.000304,5.949459,5.517054,6.305053,5.101031,5.419575,5.012011,5.271061,5.047032,5.008760
547.500026,6.262153,6.188654,5.722277,6.510361,5.335988,5.673005,5.236608,5.492087,5.283123,5.239885
548.000026,6.538264,6.478958,5.969145,6.768765,5.525924,5.926804,5.488928,5.768999,5.536832,5.461761
548.500026,6.914980,6.811497,6.268045,7.079763,5.813552,6.211963,5.804330,6.015009,5.898024,5.740036
549.000026,7.401106,7.136954,6.629481,7.446320,6.013459,6.504487,6.055479,6.325360,6.167225,6.009417
549.500026,7.911378,7.501042,6.964146,7.783827,6.336894,6.831099,6.341854,6.614318,6.517777,6.308181
550.000026,8.369990,7.851953,7.280818,8.156453,6.579152,7.166990,6.631270,6.955372,6.807602,6.625602
550.500026,8.817181,8.289054,7.646334,8.546649,6.940933,7.529606,6.971038,7.335452,7.123924,7.004833
551.000026,9.484383,8.786685,8.089596,9.026595,7.341732,7.911568,7.375135,7.768230,7.506084,7.440202
551.500026,10.018508,9.343835,8.649346,9.572330,7.841108,8.353933,7.871095,8.287247,7.989903,7.989578
552.000026,10.935128,9.999578,9.292672,10.286453,8.392168,8.960723,8.496244,8.891116,8.660287,8.601125
552.500026,11.777463,10.622746,9.963723,10.982161,8.972901,9.575315,9.064855,9.482582,9.249516,9.249924
553.000026,12.606966,11.191041,10.550461,11.613400,9.500571,10.138610,9.521233,10.031693,9.744732,9.775287
553.500026,13.565417,11.583796,11.291063,12.072462,9.805333,10.561370,9.861019,10.458182,10.072980,10.163333
554.000026,14.295586,11.919795,11.656488,12.512699,10.040900,10.989532,10.221315,10.845097,10.420152,10.461339
554.500026,14.884582,12.260002,12.199325,12.922237,10.471766,11.378381,10.647290,11.305516,10.794974,10.774001
555.000026,14.880247,12.597755,12.500965,13.308556,11.035662,11.726390,11.018787,11.758759,11.201243,11.128918
555.500026,14.682890,12.902396,13.067854,13.657661,11.535544,12.066257,11.283560,12.242925,11.558564,11.472024
556.000026,15.028275,13.184678,13.458854,14.067451,11.791740,12.466890,11.568954,12.628174,12.018402,11.794958
556.500026,15.223048,13.523823,13.870325,14.606667,12.164802,13.018013,11.898537,13.121263,12.709635,11.947720
557.000026,15.442390,13.895547,14.217805,15.123413,12.626677,13.600263,12.270400,13.611230,13.348982,12.132233
557.500026,15.606787,14.282288,14.595708,15.672363,13.156987,13.960998,12.584479,14.115742,13.662264,12.566449
558.000026,15.822377,14.767837,15.429748,16.405370,13.724133,14.833973,12.972485,14.774607,13.908702,13.145034
558.500026,16.173228,15.021592,15.896268,16.833213,13.989640,15.152744,13.192993,15.120904,13.972754,13.556580
559.000026,,,,,,,,,,
559.500026,,,,,,,,,,
560.000026,,,,,,,,,,
560.500026,,,,,,,,,,
561.000026,,,,,,,,,,
561.500026,,,,,,,,,,
562.000026,,,,,,,,,,
562.500026,,,,,,,,,,
563.000026,,,,,,,,,,
563.500026,,,,,,,,,,
564.000026,,,,,,,,,,
564.500026,,,,,,,,,,
565.000026,,,,,,,,,,
565.500026,,,,,,,,,,
566.000026,,,,,,,,,,
566.500026,,,,,,,,,,
567.000026,,,,,,,,,,
567.500026,,,,,,,,,,
568.000026,,,,,,,,,,
568.500026,,,,,,,,,,
569.000026,,,,,,,,,,
569.500026,,,,,,,,,,
570.000026,,,,,,,,,,
570.500026,,,,,,,,,,
571.000026,,,,,,,,,,
571.500026,,,,,,,,,,
572.000026,,,,,,,,,,
572.500026,,,,,,,,,,
573.000026,,,,,,,,,,
