?? [s],A 1.dY [mm],B 1.dY [mm],C 1.dY [mm]
545.000012,5.570416,5.687391,5.595227
546.000012,5.581259,5.699117,5.606196
547.000012,5.590795,5.709511,5.615760
548.000012,5.599224,5.718631,5.624248
549.000012,5.606945,5.726780,5.631987
550.000012,5.614207,5.734397,5.639334
551.000012,5.620904,5.741587,5.646180
552.000012,5.627690,5.748953,5.653073
553.000012,5.635151,5.757032,5.660468
554.000012,5.644111,5.766722,5.669397
555.000012,5.654273,5.777861,5.679670
556.000012,5.665826,5.790381,5.691494
557.000012,5.677641,5.803174,5.703467
558.000012,5.689153,5.815362,5.714937
559.000012,5.699795,5.826887,5.725692
560.000012,5.708798,5.836596,5.734820
561.000012,5.716331,5.844975,5.742486
562.000012,5.723195,5.852274,5.749295
563.000012,5.728216,5.857775,5.754377
564.000012,5.732947,5.862874,5.759255
565.000012,5.737073,5.867493,5.763349
566.000012,5.743609,5.874462,5.769960
567.000012,5.751984,5.883531,5.778294
568.000012,5.762253,5.894721,5.788783
569.000012,5.774079,5.907688,5.800766
570.000012,5.786051,5.920583,5.812940
571.000012,5.796571,5.931957,5.823502
572.000012,5.806083,5.942141,5.832972
573.000012,5.814094,5.950784,5.840977
574.000012,5.821532,5.958738,5.848609
575.000012,5.827467,5.965047,5.854564
576.000012,5.831942,5.969905,5.859093
577.000012,5.836449,5.974968,5.863537
578.000012,5.841968,5.981256,5.869131
579.000012,5.851019,5.991150,5.878264
580.000012,5.862430,6.003487,5.889754
581.000012,5.874787,6.017050,5.902269
582.000012,5.887952,6.031411,5.915633
583.000012,5.899386,6.043910,5.927287
584.000012,5.910294,6.055551,5.938254
585.000012,5.919194,6.065322,5.947096
586.000012,5.926751,6.073839,5.954732
587.000012,5.933327,6.081178,5.961456
588.000012,5.938586,6.086847,5.966904
589.000012,5.944610,6.093071,5.972943
590.000012,5.950525,6.099389,5.978813
591.000012,5.958291,6.108073,5.986518
592.000012,5.968095,6.119002,5.996457
593.000012,5.978516,6.130615,6.007059
594.000012,5.989396,6.142247,6.017976
595.000012,5.998679,6.152617,6.027259
596.000012,6.007368,6.162301,6.036056
597.000012,6.014523,6.170438,6.043490
598.000012,6.021492,6.177835,6.050533
599.000012,6.028852,6.185672,6.057883
600.000012,6.035690,6.193224,6.064655
601.000012,6.042841,6.201194,6.071799
602.000012,6.050463,6.209913,6.079631
603.000012,6.060373,6.220769,6.089709
604.000012,6.071424,6.233049,6.100901
605.000012,6.081937,6.244573,6.111299
606.000012,6.091115,6.254888,6.120618
607.000012,6.099127,6.263671,6.128782
608.000012,6.106346,6.271542,6.136191
609.000012,6.112281,6.277952,6.142088
610.000012,6.117358,6.283607,6.147117
611.000012,6.123003,6.289849,6.152717
612.000012,6.130196,6.298079,6.160120
613.000012,6.140048,6.309122,6.170181
614.000012,6.151898,6.322335,6.182233
615.000012,6.163696,6.335558,6.193887
616.000012,6.174917,6.348088,6.205240
617.000012,6.184785,6.359135,6.215241
618.000012,6.193505,6.368654,6.224235
619.000012,6.201146,6.377082,6.231842
620.000012,6.206978,6.383691,6.237627
621.000012,6.212106,6.389512,6.242681
622.000012,6.216703,6.394785,6.247497
623.000012,6.221588,6.400503,6.252678
624.000012,6.228821,6.408603,6.260126
625.000012,6.237969,6.418758,6.269126
626.000012,6.249011,6.431078,6.280071
627.000012,6.260846,6.444417,6.291956
628.000012,6.271796,6.456894,6.303184
629.000012,6.282345,6.468587,6.313745
630.000012,6.290633,6.478025,6.322080
631.000012,6.298076,6.486654,6.329673
632.000012,6.305759,6.495461,6.337537
633.000012,6.313355,6.504114,6.345305
634.000012,6.321487,6.512984,6.353225
635.000012,6.329204,6.521866,6.360998
636.000012,6.336691,6.530568,6.368492
637.000012,6.343885,6.539220,6.376146
638.000012,6.351620,6.547979,6.384181
639.000012,6.359746,6.556970,6.392229
640.000012,6.367538,6.565737,6.399690
641.000012,6.374912,6.574293,6.406820
642.000012,6.382489,6.583244,6.414738
643.000012,6.390231,6.591989,6.422784
644.000012,6.398180,6.601051,6.430926
645.000012,6.406555,6.610546,6.439128
646.000012,6.415002,6.620441,6.447626
647.000012,6.422363,6.629062,6.455113
648.000012,6.430191,6.638125,6.463223
649.000012,6.437502,6.646694,6.470662
650.000012,6.445361,6.655757,6.478443
651.000012,6.452786,6.664444,6.485799
652.000012,6.460706,6.673666,6.493732
653.000012,6.468850,6.683307,6.502097
654.000012,6.478050,6.694029,6.511395
655.000012,6.488051,6.705721,6.521293
656.000012,6.499237,6.718860,6.532557
657.000012,6.509902,6.731665,6.543396
658.000012,6.520611,6.744312,6.554339
659.000012,6.529302,6.754569,6.562874
660.000012,6.537451,6.764238,6.570961
661.000012,6.544035,6.772316,6.577681
662.000012,6.549655,6.779381,6.583595
663.000012,6.553860,6.784590,6.587943
664.000012,6.558077,6.789764,6.592237
665.000012,6.562776,6.795369,6.596966
666.000012,6.569252,6.802987,6.603415
667.000012,6.577764,6.813106,6.611920
668.000012,6.587664,6.825100,6.621934
669.000012,6.597957,6.837788,6.632473
670.000012,6.608560,6.850763,6.642957
671.000012,6.618321,6.862843,6.652668
672.000012,6.626901,6.873491,6.661244
673.000012,6.633440,6.881855,6.668011
674.000012,6.640096,6.890391,6.674883
675.000012,6.646944,6.899134,6.681846
676.000012,6.653644,6.907704,6.688551
677.000012,6.660627,6.916394,6.695444
678.000012,6.667947,6.925479,6.702749
679.000012,6.675223,6.934629,6.710112
680.000012,6.682130,6.943603,6.717175
681.000012,6.689791,6.953418,6.724706
682.000012,6.697885,6.963934,6.732726
683.000012,6.706756,6.975459,6.741602
684.000012,6.715037,6.986647,6.750187
685.000012,6.723590,6.998082,6.758962
686.000012,6.731653,7.009068,6.767043
687.000012,6.739867,7.020182,6.775053
688.000012,6.747529,7.030823,6.782655
689.000012,6.755787,7.041788,6.790849
690.000012,6.761881,7.050476,6.797079
691.000012,6.767112,7.058016,6.802340
692.000012,6.772029,7.065099,6.807254
693.000012,6.777146,7.072282,6.812189
694.000012,6.782902,7.080308,6.817811
695.000012,6.789746,7.089863,6.824646
696.000012,6.797854,7.101614,6.833039
697.000012,6.807815,7.116106,6.843231
698.000012,6.817217,7.130872,6.852721
699.000012,6.826120,7.145269,6.861653
700.000012,6.833281,7.157675,6.868971
701.000012,6.839210,7.168189,6.875157
702.000012,6.844302,7.177240,6.880426
703.000012,6.849072,7.185556,6.885379
704.000012,6.853939,7.193682,6.890284
705.000012,6.858536,7.201451,6.894984
706.000012,6.863456,7.209492,6.899761
707.000012,6.868049,7.217676,6.904450
708.000012,6.874945,7.229061,6.911590
709.000012,6.882818,7.243110,6.919989
710.000012,6.891636,7.259936,6.929228
711.000012,6.900035,7.277951,6.937795
712.000012,6.907182,7.295643,6.945278
713.000012,6.913436,7.312529,6.952144
714.000012,6.917915,7.327324,6.957630
715.000012,6.905638,7.349948,6.961134
716.000012,6.890971,7.374222,6.962118
717.000012,6.873346,7.396795,6.959768
718.000012,6.870664,7.409514,6.957140
719.000012,6.869474,7.419988,6.955162
720.000012,6.870127,7.433233,6.950884
721.000012,6.869405,7.448986,6.943677
722.000012,6.865968,7.463339,6.932937
723.000012,6.861870,7.474984,6.924361
724.000012,6.859632,7.484413,6.917367
725.000012,6.858466,7.494134,6.909914
726.000012,6.857636,7.506349,6.902579
727.000012,6.853921,7.523972,6.894973
728.000012,6.841138,7.560796,6.881343
729.000012,5.409902,8.605774,5.437485
730.000012,3.981143,9.660719,3.995925
731.000012,2.561974,10.704606,2.563979
732.000012,2.558106,10.739982,2.561018
733.000012,2.554068,10.763756,2.557257
734.000012,2.544977,10.780739,2.548528
735.000012,2.535765,10.793400,2.539365
736.000012,2.526981,10.798287,2.530672
737.000012,2.523984,10.797874,2.527471
738.000012,2.523038,10.793874,2.526301
739.000012,2.522573,10.789150,2.525601
740.000012,2.522071,10.783430,2.524954
741.000012,2.521749,10.777665,2.524604
742.000012,2.521588,10.772814,2.524546
743.000012,2.520685,10.769684,2.523812
744.000012,,,
745.000012,,,
746.000012,,,
747.000012,,,
748.000012,,,
749.000012,,,
750.000012,,,
751.000012,,,
752.000012,,,
753.000012,,,
754.000012,,,
755.000012,,,
756.000012,,,
757.000012,,,
758.000012,,,
759.000012,,,
760.000012,,,
761.000012,,,
762.000012,,,
763.000012,,,
764.000012,,,
765.000012,,,
766.000012,,,
767.000012,,,
768.000012,,,
769.000012,,,
770.000012,,,
771.000012,,,
772.000012,,,
773.000012,,,
774.000012,,,
775.000012,,,
776.000012,,,
777.000012,,,
778.000012,,,
779.000012,,,
780.000012,,,
781.000012,,,
782.000012,,,
783.000012,,,
784.000012,,,
785.000012,,,
786.000012,,,
787.000012,,,
788.000012,,,
789.000012,,,
790.000012,,,
791.000012,,,
792.000012,,,
793.000012,,,
794.000012,,,
795.000012,,,
796.000012,,,
797.000012,,,
798.000012,,,
799.000012,,,
800.000012,,,
801.000012,,,
802.000012,,,
803.000012,,,
804.000012,,,
805.000012,,,
806.000012,,,
807.000012,,,
808.000012,,,
809.000012,,,
810.000012,,,
811.000012,,,
812.000012,,,
813.000012,,,
814.000012,,,
815.000012,,,
816.000012,,,
817.000012,,,
818.000012,,,
819.000012,,,
820.000012,,,
821.000012,,,
822.000012,,,
823.000012,,,
824.000012,,,
825.000012,,,
826.000012,,,
827.000012,,,
828.000012,,,
829.000012,,,
830.000012,,,
831.000012,,,
832.000012,,,
833.000012,,,
834.000012,,,
835.000012,,,
836.000012,,,
837.000012,,,
838.000012,,,
839.000012,,,
840.000012,,,
841.000012,,,
842.000012,,,
843.000012,,,
844.000012,,,
845.000012,,,
846.000012,,,
847.000012,,,
848.000012,,,
849.000012,,,
850.000012,,,
851.000012,,,
852.000012,,,
853.000012,,,
854.000012,,,
855.000012,,,
856.000012,,,
857.000012,,,
858.000012,,,
859.000012,,,
860.000012,,,
861.000012,,,
862.000012,,,
863.000012,,,
864.000012,,,
865.000012,,,
866.000012,,,
867.000012,,,
868.000012,,,
869.000012,,,
870.000012,,,
871.000012,,,
872.000012,,,
873.000012,,,
874.000012,,,
875.000012,,,
876.000012,,,
877.000012,,,
878.000012,,,
879.000012,,,
880.000012,,,
881.000012,,,
882.000012,,,
883.000012,,,
884.000012,,,
885.000012,,,
886.000012,,,
887.000012,,,
