?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.009058,0.009274,0.008919
20.000000,0.086319,0.086375,0.084742
30.000000,0.211956,0.211808,0.208942
40.000000,0.369246,0.369104,0.365623
50.000000,0.493673,0.494267,0.491026
60.000000,0.606778,0.608333,0.605275
70.000000,0.719013,0.721137,0.717802
80.000000,0.838133,0.840422,0.836708
90.000000,0.973881,0.976004,0.971942
100.000000,1.127989,1.130197,1.125692
110.000000,1.290122,1.292192,1.287712
120.000000,1.448591,1.450764,1.446236
130.000000,1.613152,1.615299,1.611016
140.000000,1.773483,1.775797,1.771499
150.000000,1.923600,1.926116,1.921710
160.000000,2.045380,2.047935,2.042828
170.000000,2.159017,2.161593,2.155559
180.000000,2.269444,2.272021,2.264674
190.000000,2.377055,2.379724,2.371177
200.000000,2.486138,2.489114,2.479059
210.000000,2.594214,2.597544,2.585947
220.000000,2.702819,2.706578,2.693411
230.000000,2.809572,2.813783,2.799029
240.000000,2.895745,2.899845,2.884410
250.000000,2.976892,2.981514,2.964742
260.000000,3.057400,3.062559,3.044268
270.000000,3.161814,3.168242,3.147281
280.000000,3.274319,3.281600,3.258494
290.000000,3.386974,3.395378,3.370060
300.000000,3.488063,3.497533,3.470125
310.000000,3.585964,3.596633,3.567008
320.000000,3.683306,3.695184,3.663134
330.000000,3.789488,3.802678,3.768068
340.000000,3.874630,3.887587,3.851318
350.000000,3.951123,3.964369,3.926095
360.000000,4.027237,4.040879,4.000459
370.000000,4.126556,4.142123,4.098389
380.000000,4.230684,4.247761,4.201098
390.000000,4.333058,4.351867,4.302130
400.000000,4.435417,4.456151,4.403247
410.000000,4.538947,4.561825,4.505628
420.000000,4.642313,4.667448,4.607867
430.000000,4.740058,4.767481,4.704615
440.000000,4.833820,4.863337,4.797527
450.000000,4.928875,4.960591,4.891705
460.000000,5.029310,5.063383,4.991149
470.000000,5.103263,5.139148,5.064186
471.000015,5.144019,5.180922,5.104429
472.000015,5.151191,5.188340,5.111485
473.000015,5.157748,5.195133,5.118019
474.000015,5.164132,5.201707,5.124400
475.000015,5.172352,5.210161,5.132589
476.000015,5.183333,5.221460,5.143412
477.000015,5.199239,5.237765,5.159476
478.000015,5.216555,5.255441,5.176799
479.000015,5.231746,5.271091,5.192105
480.000015,5.243325,5.283064,5.203440
481.000015,5.251537,5.291635,5.211584
482.000015,5.257433,5.297843,5.217336
483.000015,5.262082,5.302765,5.221830
484.000015,5.267882,5.308818,5.227460
485.000015,5.274763,5.315822,5.234109
486.000015,5.281452,5.322668,5.240654
487.000015,5.288992,5.330432,5.248191
488.000015,5.301008,5.342844,5.260400
489.000015,5.313572,5.355586,5.272997
490.000015,5.326431,5.368824,5.285797
491.000015,5.339573,5.382370,5.298837
492.000015,5.351930,5.395272,5.311042
493.000015,5.364020,5.407766,5.323047
494.000015,5.372849,5.416994,5.331787
495.000015,5.379550,5.424151,5.338514
496.000015,5.385690,5.430621,5.344529
497.000015,5.391830,5.436910,5.350464
498.000015,5.396797,5.441984,5.355242
499.000015,5.401607,5.446846,5.359862
500.000015,5.407382,5.452774,5.365712
501.000015,5.416568,5.462279,5.374862
502.000015,5.429534,5.475656,5.387905
503.000015,5.444982,5.491688,5.403301
504.000015,5.461890,5.509018,5.420128
505.000015,5.476068,5.523734,5.434197
506.000015,5.487868,5.535983,5.445811
507.000015,5.497687,5.546415,5.455610
508.000015,5.506391,5.555564,5.464269
509.000015,5.512320,5.561758,5.470000
510.000015,5.518026,5.567558,5.475588
511.000015,5.523459,5.573090,5.480841
512.000015,5.529631,5.579467,5.486993
513.000015,5.536089,5.586218,5.493351
514.000015,5.543649,5.594182,5.500883
515.000015,5.552758,5.603629,5.509852
516.000015,5.566061,5.617391,5.523207
517.000015,5.580978,5.632683,5.538082
518.000015,5.595325,5.647466,5.552439
519.000015,5.605822,5.658354,5.562756
520.000015,5.614097,5.667066,5.570946
521.000015,5.620020,5.673376,5.576839
522.000015,5.625728,5.679407,5.582484
523.000015,5.630656,5.684700,5.587359
524.000015,5.637650,5.692018,5.594185
525.000015,5.648559,5.703372,5.605152
526.000015,5.663238,5.718369,5.619679
527.000015,5.678435,5.734055,5.634887
528.000015,5.691908,5.748056,5.648151
529.000015,5.703364,5.760133,5.659496
530.000015,5.713692,5.771032,5.669651
531.000015,5.722779,5.780416,5.678514
532.000015,5.729386,5.787283,5.685021
533.000015,5.734868,5.792879,5.690334
534.000015,5.739322,5.797746,5.694802
535.000015,5.744476,5.803179,5.700010
536.000015,5.749675,5.808724,5.705251
537.000015,5.757007,5.816270,5.712464
538.000015,5.768974,5.828679,5.724377
539.000015,5.784652,5.844794,5.739931
540.000015,5.799541,5.860149,5.754608
541.000015,5.811862,5.872897,5.766676
542.000015,5.822208,5.883854,5.777012
543.000015,5.831404,5.893598,5.786242
544.000015,5.838603,5.901305,5.793405
545.000015,5.844959,5.907929,5.799543
546.000015,5.850006,5.913177,5.804503
547.000015,5.854716,5.918172,5.809113
548.000015,5.859105,5.923145,5.813525
549.000015,5.867684,5.932138,5.821945
550.000015,5.881292,5.946253,5.835568
551.000015,5.897854,5.963281,5.852161
552.000015,5.914535,5.980686,5.868845
553.000015,5.928283,5.995121,5.882449
554.000015,5.940518,6.007935,5.894442
555.000015,5.950197,6.018210,5.903977
556.000015,5.957601,6.026060,5.911143
557.000015,5.963454,6.032389,5.916806
558.000015,5.969297,6.038593,5.922605
559.000015,5.975735,6.045434,5.928982
560.000015,5.981281,6.051310,5.934530
561.000015,5.986547,6.056964,5.939723
562.000015,5.992747,6.063458,5.945774
563.000015,6.000724,6.071860,5.953595
564.000015,6.013650,6.085111,5.966398
565.000015,6.028407,6.100453,5.981040
566.000015,6.044506,6.117131,5.997045
567.000015,6.055382,6.128677,6.007703
568.000015,6.064361,6.138482,6.016704
569.000015,6.071609,6.146299,6.023893
570.000015,6.078021,6.153180,6.030193
571.000015,6.083436,6.158671,6.035405
572.000015,6.088793,6.164319,6.040550
573.000015,6.095603,6.171553,6.047232
574.000015,6.106600,6.183282,6.058182
575.000015,6.119888,6.197160,6.071443
576.000015,6.134120,6.212222,6.085576
577.000015,6.146022,6.224814,6.097252
578.000015,6.155433,6.234999,6.106400
579.000015,6.163829,6.243892,6.114607
580.000015,6.170633,6.251137,6.121208
581.000015,6.176969,6.257893,6.127383
582.000015,6.181597,6.263014,6.131881
583.000015,6.185728,6.267559,6.135948
584.000015,6.191606,6.273881,6.141718
585.000015,6.199513,6.282197,6.149468
586.000015,6.212136,6.295468,6.161905
587.000015,6.227115,6.311181,6.176592
588.000015,6.243033,6.328009,6.192397
589.000015,6.257572,6.343509,6.206663
590.000015,6.267876,6.354584,6.216830
590.500026,6.275300,6.362646,6.224015
591.000026,6.279364,6.367077,6.227969
591.500026,6.283809,6.371971,6.232345
592.000026,6.288308,6.376828,6.236697
592.500026,6.291917,6.380807,6.240214
593.000026,6.294570,6.383724,6.242683
593.500026,6.296473,6.385737,6.244391
594.000026,6.298039,6.387445,6.245766
594.500026,6.300104,6.389775,6.247664
595.000026,6.302667,6.392701,6.250121
595.500026,6.306233,6.396544,6.253602
596.000026,6.309363,6.399820,6.256615
596.500026,6.311754,6.402410,6.259032
597.000026,6.314358,6.405214,6.261611
597.500026,6.318064,6.409187,6.265343
598.000026,6.323099,6.414451,6.270244
598.500026,6.328838,6.420608,6.275845
599.000026,6.336570,6.428798,6.283504
599.500026,6.344308,6.437057,6.291199
600.000026,6.351491,6.444596,6.298273
600.500026,6.356989,6.450470,6.303618
601.000026,6.362901,6.456743,6.309379
601.500026,6.369027,6.463336,6.315359
602.000026,6.374514,6.469292,6.320658
602.500026,6.378927,6.474205,6.324858
603.000026,6.382033,6.477758,6.327788
603.500026,6.384971,6.480981,6.330525
604.000026,6.387987,6.484266,6.333388
604.500026,6.391635,6.488151,6.336968
605.000026,6.395279,6.492114,6.340597
