?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.001254,0.001189,0.001270
20.000000,0.030427,0.030585,0.030303
30.000000,0.144821,0.145072,0.144089
40.000000,0.293424,0.294182,0.292477
50.000000,0.430454,0.431424,0.429394
60.000000,0.522332,0.523819,0.521551
70.000000,0.608546,0.610087,0.607488
80.000000,0.713821,0.715670,0.712612
90.000000,0.831635,0.833858,0.830654
100.000000,0.970815,0.973381,0.969862
110.000000,1.127116,1.129562,1.125917
120.000000,1.289027,1.291285,1.287204
130.000000,1.449558,1.451563,1.447320
140.000000,1.618361,1.619809,1.614708
150.000000,1.759240,1.760067,1.754305
160.000000,1.902166,1.902797,1.896420
170.000000,2.018545,2.019690,2.013237
180.000000,2.132966,2.134956,2.127848
190.000000,2.225386,2.228071,2.220195
200.000000,2.311264,2.314622,2.305855
210.000000,2.401949,2.406267,2.396802
220.000000,2.493704,2.499234,2.488726
230.000000,2.585481,2.592479,2.580846
240.000000,2.675598,2.683726,2.671030
250.000000,2.766142,2.775760,2.761785
260.000000,2.858164,2.869448,2.854065
270.000000,2.949236,2.962334,2.945221
280.000000,3.037908,3.052767,3.033877
290.000000,3.123495,3.140243,3.119464
300.000000,3.210098,3.229206,3.206254
310.000000,3.299136,3.321047,3.295625
320.000000,3.395655,3.420559,3.392315
330.000000,3.481450,3.509082,3.478364
340.000000,3.568604,3.599040,3.565615
350.000000,3.653199,3.686497,3.650232
360.000000,3.740702,3.777248,3.737620
370.000000,3.829564,3.869408,3.826340
380.000000,3.917902,3.961167,3.914712
390.000000,4.005964,4.052548,4.002603
400.000000,4.091048,4.141028,4.087493
410.000000,4.174063,4.227735,4.170368
420.000000,4.262562,4.320353,4.258979
430.000000,4.351360,4.413342,4.347945
440.000000,4.440864,4.507067,4.437503
450.000000,4.530850,4.601682,4.527552
460.000000,4.615446,4.690744,4.612148
470.000000,4.674295,4.752994,4.671126
471.000014,4.707628,4.788136,4.704400
472.000014,4.718552,4.799753,4.715300
473.000014,4.729582,4.811360,4.726266
474.000014,4.738817,4.821165,4.735695
475.000014,4.746266,4.829083,4.743365
476.000014,4.752591,4.835722,4.749750
477.000014,4.758900,4.842249,4.755859
478.000014,4.766773,4.850468,4.763461
479.000014,4.774815,4.858936,4.771388
480.000014,4.783507,4.868187,4.780218
481.000014,4.793148,4.878496,4.789996
482.000014,4.804135,4.890127,4.800937
483.000014,4.815309,4.902017,4.812169
484.000014,4.824398,4.911729,4.821415
485.000014,4.832515,4.920471,4.829655
486.000014,4.838971,4.927223,4.835912
487.000014,4.844541,4.933028,4.841206
488.000014,4.848729,4.937402,4.845345
489.000014,4.853248,4.942261,4.849876
490.000014,4.860486,4.950042,4.857309
491.000014,4.871599,4.961727,4.868410
492.000014,4.885671,4.976578,4.882462
493.000014,4.900608,4.992541,4.897436
494.000014,4.914306,5.007226,4.911071
495.000014,4.926648,5.020434,4.923508
496.000014,4.936943,5.031241,4.933739
497.000014,4.945132,5.039917,4.942116
498.000014,4.951442,5.046815,4.948449
499.000014,4.957511,5.053372,4.954433
500.000014,4.963291,5.059551,4.960028
501.000014,4.969114,5.065560,4.965740
502.000014,4.975734,5.072568,4.972454
503.000014,4.983257,5.080740,4.980185
504.000014,4.991816,5.089966,4.988843
505.000014,4.999946,5.098412,4.996757
506.000014,5.007905,5.106742,5.004570
507.000014,5.016348,5.115640,5.013000
508.000014,5.025426,5.125538,5.022245
509.000014,5.034701,5.135583,5.031602
510.000014,5.043675,5.145083,5.040516
511.000014,5.052024,5.153963,5.048834
512.000014,5.060052,5.162683,5.056991
513.000014,5.068316,5.171932,5.065466
514.000014,5.076919,5.181182,5.074129
515.000014,5.085071,5.189678,5.081956
516.000014,5.093373,5.198349,5.090115
517.000014,5.103245,5.209099,5.100057
518.000014,5.115133,5.221890,5.112155
519.000014,5.128182,5.235834,5.125138
520.000014,5.139030,5.247534,5.136018
521.000014,5.148123,5.257530,5.145167
522.000014,5.154988,5.265172,5.152182
523.000014,5.161423,5.271973,5.158567
524.000014,5.166633,5.277484,5.163588
525.000014,5.171642,5.282807,5.168589
526.000014,5.177874,5.289723,5.174905
527.000014,5.187760,5.300290,5.184911
528.000014,5.199377,5.312755,5.196387
529.000014,5.211065,5.325293,5.207875
530.000014,5.220253,5.335406,5.217088
530.500026,5.227526,5.343562,5.224622
531.000026,5.232606,5.349088,5.229896
531.500026,5.236858,5.353574,5.234199
532.000026,5.240696,5.357502,5.237792
532.500026,5.244395,5.361508,5.241425
533.000026,5.247917,5.365377,5.244866
533.500026,5.251424,5.369057,5.248368
534.000026,5.254398,5.372070,5.251221
534.500026,5.257530,5.375436,5.254314
535.000026,5.260848,5.379182,5.257705
535.500026,5.264290,5.383133,5.261350
536.000026,5.267574,5.386933,5.264873
536.500026,5.270768,5.390628,5.268289
537.000026,5.274738,5.394959,5.272309
537.500026,5.279286,5.399671,5.276760
538.000026,5.283923,5.404474,5.281190
538.500026,5.288223,5.409027,5.285410
539.000026,5.292634,5.413776,5.289716
539.500026,5.297187,5.418663,5.294256
540.000026,5.302259,5.424229,5.299305
540.500026,5.306955,5.429513,5.304196
541.000026,5.311485,5.434632,5.308896
541.500026,5.315777,5.439434,5.313349
542.000026,5.319694,5.443763,5.317214
542.500026,5.323922,5.448368,5.321347
543.000026,5.328421,5.453077,5.325568
543.500026,5.333966,5.458872,5.330958
544.000026,5.338998,5.464355,5.336124
544.500026,5.343272,5.469239,5.340552
545.000026,5.346924,5.473475,5.344430
545.500026,5.350798,5.477833,5.348388
546.000026,5.355327,5.482807,5.353024
546.500026,5.360155,5.488034,5.357868
547.000026,5.364692,5.492867,5.362278
547.500026,5.368557,5.497054,5.366096
548.000026,5.372274,5.501098,5.369649
548.500026,5.376707,5.506038,5.374106
549.000026,5.381806,5.511612,5.379161
549.500026,5.385987,5.516321,5.383513
550.000026,5.389582,5.520396,5.387193
550.500026,5.393481,5.524862,5.391170
551.000026,5.398973,5.530917,5.396640
551.500026,5.404373,5.536704,5.401840
552.000026,5.408692,5.541386,5.406136
552.500026,5.411970,5.544944,5.409400
553.000026,5.416044,5.549302,5.413496
553.500026,5.420462,5.553989,5.417818
554.000026,5.424400,5.558329,5.421785
554.500026,5.426857,5.561232,5.424422
555.000026,5.428658,5.563602,5.426411
555.500026,5.430789,5.566184,5.428664
556.000026,5.433919,5.569831,5.431935
556.500026,5.437822,5.574080,5.435861
557.000026,5.442221,5.578887,5.440172
557.500026,5.446572,5.583558,5.444345
558.000026,5.450469,5.587728,5.448104
558.500026,5.454382,5.591940,5.451937
559.000026,5.458653,5.596407,5.456099
559.500026,5.464112,5.602445,5.461632
560.000026,5.470356,5.609301,5.467979
560.500026,5.477110,5.616936,5.474936
561.000026,5.483822,5.624420,5.481727
561.500026,5.490213,5.631413,5.488047
562.000026,5.495736,5.637515,5.493495
562.500026,5.500078,5.642310,5.497751
563.000026,5.503797,5.646631,5.501550
563.500026,5.507359,5.650760,5.505241
564.000026,5.511000,5.655042,5.509014
564.500026,5.514288,5.658805,5.512341
565.000026,5.517139,5.662174,5.515350
565.500026,5.519777,5.665211,5.518117
566.000026,5.521640,5.667421,5.520054
566.500026,5.523119,5.669203,5.521297
567.000026,5.525403,5.671758,5.523445
567.500026,5.529697,5.676384,5.527668
568.000026,5.535212,5.682197,5.533120
568.500026,5.541022,5.688477,5.538884
569.000026,5.545883,5.694030,5.543896
569.500026,5.550507,5.699392,5.548741
570.000026,5.555701,5.705323,5.553980
570.500026,5.562582,5.712898,5.560830
571.000026,5.570199,5.721263,5.568221
571.500026,5.577125,5.728875,5.575117
572.000026,5.582331,5.734781,5.580203
572.500026,5.587196,5.740424,5.585289
573.000026,5.591889,5.745892,5.590098
573.500026,5.596761,5.751567,5.595051
574.000026,5.600713,5.756171,5.599008
574.500026,5.604092,5.760123,5.602460
575.000026,5.607197,5.763616,5.605503
575.500026,5.610827,5.767757,5.609120
576.000026,5.614559,5.771904,5.612601
576.500026,5.617576,5.775514,5.615626
577.000026,5.619894,5.778176,5.617922
577.500026,5.621355,5.779964,5.619584
578.000026,5.622475,5.781274,5.620698
578.500026,5.623643,5.782746,5.621689
579.000026,5.626113,5.785582,5.624143
579.500026,5.629640,5.789528,5.627662
580.000026,5.633418,5.793821,5.631750
580.500026,5.637041,5.798079,5.635493
581.000026,5.641102,5.802843,5.639732
581.500026,5.646461,5.808901,5.644951
582.000026,5.653025,5.815992,5.651319
582.500026,5.660059,5.823684,5.658126
583.000026,5.666857,5.831214,5.664944
583.500026,5.672610,5.837983,5.670887
584.000026,5.677971,5.844203,5.676415
584.500026,5.682989,5.850118,5.681437
