?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.071097,0.071391,0.071547
20.000000,0.203238,0.203875,0.204050
30.000000,0.339594,0.340589,0.340839
40.000000,0.445056,0.446443,0.446899
50.000000,0.530077,0.532087,0.532765
60.000000,0.635779,0.638215,0.639022
70.000000,0.761598,0.763932,0.764352
80.000000,0.907162,0.909177,0.909226
90.000000,1.061579,1.063098,1.062796
100.000000,1.231262,1.232473,1.232008
110.000000,1.387879,1.389281,1.389071
120.000000,1.549725,1.551897,1.552371
130.000000,1.683538,1.686743,1.687896
140.000000,1.805180,1.808949,1.810258
150.000000,1.914461,1.918350,1.919034
160.000000,2.012695,2.016524,2.016329
170.000000,2.111344,2.115229,2.114240
180.000000,2.204420,2.208565,2.206742
190.000000,2.306961,2.311587,2.309425
200.000000,2.407947,2.413357,2.410733
210.000000,2.491765,2.497898,2.494827
220.000000,2.562132,2.568787,2.564682
230.000000,2.634726,2.641702,2.636376
240.000000,2.717694,2.725239,2.718484
250.000000,2.800917,2.809339,2.801090
260.000000,2.884099,2.893467,2.883601
270.000000,2.970404,2.980790,2.969115
280.000000,3.059149,3.070639,3.056991
290.000000,3.144590,3.157239,3.141588
300.000000,3.224943,3.238733,3.221201
310.000000,3.310090,3.325199,3.305625
320.000000,3.395612,3.412122,3.390329
330.000000,3.482627,3.500797,3.476674
340.000000,3.564112,3.583941,3.557512
350.000000,3.648057,3.669773,3.640821
360.000000,3.729686,3.753315,3.721873
370.000000,3.811487,3.837154,3.803171
380.000000,3.897930,3.925750,3.889270
390.000000,3.986316,4.016289,3.977029
400.000000,4.070920,4.103109,4.061045
410.000000,4.150822,4.185388,4.140434
420.000000,4.235487,4.272782,4.224860
430.000000,4.326817,4.367236,4.316016
440.000000,4.408396,4.451838,4.397395
450.000000,4.495377,4.542346,4.484274
460.000000,4.576649,4.627266,4.565652
470.000000,4.642910,4.696569,4.632118
471.000015,4.678180,4.733360,4.667370
472.000015,4.689604,4.745343,4.678866
473.000015,4.699964,4.756242,4.689336
474.000015,4.710689,4.767622,4.700224
475.000015,4.721116,4.778555,4.710576
476.000015,4.730227,4.787861,4.719615
477.000015,4.737131,4.795137,4.726613
478.000015,4.743981,4.802365,4.733595
479.000015,4.749375,4.808142,4.738951
480.000015,4.752752,4.811672,4.742450
481.000015,4.755158,4.814233,4.744895
482.000015,4.757529,4.816789,4.747374
483.000015,4.761274,4.820745,4.750958
484.000015,4.766913,4.826586,4.756581
485.000015,4.775510,4.835657,4.765258
486.000015,4.786575,4.847341,4.776357
487.000015,4.799291,4.860668,4.788910
488.000015,4.812801,4.874946,4.802490
489.000015,4.825068,4.887935,4.814917
490.000015,4.836047,4.899610,4.826055
491.000015,4.845362,4.909497,4.835467
492.000015,4.852861,4.917316,4.842921
493.000015,4.858598,4.923399,4.848789
494.000015,4.863244,4.928166,4.853422
495.000015,4.868073,4.933459,4.858458
496.000015,4.874888,4.940759,4.865393
497.000015,4.884375,4.950837,4.874874
498.000015,4.896369,4.963443,4.886823
499.000015,4.908396,4.976199,4.898917
500.000015,4.919735,4.988258,4.910354
501.000015,4.929024,4.998066,4.919759
502.000015,4.937403,5.006808,4.928114
503.000015,4.943458,5.013259,4.934267
504.000015,4.950051,5.020326,4.940911
505.000015,4.956824,5.027534,4.947757
506.000015,4.963879,5.035003,4.954802
507.000015,4.970099,5.041584,4.960975
508.000015,4.976659,5.048490,4.967427
509.000015,4.983682,5.056009,4.974560
510.000015,4.991938,5.064847,4.982990
511.000015,5.001127,5.074692,4.992360
512.000015,5.012347,5.086489,5.003504
513.000015,5.024287,5.099097,5.015538
514.000015,5.035081,5.110830,5.026719
515.000015,5.043563,5.120339,5.035767
516.000015,5.050372,5.128008,5.042914
517.000015,5.056491,5.134649,5.049147
518.000015,5.062276,5.140777,5.054950
519.000015,5.067479,5.146343,5.060133
520.000015,5.073415,5.152735,5.066152
521.000015,5.081814,5.161712,5.074711
522.000015,5.092861,5.173487,5.085889
523.000015,5.105617,5.187215,5.098869
524.000015,5.116750,5.200074,5.110971
525.000015,5.127868,5.212000,5.122201
526.000015,5.137441,5.222188,5.131819
527.000015,5.146065,5.230764,5.139699
528.000015,5.152830,5.238005,5.146578
529.000015,5.158201,5.244102,5.152220
530.000015,5.163180,5.249323,5.157318
531.000015,5.168234,5.254819,5.162457
532.000015,5.174953,5.261807,5.169007
533.000015,5.183990,5.271391,5.177984
534.000015,5.194854,5.283273,5.189269
535.000015,5.206938,5.296195,5.201415
536.000015,5.218966,5.309275,5.213701
537.000015,5.229424,5.320416,5.224132
538.000015,5.237796,5.329768,5.233054
539.000015,5.245306,5.338017,5.240591
540.000015,5.251829,5.345223,5.247093
541.000015,5.257763,5.351513,5.252773
542.000015,5.262461,5.356555,5.257577
543.000015,5.267070,5.361654,5.262363
544.000015,5.273206,5.368306,5.268620
545.000015,5.282609,5.378603,5.278091
546.000015,5.294593,5.391554,5.290118
547.000015,5.308109,5.406272,5.303741
548.000015,5.321280,5.420689,5.317038
549.000015,5.333001,5.433473,5.328825
550.000015,5.342948,5.444481,5.339004
551.000015,5.351760,5.454003,5.348005
552.000015,5.358564,5.461584,5.355076
553.000015,5.364396,5.468048,5.360997
554.000015,5.369394,5.473852,5.366025
555.000015,5.374715,5.479727,5.371347
556.000015,5.378756,5.484239,5.375383
557.000015,5.381056,5.486785,5.377846
558.000015,5.383888,5.489914,5.380735
559.000015,5.387940,5.494233,5.384846
560.000015,5.393684,5.500459,5.390620
561.000015,5.401776,5.509650,5.398850
562.000015,5.413651,5.522612,5.410725
563.000015,5.427229,5.537614,5.424482
564.000015,5.441764,5.553480,5.439160
565.000015,5.455554,5.569116,5.453379
566.000015,5.469379,5.584762,5.467545
567.000015,5.481838,5.598911,5.480294
568.000015,5.492869,5.611430,5.491410
569.000015,5.502065,5.621876,5.500690
570.000015,5.509510,5.630373,5.508351
571.000015,5.515822,5.637563,5.514890
572.000015,5.520868,5.643404,5.520110
573.000015,5.524929,5.648183,5.524173
574.000015,5.527921,5.651698,5.527241
575.000015,5.531056,5.655310,5.530520
576.000015,5.534387,5.659290,5.534157
577.000015,5.538942,5.664532,5.538840
578.000015,5.545269,5.671833,5.545454
579.000015,5.554964,5.682616,5.555306
580.000015,5.566712,5.696135,5.567293
