?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.074322,0.074412,0.074241
20.000000,0.184478,0.184875,0.184335
30.000000,0.325018,0.325707,0.325254
40.000000,0.434940,0.436134,0.435840
50.000000,0.553593,0.555247,0.555172
60.000000,0.667954,0.670068,0.670084
70.000000,0.788441,0.790582,0.791254
80.000000,0.861130,0.862917,0.864086
90.000000,0.910102,0.912092,0.913636
100.000000,1.013240,1.016013,1.017124
110.000000,1.187407,1.191284,1.192267
120.000000,1.375183,1.379420,1.380251
130.000000,1.544514,1.548690,1.549582
140.000000,1.694555,1.698544,1.699281
150.000000,1.864773,1.868203,1.868291
160.000000,1.992983,1.996097,1.995164
170.000000,2.113004,2.115808,2.114090
180.000000,2.216775,2.220032,2.217859
190.000000,2.322054,2.325833,2.323472
200.000000,2.429291,2.433808,2.431016
210.000000,2.532863,2.537925,2.534790
220.000000,2.641036,2.646877,2.643309
230.000000,2.742067,2.748857,2.744619
240.000000,2.833995,2.841784,2.837009
250.000000,2.910999,2.919523,2.914087
260.000000,2.992019,3.001409,2.995210
270.000000,3.083173,3.093842,3.086464
280.000000,3.182319,3.194417,3.185587
290.000000,3.283578,3.297437,3.286925
300.000000,3.379967,3.395369,3.383141
310.000000,3.476234,3.493457,3.479162
320.000000,3.570326,3.589323,3.572959
330.000000,3.666433,3.687424,3.668871
340.000000,3.754021,3.776918,3.756122
350.000000,3.840247,3.865163,3.841864
360.000000,3.929602,3.956868,3.930593
370.000000,4.021196,4.050921,4.021737
380.000000,4.113684,4.146100,4.113900
390.000000,4.202930,4.238081,4.203020
400.000000,4.296180,4.334453,4.296200
410.000000,4.389228,4.430479,4.389051
420.000000,4.481349,4.525571,4.480839
430.000000,4.565913,4.613079,4.565181
440.000000,4.651762,4.702215,4.650611
450.000000,4.743135,4.797351,4.741838
460.000000,4.837061,4.895167,4.835569
470.000000,4.902836,4.963742,4.901312
471.000014,4.936264,4.998640,4.934555
472.000014,4.944786,5.007498,4.942952
473.000014,4.951894,5.014983,4.950188
474.000014,4.959053,5.022487,4.957398
475.000014,4.966554,5.030354,4.964932
476.000014,4.974168,5.038198,4.972371
477.000014,4.981857,5.046128,4.979885
478.000014,4.989779,5.054365,4.987861
479.000014,4.997905,5.062953,4.996111
480.000014,5.006506,5.071961,5.004771
481.000014,5.016784,5.082688,5.014997
482.000014,5.027780,5.094197,5.026002
483.000014,5.039348,5.106427,5.037733
484.000014,5.048145,5.115786,5.046581
485.000014,5.056910,5.124971,5.055244
486.000014,5.065260,5.133558,5.063391
487.000014,5.073740,5.142392,5.071836
488.000014,5.081640,5.150753,5.079854
489.000014,5.090048,5.159685,5.088332
490.000014,5.098392,5.168364,5.096525
491.000014,5.106591,5.176829,5.104500
492.000014,5.114396,5.184989,5.112254
493.000014,5.123347,5.194487,5.121357
494.000014,5.131510,5.203140,5.129642
495.000014,5.139556,5.211479,5.137607
496.000014,5.147397,5.219574,5.145275
497.000014,5.155868,5.228456,5.153715
498.000014,5.164045,5.237251,5.162067
499.000014,5.173458,5.247313,5.171576
500.000014,5.184029,5.258378,5.182026
501.000014,5.196276,5.271238,5.194238
502.000014,5.208090,5.283640,5.206043
503.000014,5.219506,5.295650,5.217441
504.000014,5.229707,5.306312,5.227511
505.000014,5.238018,5.315046,5.235722
506.000014,5.244879,5.322463,5.242735
507.000014,5.250557,5.328611,5.248564
508.000014,5.254943,5.333382,5.253148
509.000014,5.259709,5.338334,5.257906
510.000014,5.264838,5.343635,5.262860
511.000014,5.272191,5.351333,5.269954
512.000014,5.283769,5.363411,5.281523
513.000014,5.297657,5.377999,5.295430
514.000014,5.312110,5.393110,5.309978
515.000014,5.325409,5.407136,5.323253
516.000014,5.336916,5.419192,5.334726
517.000014,5.346776,5.429720,5.344567
518.000014,5.354445,5.437851,5.352108
519.000014,5.361216,5.445102,5.358805
520.000014,5.367228,5.451507,5.364876
521.000014,5.372373,5.457017,5.370152
522.000014,5.377761,5.462752,5.375643
523.000014,5.383635,5.468917,5.381437
524.000014,5.389288,5.474967,5.386928
525.000014,5.396351,5.482559,5.393975
526.000014,5.406265,5.493017,5.403999
527.000014,5.418411,5.505811,5.416240
528.000014,5.432068,5.520157,5.429862
529.000014,5.445674,5.534599,5.443453
530.000014,5.457007,5.546622,5.454920
530.500026,5.465062,5.555205,5.463026
531.000026,5.469874,5.560290,5.467744
531.500026,5.474391,5.565152,5.472080
532.000026,5.478872,5.569941,5.476498
532.500026,5.483547,5.574953,5.481138
533.000026,5.487668,5.579298,5.485225
533.500026,5.490863,5.582686,5.488399
534.000026,5.493480,5.585529,5.490987
534.500026,5.495850,5.588074,5.493395
535.000026,5.498555,5.590977,5.496179
535.500026,5.501343,5.594000,5.499132
536.000026,5.504050,5.596954,5.501864
536.500026,5.506503,5.599675,5.504325
537.000026,5.508994,5.602452,5.506773
537.500026,5.511551,5.605273,5.509333
538.000026,5.514154,5.608094,5.511853
538.500026,5.516940,5.611031,5.514577
539.000026,5.519953,5.614232,5.517515
539.500026,5.523138,5.617646,5.520633
540.000026,5.525617,5.620239,5.522910
540.500026,5.529146,5.623997,5.526510
541.000026,5.534266,5.629343,5.531840
541.500026,5.541688,5.637180,5.539483
542.000026,5.549824,5.645669,5.547644
542.500026,5.557581,5.653781,5.555253
543.000026,5.563756,5.660316,5.561266
543.500026,5.569102,5.666050,5.566515
544.000026,5.575590,5.673078,5.573121
544.500026,5.583575,5.681577,5.581259
545.000026,5.589884,5.688415,5.587621
545.500026,5.593580,5.692581,5.591324
546.000026,5.596915,5.696288,5.594616
546.500026,5.602450,5.702171,5.600121
547.000026,5.609447,5.709450,5.607043
547.500026,5.614532,5.714861,5.612185
548.000026,5.618422,5.719100,5.616202
548.500026,5.621272,5.722321,5.619091
549.000026,5.624731,5.726164,5.622611
549.500026,5.626624,5.728315,5.624485
