?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.104512,0.104246,0.103508
20.000000,0.263430,0.262814,0.260874
30.000000,0.434850,0.433437,0.430489
40.000000,0.585145,0.582845,0.578899
50.000000,0.734263,0.730905,0.726117
60.000000,0.899469,0.895345,0.889385
70.000000,1.044431,1.039595,1.032935
80.000000,1.193158,1.187791,1.180301
90.000000,1.332194,1.326276,1.318160
100.000000,1.470237,1.463984,1.454883
110.000000,1.610371,1.603518,1.594083
120.000000,1.751778,1.744776,1.734826
130.000000,1.886650,1.879449,1.869205
140.000000,2.023424,2.015792,2.004835
150.000000,2.153264,2.144803,2.133081
160.000000,2.286273,2.276879,2.264482
170.000000,2.418420,2.408392,2.395077
180.000000,2.554944,2.544859,2.530618
190.000000,2.699183,2.688809,2.674141
200.000000,2.857533,2.847377,2.832273
210.000000,3.027361,3.016769,3.001939
220.000000,3.195833,3.185274,3.170461
230.000000,3.354877,3.344138,3.329548
240.000000,3.502295,3.491314,3.476168
250.000000,3.647034,3.635713,3.620039
260.000000,3.774733,3.763038,3.746904
270.000000,3.902119,3.890394,3.874040
280.000000,4.026235,4.014321,3.997707
290.000000,4.154752,4.142705,4.125735
300.000000,4.274994,4.262942,4.245577
310.000000,4.388675,4.376897,4.358280
320.000000,4.497411,4.485476,4.465525
330.000000,4.608670,4.596459,4.574929
340.000000,4.711726,4.699618,4.676891
350.000000,4.809580,4.798156,4.773860
360.000000,4.903935,4.893099,4.867712
370.000000,4.998079,4.988267,4.961348
380.000000,5.099321,5.090241,5.062179
390.000000,5.192624,5.184999,5.155191
400.000000,5.284080,5.277599,5.246236
410.000000,5.369877,5.365221,5.331863
420.000000,5.459172,5.456325,5.420880
430.000000,5.549263,5.548328,5.510798
440.000000,5.637142,5.638284,5.598481
450.000000,5.724285,5.727403,5.685504
460.000000,5.787606,5.791857,5.748417
470.000000,5.823347,5.828268,5.783909
471.000014,5.832337,5.837156,5.792710
472.000014,5.835140,5.840308,5.795639
473.000014,5.837112,5.842344,5.797707
474.000014,5.840322,5.845951,5.800907
475.000014,5.844259,5.850091,5.804910
476.000014,5.850304,5.856463,5.810805
477.000014,5.860342,5.866554,5.820734
478.000014,5.874085,5.880646,5.834389
479.000014,5.890493,5.897548,5.850819
480.000014,5.906760,5.914503,5.867164
481.000014,5.923258,5.931608,5.883617
482.000014,5.939500,5.948222,5.899804
483.000014,5.953296,5.962253,5.913486
484.000014,5.965212,5.974657,5.925447
485.000014,5.974587,5.984382,5.934831
486.000014,5.983991,5.994303,5.944341
487.000014,5.991517,6.001649,5.951681
488.000014,5.998517,6.008568,5.958639
489.000014,6.003673,6.013918,5.963869
490.000014,6.007893,6.018735,5.968245
491.000014,6.011277,6.022749,5.971706
492.000014,6.013625,6.025379,5.973958
493.000014,6.018095,6.029718,5.978286
494.000014,6.025867,6.037359,5.985965
495.000014,6.037399,6.049084,5.997448
496.000014,6.050494,6.062809,6.010733
497.000014,6.063776,6.076432,6.023951
498.000014,6.076373,6.089298,6.036604
499.000014,6.087257,6.100566,6.047459
500.000014,6.096616,6.110334,6.056865
501.000014,6.104262,6.117934,6.064486
502.000014,6.111985,6.125360,6.072017
503.000014,6.117483,6.131052,6.077566
504.000014,6.122249,6.136233,6.082309
505.000014,6.128763,6.143390,6.088986
506.000014,6.137530,6.152508,6.097769
507.000014,6.147217,6.162592,6.107545
508.000014,6.160271,6.175883,6.120629
509.000014,6.172853,6.189080,6.133316
510.000014,6.185742,6.202379,6.146224
511.000014,6.195084,6.212020,6.155375
512.000014,6.202520,6.219304,6.162738
513.000014,6.210392,6.227383,6.170587
514.000014,6.215845,6.233174,6.176032
515.000014,6.221514,6.239236,6.181730
516.000014,6.225928,6.243820,6.185948
517.000014,6.230651,6.248488,6.190843
518.000014,6.237998,6.255995,6.198110
519.000014,6.248167,6.266426,6.208402
520.000014,6.259901,6.278484,6.220087
521.000014,6.273071,6.291964,6.233167
522.000014,6.284948,6.304395,6.245037
523.000014,6.294293,6.314364,6.254479
524.000014,6.303303,6.323695,6.263554
525.000014,6.309768,6.330287,6.269991
526.000014,6.317099,6.337848,6.277250
527.000014,6.323785,6.345043,6.283934
528.000014,6.330574,6.352239,6.290748
529.000014,6.341065,6.362961,6.301175
530.000014,6.348439,6.370421,6.308473
531.000014,6.357952,6.380020,6.317951
532.000014,6.366928,6.389495,6.327085
533.000014,6.376374,6.399554,6.336675
534.000014,6.385020,6.408684,6.345370
535.000014,6.393833,6.417679,6.354043
536.000014,6.403011,6.426924,6.363003
537.000014,6.412515,6.436865,6.372544
538.000014,6.420164,6.444731,6.380206
539.000014,6.428790,6.453558,6.388922
540.000014,6.438180,6.463127,6.398106
541.000014,6.447452,6.472803,6.407395
542.000014,6.455785,6.481736,6.415800
543.000014,6.464514,6.490826,6.424720
544.000014,6.473398,6.499723,6.433312
545.000014,6.482867,6.509360,6.442620
546.000014,6.491651,6.518404,6.451268
547.000014,6.499280,6.526608,6.459144
548.000014,6.507812,6.535422,6.467750
549.000014,6.516507,6.544235,6.476383
550.000014,6.525474,6.553652,6.485170
551.000014,6.533711,6.562443,6.493446
552.000014,6.541554,6.570928,6.501392
553.000014,6.549897,6.579317,6.509768
554.000014,6.558320,6.587846,6.518025
555.000014,6.566707,6.596317,6.526343
556.000014,6.574907,6.604992,6.534513
557.000014,6.583541,6.614018,6.543278
558.000014,6.591915,6.622634,6.551623
559.000014,6.600636,6.631734,6.560261
560.000014,6.610081,6.641679,6.569668
561.000014,6.620948,6.653217,6.580672
562.000014,6.631981,6.664650,6.591799
563.000014,6.642136,6.674948,6.601839
564.000014,6.650996,6.684157,6.610536
565.000014,6.657894,6.691459,6.617424
566.000014,6.665520,6.699480,6.625120
567.000014,6.673951,6.708083,6.633416
568.000014,6.682344,6.716593,6.641636
569.000014,6.689594,6.724118,6.648822
570.000014,6.696949,6.731903,6.656340
571.000014,6.705003,6.740426,6.664650
572.000014,6.713206,6.749137,6.672774
573.000014,6.721607,6.757823,6.680928
574.000014,6.729825,6.766288,6.689000
