?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.012031,0.012234,0.012357
20.000000,0.033041,0.034153,0.034933
30.000000,0.058457,0.061054,0.063235
40.000000,0.075561,0.079944,0.083787
50.000000,0.095146,0.100992,0.106068
60.000000,0.126371,0.133315,0.139071
70.000000,0.183586,0.191261,0.197484
80.000000,0.254416,0.262851,0.269777
90.000000,0.330899,0.340348,0.347820
100.000000,0.397212,0.407725,0.415784
110.000000,0.459944,0.471484,0.479753
120.000000,0.524006,0.536374,0.544662
130.000000,0.596188,0.609298,0.617153
140.000000,0.684802,0.698023,0.705776
150.000000,0.754060,0.767265,0.775134
160.000000,0.850740,0.863634,0.871424
170.000000,0.955732,0.968539,0.975826
180.000000,1.111840,1.124542,1.131455
190.000000,1.271167,1.284039,1.290915
200.000000,1.439829,1.452919,1.459714
210.000000,1.610631,1.623853,1.630464
220.000000,1.769692,1.782953,1.789628
230.000000,1.902606,1.915941,1.922313
240.000000,2.007726,2.021487,2.027105
250.000000,2.095466,2.109666,2.114087
260.000000,2.187414,2.202428,2.205777
270.000000,2.283420,2.299061,2.301568
280.000000,2.376077,2.392523,2.393914
290.000000,2.466125,2.483246,2.483369
300.000000,2.558132,2.575956,2.574404
310.000000,2.653156,2.671884,2.668738
320.000000,2.744447,2.764053,2.759321
330.000000,2.830060,2.850750,2.844479
340.000000,2.915670,2.937446,2.929518
350.000000,3.004765,3.027723,3.018093
360.000000,3.036915,3.058917,3.049343
370.000000,3.040145,3.060741,3.051947
380.000000,3.023252,3.042671,3.034595
390.000000,3.062813,3.083899,3.073839
400.000000,3.135332,3.158797,3.145874
410.000000,3.230416,3.256171,3.240405
420.000000,3.323804,3.351466,3.333521
430.000000,3.411617,3.441107,3.421078
440.000000,3.495059,3.526398,3.504234
450.000000,3.578800,3.612080,3.587939
460.000000,3.668095,3.703516,3.677061
470.000000,3.730736,3.767729,3.739705
471.000014,3.768403,3.806244,3.777266
472.000014,3.774334,3.812246,3.783293
473.000014,3.781229,3.819283,3.790098
474.000014,3.788955,3.827377,3.797858
475.000014,3.799081,3.837986,3.807984
476.000014,3.811718,3.851015,3.820704
477.000014,3.824629,3.864196,3.833605
478.000014,3.836633,3.876395,3.845525
479.000014,3.846606,3.886630,3.855519
480.000014,3.854524,3.894651,3.863408
481.000014,3.861618,3.901907,3.870505
482.000014,3.866446,3.906830,3.875191
483.000014,3.871638,3.912315,3.880393
484.000014,3.877800,3.918548,3.886497
485.000014,3.886745,3.927757,3.895547
486.000014,3.897797,3.938867,3.906361
487.000014,3.909207,3.950734,3.917731
488.000014,3.921032,3.962875,3.929401
489.000014,3.930631,3.972800,3.939089
490.000014,3.938979,3.981282,3.947430
491.000014,3.945538,3.988071,3.954057
492.000014,3.951703,3.994562,3.960239
493.000014,3.958346,4.001412,3.966840
494.000014,3.965487,4.008611,3.973922
495.000014,3.973550,4.016915,3.982061
496.000014,3.982071,4.025688,3.990573
497.000014,3.993002,4.037266,4.001561
498.000014,4.004800,4.049372,4.013273
499.000014,4.017668,4.062722,4.026136
500.000014,4.029971,4.075289,4.038402
501.000014,4.040804,4.086373,4.049178
502.000014,4.050200,4.095967,4.058651
503.000014,4.057645,4.103568,4.065949
504.000014,4.063959,4.110183,4.072311
505.000014,4.069183,4.115603,4.077434
506.000014,4.072512,4.119021,4.080804
507.000014,4.076382,4.123002,4.084634
508.000014,4.081739,4.128462,4.090022
509.000014,4.091069,4.138053,4.099345
510.000014,4.103108,4.150560,4.111362
511.000014,4.117731,4.165624,4.125933
512.000014,4.131829,4.180055,4.139879
513.000014,4.144787,4.193389,4.152773
514.000014,4.155773,4.204702,4.163712
515.000014,4.164787,4.214085,4.172761
516.000014,4.172338,4.221749,4.180251
517.000014,4.178206,4.227805,4.185998
518.000014,4.182567,4.232304,4.190265
519.000014,4.187268,4.237262,4.194934
520.000014,4.192980,4.243213,4.200705
521.000014,4.201451,4.251921,4.209226
522.000014,4.212701,4.263310,4.220354
523.000014,4.224448,4.275386,4.232016
524.000014,4.236129,4.287521,4.243608
525.000014,4.246076,4.297885,4.253602
526.000014,4.254752,4.306843,4.262149
527.000014,4.261885,4.314314,4.269368
528.000014,4.268309,4.320854,4.275656
529.000014,4.274496,4.327302,4.281912
530.000014,4.281230,4.334100,4.288541
531.000014,4.288772,4.341926,4.296157
532.000014,4.297686,4.351216,4.305017
533.000014,4.308998,4.363062,4.316366
534.000014,4.320912,4.375345,4.328239
535.000014,4.332269,4.386852,4.339555
536.000014,4.341802,4.396605,4.349022
537.000014,4.349690,4.404888,4.356780
538.000014,4.357976,4.413621,4.364983
539.000014,4.366251,4.422137,4.373240
540.000014,4.374816,4.431022,4.381864
541.000014,4.383383,4.439959,4.390496
542.000014,4.391704,4.448714,4.398708
543.000014,4.400215,4.457289,4.407090
544.000014,4.408462,4.465737,4.415309
545.000014,4.416832,4.474343,4.423640
546.000014,4.424911,4.483093,4.431799
547.000014,4.433360,4.491896,4.440190
548.000014,4.441896,4.500607,4.448647
549.000014,4.449954,4.508809,4.456637
550.000014,4.458452,4.517695,4.465101
551.000014,4.466397,4.525959,4.472960
552.000014,4.474842,4.534755,4.481341
553.000014,4.483431,4.543493,4.489860
554.000014,4.494627,4.555395,4.501190
555.000014,4.507520,4.568724,4.514122
556.000014,4.520716,4.582395,4.527195
557.000014,4.531333,4.593136,4.537561
558.000014,4.539694,4.601943,4.545801
559.000014,4.546231,4.608923,4.552319
560.000014,4.551705,4.614773,4.557827
561.000014,4.556987,4.620144,4.563071
562.000014,4.562650,4.625822,4.568707
563.000014,4.571017,4.634465,4.576998
564.000014,4.581955,4.645877,4.587860
565.000014,4.594772,4.659184,4.600467
566.000014,4.606325,4.671193,4.611965
567.000014,4.616948,4.682286,4.622638
568.000014,4.625673,4.691541,4.631389
569.000014,4.633464,4.699711,4.639272
570.000014,4.639489,4.705896,4.645172
