?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.043499,0.043062,0.042855
20.000000,0.167204,0.166831,0.167767
30.000000,0.321329,0.320927,0.323971
40.000000,0.465946,0.465794,0.471577
50.000000,0.592076,0.591269,0.598510
60.000000,0.711197,0.709644,0.717371
70.000000,0.850364,0.847927,0.855427
80.000000,0.962950,0.959947,0.966887
90.000000,1.094095,1.090391,1.096238
100.000000,1.212916,1.208366,1.212752
110.000000,1.355843,1.350008,1.352388
120.000000,1.503579,1.496448,1.497166
130.000000,1.661693,1.653081,1.652142
140.000000,1.823527,1.813818,1.811984
150.000000,1.987159,1.976707,1.974173
160.000000,2.153425,2.142663,2.140160
170.000000,2.316271,2.306212,2.303921
180.000000,2.474263,2.465089,2.463287
190.000000,2.621257,2.613182,2.611561
200.000000,2.758060,2.750659,2.748614
210.000000,2.884920,2.878201,2.875592
220.000000,3.013156,3.007668,3.004440
230.000000,3.135653,3.131542,3.127991
240.000000,3.263094,3.260572,3.256917
250.000000,3.388365,3.387622,3.383879
260.000000,3.512848,3.514120,3.510637
270.000000,3.637531,3.641624,3.637988
280.000000,3.756993,3.764155,3.760359
290.000000,3.821217,3.829490,3.828359
300.000000,3.842517,3.850552,3.852332
310.000000,3.847056,3.855083,3.858249
320.000000,3.936920,3.948547,3.948154
330.000000,4.069116,4.086027,4.081255
340.000000,4.202211,4.223712,4.215727
350.000000,4.311401,4.337016,4.326463
360.000000,4.407713,4.436929,4.423741
370.000000,4.520581,4.554229,4.537446
380.000000,4.622262,4.659482,4.638923
390.000000,4.726199,4.766850,4.741487
400.000000,4.825705,4.869502,4.839286
410.000000,4.892958,4.939182,4.905264
411.000014,4.931049,4.978643,4.942777
412.000014,4.941641,4.989444,4.953084
413.000014,4.952459,5.000476,4.963449
414.000014,4.965666,5.014258,4.976423
415.000014,4.977485,5.026582,4.988061
416.000014,4.988864,5.038193,4.999134
417.000014,4.999088,5.048708,5.009152
418.000014,5.007826,5.057976,5.017775
419.000014,5.016628,5.067067,5.026511
420.000014,5.023755,5.074328,5.033273
421.000014,5.032577,5.083247,5.041764
422.000014,5.041710,5.093125,5.050737
423.000014,5.053662,5.105516,5.062595
424.000014,5.065107,5.117431,5.073772
425.000014,5.077580,5.130162,5.085823
426.000014,5.087654,5.140778,5.095627
427.000014,5.098672,5.152162,5.106548
428.000014,5.106617,5.160274,5.114331
429.000014,5.115695,5.169629,5.123193
430.000014,5.123413,5.177845,5.130636
431.000014,5.132156,5.187058,5.139293
432.000014,5.140710,5.195981,5.147719
433.000014,5.149038,5.204458,5.155909
434.000014,5.158482,5.214281,5.165089
435.000014,5.166833,5.223061,5.173240
436.000014,5.177294,5.234056,5.183517
437.000014,5.188038,5.245215,5.194017
438.000014,5.200918,5.258743,5.206638
439.000014,5.213599,5.271850,5.219100
440.000014,5.225986,5.284625,5.231192
441.000014,5.238117,5.297009,5.243067
442.000014,5.247972,5.307536,5.252635
443.000014,5.257845,5.317912,5.262440
444.000014,5.265140,5.325477,5.269675
445.000014,5.273156,5.333377,5.277489
446.000014,5.279454,5.339855,5.283503
447.000014,5.286014,5.346764,5.289803
448.000014,5.293000,5.354140,5.296728
