?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.069560,0.069707,0.069477
20.000000,0.177201,0.176437,0.175954
30.000000,0.307244,0.307022,0.306693
40.000000,0.404201,0.405209,0.405052
50.000000,0.507179,0.510671,0.510767
60.000000,0.601411,0.606132,0.606119
70.000000,0.677413,0.681374,0.681184
80.000000,0.735108,0.739408,0.739021
90.000000,0.847113,0.851554,0.850989
100.000000,0.988726,0.994251,0.993695
110.000000,1.167811,1.173347,1.172795
120.000000,1.321106,1.326368,1.325849
130.000000,1.488280,1.493539,1.493166
140.000000,1.648003,1.653204,1.652503
150.000000,1.792027,1.796908,1.795570
160.000000,1.912902,1.917784,1.915427
170.000000,2.019088,2.024088,2.020476
180.000000,2.120874,2.124793,2.119950
190.000000,2.215851,2.219812,2.213612
200.000000,2.252818,2.256266,2.250424
210.000000,2.260595,2.265169,2.259845
220.000000,2.290025,2.294845,2.288608
230.000000,2.375143,2.380754,2.371988
240.000000,2.476835,2.483312,2.471810
250.000000,2.561140,2.568070,2.554939
260.000000,2.642962,2.650398,2.635669
270.000000,2.733798,2.742024,2.725209
280.000000,2.826242,2.835736,2.816908
290.000000,2.918232,2.929205,2.908311
300.000000,3.009356,3.021787,2.998726
310.000000,3.097393,3.111020,3.085672
320.000000,3.182241,3.197349,3.169370
330.000000,3.266983,3.283596,3.253231
340.000000,3.354741,3.373259,3.340489
350.000000,3.443337,3.463700,3.428412
360.000000,3.531394,3.553673,3.515337
370.000000,3.620596,3.644803,3.603010
380.000000,3.710262,3.736091,3.690946
390.000000,3.797795,3.825401,3.776880
400.000000,3.886247,3.915813,3.863968
410.000000,3.973775,4.005718,3.950556
420.000000,4.060642,4.094702,4.036136
430.000000,4.146046,4.182705,4.120411
440.000000,4.234088,4.273340,4.207017
450.000000,4.322422,4.364616,4.294433
460.000000,4.408334,4.453175,4.379216
470.000000,4.468583,4.515137,4.438566
471.000014,4.504002,4.551759,4.473558
472.000014,4.514329,4.560769,4.482268
473.000014,4.521923,4.568868,4.489866
474.000014,4.529826,4.577030,4.497599
475.000014,4.535998,4.584943,4.505085
476.000014,4.544179,4.593332,4.513208
477.000014,4.552506,4.601892,4.521552
478.000014,4.562727,4.612630,4.531713
479.000014,4.575356,4.625869,4.544390
480.000014,4.587571,4.638652,4.556508
481.000014,4.601424,4.652741,4.570316
482.000014,4.612484,4.663978,4.581163
483.000014,4.622119,4.673888,4.590774
484.000014,4.627647,4.679955,4.596479
485.000014,4.632441,4.685284,4.601512
486.000014,4.637476,4.690811,4.606548
487.000014,4.645939,4.697591,4.612894
488.000014,4.653479,4.704924,4.619974
489.000014,4.662416,4.713775,4.628547
490.000014,4.670574,4.724071,4.638476
491.000014,4.684222,4.736839,4.650573
492.000014,4.696634,4.749799,4.662899
493.000014,4.707194,4.760891,4.673379
494.000014,4.714430,4.770247,4.682190
495.000014,4.722059,4.778341,4.689795
496.000014,4.728610,4.785175,4.696102
497.000014,4.733766,4.790249,4.700855
498.000014,4.739604,4.796374,4.706614
499.000014,4.747834,4.804932,4.714803
500.000014,4.759428,4.817186,4.726459
501.000014,4.771962,4.830227,4.738827
502.000014,4.783142,4.841917,4.749953
503.000014,4.792547,4.851860,4.759425
504.000014,4.799706,4.859285,4.766453
505.000014,4.806370,4.866443,4.773055
506.000014,4.811621,4.871657,4.777853
507.000014,4.817368,4.877556,4.783398
508.000014,4.823694,4.884006,4.789607
509.000014,4.832423,4.893437,4.798720
510.000014,4.843470,4.904937,4.809787
511.000014,4.855217,4.917238,4.821394
512.000014,4.867126,4.929474,4.833022
513.000014,4.876831,4.939923,4.842837
514.000014,4.885185,4.948404,4.850946
515.000014,4.892463,4.955702,4.857676
516.000014,4.899121,4.962403,4.863847
517.000014,4.905919,4.969552,4.870473
518.000014,4.911958,4.976590,4.877095
519.000014,4.921953,4.985458,4.885506
520.000014,4.931785,4.995753,4.895314
521.000014,4.942086,5.006077,4.905144
522.000014,4.950459,5.016644,4.915228
523.000014,4.959536,5.026436,4.924485
524.000014,4.969497,5.037018,4.934340
525.000014,4.978360,5.046319,4.943069
526.000014,4.988151,5.056596,4.952772
527.000014,4.997094,5.066176,4.961748
528.000014,5.005380,5.074870,4.969839
529.000014,5.012013,5.081811,4.976025
530.000014,5.017027,5.086843,4.980572
531.000014,5.022205,5.092386,4.985738
532.000014,5.027895,5.098349,4.991655
533.000014,5.036774,5.108256,5.001164
534.000014,5.048802,5.120816,5.012914
535.000014,5.061890,5.134744,5.025932
