?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.016511,0.017304,0.018094
20.000000,0.058999,0.060941,0.063132
30.000000,0.130203,0.133840,0.137881
40.000000,0.225576,0.230328,0.235442
50.000000,0.336308,0.342019,0.348102
60.000000,0.440072,0.446230,0.452740
70.000000,0.541906,0.548623,0.555570
80.000000,0.646120,0.653151,0.660021
90.000000,0.760577,0.767388,0.773299
100.000000,0.896533,0.902651,0.907751
110.000000,1.051328,1.056754,1.061164
120.000000,1.218719,1.223974,1.228445
130.000000,1.382321,1.387681,1.392066
140.000000,1.550254,1.555639,1.559900
150.000000,1.710246,1.715985,1.720311
160.000000,1.843656,1.849592,1.854117
170.000000,1.944381,1.950874,1.955594
180.000000,2.030524,2.037152,2.041950
190.000000,2.121562,2.128606,2.133250
200.000000,2.210371,2.217821,2.222058
210.000000,2.311400,2.319402,2.323187
220.000000,2.408596,2.417183,2.420437
230.000000,2.502781,2.512006,2.515102
240.000000,2.585879,2.596126,2.598570
250.000000,2.669384,2.680602,2.682424
260.000000,2.759334,2.771125,2.772119
270.000000,2.845009,2.857431,2.857663
280.000000,2.926740,2.940008,2.939304
290.000000,3.006217,3.020896,3.018912
300.000000,3.090675,3.106620,3.103370
310.000000,3.177629,3.194790,3.190224
320.000000,3.260828,3.279096,3.273270
330.000000,3.342138,3.361586,3.354352
340.000000,3.425823,3.446510,3.437746
350.000000,3.509469,3.531668,3.521137
360.000000,3.594438,3.618166,3.605823
370.000000,3.679988,3.705320,3.691154
380.000000,3.767584,3.794484,3.778473
390.000000,3.854514,3.882976,3.865126
400.000000,3.940329,3.970427,3.950573
410.000000,4.019678,4.051129,4.029519
420.000000,4.105869,4.138885,4.115024
430.000000,4.189592,4.224221,4.198246
440.000000,4.275420,4.311986,4.283751
450.000000,4.360133,4.398828,4.368258
460.000000,4.445064,4.485826,4.452654
470.000000,4.530230,4.572952,4.537217
480.000000,4.614242,4.658986,4.620873
490.000000,4.700263,4.747145,4.706543
500.000000,4.789873,4.839097,4.795710
510.000000,4.868652,4.919951,4.873713
520.000000,4.946057,4.999420,4.950458
530.000000,5.026795,5.082585,5.030667
540.000000,5.114914,5.173425,5.118431
550.000000,5.205068,5.266608,5.208365
560.000000,5.291874,5.356558,5.294865
570.000000,5.371957,5.439612,5.374574
580.000000,5.457499,5.528226,5.459568
590.000000,5.517160,5.590023,5.518902
591.000014,5.554462,5.628643,5.555931
592.000014,5.558939,5.633432,5.560404
593.000014,5.563286,5.638101,5.564569
594.000014,5.568759,5.644010,5.570157
595.000014,5.575003,5.650462,5.576440
596.000014,5.582846,5.658282,5.584209
597.000014,5.592334,5.668077,5.593495
598.000014,5.603488,5.679930,5.604565
599.000014,5.616584,5.693792,5.617768
600.000014,5.629450,5.707197,5.630726
601.000014,5.641718,5.719927,5.642934
602.000014,5.651835,5.730540,5.653020
603.000014,5.660874,5.739894,5.661977
604.000014,5.668376,5.747489,5.669325
605.000014,5.674256,5.753462,5.675023
606.000014,5.678040,5.757604,5.678759
607.000014,5.681830,5.762005,5.682637
608.000014,5.685828,5.766358,5.686608
609.000014,5.692457,5.773300,5.693184
610.000014,5.701528,5.782348,5.702220
611.000014,5.712206,5.793490,5.712747
612.000014,5.724355,5.806065,5.724790
613.000014,5.736342,5.818848,5.736648
614.000014,5.749507,5.832678,5.749828
615.000014,5.760672,5.844332,5.760865
616.000014,5.770155,5.854123,5.770161
617.000014,5.777568,5.861769,5.777548
618.000014,5.784022,5.868415,5.783913
619.000014,5.790430,5.875109,5.790342
620.000014,5.794548,5.879470,5.794439
621.000014,5.797799,5.883000,5.797725
622.000014,5.800438,5.885833,5.800422
623.000014,5.804448,5.890116,5.804207
624.000014,5.810426,5.896251,5.810004
625.000014,5.818915,5.905050,5.818286
626.000014,5.830969,5.917686,5.830498
627.000014,5.845842,5.933386,5.845339
628.000014,5.861269,5.949610,5.860719
629.000014,5.875477,5.964372,5.874684
630.000014,5.888026,5.977340,5.887183
631.000014,5.898309,5.988009,5.897388
632.000014,5.906811,5.996809,5.905944
633.000014,5.913152,6.003677,5.912269
634.000014,5.918840,6.009780,5.917825
635.000014,5.923378,6.014698,5.922292
636.000014,5.926712,6.018235,5.925573
637.000014,5.929341,6.020983,5.928127
638.000014,5.933429,6.025159,5.931989
639.000014,5.938679,6.030447,5.937076
640.000014,5.947268,6.039465,5.945673
641.000014,5.958278,6.051129,5.956589
642.000014,5.973009,6.066695,5.971290
