Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9,,Load £¨kN),Displacement mm
2016/11/30 14:44,-190.68,0,0,0,0,0,-8.673,0,0,0,0,0,,211.48,8.661
2016/11/30 14:44,-189.88,0,0,0,0,0,-8.712,0,0,0,0,0,,210.68,8.7
2016/11/30 14:44,-189.88,0,0,0,0,0,-8.785,0,0,0,0,0,,210.68,8.773
2016/11/30 14:44,-188.69,0,0,0,0,0,-8.828,0,0,0,0,0,,209.49,8.816
2016/11/30 14:44,-188.4,0,0,0,0,0,-8.878,0,0,0,0,0,,209.2,8.866
2016/11/30 14:44,-187.93,0,0,0,0,0,-8.932,0,0,0,0,0,,208.73,8.92
2016/11/30 14:44,-187.55,0,0,0,0,0,-8.955,0,0,0,0,0,,208.35,8.943
2016/11/30 14:44,-187.56,0,0,0,0,0,-9.021,0,0,0,0,0,,208.36,9.009
2016/11/30 14:44,-186.42,0,0,0,0,0,-9.063,0,0,0,0,0,,207.22,9.051
2016/11/30 14:44,-186.59,0,0,0,0,0,-9.113,0,0,0,0,0,,207.39,9.101
2016/11/30 14:44,-185.49,0,0,0,0,0,-9.163,0,0,0,0,0,,206.29,9.151
2016/11/30 14:44,-185.54,0,0,0,0,0,-9.221,0,0,0,0,0,,206.34,9.209
2016/11/30 14:44,-184.46,0,0,0,0,0,-9.264,0,0,0,0,0,,205.26,9.252
2016/11/30 14:44,-184.44,0,0,0,0,0,-9.318,0,0,0,0,0,,205.24,9.306
2016/11/30 14:44,-183.43,0,0,0,0,0,-9.364,0,0,0,0,0,,204.23,9.352
2016/11/30 14:44,-183.38,0,0,0,0,0,-9.434,0,0,0,0,0,,204.18,9.422
2016/11/30 14:44,-182.47,0,0,0,0,0,-9.488,0,0,0,0,0,,203.27,9.476
2016/11/30 14:44,-181.56,0,0,0,0,0,-9.534,0,0,0,0,0,,202.36,9.522
2016/11/30 14:44,-181.63,0,0,0,0,0,-9.58,0,0,0,0,0,,202.43,9.568
2016/11/30 14:44,-180.56,0,0,0,0,0,-9.63,0,0,0,0,0,,201.36,9.618
2016/11/30 14:44,-180.47,0,0,0,0,0,-9.677,0,0,0,0,0,,201.27,9.665
2016/11/30 14:45,-179.62,0,0,0,0,0,-9.731,0,0,0,0,0,,200.42,9.719
2016/11/30 14:45,-179.33,0,0,0,0,0,-9.8,0,0,0,0,0,,200.13,9.788
2016/11/30 14:45,-178.38,0,0,0,0,0,-9.835,0,0,0,0,0,,199.18,9.823
2016/11/30 14:45,-178.25,0,0,0,0,0,-9.9,0,0,0,0,0,,199.05,9.888
2016/11/30 14:45,-177.24,0,0,0,0,0,-9.943,0,0,0,0,0,,198.04,9.931
2016/11/30 14:45,-177.43,0,0,0,0,0,-9.97,0,0,0,0,0,,198.23,9.958
2016/11/30 14:45,-176.32,0,0,0,0,0,-10.02,0,0,0,0,0,,197.12,10.008
2016/11/30 14:45,-176.26,0,0,0,0,0,-10.078,0,0,0,0,0,,197.06,10.066
2016/11/30 14:45,-175.38,0,0,0,0,0,-10.14,0,0,0,0,0,,196.18,10.128
2016/11/30 14:45,-174.29,0,0,0,0,0,-10.194,0,0,0,0,0,,195.09,10.182
2016/11/30 14:45,-174.33,0,0,0,0,0,-10.244,0,0,0,0,0,,195.13,10.232
2016/11/30 14:45,-173.25,0,0,0,0,0,-10.294,0,0,0,0,0,,194.05,10.282
2016/11/30 14:45,-173.24,0,0,0,0,0,-10.344,0,0,0,0,0,,194.04,10.332
2016/11/30 14:45,-172.24,0,0,0,0,0,-10.41,0,0,0,0,0,,193.04,10.398
2016/11/30 14:45,-171.25,0,0,0,0,0,-10.452,0,0,0,0,0,,192.05,10.44
2016/11/30 14:45,-171.11,0,0,0,0,0,-10.514,0,0,0,0,0,,191.91,10.502
2016/11/30 14:45,-170.07,0,0,0,0,0,-10.552,0,0,0,0,0,,190.87,10.54
2016/11/30 14:45,-170,0,0,0,0,0,-10.626,0,0,0,0,0,,190.8,10.614
2016/11/30 14:45,-168.81,0,0,0,0,0,-10.664,0,0,0,0,0,,189.61,10.652
2016/11/30 14:45,-168.63,0,0,0,0,0,-10.73,0,0,0,0,0,,189.43,10.718
2016/11/30 14:45,-167.53,0,0,0,0,0,-10.772,0,0,0,0,0,,188.33,10.76
2016/11/30 14:45,-167.32,0,0,0,0,0,-10.834,0,0,0,0,0,,188.12,10.822
2016/11/30 14:45,-166.12,0,0,0,0,0,-10.877,0,0,0,0,0,,186.92,10.865
2016/11/30 14:45,-165.89,0,0,0,0,0,-10.931,0,0,0,0,0,,186.69,10.919
2016/11/30 14:45,-164.91,0,0,0,0,0,-10.977,0,0,0,0,0,,185.71,10.965
2016/11/30 14:45,-164.56,0,0,0,0,0,-11.05,0,0,0,0,0,,185.36,11.038
2016/11/30 14:45,-164.07,0,0,0,0,0,-11.069,0,0,0,0,0,,184.87,11.057
2016/11/30 14:45,-162.79,0,0,0,0,0,-11.123,0,0,0,0,0,,183.59,11.111
2016/11/30 14:45,-162.8,0,0,0,0,0,-11.17,0,0,0,0,0,,183.6,11.158
2016/11/30 14:45,-161.41,0,0,0,0,0,-11.228,0,0,0,0,0,,182.21,11.216
2016/11/30 14:45,-161.33,0,0,0,0,0,-11.286,0,0,0,0,0,,182.13,11.274
2016/11/30 14:45,-160.01,0,0,0,0,0,-11.343,0,0,0,0,0,,180.81,11.331
2016/11/30 14:45,-159.91,0,0,0,0,0,-11.39,0,0,0,0,0,,180.71,11.378
2016/11/30 14:45,-158.52,0,0,0,0,0,-11.428,0,0,0,0,0,,179.32,11.416
2016/11/30 14:45,-158.37,0,0,0,0,0,-11.475,0,0,0,0,0,,179.17,11.463
2016/11/30 14:45,-157.3,0,0,0,0,0,-11.733,0,0,0,0,0,,178.1,11.721
2016/11/30 14:45,-156.06,0,0,0,0,0,-11.629,0,0,0,0,0,,176.86,11.617
2016/11/30 14:45,-155.81,0,0,0,0,0,-11.66,0,0,0,0,0,,176.61,11.648
2016/11/30 14:45,-154.63,0,0,0,0,0,-11.698,0,0,0,0,0,,175.43,11.686
2016/11/30 14:45,-154.17,0,0,0,0,0,-11.764,0,0,0,0,0,,174.97,11.752
2016/11/30 14:45,-152.98,0,0,0,0,0,-11.818,0,0,0,0,0,,173.78,11.806
2016/11/30 14:45,-152.51,0,0,0,0,0,-11.876,0,0,0,0,0,,173.31,11.864
2016/11/30 14:45,-151.25,0,0,0,0,0,-11.918,0,0,0,0,0,,172.05,11.906
2016/11/30 14:45,-150.87,0,0,0,0,0,-11.98,0,0,0,0,0,,171.67,11.968
2016/11/30 14:45,-149.64,0,0,0,0,0,-12.026,0,0,0,0,0,,170.44,12.014
2016/11/30 14:45,-149.17,0,0,0,0,0,-12.08,0,0,0,0,0,,169.97,12.068
2016/11/30 14:45,-147.92,0,0,0,0,0,-12.15,0,0,0,0,0,,168.72,12.138
2016/11/30 14:45,-147.04,0,0,0,0,0,-12.177,0,0,0,0,0,,167.84,12.165
2016/11/30 14:45,-146.79,0,0,0,0,0,-12.227,0,0,0,0,0,,167.59,12.215
2016/11/30 14:45,-145.33,0,0,0,0,0,-12.296,0,0,0,0,0,,166.13,12.284
2016/11/30 14:45,-144.95,0,0,0,0,0,-12.3,0,0,0,0,0,,165.75,12.288
2016/11/30 14:45,-143.42,0,0,0,0,0,-12.447,0,0,0,0,0,,164.22,12.435
2016/11/30 14:45,-143.11,0,0,0,0,0,-12.443,0,0,0,0,0,,163.91,12.431
2016/11/30 14:45,-141.46,0,0,0,0,0,-12.485,0,0,0,0,0,,162.26,12.473
2016/11/30 14:45,-141.02,0,0,0,0,0,-12.567,0,0,0,0,0,,161.82,12.555
2016/11/30 14:45,-122.66,0,0,0,0,0,-12.655,0,0,0,0,0,,143.46,12.643
2016/11/30 14:45,-124.2,0,0,0,0,0,-12.682,0,0,0,0,0,,145,12.67
2016/11/30 14:45,-123.4,0,0,0,0,0,-12.748,0,0,0,0,0,,144.2,12.736
2016/11/30 14:45,-121.73,0,0,0,0,0,-12.81,0,0,0,0,0,,142.53,12.798
2016/11/30 14:45,19.25,0,0,0,0,0,-14.322,0,0,0,0,0,,1.55,14.31
2016/11/30 14:46,19.18,0,0,0,0,0,-14.314,0,0,0,0,0,,1.62,14.302
2016/11/30 14:46,19.24,0,0,0,0,0,-14.322,0,0,0,0,0,,1.56,14.31
2016/11/30 14:46,19.27,0,0,0,0,0,-14.318,0,0,0,0,0,,1.53,14.306
2016/11/30 14:46,19.22,0,0,0,0,0,-14.322,0,0,0,0,0,,1.58,14.31
2016/11/30 14:46,19.18,0,0,0,0,0,-14.079,0,0,0,0,0,,1.62,14.067
2016/11/30 14:46,19.15,0,0,0,0,0,-13.477,0,0,0,0,0,,1.65,13.465
2016/11/30 14:46,19.15,0,0,0,0,0,-13.404,0,0,0,0,0,,1.65,13.392
2016/11/30 14:46,19.22,0,0,0,0,0,-13.404,0,0,0,0,0,,1.58,13.392
2016/11/30 14:46,19.17,0,0,0,0,0,-13.404,0,0,0,0,0,,1.63,13.392
2016/11/30 14:46,19.25,0,0,0,0,0,-13.408,0,0,0,0,0,,1.55,13.396
2016/11/30 14:46,19.22,0,0,0,0,0,-14.326,0,0,0,0,0,,1.58,14.314
2016/11/30 14:46,19.25,0,-452485,0,0,0,-25.642,0,0,0,0,0,,1.55,25.63
2016/11/30 14:46,19.18,0,-461039,0,0,0,-25.646,0,0,0,0,0,,1.62,25.634
2016/11/30 14:46,19.18,0,0,0,0,0,-25.654,0,0,0,0,0,,1.62,25.642
2016/11/30 14:46,19.24,0,-464447,0,0,0,-25.65,0,0,0,0,0,,1.56,25.638
2016/11/30 14:46,19.24,0,-463627,0,0,0,-25.65,0,0,0,0,0,,1.56,25.638
2016/11/30 14:46,19.15,0,-463631,0,0,0,-25.65,0,0,0,0,0,,1.65,25.638
2016/11/30 14:46,19.16,0,-464132,0,0,0,-25.654,0,0,0,0,0,,1.64,25.642
2016/11/30 14:46,19.21,0,-464315,0,0,0,-25.654,0,0,0,0,0,,1.59,25.642
2016/11/30 14:46,19.21,0,-464359,0,0,0,-25.658,0,0,0,0,0,,1.59,25.646
2016/11/30 14:46,19.21,0,-464412,0,0,0,-25.538,0,0,0,0,0,,1.59,25.526
2016/11/30 14:46,19.18,0,-465398,0,0,0,-25.449,0,0,0,0,0,,1.62,25.437
2016/11/30 14:46,19.17,0,-464678,0,0,0,-25.65,0,0,0,0,0,,1.63,25.638
2016/11/30 14:46,19.2,0,0,0,0,0,-25.654,0,0,0,0,0,,1.6,25.642
2016/11/30 14:46,19.19,0,0,0,0,0,-25.658,0,0,0,0,0,,1.61,25.646
2016/11/30 14:46,19.22,0,0,0,0,0,-25.654,0,0,0,0,0,,1.58,25.642
2016/11/30 14:46,19.23,0,0,0,0,0,-25.65,0,0,0,0,0,,1.57,25.638
2016/11/30 14:46,19.2,0,0,0,0,0,-25.7,0,0,0,0,0,,1.6,25.688
2016/11/30 14:46,25.41,0,0,0,0,0,-25.557,0,0,0,0,0,,-4.61,25.545
2016/11/30 14:46,23.35,0,0,0,0,0,-25.658,0,0,0,0,0,,-2.55,25.646
2016/11/30 14:46,24.18,0,0,0,0,0,-25.662,0,0,0,0,0,,-3.38,25.65
2016/11/30 14:46,24.36,0,0,0,0,0,-25.658,0,0,0,0,0,,-3.56,25.646
2016/11/30 14:46,23.77,0,0,0,0,0,-25.658,0,0,0,0,0,,-2.97,25.646
2016/11/30 14:46,23.78,0,0,0,0,0,-25.662,0,0,0,0,0,,-2.98,25.65
2016/11/30 14:46,23.4,0,0,0,0,0,-25.658,0,0,0,0,0,,-2.6,25.646
2016/11/30 14:46,23.1,0,0,0,0,0,-25.662,0,0,0,0,0,,-2.3,25.65
2016/11/30 14:46,23.09,0,0,0,0,0,-25.669,0,0,0,0,0,,-2.29,25.657
2016/11/30 14:46,23.02,0,0,0,0,0,-25.662,0,0,0,0,0,,-2.22,25.65
2016/11/30 14:46,23.02,0,0,0,0,0,-25.665,0,0,0,0,0,,-2.22,25.653
2016/11/30 14:46,22.84,0,0,0,0,0,-25.665,0,0,0,0,0,,-2.04,25.653
2016/11/30 14:46,22.89,0,0,0,0,0,-25.658,0,0,0,0,0,,-2.09,25.646
2016/11/30 14:46,23.6,0,0,0,0,0,-25.662,0,0,0,0,0,,-2.8,25.65
2016/11/30 14:46,19.22,0,0,0,0,0,-25.662,0,0,0,0,0,,1.58,25.65
2016/11/30 14:46,19.27,0,0,0,0,0,-25.665,0,0,0,0,0,,1.53,25.653
2016/11/30 14:46,19.21,0,0,0,0,0,-25.665,0,0,0,0,0,,1.59,25.653
2016/11/30 14:46,19.24,0,0,0,0,0,-25.658,0,0,0,0,0,,1.56,25.646
2016/11/30 14:46,19.31,0,0,0,0,0,-25.662,0,0,0,0,0,,1.49,25.65
2016/11/30 14:46,19.33,0,0,0,0,0,-25.662,0,0,0,0,0,,1.47,25.65
2016/11/30 14:46,19.27,0,0,0,0,0,-25.662,0,0,0,0,0,,1.53,25.65
2016/11/30 14:46,19.22,0,0,0,0,0,-25.665,0,0,0,0,0,,1.58,25.653
2016/11/30 14:46,19.23,0,0,0,0,0,-25.662,0,0,0,0,0,,1.57,25.65
