?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
500.000014,5.152763,5.249271,5.154164
501.000014,5.158963,5.256117,5.160429
502.000014,5.168453,5.266239,5.169994
503.000014,5.180039,5.278669,5.181765
504.000014,5.193313,5.292931,5.195087
505.000014,5.205492,5.306124,5.207320
506.000014,5.216406,5.318008,5.218208
507.000014,5.225462,5.328062,5.227504
508.000014,5.233301,5.336894,5.235567
509.000014,5.240767,5.345088,5.243214
510.000014,5.246799,5.351567,5.249317
511.000014,5.251434,5.356583,5.253904
512.000014,5.255554,5.361017,5.257977
513.000014,5.260591,5.366669,5.263124
514.000014,5.269809,5.376731,5.272501
515.000014,5.281813,5.389688,5.284695
516.000014,5.295983,5.405077,5.298976
517.000014,5.309671,5.419981,5.312864
518.000014,5.321875,5.433678,5.325385
519.000014,5.331547,5.444405,5.335255
520.000014,5.340475,5.454637,5.344535
521.000014,5.348653,5.463760,5.352929
522.000014,5.355312,5.471363,5.359794
523.000014,5.360512,5.477063,5.365036
524.000014,5.365324,5.482391,5.369592
525.000014,5.370917,5.488480,5.375227
526.000014,5.376816,5.495065,5.381301
527.000014,5.382797,5.501856,5.387833
528.000014,5.390701,5.510792,5.395895
529.000014,5.400852,5.521818,5.406087
530.000014,5.410804,5.532678,5.416112
530.500026,5.420345,5.542993,5.425714
531.000026,5.426528,5.550103,5.432288
531.500026,5.432126,5.556425,5.437994
532.000026,5.436714,5.561687,5.442902
532.500026,5.441150,5.566592,5.447381
533.000026,5.445418,5.571476,5.451939
533.500026,5.449209,5.575718,5.455744
534.000026,5.452600,5.579760,5.459206
534.500026,5.455556,5.583234,5.462042
535.000026,5.457705,5.586014,5.464472
535.500026,5.459316,5.587885,5.466136
536.000026,5.461159,5.590053,5.468115
536.500026,5.464316,5.593541,5.471283
537.000026,5.467794,5.597493,5.474999
537.500026,5.470158,5.600248,5.477637
538.000026,5.472722,5.603227,5.480415
538.500026,5.476391,5.607418,5.484090
539.000026,5.481999,5.613662,5.489706
539.500026,5.487695,5.620011,5.495455
540.000026,5.493811,5.626693,5.501625
540.500026,5.499884,5.633385,5.507889
541.000026,5.505992,5.640212,5.514109
541.500026,5.511188,5.646326,5.519633
542.000026,5.516178,5.652307,5.524770
542.500026,5.521162,5.658240,5.529931
543.000026,5.526083,5.663905,5.534926
543.500026,5.530568,5.669037,5.539437
544.000026,5.534271,5.673267,5.543223
544.500026,5.537876,5.677553,5.547103
545.000026,5.541151,5.681278,5.550560
545.500026,5.544327,5.685118,5.553967
546.000026,5.547332,5.688672,5.557170
546.500026,5.550629,5.692740,5.560728
547.000026,5.554119,5.696811,5.564421
547.500026,5.557531,5.700817,5.567823
548.000026,5.560579,5.704558,5.571101
548.500026,5.564114,5.708621,5.574633
549.000026,5.567654,5.712775,5.578323
549.500026,5.571682,5.717269,5.582267
550.000026,5.576146,5.722238,5.586937
550.500026,5.581154,5.727872,5.592132
551.000026,5.586453,5.734201,5.597820
551.500026,5.591907,5.740902,5.603566
552.000026,5.597853,5.747966,5.609822
552.500026,5.604154,5.755091,5.616272
553.000026,5.609969,5.761652,5.622307
553.500026,5.614702,5.767177,5.627277
554.000026,5.617738,5.771025,5.630653
554.500026,5.620369,5.774577,5.633385
555.000026,5.622987,5.778142,5.636298
555.500026,5.626692,5.782684,5.640129
556.000026,5.630071,5.786779,5.643937
556.500026,5.632728,5.790097,5.646731
557.000026,5.634446,5.792363,5.648639
557.500026,5.636039,5.794635,5.650388
558.000026,5.638431,5.797664,5.652972
558.500026,5.641982,5.801900,5.656732
559.000026,5.646958,5.807365,5.661809
559.500026,5.653161,5.814281,5.668132
560.000026,5.659586,5.821642,5.674723
560.500026,5.665266,5.828549,5.680607
561.000026,5.670393,5.835018,5.686123
561.500026,5.675828,5.841730,5.691962
562.000026,5.682973,5.850270,5.699602
562.500026,5.691129,5.859857,5.708163
563.000026,5.698306,5.868630,5.715800
563.500026,5.703184,5.875035,5.721030
564.000026,5.706634,5.879793,5.724737
564.500026,5.710626,5.885167,5.729259
565.000026,5.715378,5.891306,5.734581
565.500026,5.720355,5.897706,5.740306
566.000026,5.723725,5.902153,5.743925
566.500026,5.725979,5.905372,5.746437
567.000026,5.727466,5.907803,5.748055
567.500026,5.729932,5.911123,5.750595
568.000026,5.732668,5.914574,5.753509
568.500026,5.735075,5.917581,5.756042
569.000026,5.737481,5.920624,5.758741
569.500026,5.740268,5.924134,5.761759
570.000026,5.742931,5.927516,5.764636
570.500026,5.744686,5.929940,5.766618
571.000026,5.745117,5.930973,5.767227
571.500026,5.745447,5.931608,5.767655
572.000026,5.745434,5.931997,5.767742
572.500026,5.746729,5.933650,5.769057
573.000026,5.749139,5.936768,5.771671
573.500026,5.752711,5.941250,5.775468
574.000026,5.756620,5.946038,5.779735
574.500026,5.760170,5.950461,5.783366
575.000026,5.763924,5.954864,5.787333
575.500026,5.768600,5.960424,5.792078
576.000026,5.775125,5.967953,5.799008
576.500026,5.782698,5.977178,5.806925
577.000026,5.790347,5.986651,5.815309
577.500026,5.797382,5.995868,5.823043
578.000026,5.804346,6.004985,5.830824
578.500026,5.811293,6.014476,5.838427
579.000026,5.817366,6.023095,5.845245
579.500026,5.822469,6.030581,5.850959
580.000026,5.827380,6.037784,5.856569
580.500026,5.832798,6.045388,5.862589
581.000026,5.837949,6.052783,5.868510
581.500026,5.841170,6.057923,5.872247
582.000026,5.843288,6.061701,5.875096
582.500026,5.845364,6.065347,5.877705
583.000026,5.848853,6.070158,5.881704
583.500026,5.853226,6.075879,5.886117
584.000026,5.857408,6.081209,5.890484
584.500026,5.859596,6.084504,5.892877
585.000026,5.859897,6.085890,5.893499
585.500026,5.860468,6.087393,5.894304
586.000026,5.862087,6.089856,5.896156
586.500026,5.864439,6.093002,5.898741
587.000026,5.866150,6.095581,5.900596
587.500026,5.867824,6.098294,5.902704
588.000026,5.869350,6.100669,5.904514
588.500026,5.872119,6.104393,5.907456
589.000026,5.875964,6.109246,5.911393
589.500026,5.878157,6.112618,5.913755
590.000026,5.881068,6.116798,5.917168
590.500026,5.885850,6.122746,5.922179
591.000026,5.894167,6.132493,5.930889
591.500026,5.901809,6.141724,5.938826
592.000026,5.906448,6.148329,5.944021
592.500026,5.908569,6.152528,5.946675
593.000026,5.911176,6.157311,5.949961
593.500026,5.915050,6.163358,5.954542
594.000026,5.920665,6.171028,5.960829
594.500026,5.925329,6.177652,5.965686
595.000026,5.928327,6.182603,5.969059
595.500026,5.929750,6.185842,5.970885
596.000026,5.930448,6.188098,5.972074
596.500026,5.931775,6.190839,5.973573
597.000026,5.934889,6.195336,5.976885
597.500026,5.938298,6.200197,5.980807
598.000026,5.940954,6.204264,5.983802
598.500026,5.942316,6.207083,5.985455
599.000026,5.944185,6.210394,5.987472
599.500026,5.947871,6.215726,5.991542
600.000026,5.953122,6.222607,5.997116
600.500026,5.957899,6.229151,6.002419
601.000026,5.962250,6.235243,6.007208
601.500026,5.963222,6.238036,6.008615
602.000026,5.963103,6.239978,6.008741
602.500026,5.965194,6.244328,6.011176
603.000026,5.974604,6.256161,6.021073
603.500026,5.985452,6.269617,6.032423
604.000026,5.991777,6.278819,6.039384
604.500026,5.991978,6.282219,6.040304
605.000026,5.992875,6.286365,6.041993
605.500026,5.997659,6.294291,6.047360
606.000026,6.004110,6.303772,6.054167
606.500026,6.009988,6.312466,6.060498
607.000026,6.012196,6.317210,6.063071
607.500026,6.012495,6.319827,6.063640
608.000026,6.012586,6.322073,6.063775
608.500026,6.015470,6.327227,6.067027
609.000026,6.020437,6.334254,6.072368
609.500026,6.024883,6.340857,6.077378
610.000026,6.026527,6.344289,6.079404
610.500026,6.025797,6.345282,6.078957
611.000026,6.024711,6.345572,6.078114
611.500026,6.025403,6.347828,6.078931
612.000026,6.028020,6.351962,6.081815
612.500026,6.031852,6.357369,6.085870
613.000026,6.034636,6.361663,6.088942
613.500026,6.036237,6.365056,6.090913
614.000026,6.038048,6.369037,6.093083
614.500026,6.042405,6.376095,6.097968
615.000026,6.049452,6.386386,6.105710
615.500026,6.057083,6.397642,6.114079
616.000026,6.062624,6.407267,6.120463
616.500026,6.066082,6.415267,6.124882
617.000026,6.069068,6.423356,6.128905
617.500026,6.072723,6.432542,6.133673
618.000026,6.076999,6.442506,6.139189
618.500026,6.080134,6.451275,6.143707
619.000026,6.082145,6.458664,6.146968
619.500026,6.083003,6.464860,6.148907
620.000026,6.084009,6.471354,6.151201
620.500026,6.085004,6.477820,6.153826
621.000026,6.086096,6.484435,6.156767
621.500026,6.086383,6.490263,6.159303
622.000026,6.085558,6.495284,6.160780
622.500026,6.084217,6.500215,6.162104
623.000026,6.082283,6.505723,6.163426
623.500026,6.079410,6.512515,6.165462
624.000026,6.072266,6.521292,6.168093
624.500026,4.815235,7.261712,4.912879
625.000026,3.569952,8.032310,3.667278
625.500026,2.326586,8.811264,2.417431
626.000026,2.333813,8.871425,2.424160
626.500026,2.329789,8.909706,2.419487
627.000026,2.325475,8.942444,2.414945
627.500026,2.316343,8.964003,2.406379
628.000026,2.304132,8.977331,2.394398
628.500026,2.291668,8.987522,2.382155
629.000026,2.281269,8.997592,2.371646
629.500026,2.273677,9.009784,2.364210
630.000026,2.270208,9.016143,2.360883
