?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.043631,0.044014,0.043483
20.000000,0.156644,0.157724,0.156497
30.000000,0.293648,0.295319,0.293552
40.000000,0.411352,0.413336,0.411421
50.000000,0.499659,0.501914,0.499862
60.000000,0.591723,0.594065,0.591814
70.000000,0.694014,0.696957,0.694491
80.000000,0.811842,0.815212,0.812787
90.000000,0.945964,0.949760,0.947436
100.000000,1.104038,1.107736,1.105529
110.000000,1.259283,1.262934,1.260620
120.000000,1.426702,1.430381,1.428014
130.000000,1.591079,1.594604,1.592096
140.000000,1.743813,1.747454,1.744918
150.000000,1.886227,1.890091,1.887198
160.000000,1.999219,2.003753,2.000601
170.000000,2.104527,2.109719,2.106054
180.000000,2.191800,2.197999,2.193866
190.000000,2.281952,2.289178,2.284468
200.000000,2.373824,2.382141,2.376565
210.000000,2.470908,2.480225,2.473594
220.000000,2.566708,2.577048,2.569040
230.000000,2.662037,2.673599,2.664120
240.000000,2.753310,2.766413,2.755428
250.000000,2.846844,2.861494,2.848850
260.000000,2.939737,2.956235,2.941859
270.000000,3.032428,3.050919,3.034504
280.000000,3.125117,3.145989,3.127618
290.000000,3.211762,3.234890,3.214408
300.000000,3.298713,3.324163,3.301465
310.000000,3.390635,3.418985,3.393640
320.000000,3.480978,3.512126,3.484276
330.000000,3.568062,3.602140,3.571799
340.000000,3.652660,3.689429,3.656418
350.000000,3.744520,3.784359,3.748145
360.000000,3.839542,3.882775,3.843074
370.000000,3.928457,3.974862,3.931951
380.000000,4.013458,4.063592,4.017133
390.000000,4.100077,4.153583,4.103422
400.000000,4.191762,4.249011,4.194630
410.000000,4.282547,4.343230,4.284814
420.000000,4.369728,4.434203,4.371609
430.000000,4.455985,4.524464,4.457542
440.000000,4.544851,4.617524,4.545858
450.000000,4.636271,4.713405,4.636658
460.000000,4.723045,4.804736,4.722760
470.000000,4.782980,4.867877,4.782348
471.000014,4.815797,4.902591,4.814995
472.000014,4.826767,4.914237,4.826028
473.000014,4.837107,4.925084,4.836267
474.000014,4.846108,4.934561,4.845286
475.000014,4.855952,4.944861,4.855036
476.000014,4.865438,4.955033,4.864476
477.000014,4.875878,4.966090,4.874846
478.000014,4.886410,4.977216,4.885353
479.000014,4.895938,4.987310,4.894847
480.000014,4.903684,4.995624,4.902452
481.000014,4.910451,5.002986,4.909193
482.000014,4.916782,5.009678,4.915564
483.000014,4.922692,5.015869,4.921395
484.000014,4.928625,5.022072,4.927295
485.000014,4.935270,5.029393,4.933861
486.000014,4.943956,5.038721,4.942539
487.000014,4.954007,5.049259,4.952537
488.000014,4.965826,5.061539,4.964360
489.000014,4.978754,5.075364,4.977426
490.000014,4.991946,5.089523,4.990557
491.000014,5.004396,5.102913,5.002992
492.000014,5.015594,5.114831,5.014147
493.000014,5.024835,5.124734,5.023289
494.000014,5.033431,5.133772,5.031781
495.000014,5.039638,5.140323,5.037819
