?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.039606,0.039915,0.039647
20.000000,0.168581,0.169271,0.168248
30.000000,0.321755,0.322996,0.321502
40.000000,0.451565,0.453193,0.451408
50.000000,0.544971,0.547380,0.545603
60.000000,0.639537,0.642627,0.640734
70.000000,0.776759,0.780368,0.778608
80.000000,0.906854,0.911230,0.909855
90.000000,1.062865,1.067980,1.067168
100.000000,1.215909,1.221840,1.221425
110.000000,1.382225,1.388396,1.388238
120.000000,1.544657,1.550607,1.550139
130.000000,1.702267,1.707080,1.705478
140.000000,1.846855,1.850105,1.846870
150.000000,1.979094,1.981269,1.976507
160.000000,2.095191,2.097656,2.091931
170.000000,2.200512,2.203600,2.197152
180.000000,2.301645,2.305804,2.298612
190.000000,2.407092,2.412045,2.403976
200.000000,2.516163,2.522110,2.513247
210.000000,2.591705,2.596871,2.587767
220.000000,2.621883,2.626111,2.617455
230.000000,2.638620,2.642487,2.633332
240.000000,2.707458,2.712902,2.701919
250.000000,2.808260,2.815349,2.801712
260.000000,2.922602,2.930899,2.915078
270.000000,3.021132,3.030337,3.012688
280.000000,3.119596,3.129984,3.110415
290.000000,3.200246,3.211371,3.189700
300.000000,3.278372,3.290483,3.266709
310.000000,3.363093,3.376075,3.350032
320.000000,3.459053,3.473830,3.445442
330.000000,3.555669,3.572104,3.541334
340.000000,3.649644,3.668192,3.634878
350.000000,3.742105,3.762605,3.726783
360.000000,3.831703,3.854386,3.815774
370.000000,3.924048,3.948965,3.907452
380.000000,4.018971,4.046270,4.001694
390.000000,4.109115,4.138737,4.091161
400.000000,4.196336,4.228256,4.177801
410.000000,4.281494,4.315940,4.262613
420.000000,4.373599,4.410821,4.354236
430.000000,4.467013,4.507111,4.447322
440.000000,4.556878,4.599885,4.536698
450.000000,4.648770,4.695136,4.628336
460.000000,4.735186,4.784844,4.714275
470.000000,4.801605,4.853646,4.780382
471.000014,4.835098,4.888336,4.813596
472.000014,4.850456,4.904329,4.828899
473.000014,4.864203,4.918649,4.842620
474.000014,4.877442,4.932403,4.855793
475.000014,4.888422,4.943877,4.866703
476.000014,4.897116,4.953082,4.875473
477.000014,4.904871,4.961125,4.883311
478.000014,4.910927,4.967371,4.889377
479.000014,4.917042,4.973632,4.895276
480.000014,4.921883,4.978696,4.899937
481.000014,4.926016,4.982970,4.903919
482.000014,4.928466,4.985708,4.906455
483.000014,4.932064,4.989532,4.910149
484.000014,4.937599,4.995402,4.915552
485.000014,4.948778,5.006792,4.926600
486.000014,4.963594,5.022061,4.941284
487.000014,4.980150,5.039085,4.957914
488.000014,4.995205,5.054890,4.972783
489.000014,5.007831,5.068063,4.985341
490.000014,5.018595,5.079394,4.996041
491.000014,5.026760,5.087950,5.004342
492.000014,5.033576,5.095099,5.011174
493.000014,5.039552,5.101313,5.017124
494.000014,5.044777,5.106730,5.022229
495.000014,5.049873,5.112069,5.027207
496.000014,5.053748,5.116280,5.031155
497.000014,5.059149,5.121944,5.036647
498.000014,5.065587,5.128674,5.043181
499.000014,5.075593,5.139056,5.053198
500.000014,5.086923,5.150871,5.064420
501.000014,5.100372,5.164887,5.077807
502.000014,5.113525,5.178658,5.090939
503.000014,5.126260,5.191927,5.103582
504.000014,5.137376,5.203565,5.114582
505.000014,5.147146,5.213668,5.124251
506.000014,5.155005,5.221890,5.132095
507.000014,5.162003,5.229232,5.139025
508.000014,5.166772,5.234363,5.143757
509.000014,5.170773,5.238647,5.147658
510.000014,5.174680,5.242801,5.151501
511.000014,5.180090,5.248462,5.156771
512.000014,5.189097,5.257934,5.165842
513.000014,5.202239,5.271556,5.179007
514.000014,5.218197,5.288175,5.194912
515.000014,5.234184,5.304889,5.210854
516.000014,5.247013,5.318433,5.223504
517.000014,5.258435,5.330432,5.234997
518.000014,5.267193,5.339688,5.243675
519.000014,5.275022,5.348061,5.251642
520.000014,5.281215,5.354684,5.257716
521.000014,5.286922,5.360653,5.263323
522.000014,5.292509,5.366562,5.268795
523.000014,5.297667,5.372042,5.273884
524.000014,5.302895,5.377604,5.279042
525.000014,5.309457,5.384443,5.285563
526.000014,5.318676,5.394155,5.294928
