?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.009284,0.009497,0.009223
20.000000,0.094225,0.094797,0.094079
30.000000,0.256143,0.257612,0.256816
40.000000,0.440859,0.443319,0.443059
50.000000,0.584153,0.587782,0.588135
60.000000,0.682100,0.686449,0.687236
70.000000,0.800254,0.805444,0.806553
80.000000,0.938266,0.943823,0.945324
90.000000,1.093450,1.099261,1.100815
100.000000,1.256317,1.261922,1.263268
110.000000,1.419174,1.424631,1.425808
120.000000,1.580886,1.585703,1.586335
130.000000,1.725585,1.729867,1.729882
140.000000,1.860940,1.864672,1.864410
150.000000,1.987547,1.991470,1.990984
160.000000,2.103448,2.107816,2.107288
170.000000,2.206177,2.211341,2.210340
180.000000,2.304045,2.310156,2.308971
190.000000,2.403481,2.410593,2.408978
200.000000,2.501640,2.509920,2.507687
210.000000,2.579075,2.588070,2.585563
220.000000,2.648426,2.658167,2.655248
230.000000,2.718823,2.729302,2.726077
240.000000,2.807383,2.819129,2.815034
250.000000,2.898277,2.911334,2.906293
260.000000,2.985649,3.000179,2.993867
270.000000,3.075717,3.091875,3.084096
280.000000,3.168314,3.186091,3.176487
290.000000,3.262889,3.282404,3.270831
300.000000,3.356183,3.377425,3.363559
310.000000,3.446820,3.469995,3.454065
320.000000,3.536425,3.561484,3.543378
330.000000,3.622852,3.650005,3.629569
340.000000,3.714076,3.743386,3.720201
350.000000,3.804642,3.836347,3.810270
360.000000,3.894110,3.928159,3.899389
370.000000,3.980494,4.017196,3.985670
380.000000,4.069288,4.108835,4.074354
390.000000,4.162249,4.204888,4.167323
400.000000,4.253876,4.299530,4.258621
410.000000,4.344851,4.393522,4.349313
420.000000,4.428495,4.480193,4.432365
430.000000,4.515257,4.570239,4.518980
440.000000,4.605576,4.664230,4.609091
450.000000,4.692337,4.754616,4.695800
460.000000,4.781715,4.847893,4.784829
470.000000,4.839632,4.908372,4.842575
471.000014,4.876988,4.947398,4.879796
472.000014,4.882675,4.953416,4.885635
473.000014,4.889029,4.960150,4.891936
474.000014,4.897631,4.969146,4.900631
475.000014,4.907623,4.979587,4.910420
476.000014,4.919431,4.991936,4.922288
477.000014,4.931886,5.004973,4.934683
478.000014,4.944855,5.018637,4.947828
479.000014,4.957239,5.031701,4.960234
480.000014,4.967555,5.042637,4.970671
481.000014,4.977291,5.052754,4.980242
482.000014,4.984972,5.060744,4.987892
483.000014,4.992605,5.068748,4.995385
484.000014,4.997916,5.074500,5.000854
485.000014,5.003179,5.080150,5.006164
486.000014,5.008214,5.085445,5.011124
487.000014,5.013527,5.091019,5.016317
488.000014,5.019354,5.097148,5.022148
489.000014,5.027044,5.105283,5.029909
490.000014,5.036729,5.115458,5.039555
491.000014,5.048501,5.127796,5.051236
492.000014,5.061109,5.141003,5.063826
493.000014,5.073855,5.154573,5.076733
494.000014,5.086079,5.167442,5.088908
495.000014,5.096378,5.178372,5.099331
496.000014,5.105869,5.188359,5.108697
497.000014,5.114108,5.197244,5.116928
498.000014,5.122008,5.205629,5.124608
499.000014,5.129486,5.213516,5.132012
500.000014,5.136351,5.220608,5.138712
501.000014,5.142402,5.227018,5.144668
502.000014,5.148189,5.233182,5.150503
503.000014,5.155408,5.240940,5.157814
504.000014,5.161950,5.248061,5.164681
505.000014,5.170685,5.257342,5.173509
506.000014,5.180928,5.268134,5.183743
507.000014,5.193689,5.281611,5.196309
508.000014,5.206561,5.295248,5.209249
509.000014,5.218170,5.307693,5.220935
510.000014,5.228651,5.318883,5.231429
511.000014,5.238399,5.329377,5.241077
512.000014,5.246605,5.338182,5.249329
513.000014,5.253520,5.345566,5.256278
514.000014,5.259591,5.351915,5.262123
515.000014,5.263803,5.356458,5.266330
516.000014,5.268809,5.361892,5.271281
517.000014,5.273470,5.367019,5.276080
518.000014,5.280661,5.374868,5.283361
519.000014,5.290783,5.385408,5.293561
520.000014,5.301243,5.396572,5.304134
521.000014,5.312385,5.408291,5.315095
522.000014,5.322037,5.418784,5.324702
523.000014,5.332315,5.429685,5.335006
524.000014,5.341898,5.440075,5.344746
525.000014,5.351278,5.450310,5.354159
526.000014,5.359469,5.459382,5.362367
527.000014,5.366788,5.467286,5.369615
528.000014,5.372851,5.473854,5.375699
529.000014,5.379322,5.480809,5.382105
530.000014,5.385716,5.487712,5.388544
530.500026,5.392182,5.494744,5.395016
531.000026,5.398312,5.501390,5.401335
531.500026,5.404871,5.508442,5.408000
532.000026,5.411097,5.515060,5.414329
532.500026,5.416820,5.521167,5.420004
533.000026,5.422770,5.527557,5.425903
533.500026,5.429118,5.534424,5.432241
534.000026,5.434637,5.540461,5.437738
534.500026,5.438898,5.545227,5.442086
535.000026,5.442376,5.549074,5.445475
535.500026,5.447091,5.554130,5.450300
536.000026,5.452944,5.560236,5.456121
536.500026,5.457219,5.564842,5.460425
537.000026,5.458799,5.566727,5.461846
537.500026,5.458672,5.567024,5.461766
538.000026,5.460530,5.569060,5.463563
538.500026,5.464326,5.573165,5.467455
539.000026,5.469020,5.578058,5.472059
539.500026,5.472003,5.581452,5.475219
540.000026,5.473230,5.582870,5.476490
540.500026,5.473344,5.583126,5.476599
541.000026,5.474516,5.584416,5.477645
541.500026,5.477639,5.587820,5.480736
542.000026,5.482304,5.592810,5.485475
542.500026,5.486861,5.597806,5.490087
543.000026,5.491728,5.603106,5.495049
543.500026,5.496932,5.608801,5.500150
544.000026,5.504102,5.616376,5.507404
544.500026,5.511936,5.624691,5.515262
545.000026,5.519935,5.633259,5.523314
545.500026,5.526513,5.640508,5.529852
546.000026,5.531868,5.646565,5.535148
546.500026,5.537172,5.652560,5.540598
547.000026,5.543566,5.659586,5.546972
547.500026,5.551242,5.667850,5.554725
548.000026,5.558229,5.675398,5.561718
548.500026,5.563532,5.681397,5.567108
549.000026,5.566707,5.685220,5.570348
549.500026,5.569654,5.688819,5.573249
550.000026,5.573090,5.692711,5.576871
550.500026,5.577390,5.697462,5.581215
551.000026,5.581342,5.701701,5.585191
551.500026,5.584243,5.704912,5.587924
552.000026,5.586649,5.707630,5.590247
552.500026,5.589518,5.710920,5.593137
553.000026,5.592772,5.714607,5.596495
553.500026,5.595430,5.717584,5.599145
554.000026,5.596514,5.718953,5.600291
554.500026,5.597262,5.719871,5.601107
555.000026,5.598839,5.721770,5.602683
555.500026,5.601951,5.725218,5.605749
556.000026,5.605448,5.729221,5.609121
556.500026,5.608181,5.732281,5.611957
557.000026,5.610698,5.735318,5.614605
557.500026,5.614808,5.739922,5.618892
558.000026,5.621721,5.747384,5.625755
558.500026,5.630036,5.756134,5.634035
559.000026,5.638348,5.764957,5.642367
559.500026,5.645059,5.772386,5.649197
560.000026,5.650302,5.778520,5.654574
560.500026,5.655474,5.784537,5.659838
561.000026,5.661834,5.791708,5.666343
561.500026,5.668515,5.799004,5.673099
562.000026,5.674337,5.805556,5.679051
562.500026,5.678772,5.810709,5.683560
563.000026,5.682966,5.815738,5.687740
563.500026,5.686178,5.819658,5.690821
564.000026,5.688951,5.823203,5.693641
564.500026,5.692208,5.827061,5.696955
565.000026,5.696831,5.832186,5.701780
565.500026,5.700871,5.836487,5.705759
566.000026,5.702547,5.838507,5.707506
566.500026,5.702666,5.839003,5.707406
567.000026,5.703597,5.840366,5.708268
567.500026,5.706803,5.844049,5.711471
568.000026,5.711351,5.849091,5.716123
568.500026,5.715180,5.853482,5.720143
569.000026,5.718782,5.857615,5.723740
569.500026,5.722535,5.861979,5.727547
570.000026,5.728191,5.868327,5.733152
570.500026,5.734731,5.875458,5.739838
571.000026,5.740813,5.882119,5.745968
571.500026,5.745477,5.887377,5.750690
572.000026,5.749603,5.892283,5.754694
572.500026,5.754207,5.897758,5.759391
573.000026,5.760269,5.904800,5.765579
573.500026,5.766325,5.911771,5.771836
574.000026,5.771076,5.917381,5.776672
574.500026,5.774139,5.921145,5.779818
575.000026,5.776969,5.924663,5.782776
575.500026,5.780160,5.928508,5.785978
576.000026,5.783625,5.932670,5.789422
576.500026,5.787324,5.937024,5.793098
577.000026,5.790710,5.941134,5.796652
577.500026,5.793590,5.944650,5.799594
578.000026,5.795529,5.947201,5.801467
578.500026,5.798143,5.950431,5.804037
579.000026,5.802223,5.955178,5.808122
579.500026,5.807332,5.961076,5.813494
580.000026,5.812152,5.966671,5.818457
580.500026,5.815769,5.971063,5.822215
581.000026,5.819449,5.975531,5.825951
581.500026,5.824715,5.981600,5.831266
582.000026,5.831786,5.989585,5.838305
582.500026,5.839289,5.998078,5.845815
583.000026,5.845731,6.005748,5.852383
583.500026,5.851250,6.012617,5.858058
584.000026,5.855829,6.018543,5.862775
584.500026,5.860924,6.024823,5.867983
585.000026,5.866325,6.031362,5.873535
585.500026,5.871938,6.038107,5.879179
586.000026,5.876549,6.043886,5.883765
586.500026,5.879833,6.048294,5.887010
587.000026,5.882716,6.052333,5.890112
587.500026,5.885994,6.056687,5.893462
588.000026,5.889742,6.061410,5.897353
588.500026,5.893540,6.066098,5.901112
589.000026,5.896703,6.069994,5.904314
589.500026,5.898966,6.073005,5.906567
590.000026,5.900048,6.074819,5.907711
590.500026,5.901070,6.076558,5.908787
591.000026,5.903658,6.079747,5.911431
591.500026,5.907155,6.083672,5.914773
592.000026,5.909970,6.087044,5.917575
592.500026,5.911297,6.088947,5.918899
593.000026,5.912784,6.091197,5.920419
593.500026,5.916029,6.095327,5.923613
594.000026,5.921960,6.102365,5.929668
594.500026,5.929021,6.110534,5.936900
595.000026,5.935096,6.117659,5.943188
595.500026,5.939075,6.122543,5.947085
596.000026,5.942841,6.127321,5.950905
596.500026,5.947991,6.133605,5.956030
597.000026,5.954162,6.141007,5.962337
597.500026,5.959636,6.147769,5.967816
598.000026,5.963939,6.153397,5.972130
598.500026,5.967298,6.158294,5.975621
599.000026,5.970837,6.163360,5.979230
599.500026,5.975206,6.169271,5.983785
600.000026,5.980453,6.175980,5.989051
600.500026,5.985637,6.182670,5.994356
601.000026,5.989278,6.187713,5.998097
601.500026,5.991737,6.191464,6.000528
602.000026,5.994017,6.194908,6.002657
602.500026,5.996853,6.198919,6.005406
603.000026,5.999863,6.203083,6.008427
603.500026,6.002579,6.206969,6.011300
604.000026,6.005243,6.210726,6.013901
604.500026,6.007789,6.214411,6.016545
605.000026,6.010549,6.218326,6.019337
605.500026,6.013605,6.222624,6.022546
606.000026,6.017173,6.227360,6.026088
606.500026,6.020680,6.232004,6.029597
607.000026,6.023986,6.236397,6.032889
607.500026,6.027594,6.241146,6.036519
608.000026,6.032470,6.247222,6.041362
608.500026,6.038277,6.254476,6.047193
609.000026,6.043986,6.261771,6.052758
609.500026,6.049008,6.268673,6.057841
610.000026,6.053932,6.275521,6.062712
610.500026,6.059296,6.282948,6.068234
611.000026,6.065076,6.290812,6.073995
611.500026,6.070440,6.298322,6.079219
612.000026,6.075122,6.305285,6.083692
612.500026,6.078680,6.311160,6.087102
613.000026,6.082112,6.316858,6.090578
613.500026,6.085754,6.322526,6.094171
614.000026,6.089721,6.328402,6.098173
614.500026,6.093151,6.333739,6.101533
615.000026,6.096155,6.338638,6.104658
615.500026,6.098533,6.342791,6.106876
616.000026,6.101038,6.346810,6.109338
616.500026,6.103255,6.350414,6.111379
617.000026,6.105060,6.353461,6.113142
617.500026,6.106620,6.356151,6.114617
618.000026,6.108207,6.358838,6.116098
618.500026,6.110105,6.361784,6.117817
619.000026,6.111771,6.364578,6.119366
619.500026,6.113411,6.367250,6.120942
620.000026,6.115161,6.370197,6.122694
620.500026,6.118239,6.374547,6.125662
621.000026,6.122357,6.380369,6.129676
621.500026,6.127969,6.387830,6.135179
622.000026,6.133827,6.395812,6.141193
622.500026,6.139787,6.403829,6.147205
623.000026,6.145279,6.411492,6.152599
623.500026,6.150255,6.418789,6.157255
624.000026,6.155010,6.426163,6.161841
624.500026,6.159416,6.433401,6.166147
625.000026,6.163470,6.440390,6.170036
625.500026,6.167067,6.446881,6.173552
626.000026,6.170200,6.452778,6.176651
626.500026,6.173082,6.458273,6.179543
627.000026,6.175521,6.463259,6.181889
627.500026,6.178033,6.468116,6.184129
628.000026,6.180689,6.473192,6.186516
628.500026,6.183622,6.478398,6.189231
629.000026,6.186720,6.483914,6.192191
629.500026,6.190042,6.489436,6.195363
630.000026,6.192847,6.494613,6.197845
630.500026,6.195516,6.499624,6.200442
631.000026,6.197945,6.504552,6.202696
631.500026,6.201042,6.510020,6.205713
632.000026,6.203850,6.515161,6.208280
632.500026,6.206560,6.520230,6.210728
633.000026,6.209005,6.525152,6.212899
633.500026,6.211921,6.530678,6.215583
634.000026,6.214583,6.535947,6.218053
634.500026,6.217299,6.541368,6.220572
635.000026,6.219971,6.546882,6.222979
635.500026,6.223087,6.552789,6.225770
636.000026,6.226358,6.559024,6.228849
636.500026,6.229245,6.564821,6.231609
637.000026,6.232081,6.570722,6.234282
637.500026,6.234944,6.576658,6.236865
638.000026,6.237900,6.582943,6.239440
638.500026,6.240326,6.588845,6.241626
639.000026,6.242329,6.594456,6.243445
639.500026,6.244227,6.599987,6.245175
640.000026,6.246376,6.605994,6.247062
640.500026,6.248367,6.612127,6.248863
641.000026,6.250747,6.619020,6.250829
641.500026,6.253221,6.626492,6.252848
642.000026,6.256166,6.635152,6.255006
642.500026,6.258721,6.644406,6.256667
643.000026,6.260845,6.654442,6.257579
643.500026,6.262455,6.665396,6.256777
644.000026,6.263950,6.678817,6.251932
644.500026,6.264718,7.526804,6.249069
645.000026,,8.383284,
645.500026,2.086686,9.223973,2.098343
646.000026,2.081461,9.224367,2.093046
646.500026,2.071380,9.213236,2.083040
647.000026,2.067304,9.214833,2.079113
647.500026,2.061665,9.220089,2.073864
648.000026,2.052636,9.225335,2.065054
648.500026,2.040600,9.228840,2.053059
649.000026,2.033854,9.230445,2.046236
