?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.072332,0.073231,0.073156
20.000000,0.193271,0.195693,0.195416
30.000000,0.327088,0.330541,0.330700
40.000000,0.443901,0.448434,0.448868
50.000000,0.542803,0.548314,0.548904
60.000000,0.657110,0.664017,0.664313
70.000000,0.757077,0.764647,0.764612
80.000000,0.880476,0.888122,0.887360
90.000000,1.022455,1.029737,1.028175
100.000000,1.177079,1.183773,1.181530
110.000000,1.339085,1.345690,1.343113
120.000000,1.501354,1.507721,1.504963
130.000000,1.669242,1.675962,1.673425
140.000000,1.823633,1.831242,1.829505
150.000000,1.969236,1.977434,1.976286
160.000000,2.100213,2.109398,2.108319
170.000000,2.223705,2.233071,2.231271
180.000000,2.330822,2.340978,2.338059
190.000000,2.436221,2.446500,2.442280
200.000000,2.539852,2.550729,2.544877
210.000000,2.645157,2.656766,2.649382
220.000000,2.747341,2.759930,2.750831
230.000000,2.847555,2.861105,2.850520
240.000000,2.952893,2.967561,2.955290
250.000000,3.037537,3.052547,3.039512
260.000000,3.100098,3.115895,3.101803
270.000000,3.156719,3.173458,3.157840
280.000000,3.230942,3.249249,3.230967
290.000000,3.328330,3.347987,3.326626
300.000000,3.425247,3.446503,3.422182
310.000000,3.523073,3.546271,3.518630
320.000000,3.622945,3.648391,3.617448
330.000000,3.720793,3.748246,3.713904
340.000000,3.813988,3.843647,3.805830
350.000000,3.903970,3.936005,3.894603
360.000000,3.997656,4.032311,3.987313
370.000000,4.092133,4.129878,4.081013
380.000000,4.186074,4.226909,4.173976
390.000000,4.278169,4.322442,4.265545
400.000000,4.369573,4.417328,4.356336
410.000000,4.461165,4.512775,4.447659
420.000000,4.557147,4.612962,4.543030
430.000000,4.646194,4.706204,4.631553
440.000000,4.737159,4.801380,4.721859
450.000000,4.824918,4.893704,4.809115
460.000000,4.920454,4.994249,4.904331
470.000000,4.983264,5.060827,4.967010
471.000014,5.017877,5.097452,5.001527
472.000014,5.025730,5.105765,5.009414
473.000014,5.032296,5.112759,5.015991
474.000014,5.037597,5.118447,5.021186
475.000014,5.041872,5.123282,5.025387
476.000014,5.048093,5.129885,5.031661
477.000014,5.055272,5.137460,5.038898
478.000014,5.065291,5.147882,5.049061
479.000014,5.077529,5.160867,5.061330
480.000014,5.089702,5.173746,5.073571
481.000014,5.101443,5.186330,5.085265
482.000014,5.112298,5.198049,5.096193
483.000014,5.123665,5.210364,5.107506
484.000014,5.134708,5.222169,5.118486
485.000014,5.144135,5.232159,5.127833
486.000014,5.151820,5.240351,5.135528
487.000014,5.158067,5.247214,5.141744
488.000014,5.163538,5.253178,5.147078
489.000014,5.168157,5.258274,5.151704
490.000014,5.172779,5.263100,5.156319
491.000014,5.178140,5.268815,5.161757
492.000014,5.186043,5.277272,5.169810
493.000014,5.197822,5.289994,5.181732
494.000014,5.212489,5.305843,5.196505
495.000014,5.228617,5.323140,5.212697
496.000014,5.242435,5.338035,5.226492
497.000014,5.255107,5.351633,5.239223
498.000014,5.265748,5.363196,5.249841
499.000014,5.274742,5.372945,5.259020
500.000014,5.281719,5.380622,5.266135
501.000014,5.288036,5.387591,5.272458
502.000014,5.293522,5.393823,5.277977
503.000014,5.297969,5.398843,5.282351
504.000014,5.301792,5.403095,5.286225
505.000014,5.305745,5.407251,5.290052
506.000014,5.310489,5.412349,5.294783
507.000014,5.317382,5.419721,5.301687
508.000014,5.328245,5.431603,5.312705
509.000014,5.342652,5.447211,5.327253
510.000014,5.358638,5.464530,5.343377
511.000014,5.372822,5.480012,5.357814
512.000014,5.385442,5.493579,5.370519
513.000014,5.396416,5.505741,5.381589
514.000014,5.405260,5.515359,5.390456
515.000014,5.412561,5.523756,5.397883
516.000014,5.418334,5.530342,5.403775
517.000014,5.423302,5.536152,5.408803
518.000014,5.428110,5.541389,5.413612
519.000014,5.432152,5.545869,5.417729
520.000014,5.435444,5.549521,5.421064
521.000014,5.439439,5.554190,5.425080
522.000014,5.444649,5.560044,5.430310
523.000014,5.454314,5.570596,5.440176
524.000014,5.466649,5.583883,5.452738
525.000014,5.480607,5.599169,5.466991
526.000014,5.495309,5.615427,5.481931
527.000014,5.510372,5.632181,5.497261
528.000014,5.524066,5.647425,5.511184
529.000014,5.534397,5.659233,5.521754
530.000014,5.540674,5.666670,5.528296
530.500026,5.545772,5.672666,5.533608
531.000026,5.549679,5.677055,5.537520
531.500026,5.553079,5.680874,5.540835
532.000026,5.555730,5.683932,5.543558
532.500026,5.558224,5.686990,5.546053
533.000026,5.560563,5.689920,5.548504
533.500026,5.563265,5.693056,5.551128
534.000026,5.565277,5.695346,5.553301
534.500026,5.566770,5.696970,5.554824
535.000026,5.567740,5.698056,5.555892
535.500026,5.569124,5.699730,5.557293
536.000026,5.571716,5.702745,5.560034
536.500026,5.575182,5.706776,5.563553
537.000026,5.579050,5.711086,5.567523
537.500026,5.582749,5.715289,5.571282
538.000026,5.587926,5.720989,5.576657
538.500026,5.594293,5.727960,5.583126
539.000026,5.601986,5.736369,5.591011
539.500026,5.609214,5.744446,5.598283
540.000026,5.616486,5.752655,5.605717
540.500026,5.623069,5.760259,5.612591
541.000026,5.629209,5.767555,5.619015
541.500026,5.634980,5.774264,5.624941
542.000026,5.640734,5.780914,5.630835
