?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.045498,0.045541,0.045419
20.000000,0.159858,0.160258,0.159552
30.000000,0.294850,0.295620,0.294557
40.000000,0.428252,0.429700,0.428335
50.000000,0.523033,0.524801,0.523733
60.000000,0.591373,0.593097,0.592338
70.000000,0.667450,0.668927,0.668160
80.000000,0.746462,0.748529,0.747426
90.000000,0.876521,0.879074,0.877787
100.000000,1.003311,1.006456,1.005059
110.000000,1.154219,1.157157,1.155647
120.000000,1.313898,1.316702,1.314951
130.000000,1.480895,1.483227,1.481588
140.000000,1.644995,1.647011,1.645319
150.000000,1.798355,1.800240,1.798434
160.000000,1.933020,1.935291,1.932785
170.000000,2.050677,2.053672,2.050647
180.000000,2.153610,2.157397,2.153710
190.000000,2.254788,2.259373,2.255268
200.000000,2.360059,2.365676,2.360825
210.000000,2.463699,2.470576,2.464917
220.000000,2.568236,2.576123,2.569578
230.000000,2.663664,2.672375,2.664924
240.000000,2.761708,2.771262,2.762794
250.000000,2.855636,2.866316,2.856550
260.000000,2.950532,2.962424,2.951308
270.000000,3.047160,3.060189,3.047446
280.000000,3.144017,3.158469,3.143966
290.000000,3.244089,3.260303,3.243717
300.000000,3.335130,3.353273,3.334717
310.000000,3.397948,3.414583,3.397238
320.000000,3.455800,3.470693,3.454695
330.000000,3.522675,3.536062,3.521098
340.000000,3.617205,3.632664,3.615434
350.000000,3.715036,3.732468,3.713243
360.000000,3.814193,3.833863,3.812273
370.000000,3.905404,3.927314,3.903367
380.000000,3.994381,4.018862,3.992079
390.000000,4.081432,4.108456,4.079204
400.000000,4.177157,4.206937,4.175124
410.000000,4.273256,4.305763,4.271282
420.000000,4.369460,4.404877,4.367660
430.000000,4.461920,4.499990,4.459939
440.000000,4.536355,4.575157,4.533361
450.000000,4.621119,4.661277,4.616911
460.000000,4.697697,4.739041,4.692449
470.000000,4.762411,4.806080,4.757097
471.000014,4.789293,4.833770,4.783978
472.000014,4.803465,4.848269,4.798186
473.000014,4.820852,4.866307,4.815729
474.000014,4.838086,4.883733,4.832565
475.000014,4.851323,4.897385,4.845627
476.000014,4.862846,4.909401,4.857006
477.000014,4.872003,4.919421,4.866499
478.000014,4.880185,4.928254,4.874757
479.000014,4.887715,4.935854,4.882181
480.000014,4.893215,4.941244,4.887529
481.000014,4.898456,4.946588,4.892870
482.000014,4.902855,4.951345,4.897289
483.000014,4.909131,4.958259,4.903710
484.000014,4.916845,4.966334,4.911404
485.000014,4.928117,4.977735,4.922445
486.000014,4.941119,4.990906,4.935368
487.000014,4.954790,5.004855,4.948949
488.000014,4.967266,5.017739,4.961509
489.000014,4.978525,5.029516,4.972742
490.000014,4.987798,5.039346,4.982007
491.000014,4.994304,5.046618,4.988727
492.000014,5.000442,5.052314,4.994167
493.000014,5.005790,5.057917,4.999623
494.000014,5.011273,5.063750,5.005197
