?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
580.000000,5.773266,5.870258,5.774555
590.000000,5.836903,5.938676,5.838120
591.000014,5.872398,5.977193,5.873335
592.000014,5.881926,5.987577,5.882766
593.000014,5.890138,5.996406,5.890654
594.000014,5.897139,6.003852,5.897512
595.000014,5.902183,6.009427,5.902447
596.000014,5.906985,6.014781,5.907398
597.000014,5.911327,6.019560,5.911620
598.000014,5.918096,6.026946,5.918322
599.000014,5.927804,6.037421,5.927782
600.000014,5.940714,6.051349,5.940714
601.000014,5.953871,6.065281,5.953730
602.000014,5.966144,6.078639,5.966118
603.000014,5.976080,6.089551,5.975926
604.000014,5.985401,6.100008,5.985286
605.000014,5.992882,6.108330,5.992270
606.000014,6.006247,6.122965,6.005833
607.000014,6.012525,6.130173,6.011878
608.000014,6.018902,6.137195,6.018452
609.000014,6.018059,6.136584,6.017159
610.000014,6.026435,6.145776,6.025627
611.000014,6.035618,6.155800,6.034728
612.000014,6.049372,6.170728,6.048630
613.000014,6.059883,6.182525,6.059245
614.000014,6.072444,6.196384,6.071682
615.000014,6.081374,6.206558,6.080366
616.000014,6.091946,6.218161,6.090414
617.000014,6.098609,6.226287,6.097169
618.000014,6.105307,6.234071,6.103660
619.000014,6.109663,6.239425,6.108002
620.000014,6.114804,6.245265,6.112739
621.000014,6.118537,6.249693,6.116415
622.000014,6.124418,6.256067,6.122115
623.000014,6.131132,6.263604,6.128715
624.000014,6.143065,6.276858,6.140725
625.000014,6.155338,6.290544,6.152810
626.000014,6.168230,6.304928,6.165878
627.000014,6.178203,6.316261,6.175379
628.000014,6.187576,6.327363,6.184648
629.000014,6.195428,6.336683,6.192010
630.000014,6.202629,6.345370,6.198944
631.000014,6.208030,6.352102,6.204281
632.000014,6.213012,6.358198,6.208981
633.000014,6.217788,6.364047,6.213819
634.000014,6.223757,6.370928,6.219440
635.000014,6.231972,6.380706,6.227720
636.000014,6.242824,6.393251,6.238480
637.000014,6.255170,6.407596,6.250402
638.000014,6.266783,6.421412,6.261853
639.000014,6.277117,6.433850,6.271833
640.000014,6.285850,6.444781,6.280674
641.000014,6.293708,6.454335,6.287969
642.000014,6.300185,6.462834,6.293878
643.000014,6.305553,6.469677,6.298853
644.000014,6.309779,6.475506,6.302938
645.000014,6.314000,6.481013,6.307349
646.000014,6.319755,6.488607,6.312945
647.000014,6.328875,6.499448,6.321895
648.000014,6.340723,6.513615,6.333372
649.000014,6.354374,6.530006,6.346909
650.000014,6.366773,6.545589,6.358926
651.000014,6.377541,6.559665,6.369295
652.000014,6.386318,6.571868,6.377733
653.000014,6.393878,6.582509,6.385233
654.000014,6.400772,6.592112,6.391886
655.000014,6.406019,6.599606,6.396812
656.000014,6.411067,6.606981,6.401674
657.000014,6.415144,6.613210,6.405580
658.000014,6.418824,6.618914,6.409164
659.000014,6.421419,6.622883,6.411447
660.000014,6.424644,6.627531,6.414699
661.000014,6.428566,6.632861,6.418480
662.000014,6.435867,6.642425,6.425812
663.000014,6.446401,6.655532,6.436194
664.000014,6.460415,6.672868,6.450151
665.000014,6.473534,6.690006,6.463310
666.000014,6.485146,6.706081,6.475038
667.000014,6.493960,6.719487,6.483839
668.000014,6.502177,6.732081,6.491675
669.000014,6.508280,6.742722,6.497479
670.000014,6.513708,6.752317,6.502705
671.000014,6.517743,6.760183,6.506944
672.000014,6.522176,6.767729,6.511286
673.000014,6.526481,6.774974,6.515390
674.000014,6.530968,6.782058,6.519528
675.000014,6.535304,6.789290,6.523783
676.000014,6.540774,6.797569,6.529154
677.000014,6.549406,6.809763,6.537880
678.000014,6.560596,6.825085,6.549165
679.000014,6.571859,6.840951,6.560625
680.000014,6.581233,6.855227,6.569831
681.000014,6.587538,6.866420,6.576018
682.000014,6.592634,6.876507,6.581013
683.000014,6.596561,6.884935,6.585043
684.000014,6.600297,6.892415,6.588555
685.000014,6.605062,6.900619,6.593215
686.000014,6.610820,6.910366,6.598928
687.000014,6.618936,6.923318,6.607087
688.000014,6.628124,6.938355,6.616295
689.000014,6.637760,6.953675,6.625565
690.000014,6.646221,6.968104,6.633815
691.000014,6.652806,6.980058,6.639813
692.000014,6.658108,6.990877,6.644582
693.000014,6.662544,7.000323,6.648310
694.000014,6.665852,7.008288,6.650899
695.000014,6.669222,7.015714,6.653772
696.000014,6.671784,7.021722,6.655765
697.000014,6.675481,7.029098,6.659326
698.000014,6.679843,7.037206,6.663246
699.000014,6.687101,7.049327,6.669710
700.000014,6.697378,7.065527,6.678901
701.000014,6.708621,7.083824,6.688775
702.000014,6.719339,7.102343,6.697874
703.000014,6.727840,7.118502,6.703981
704.000014,6.734933,7.133350,6.708055
705.000014,6.740040,7.145958,6.710032
706.000014,6.744712,7.157786,6.711356
707.000014,6.749449,7.169123,6.712473
708.000014,6.753331,7.178647,6.711778
709.000014,6.757524,7.188681,6.710393
710.000014,6.760587,7.196633,6.708123
710.500026,6.764270,7.204794,6.706575
711.000026,6.767183,7.211404,6.703764
711.500026,6.771264,7.220056,6.698802
712.000026,6.773562,8.273284,6.696139
712.500026,,9.346395,
713.000026,2.305883,10.406559,2.143569
713.500026,2.301666,10.413479,2.139800
714.000026,2.293701,10.393456,2.131881
714.500026,2.289762,10.383019,2.128419
715.000026,2.290146,10.380873,2.128308
715.500026,2.291263,10.382331,2.128847
716.000026,2.289664,10.383185,2.126943
716.500026,2.286938,10.383966,2.124296
717.000026,2.286362,10.387598,2.123674
717.500026,2.286069,10.392368,2.123633
718.000026,2.286000,10.395058,2.123457
