?? [s],A 1.dY [mm],B1.dY [mm],C1.dY [mm]
0.000000,0.000000,0.000000,0.000000
10.000000,0.016929,0.017336,0.017134
20.000000,0.110059,0.110992,0.110152
30.000000,0.258059,0.259787,0.258951
40.000000,0.416129,0.418587,0.417831
50.000000,0.535065,0.538449,0.538117
60.000000,0.637462,0.641061,0.641500
70.000000,0.705447,0.708594,0.709535
80.000000,0.740762,0.743456,0.744927
90.000000,0.785361,0.788600,0.789485
100.000000,0.947618,0.951958,0.952564
110.000000,1.170630,1.175702,1.175839
120.000000,1.378334,1.383476,1.383490
130.000000,1.542367,1.547282,1.546972
140.000000,1.690626,1.694985,1.694040
150.000000,1.836967,1.840864,1.839243
160.000000,1.958918,1.962783,1.960626
170.000000,2.064102,2.068589,2.066202
180.000000,2.171152,2.176454,2.173880
190.000000,2.269385,2.275570,2.272684
200.000000,2.373804,2.381129,2.378035
210.000000,2.473198,2.481671,2.478219
220.000000,2.576807,2.586580,2.582786
230.000000,2.678310,2.689340,2.684885
240.000000,2.778807,2.791217,2.786071
250.000000,2.882763,2.896589,2.890515
260.000000,2.981347,2.996613,2.989621
270.000000,3.085073,3.101996,3.094097
280.000000,3.184218,3.202899,3.193743
290.000000,3.282204,3.302698,3.292173
300.000000,3.380433,3.402654,3.390760
310.000000,3.477741,3.501846,3.488501
320.000000,3.576981,3.603095,3.588295
330.000000,3.674957,3.703202,3.686734
340.000000,3.776087,3.806588,3.788436
350.000000,3.877906,3.910759,3.890900
360.000000,3.975980,4.011192,3.989330
370.000000,4.072575,4.110152,4.086393
380.000000,4.167752,4.207794,4.182000
390.000000,4.265758,4.308485,4.280570
400.000000,4.360140,4.405678,4.375478
410.000000,4.456726,4.505053,4.472583
420.000000,4.555596,4.606911,4.571964
430.000000,4.653280,4.707366,4.670114
440.000000,4.750271,4.807510,4.767645
450.000000,4.797684,4.854994,4.814268
460.000000,4.845231,4.903904,4.861649
470.000000,4.909755,4.970513,4.925919
