?? [s],A.dY [mm],B.dY [mm],C.dY [mm],D.dY [mm],E.dY [mm]
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,0.040122,0.040973,0.040677,0.040982,0.041197
20.000000,0.142536,0.145219,0.144115,0.145563,0.145913
30.000000,0.197083,0.199302,0.198097,0.199451,0.199972
40.000000,0.227815,0.231133,0.229753,0.230864,0.231090
50.000000,0.295953,0.300213,0.299555,0.300433,0.301871
60.000000,0.374166,0.379452,0.378609,0.379306,0.379686
70.000000,0.405209,0.409991,0.409649,0.411049,0.411446
80.000000,0.464454,0.469749,0.468098,0.470036,0.470551
90.000000,0.540305,0.545529,0.543253,0.545934,0.546531
100.000000,0.572949,0.579153,0.577468,0.579049,0.580750
110.000000,0.618200,0.624891,0.623124,0.625428,0.625733
120.000000,0.696833,0.703879,0.700739,0.703709,0.705087
130.000000,0.735888,0.742630,0.739807,0.743049,0.744609
140.000000,0.821113,0.827756,0.824955,0.828344,0.830380
150.000000,0.919539,0.927384,0.924339,0.927040,0.929022
160.000000,0.961853,0.969388,0.965870,0.969704,0.970766
170.000000,0.996332,1.004330,1.000600,1.005467,1.006865
180.000000,1.095176,1.103723,1.099633,1.104722,1.106578
190.000000,1.157902,1.166190,1.161478,1.166824,1.168627
200.000000,1.176549,1.185064,1.180050,1.185078,1.186865
210.000000,1.315600,1.323829,1.318808,1.324858,1.326542
220.000000,1.403751,1.412137,1.407357,1.412188,1.413352
230.000000,1.422320,1.430493,1.425374,1.430674,1.432590
240.000000,1.560895,1.568878,1.563408,1.569275,1.570801
250.000000,1.650492,1.658335,1.653080,1.658731,1.660520
260.000000,1.697063,1.705032,1.698797,1.704215,1.705239
270.000000,1.790582,1.798363,1.792938,1.798997,1.800576
280.000000,1.863321,1.870556,1.865551,1.871093,1.872918
290.000000,1.942926,1.950729,1.945327,1.951027,1.952469
300.000000,2.012641,2.020909,2.015387,2.020728,2.023662
310.000000,2.067047,2.075809,2.069529,2.076635,2.078606
320.000000,2.119982,2.129428,2.122951,2.130402,2.132511
330.000000,2.168885,2.178818,2.171369,2.178636,2.181656
340.000000,2.240979,2.250546,2.243110,2.250412,2.253481
350.000000,2.272877,2.283181,2.275463,2.284003,2.286322
360.000000,2.341005,2.351244,2.342880,2.352250,2.356033
370.000000,2.390167,2.401458,2.392176,2.402298,2.405926
380.000000,2.440462,2.451624,2.441626,2.452703,2.455258
390.000000,2.495402,2.507530,2.496703,2.508867,2.512112
400.000000,2.567330,2.580174,2.568680,2.581384,2.585532
410.000000,2.637563,2.651363,2.638695,2.652719,2.657012
420.000000,2.668765,2.683396,2.670451,2.684672,2.689104
430.000000,2.691624,2.706120,2.692710,2.707014,2.711311
440.000000,2.782537,2.798225,2.783016,2.799880,2.804025
450.000000,2.832909,2.849098,2.834031,2.850124,2.853516
460.000000,2.838890,2.854676,2.839217,2.856691,2.861136
470.000000,2.934894,2.952221,2.935951,2.954493,2.960034
480.000000,2.983722,3.001594,2.984691,3.003539,3.009065
490.000000,3.010878,3.029665,3.011663,3.032032,3.037891
500.000000,3.076363,3.095501,3.077119,3.097995,3.104784
510.000000,3.117586,3.137147,3.117565,3.139970,3.146695
520.000000,3.173427,3.194198,3.173446,3.197378,3.204259
530.000000,3.208824,3.230419,3.208431,3.234026,3.240671
540.000000,3.276326,3.299985,3.276459,3.302987,3.310522
550.000000,3.309413,3.332757,3.308748,3.336527,3.343906
560.000000,3.366083,3.390863,3.365595,3.394696,3.402457
570.000000,3.415271,3.441445,3.415111,3.445166,3.453361
580.000000,3.460965,3.488385,3.460549,3.490993,3.499799
590.000000,3.519132,3.548194,3.518532,3.552199,3.561277
600.000000,3.562525,3.592529,3.561486,3.596162,3.605521
610.000000,3.605554,3.636749,3.604113,3.642062,3.652481
620.000000,3.659066,3.691530,3.657516,3.696056,3.705919
630.000000,3.701528,3.734769,3.699366,3.739568,3.750228
640.000000,3.754848,3.789997,3.753433,3.795023,3.806252
650.000000,3.793224,3.829341,3.790722,3.834043,3.845855
660.000000,3.880925,3.918338,3.878154,3.923575,3.936102
670.000000,3.937019,3.976717,3.933817,3.982440,3.995998
680.000000,3.956441,3.996699,3.952694,4.003050,4.016747
690.000000,3.979403,4.020615,3.975880,4.026421,4.039682
700.000000,4.030311,4.073678,4.026603,4.079909,4.094111
710.000000,4.065567,4.109668,4.061427,4.116659,4.130765
720.000000,4.154737,4.201927,4.149984,4.208646,4.223205
730.000000,4.174918,4.223504,4.170958,4.231088,4.247004
740.000000,4.199243,4.247718,4.193627,4.254689,4.270819
750.000000,4.262757,4.314440,4.257837,4.322439,4.339588
760.000000,4.293868,4.346664,4.288093,4.354664,4.372004
770.000000,4.341190,4.396056,4.335244,4.404393,4.422731
780.000000,4.382329,4.438422,4.376170,4.447270,4.466130
790.000000,4.444564,4.501915,4.437490,4.511193,4.530399
791.655555,4.449812,4.507964,4.443348,4.517448,4.537025
792.155555,4.451636,4.509873,4.445001,4.519303,4.538753
792.655555,4.451351,4.509692,4.444777,4.519625,4.539157
793.155555,4.454240,4.512637,4.447587,4.522428,4.541327
793.655555,4.455451,4.514313,4.449033,4.523999,4.543525
794.155555,4.454808,4.513717,4.448422,4.523772,4.543415
794.655555,4.455042,4.513746,4.447515,4.523480,4.543022
795.155555,4.455742,4.514565,4.449213,4.523776,4.542189
795.655555,4.456454,4.515657,4.450089,4.525332,4.543195
796.155555,4.460377,4.519480,4.453596,4.528687,4.548409
796.655555,4.462848,4.522618,4.456697,4.531375,4.551142
797.155555,4.463288,4.522775,4.456202,4.532384,4.552104
797.655555,4.464058,4.523410,4.457589,4.534323,4.553234
798.155555,4.465988,4.525907,4.459368,4.535771,4.555011
798.655555,4.467107,4.527010,4.460547,4.536655,4.555947
799.155555,4.468045,4.528306,4.461483,4.537916,4.557428
799.655555,4.469029,4.529379,4.462347,4.538964,4.558739
800.155555,4.470974,4.531393,4.464168,4.540958,4.560857
800.655555,4.472997,4.533175,4.466032,4.543141,4.562661
801.155555,4.476558,4.536703,4.469313,4.546734,4.566591
801.655555,4.489199,4.548753,4.481780,4.557901,4.577773
802.155555,4.492021,4.551561,4.484600,4.561354,4.580430
802.655555,4.494431,4.554155,4.487380,4.564018,4.583541
803.155555,4.497568,4.557851,4.490907,4.567981,4.587522
803.655555,4.499777,4.560092,4.492348,4.569782,4.590227
804.155555,4.502637,4.562985,4.495315,4.573121,4.593206
804.655555,4.503961,4.564715,4.496724,4.575094,4.594821
805.155555,4.504777,4.565724,4.497721,4.575922,4.595550
805.655555,4.506876,4.568251,4.500001,4.578502,4.598811
806.155555,4.507361,4.568600,4.500337,4.579358,4.599326
806.655555,4.508971,4.570167,4.501536,4.580635,4.601437
807.155555,4.509435,4.571043,4.502310,4.581200,4.601390
807.655555,4.510981,4.573119,4.504330,4.583393,4.602726
808.155555,4.512470,4.574444,4.505366,4.584608,4.604762
808.655555,4.514565,4.576936,4.507425,4.586814,4.607036
809.155555,4.515312,4.577650,4.508311,4.587709,4.608026
809.655555,4.516953,4.579187,4.509711,4.589503,4.609898
810.155555,4.517821,4.580115,4.510334,4.589981,4.610126
810.655555,4.519134,4.581688,4.511974,4.591966,4.612727
811.155555,4.520157,4.582544,4.512784,4.593317,4.613898
811.655555,4.521636,4.584486,4.514961,4.595364,4.615526
812.155555,4.522545,4.585173,4.515202,4.595041,4.616035
812.655555,4.524277,4.586916,4.516565,4.596844,4.617428
813.155555,4.526139,4.588750,4.518438,4.599019,4.619284
813.655555,4.528240,4.590569,4.520143,4.600975,4.621385
814.155555,4.530453,4.592759,4.522035,4.603226,4.623820
814.655555,4.542815,4.604261,4.535093,4.614680,4.635217
815.155555,4.545381,4.606928,4.537867,4.617754,4.638121
815.655555,4.548073,4.609528,4.540350,4.621053,4.641697
816.155555,4.550561,4.612110,4.542657,4.623529,4.644497
816.655555,4.552471,4.615158,4.545543,4.626309,4.646942
817.155555,4.556816,4.619508,4.549203,4.631113,4.651311
817.655555,4.559995,4.623408,4.552789,4.634396,4.655017
818.155555,4.562155,4.625585,4.554655,4.636366,4.657405
818.655555,4.562875,4.626461,4.555583,4.637484,4.658095
819.155555,4.565191,4.628998,4.557515,4.639897,4.660390
819.655555,4.568328,4.631907,4.560382,4.643747,4.663880
820.155555,4.570391,4.634237,4.562098,4.645299,4.666372
820.655555,4.573288,4.636959,4.565074,4.647880,4.669733
821.155555,4.576013,4.640279,4.568139,4.651374,4.672745
821.655555,4.578020,4.642108,4.569981,4.653402,4.675228
822.155555,4.579786,4.643505,4.571358,4.655258,4.676596
822.655555,4.579695,4.643464,4.571316,4.654833,4.676648
823.155555,4.581432,4.645172,4.572974,4.656660,4.678131
823.655555,4.582352,4.646124,4.573833,4.657683,4.679092
824.155555,4.583519,4.647230,4.574838,4.658532,4.680338
824.655555,4.585433,4.649244,4.577093,4.661106,4.682624
825.155555,4.588298,4.652426,4.579897,4.664211,4.685630
825.655555,4.600393,4.665198,4.592700,4.675852,4.697194
826.155555,4.601696,4.666612,4.594011,4.677992,4.699086
826.655555,4.604064,4.668758,4.596090,4.680281,4.701192
827.155555,4.605401,4.670797,4.597893,4.681944,4.703179
827.655555,4.607433,4.672997,4.600020,4.684104,4.705667
828.155555,4.609410,4.674883,4.601760,4.686021,4.707530
828.655555,4.610858,4.676382,4.603236,4.687866,4.709120
829.155555,4.610696,4.676416,4.603242,4.687639,4.709096
829.655555,4.610850,4.676493,4.603069,4.687914,4.709363
830.155555,4.611732,4.677593,4.603845,4.688446,4.709985
830.655555,4.610892,4.676687,4.603356,4.687923,4.709439
