?? [s],A.dY [mm],B.dY [mm],C.dY [mm],D.dY [mm],E.dY [mm]
1007.495773,5.177719,5.283560,5.171654,5.299712,5.321117
1007.995773,5.178491,5.284593,5.173050,5.301008,5.322142
1008.495773,5.179903,5.285909,5.174371,5.302439,5.323301
1008.995773,5.180658,5.286033,5.174528,5.302356,5.324178
1009.495773,5.178697,5.285060,5.173245,5.300827,5.322674
1009.995773,5.177688,5.284159,5.172373,5.300101,5.321600
1010.495773,5.177831,5.283824,5.171916,5.300278,5.321298
1010.995773,5.177082,5.283110,5.171150,5.298494,5.320115
1011.495773,5.178346,5.284259,5.172367,5.299706,5.321353
1011.995773,5.178014,5.283709,5.172051,5.300097,5.320888
1012.495773,5.178062,5.284028,5.171634,5.299409,5.320809
1012.995773,5.178454,5.284477,5.172227,5.299823,5.321243
1013.495773,5.177443,5.283393,5.171897,5.299916,5.320741
1013.995773,5.177162,5.283378,5.171156,5.299335,5.320611
1014.495773,5.177952,5.283879,5.171677,5.300182,5.321133
1014.995773,5.178953,5.285011,5.172821,5.301175,5.322662
1015.495773,5.181048,5.286670,5.175050,5.303682,5.325078
1015.995773,5.183239,5.289854,5.177666,5.306023,5.327805
1016.495773,5.188069,5.294542,5.182106,5.310918,5.332930
1016.995773,5.193067,5.300375,5.186978,5.310385,5.338323
1017.495773,5.199043,5.306330,5.192227,5.322526,5.344873
1017.995773,5.205330,5.313621,5.198804,5.329805,5.352214
1018.495773,5.211915,5.320449,5.205408,5.337445,5.359186
1018.995773,5.239209,5.347470,5.233011,5.357465,5.385770
1019.495773,5.246547,5.355512,5.240304,5.371473,5.393553
1019.995773,5.253629,5.363012,5.247310,5.379518,5.401397
1020.495773,5.259425,5.369419,5.253073,5.386117,5.407972
1020.995773,5.265342,5.375986,5.259290,5.392333,5.415145
1021.495773,5.270512,5.381707,5.264702,5.398491,5.421085
1021.995773,5.273354,5.384870,5.267158,5.401391,5.424311
1022.495773,5.274045,5.386251,5.268563,5.403026,5.425486
1022.995773,5.276521,5.388566,5.270657,5.399341,5.428217
1023.495773,5.277970,5.390744,5.272145,5.406961,5.430557
1023.995773,5.280529,5.393995,5.274860,5.404212,5.433737
1024.495773,5.284377,5.398116,5.278447,5.414913,5.438371
1024.995773,5.287842,5.401756,5.281871,5.418717,5.441537
1025.495773,5.289487,5.403612,5.283764,5.420306,5.443445
1025.995773,5.290532,5.404445,5.284200,5.421790,5.445248
1026.495773,5.290984,5.405319,5.284845,5.416474,5.445733
1026.995773,5.291024,5.405656,5.284609,5.423096,5.445432
1027.495773,5.293044,5.408048,5.286749,5.424832,5.447793
1027.995773,5.294940,5.409584,5.288299,5.426478,5.449672
1028.495773,5.295867,5.411120,5.289732,5.427945,5.451047
1028.995773,5.298223,5.413357,5.291886,5.430493,5.453222
1029.495773,5.298838,5.413982,5.292417,5.430644,5.454052
1029.995773,5.299547,5.414950,5.292744,5.431768,5.454918
1030.495773,5.300821,5.416402,5.294313,5.433887,5.456764
1030.995773,5.302102,5.417882,5.295409,5.434776,5.458140
1031.495773,5.303306,5.419694,5.297265,5.436576,5.459595
1031.995773,5.304740,5.421258,5.298454,5.437646,5.461255
1032.495773,5.306219,5.422344,5.299675,5.433476,5.462935
1032.995773,5.307431,5.423491,5.300638,5.435510,5.464520
1033.495773,5.308429,5.424717,5.301617,5.435925,5.465660
1033.995773,5.307437,5.424321,5.301206,5.441030,5.465020
1034.495773,5.307180,5.423815,5.300878,5.435114,5.464409
1034.995773,5.306876,5.423307,5.300228,5.440080,5.463893
1035.495773,5.307018,5.423512,5.300144,5.440406,5.463757
1035.995773,5.308656,5.425120,5.302258,5.435981,5.465158
1036.495773,5.309669,5.426265,5.303119,5.443099,5.466391
1036.995773,5.310088,5.427012,5.303937,5.444016,5.467132
1037.495773,5.310843,5.427729,5.304804,5.444639,5.468857
1037.995773,5.311660,5.428781,5.305224,5.445677,5.468973
1038.495773,5.311930,5.429013,5.306025,5.446380,5.470190
1038.995773,5.313425,5.430613,5.307338,5.447805,5.471760
1039.495773,5.315752,5.433455,5.309647,5.450406,5.474701
1039.995773,5.315891,5.433795,5.310159,5.450428,5.474968
1040.495773,5.317508,5.435321,5.311159,5.452900,5.476576
1040.995773,5.319240,5.437160,5.313067,5.453841,5.478244
1041.495773,5.320791,5.438936,5.314764,5.455904,5.480136
1041.995773,5.320791,5.439142,5.314891,5.456823,5.480756
1042.495773,5.321865,5.440558,5.315559,5.450714,5.481080
1042.995773,5.322549,5.441417,5.316630,5.457698,5.481570
1043.495773,5.321215,5.439523,5.315191,5.456350,5.480407
1043.995773,5.320707,5.439371,5.314655,5.456453,5.480208
1044.495773,5.320433,5.438845,5.314334,5.455626,5.480052
1044.995773,5.319230,5.437890,5.313751,5.455245,5.478823
1045.495773,5.319459,5.437800,5.313499,5.455319,5.478698
1045.995773,5.320311,5.438799,5.314313,5.456219,5.479629
1046.495773,5.321667,5.440763,5.315750,5.457697,5.481639
1046.995773,5.324971,5.444014,5.319204,5.454143,5.485207
1047.495773,5.327276,5.445988,5.320743,5.456940,5.487539
1047.995773,5.328098,5.448053,5.322880,5.458580,5.488431
1048.495773,5.331388,5.451132,5.325710,5.468426,5.491797
1048.995773,5.333350,5.453215,5.327460,5.470850,5.494093
1049.495773,5.360256,5.478679,5.353833,5.495534,5.519173
1049.995773,5.365592,5.484352,5.359531,5.501519,5.524888
1050.495773,5.370005,5.489708,5.363638,5.506664,5.530846
1050.995773,5.374626,5.494147,5.368142,5.511175,5.535264
1051.495773,5.377725,5.497313,5.371626,5.515095,5.538473
1051.995773,5.378232,5.498258,5.372366,5.509580,5.539722
1052.495773,5.380354,5.500826,5.374504,5.518026,5.542633
1052.995773,5.383317,5.503746,5.376836,5.520945,5.545313
1053.495773,5.387888,5.508811,5.381533,5.526469,5.550248
1053.995773,5.392173,5.512928,5.385559,5.530813,5.555314
1054.495773,5.393868,5.515049,5.387231,5.532860,5.556841
1054.995773,5.395540,5.517104,5.389127,5.534773,5.558720
1055.495773,5.396093,5.518433,5.389732,5.530172,5.560218
1055.995773,5.397948,5.519856,5.391258,5.537644,5.561795
1056.495773,5.398608,5.521079,5.392493,5.538752,5.563817
1056.995773,5.398996,5.521231,5.392477,5.539419,5.564280
1057.495773,5.399308,5.522190,5.393189,5.533919,5.565176
1057.995773,5.400354,5.522943,5.393647,5.535097,5.566293
1058.495773,5.399761,5.522677,5.393513,5.540660,5.565378
1058.995773,5.400073,5.523689,5.394325,5.540723,5.566425
1059.495773,5.401383,5.524823,5.394937,5.542487,5.567612
1059.995773,5.401476,5.525687,5.395696,5.542865,5.567894
1060.495773,5.402966,5.526609,5.396589,5.544395,5.569198
1060.995773,5.404839,5.528755,5.398297,5.546451,5.571125
1061.495773,5.405656,5.529749,5.399459,5.541263,5.572427
1061.995773,5.407468,5.531801,5.401364,5.543184,5.574070
1062.495773,5.408931,5.533540,5.402926,5.550997,5.575952
1062.995773,5.411203,5.535900,5.404716,5.546802,5.578409
1063.495773,5.412327,5.537206,5.406276,5.555922,5.579624
1063.995773,5.413751,5.539644,5.407734,5.556952,5.581358
1064.495773,5.415273,5.541009,5.409407,5.552118,5.582945
1064.995773,5.415940,5.542136,5.410649,5.559666,5.584188
1065.495773,5.414348,5.540778,5.408803,5.559080,5.583415
1065.995773,5.415921,5.542318,5.410141,5.559773,5.585189
1066.495773,5.417027,5.544034,5.411512,5.561765,5.586452
1066.995773,5.420692,5.548006,5.414982,5.565420,5.590486
1067.495773,5.425691,5.552570,5.419632,5.570838,5.595790
1067.995773,5.429010,5.556357,5.422813,5.569179,5.599661
1068.495773,5.432448,5.560429,5.426635,5.578771,5.603854
1068.995773,5.435976,5.564625,5.429809,5.577042,5.608422
1069.495773,5.440451,5.569531,5.434429,5.581871,5.613416
1069.995773,5.441815,5.571321,5.435500,5.589697,5.615342
1070.495773,5.443212,5.573224,5.437190,5.591461,5.617570
1070.995773,5.445705,5.575789,5.439618,5.594517,5.620129
1071.495773,5.447852,5.578624,5.441797,5.597637,5.622782
1071.995773,5.449822,5.580521,5.444001,5.599461,5.624714
1072.495773,5.451487,5.583708,5.445892,5.601965,5.627919
1072.995773,5.453350,5.585194,5.447114,5.598154,5.629251
1073.495773,5.454985,5.587730,5.449200,5.599639,5.631323
1073.995773,5.456275,5.588749,5.450800,5.607559,5.633049
1074.495773,5.458861,5.592302,5.453421,5.605080,5.636847
1074.995773,5.459735,5.592585,5.454370,5.612208,5.637904
1075.495773,5.460209,5.593731,5.454685,5.612491,5.637107
1075.995773,5.462010,5.595602,5.456249,5.614376,5.639088
1076.495773,5.462685,5.596267,5.457091,5.615141,5.639897
1076.995773,5.463705,5.597160,5.458288,5.615307,5.640913
1077.495773,5.463094,5.596722,5.457413,5.614996,5.640697
1077.995773,5.463033,5.597287,5.457657,5.614877,5.640840
1078.495773,5.463788,5.597906,5.458381,5.616767,5.641600
1078.995773,5.463683,5.597742,5.457948,5.616676,5.642007
1079.495773,5.464782,5.598659,5.458895,5.617903,5.643512
1079.995773,5.466708,5.600855,5.460629,5.620105,5.645074
1080.495773,5.467596,5.602244,5.462179,5.621314,5.647016
1080.995773,5.469240,5.603556,5.463146,5.622826,5.648003
1081.495773,5.471494,5.605861,5.465475,5.624578,5.650439
1081.995773,5.474022,5.608913,5.468412,5.627321,5.653048
1082.495773,5.500768,5.634529,5.494452,5.652856,5.677860
1082.995773,5.504399,5.638570,5.498179,5.656514,5.681407
1083.495773,5.505576,5.639928,5.499653,5.658892,5.683591
1083.995773,5.508064,5.642928,5.502498,5.660667,5.686397
1084.495773,5.512932,5.647651,5.507170,5.666398,5.691204
1084.995773,5.516991,5.651815,5.510754,5.670314,5.695443
1085.495773,5.519795,5.654898,5.514111,5.673447,5.698855
1085.995773,5.524083,5.658821,5.517787,5.678104,5.703111
1086.495773,5.524854,5.660310,5.518635,5.672271,5.704370
1086.995773,5.524488,5.659783,5.518155,5.672748,5.704901
1087.495773,5.526148,5.661863,5.519707,5.680776,5.706232
1087.995773,5.528593,5.664069,5.522641,5.676886,5.709538
1088.495773,5.528723,5.664891,5.523281,5.683068,5.710603
1088.995773,5.529537,5.666334,5.523705,5.684545,5.711510
1089.495773,5.530763,5.667364,5.525059,5.686049,5.712724
1089.995773,5.530488,5.667352,5.525195,5.680393,5.712573
1090.495773,5.531197,5.667792,5.524860,5.686012,5.712934
1090.995773,5.531202,5.667514,5.524838,5.686442,5.712982
1091.495773,5.531993,5.669186,5.526070,5.687361,5.714401
1091.995773,5.533970,5.670887,5.528097,5.683696,5.716446
1092.495773,5.536024,5.673457,5.530106,5.692333,5.718599
1092.995773,5.538021,5.676024,5.532223,5.688646,5.720572
1093.495773,5.538766,5.676892,5.533080,5.695709,5.721884
1093.995773,5.540172,5.678807,5.534361,5.697830,5.723778
1094.495773,5.542189,5.681126,5.536158,5.693666,5.726400
1094.995773,5.542580,5.681994,5.536446,5.700658,5.727045
1095.495773,5.544154,5.684300,5.538567,5.703280,5.729491
1095.995773,5.547575,5.687579,5.542069,5.707314,5.734057
1096.495773,5.549958,5.690956,5.544472,5.710174,5.737070
1096.995773,5.555957,5.698138,5.550678,5.717644,5.744160
1097.495773,5.561616,5.705226,5.556470,5.718681,5.751438
1097.995773,5.566378,5.710619,5.561312,5.724018,5.757791
1098.495773,5.571998,5.717102,5.566359,5.736291,5.764033
1098.995773,5.575166,5.721508,5.570141,5.735178,5.768691
1099.495773,5.579303,5.726361,5.574401,5.747008,5.773144
1099.995773,5.583042,5.730819,5.577842,5.744613,5.777215
1100.495773,5.585976,5.735134,5.581326,5.755289,5.781622
1100.995773,5.590128,5.739124,5.584599,5.759098,5.785951
1101.495773,5.591575,5.741947,5.586900,5.762268,5.788228
1101.995773,5.591756,5.742814,5.587144,5.762458,5.789715
1102.495773,5.592066,5.743039,5.586977,5.763227,5.789739
1102.995773,5.593315,5.745353,5.588860,5.764944,5.791887
1103.495773,5.594629,5.746745,5.589504,5.766660,5.793410
1103.995773,5.596468,5.748893,5.591612,5.768567,5.796343
1104.495773,5.599809,5.752708,5.595123,5.772684,5.800251
1104.995773,5.600490,5.753795,5.595465,5.768192,5.801186
1105.495773,5.602517,5.755974,5.597682,5.776006,5.803305
1105.995773,5.604706,5.758601,5.600135,5.778751,5.806152
1106.495773,5.606273,5.760105,5.601950,5.780089,5.807925
1106.995773,5.609262,5.764320,5.604913,5.777733,5.811287
1107.495773,5.610236,5.765229,5.605617,5.785452,5.812796
1107.995773,5.610823,5.766433,5.606175,5.786800,5.813841
1108.495773,5.609874,5.765128,5.605501,5.779139,5.813328
1108.995773,5.609561,5.764864,5.605064,5.785542,5.812246
1109.495773,5.608757,5.764350,5.604280,5.784676,5.811919
1109.995773,5.608650,5.764816,5.604216,5.785138,5.812193
1110.495773,5.609412,5.765310,5.604936,5.778596,5.813033
1110.995773,5.610147,5.766672,5.605786,5.780361,5.814047
1111.495773,5.611189,5.767462,5.606712,5.788557,5.815657
1111.995773,5.613302,5.769905,5.608725,5.790645,5.817375
1112.495773,5.618479,5.775149,5.614138,5.795631,5.822299
1112.995773,5.621644,5.778888,5.617191,5.798789,5.826269
1113.495773,5.623547,5.781270,5.618973,5.801515,5.828751
1113.995773,5.625074,5.782726,5.620370,5.802877,5.830129
1114.495773,5.625032,5.783258,5.620194,5.803625,5.830886
1114.995773,5.649813,5.806757,5.645667,5.826716,5.853496
1115.495773,5.650241,5.806605,5.646048,5.826267,5.853367
1115.995773,5.652422,5.809215,5.648374,5.829272,5.855673
1116.495773,5.655484,5.812272,5.651148,5.831827,5.858641
1116.995773,5.659326,5.816392,5.654652,5.829901,5.862310
1117.495773,5.661469,5.818691,5.657093,5.832336,5.865138
1117.995773,5.660442,5.817981,5.656475,5.830907,5.864183
1118.495773,5.659190,5.816401,5.654474,5.836004,5.863108
1118.995773,5.656069,5.813566,5.652178,5.833464,5.860134
1119.495773,5.655965,5.812452,5.651702,5.832925,5.859548
1119.995773,5.657920,5.814696,5.653487,5.828359,5.861649
1120.495773,5.658649,5.815771,5.654585,5.829495,5.862903
1120.995773,5.659356,5.816571,5.654761,5.830214,5.862616
1121.495773,5.659989,5.817243,5.655371,5.830143,5.863538
1121.995773,5.659681,5.817434,5.655810,5.837269,5.864153
1122.495773,5.660574,5.817936,5.655987,5.837694,5.864782
1122.995773,5.661188,5.818724,5.656659,5.838326,5.865653
1123.495773,5.664251,5.821765,5.659984,5.842086,5.869125
1123.995773,5.667949,5.825741,5.663349,5.845364,5.872802
1124.495773,5.670809,5.829347,5.666169,5.849011,5.875743
1124.995773,5.675196,5.833260,5.670371,5.853881,5.880393
1125.495773,5.678078,5.836671,5.673101,5.856266,5.883654
1125.995773,5.682916,5.842211,5.678464,5.862289,5.889912
1126.495773,5.686854,5.846735,5.682399,5.866702,5.895354
1126.995773,5.691154,5.852430,5.687314,5.873029,5.900807
1127.495773,5.694146,5.855707,5.690066,5.876740,5.904579
1127.995773,5.697248,5.860001,5.693607,5.880854,5.908896
1128.495773,5.701301,5.865756,5.698072,5.886510,5.914426
1128.995773,5.703634,5.869318,5.700557,5.889886,5.918305
1129.495773,5.704769,5.871491,5.701705,5.892300,5.920450
1129.995773,5.706513,5.874331,5.703671,5.894321,5.922808
1130.495773,5.708759,5.877632,5.706169,5.898562,5.926250
1130.995773,5.711011,5.880752,5.708160,5.901287,5.929243
1131.495773,5.715770,5.885539,5.712898,5.906562,5.934986
1131.995773,5.717925,5.889074,5.715344,5.903698,5.938560
1132.495773,5.718701,5.890685,5.716326,5.904806,5.940075
1132.995773,5.721247,5.893895,5.718864,5.908364,5.944303
1133.495773,5.721307,5.895006,5.719776,5.915418,5.945370
1133.995773,5.720044,5.894384,5.718258,5.915101,5.944274
1134.495773,5.718402,5.893424,5.716807,5.913786,5.943255
1134.995773,5.718266,5.893596,5.716900,5.914752,5.943729
1135.495773,5.719122,5.895031,5.717971,5.916264,5.945277
1135.995773,5.719888,5.896486,5.718659,5.917411,5.946452
1136.495773,5.723829,5.900850,5.722720,5.921299,5.950686
1136.995773,5.727022,5.903950,5.725809,5.918363,5.953930
1137.495773,5.728239,5.905581,5.726950,5.926873,5.955342
1137.995773,5.729788,5.908305,5.728786,5.922564,5.958299
1138.495773,5.730578,5.909837,5.729977,5.930896,5.959894
1138.995773,5.730798,5.910826,5.730525,5.925701,5.960859
1139.495773,5.731459,5.912217,5.731015,5.933290,5.962411
1139.995773,5.732215,5.913368,5.732100,5.934985,5.963430
1140.495773,5.733096,5.915040,5.733259,5.936256,5.965440
1140.995773,5.734235,5.916597,5.734327,5.937996,5.966623
1141.495773,5.735246,5.917911,5.735454,5.932855,5.967698
1141.995773,5.735386,5.919026,5.736009,5.939670,5.968279
1142.495773,5.734534,5.918291,5.734977,5.939447,5.968391
1142.995773,5.734399,5.918547,5.735176,5.933627,5.968250
1143.495773,5.734849,5.919126,5.735608,5.939684,5.969281
1143.995773,5.735812,5.920151,5.736539,5.941645,5.969414
1144.495773,5.737045,5.921711,5.737919,5.942404,5.971448
1144.995773,5.736927,5.922351,5.738275,5.943161,5.972175
1145.495773,5.738258,5.923995,5.738958,5.943686,5.972973
1145.995773,5.738405,5.924081,5.738809,5.944862,5.974322
1146.495773,5.739884,5.926022,5.741049,5.946418,5.976008
1146.995773,5.740030,5.926787,5.741333,5.947490,5.976704
1147.495773,5.740552,5.927999,5.742295,5.948986,5.978396
1147.995773,5.743403,5.930878,5.744678,5.951770,5.981454
1148.495773,5.745542,5.934246,5.747488,5.955129,5.985043
1148.995773,5.748373,5.937778,5.750347,5.958227,5.988596
1149.495773,5.775631,5.964790,5.777562,5.985496,6.013765
1149.995773,5.779752,5.968917,5.781609,5.989451,6.018665
1150.495773,5.783928,5.973437,5.786014,5.988493,6.023182
1150.995773,5.786617,5.976765,5.789309,5.992087,6.027390
1151.495773,5.790464,5.980999,5.793411,6.001718,6.031668
1151.995773,5.797919,5.988814,5.800650,6.009456,6.039625
1152.495773,5.803354,5.995436,5.805857,6.009961,6.046302
1152.995773,5.807563,6.000416,5.810164,6.015657,6.051179
1153.495773,5.806938,6.001152,5.810176,6.015672,6.052174
1153.995773,5.807236,6.002845,5.811134,6.017772,6.053483
1154.495773,5.805883,6.002298,5.810543,6.017786,6.053474
1154.995773,5.804934,6.003054,5.809819,6.024319,6.054466
1155.495773,5.806125,6.005627,5.811358,6.020742,6.056090
1155.995773,5.807577,6.009005,5.813849,6.023853,6.060286
1156.495773,5.808516,6.011554,5.816188,6.027028,6.062767
1156.995773,5.808980,6.014147,5.817987,6.029524,6.065741
1157.495773,5.809895,6.016903,5.819627,6.037519,6.067818
1157.995773,5.809312,6.018438,5.819891,6.039404,6.069373
1158.495773,2.479243,7.798978,2.616892,7.793746,7.804266
1158.995773,2.464027,7.825394,2.604038,7.826380,7.832392
1159.495773,2.462041,7.825192,2.601378,7.826620,7.833038
1159.995773,2.456902,7.823076,2.595810,7.824355,7.829670
1160.495773,2.424567,7.819533,2.564174,7.821827,7.826868
1160.995773,2.411508,7.822598,2.550878,7.823472,7.828343
