?? [s],A.dY [mm],B.dY [mm],C.dY [mm],D.dY [mm],E.dY [mm]
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,-0.000148,-0.000214,-0.000388,-0.000926,-0.000736
20.000000,0.002715,0.002883,0.002775,0.002532,0.002866
30.000000,0.086785,0.087479,0.087439,0.086975,0.087836
40.000000,0.262469,0.264344,0.267576,0.264108,0.264709
50.000000,0.382599,0.385389,0.389875,0.385421,0.385577
60.000000,0.434461,0.438297,0.443439,0.438071,0.438237
70.000000,0.459519,0.462889,0.467780,0.462531,0.462382
80.000000,0.472765,0.476506,0.482123,0.476335,0.476627
90.000000,0.505801,0.509827,0.515339,0.509422,0.509661
100.000000,0.600965,0.604613,0.610648,0.604331,0.604242
110.000000,0.645796,0.649027,0.655348,0.648902,0.649021
120.000000,0.673149,0.676267,0.682854,0.676230,0.676194
130.000000,0.717607,0.720376,0.727301,0.720590,0.720353
140.000000,0.819242,0.821108,0.827943,0.821379,0.821372
150.000000,0.862061,0.864377,0.870969,0.864208,0.864079
160.000000,0.908222,0.909860,0.917026,0.910465,0.910911
170.000000,0.982203,0.984474,0.991100,0.983782,0.983950
180.000000,1.030550,1.032375,1.039161,1.032404,1.032497
190.000000,1.086685,1.088580,1.095644,1.088118,1.088546
200.000000,1.123019,1.124341,1.131428,1.124080,1.124425
210.000000,1.217979,1.218381,1.225266,1.218615,1.218713
220.000000,1.275789,1.275940,1.282176,1.275759,1.275999
230.000000,1.322559,1.321842,1.328008,1.321651,1.321638
240.000000,1.413584,1.412288,1.418743,1.412018,1.411944
250.000000,1.487719,1.486636,1.492753,1.486644,1.486318
260.000000,1.576742,1.575464,1.581878,1.575811,1.575683
270.000000,1.659631,1.658337,1.664701,1.658551,1.658499
280.000000,1.744765,1.743524,1.749553,1.743436,1.743644
290.000000,1.809355,1.808077,1.814359,1.808329,1.808338
300.000000,1.921426,1.920239,1.926236,1.920486,1.920473
310.000000,1.970249,1.969143,1.974893,1.969356,1.968997
320.000000,2.100841,2.099544,2.105677,2.100095,2.100448
