?? [s],A.dY [mm],B.dY [mm],C.dY [mm],D.dY [mm],E.dY [mm]
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,0.032312,0.034219,0.037043,0.032077,0.034494
20.000000,0.134153,0.137698,0.140735,0.136754,0.137316
30.000000,0.184135,0.188702,0.190174,0.184848,0.187858
40.000000,0.207524,0.211953,0.218186,0.211203,0.213801
50.000000,0.300816,0.305448,0.310627,0.306792,0.305842
60.000000,0.343877,0.348495,0.354719,0.349920,0.349065
70.000000,0.405552,0.411081,0.418105,0.410312,0.411748
80.000000,0.441966,0.447530,0.453258,0.448699,0.447605
90.000000,0.533985,0.538599,0.544432,0.537365,0.538852
100.000000,0.586485,0.592308,0.598541,0.593841,0.593754
110.000000,0.623491,0.628339,0.632847,0.628841,0.628364
120.000000,0.718108,0.722533,0.729659,0.722200,0.723240
130.000000,0.765437,0.770137,0.776738,0.770590,0.770012
140.000000,0.785886,0.791717,0.797994,0.789745,0.791220
150.000000,0.913936,0.918876,0.925659,0.918882,0.918400
160.000000,0.966248,0.970629,0.977294,0.970102,0.970400
170.000000,0.976501,0.980809,0.986372,0.979277,0.980632
180.000000,1.070884,1.074163,1.080124,1.074950,1.074044
190.000000,1.124170,1.127453,1.131355,1.128359,1.126935
200.000000,1.159333,1.162323,1.167135,1.164649,1.164081
210.000000,1.215254,1.219083,1.223146,1.218356,1.217870
220.000000,1.297333,1.298993,1.305844,1.299814,1.299657
230.000000,1.365258,1.367192,1.369701,1.367906,1.367994
240.000000,1.498655,1.500524,1.505434,1.500996,1.501018
250.000000,1.574100,1.575661,1.580343,1.575843,1.574605
260.000000,1.587152,1.588999,1.593663,1.589462,1.588744
270.000000,1.741536,1.743974,1.746198,1.742731,1.744424
280.000000,1.835024,1.837935,1.840702,1.837544,1.836387
290.000000,1.881659,1.883606,1.887459,1.882742,1.883593
300.000000,1.945268,1.947399,1.950071,1.945070,1.948161
310.000000,2.083239,2.085575,2.087978,2.083460,2.085941
320.000000,2.143413,2.145176,2.148923,2.144246,2.145396
330.000000,2.183260,2.185008,2.187724,2.185424,2.185227
340.000000,2.269976,2.272171,2.274619,2.271888,2.272238
350.000000,2.313797,2.316813,2.319366,2.317264,2.316657
360.000000,2.339834,2.341880,2.345606,2.343804,2.341670
370.000000,2.432803,2.434541,2.436250,2.434101,2.434863
380.000000,2.479148,2.480636,2.483043,2.479837,2.481576
390.000000,2.503934,2.506352,2.507381,2.505985,2.507022
400.000000,2.569929,2.571959,2.572848,2.572010,2.573354
410.000000,2.613028,2.615553,2.617464,2.615978,2.616306
420.000000,2.681913,2.684352,2.687948,2.685152,2.685014
430.000000,2.717442,2.720210,2.721772,2.720522,2.721626
440.000000,2.781389,2.784481,2.785989,2.786187,2.785837
450.000000,2.821404,2.824325,2.826550,2.827399,2.826213
460.000000,2.877853,2.881196,2.881903,2.882940,2.882111
470.000000,2.916720,2.919820,2.921188,2.921755,2.920521
480.000000,2.977851,2.982649,2.980770,2.984272,2.984296
490.000000,3.025957,3.031122,3.028238,3.031985,3.032611
500.000000,3.068000,3.073084,3.071460,3.075138,3.075768
510.000000,3.143415,3.147798,3.146009,3.149976,3.150134
520.000000,3.152134,3.156172,3.156063,3.158631,3.157813
530.000000,3.230915,3.237097,3.234809,3.238947,3.240647
540.000000,3.293725,3.300153,3.296921,3.303374,3.303127
550.000000,3.323429,3.331108,3.327669,3.330663,3.334491
560.000000,3.368630,3.377140,3.372751,3.378070,3.381106
570.000000,3.414206,3.422643,3.418013,3.423602,3.426893
580.000000,3.477126,3.486842,3.480073,3.488395,3.490301
590.000000,3.541410,3.551952,3.543959,3.554804,3.556874
600.000000,3.553369,3.562975,3.557064,3.564469,3.568089
610.000000,3.608000,3.620358,3.610975,3.623651,3.625917
620.000000,3.678479,3.691780,3.681056,3.695094,3.697143
630.000000,3.686607,3.699603,3.689434,3.702231,3.705492
640.000000,3.757584,3.772420,3.759276,3.777882,3.779257
650.000000,3.811356,3.828764,3.813346,3.833056,3.835972
660.000000,3.847704,3.865214,3.851647,3.870612,3.873052
670.000000,3.878922,3.896699,3.881248,3.901149,3.905533
680.000000,3.914603,3.935189,3.919021,3.937347,3.943330
690.000000,3.964762,3.986204,3.968118,3.989684,3.995211
700.000000,4.024504,4.046492,4.027609,4.051875,4.056428
710.000000,4.086787,4.111503,4.089879,4.116628,4.121912
720.000000,4.114086,4.139013,4.117713,4.141800,4.150467
730.000000,4.131758,4.157302,4.134585,4.163437,4.169081
740.000000,4.210793,4.240015,4.215511,4.246749,4.253038
750.000000,4.258331,4.288990,4.262699,4.295925,4.301577
760.000000,4.277275,4.308925,4.279894,4.313299,4.322577
