?? [s],A.dY [mm],B.dY [mm],C.dY [mm],D.dY [mm],E.dY [mm]
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,0.082683,0.083251,0.082175,0.082845,0.083128
20.000000,0.201976,0.203673,0.202753,0.203268,0.203765
30.000000,0.250937,0.252977,0.252952,0.252252,0.252271
40.000000,0.288888,0.290493,0.291161,0.290673,0.290079
50.000000,0.382902,0.385894,0.386796,0.385718,0.385217
60.000000,0.451856,0.455238,0.456384,0.454484,0.454688
70.000000,0.505978,0.508979,0.510946,0.508750,0.508894
80.000000,0.565612,0.567982,0.569899,0.568424,0.567777
90.000000,0.655786,0.658307,0.660284,0.658247,0.658632
100.000000,0.686504,0.689850,0.692267,0.689702,0.689781
110.000000,0.765209,0.769790,0.770762,0.768538,0.768701
120.000000,0.854241,0.858735,0.860170,0.857808,0.857400
130.000000,0.895308,0.899655,0.900851,0.899225,0.899045
140.000000,0.917520,0.921541,0.923053,0.921218,0.922032
150.000000,1.043133,1.047832,1.047896,1.046553,1.046964
160.000000,1.099208,1.103542,1.103406,1.102432,1.103115
170.000000,1.119253,1.122842,1.122488,1.122300,1.122356
180.000000,1.188959,1.193545,1.191664,1.192678,1.193354
190.000000,1.251346,1.253675,1.251971,1.253833,1.253964
200.000000,1.276280,1.280222,1.277798,1.279152,1.279133
210.000000,1.417342,1.419231,1.414596,1.418785,1.419322
220.000000,1.502953,1.504087,1.497991,1.503812,1.503225
230.000000,1.542706,1.543417,1.538624,1.543337,1.543058
240.000000,1.626230,1.627483,1.621847,1.626635,1.626935
250.000000,1.703786,1.705573,1.699197,1.704470,1.704458
260.000000,1.779939,1.780713,1.775406,1.780557,1.780160
270.000000,1.872134,1.872426,1.866737,1.872322,1.872074
280.000000,1.939129,1.940698,1.934252,1.939691,1.939844
290.000000,2.044558,2.045946,2.040050,2.045274,2.045210
300.000000,2.103695,2.105363,2.099842,2.105258,2.104930
310.000000,2.176832,2.179421,2.174701,2.178711,2.179203
320.000000,2.230163,2.232917,2.227970,2.231662,2.232186
330.000000,2.295330,2.297229,2.291171,2.296939,2.296423
340.000000,2.326661,2.328876,2.323118,2.328377,2.328975
350.000000,2.389233,2.391506,2.384806,2.391131,2.391018
360.000000,2.425483,2.427763,2.419935,2.427160,2.428018
370.000000,2.441658,2.444280,2.435790,2.443472,2.443861
380.000000,2.485030,2.487525,2.478343,2.486837,2.486880
390.000000,2.556115,2.559155,2.548627,2.558576,2.558928
400.000000,2.581826,2.584218,2.573538,2.583413,2.583463
410.000000,2.641086,2.644217,2.633174,2.643587,2.644605
420.000000,2.702645,2.706101,2.694493,2.705331,2.706168
430.000000,2.730261,2.734321,2.722164,2.733291,2.733901
440.000000,2.782372,2.787330,2.773778,2.786068,2.787309
450.000000,2.857188,2.861427,2.847055,2.860987,2.860936
460.000000,2.889566,2.893718,2.878809,2.894226,2.895557
470.000000,2.920928,2.925756,2.910801,2.925618,2.926658
480.000000,2.981965,2.987578,2.971404,2.987511,2.987922
490.000000,3.028522,3.033754,3.017453,3.033747,3.034675
500.000000,3.072399,3.078133,3.060893,3.078558,3.080321
510.000000,3.128031,3.134890,3.116149,3.134653,3.136232
520.000000,3.180591,3.187581,3.167584,3.187014,3.188364
530.000000,3.238533,3.246862,3.226197,3.245944,3.247496
540.000000,3.287170,3.296212,3.273991,3.295552,3.298131
550.000000,3.318429,3.327450,3.304008,3.326704,3.328868
560.000000,3.363669,3.373813,3.349252,3.373136,3.375097
570.000000,3.421459,3.432220,3.406999,3.431099,3.433663
580.000000,3.466424,3.477818,3.451179,3.476783,3.479566
590.000000,3.507279,3.518678,3.491421,3.518272,3.520966
600.000000,3.564053,3.576581,3.548569,3.576126,3.579276
610.000000,3.614513,3.627663,3.598671,3.627526,3.630899
620.000000,3.645335,3.659796,3.627966,3.659092,3.662699
630.000000,3.707683,3.722521,3.690637,3.722739,3.727037
640.000000,3.735729,3.752238,3.717982,3.751314,3.755419
650.000000,3.813650,3.832962,3.796302,3.832268,3.836222
660.000000,3.852133,3.872449,3.834963,3.871779,3.876253
670.000000,3.882646,3.902354,3.864656,3.901762,3.906685
680.000000,3.936896,3.958195,3.918893,3.958293,3.963821
690.000000,3.975313,3.997363,3.956194,3.997455,4.003132
700.000000,4.028021,4.052915,4.009948,4.052410,4.058476
710.000000,4.057452,4.083404,4.038124,4.082972,4.089349
720.000000,4.099562,4.126714,4.079659,4.126800,4.133176
730.000000,4.153366,4.180912,4.132051,4.180970,4.188705
740.000000,4.194915,4.224022,4.174146,4.223961,4.231049
750.528216,4.274037,4.307432,4.252097,4.307613,4.315323
755.528216,4.306178,4.340566,4.283819,4.340267,4.348301
760.528216,4.317312,4.353363,4.294939,4.352250,4.360786
765.528216,4.329455,4.364965,4.307221,4.364892,4.373184
770.528216,4.334897,4.370204,4.312717,4.370227,4.378969
775.528216,4.336159,4.372532,4.313930,4.372419,4.381491
780.528216,4.374186,4.410546,4.351312,4.409796,4.419235
785.528216,4.435071,4.474140,4.411761,4.473404,4.482496
790.528216,4.457793,4.499555,4.434282,4.498604,4.508386
795.528216,4.468746,4.510442,4.445129,4.510717,4.520776
800.528216,4.473708,4.517095,4.450348,4.515169,4.525397
805.528216,4.472268,4.514286,4.448224,4.513969,4.523955
810.528216,4.504688,4.546819,4.480199,4.546918,4.557620
815.528216,4.565583,4.611003,4.540813,4.610805,4.621028
820.528216,4.590602,4.638875,4.565540,4.637635,4.648196
825.528216,4.605845,4.654982,4.580334,4.654804,4.666397
830.528216,4.609761,4.660238,4.584859,4.659119,4.670013
835.528216,4.643689,4.693190,4.618169,4.693354,4.704895
840.528216,4.647214,4.697248,4.621823,4.696972,4.708391
845.528216,4.658155,4.710075,4.632614,4.709061,4.720414
850.528216,4.717991,4.772753,4.691597,4.771947,4.783529
855.528216,4.744945,4.802601,4.717490,4.802230,4.814532
860.528216,4.757271,4.816219,4.729530,4.815347,4.828058
865.528216,4.763034,4.822196,4.734906,4.821256,4.834226
870.528216,4.798898,4.858761,4.771137,4.858002,4.870144
875.528216,4.806696,4.866224,4.778658,4.865832,4.878381
880.528216,4.809182,4.869298,4.781161,4.868775,4.881679
885.528216,4.841382,4.905505,4.812284,4.905476,4.918071
890.528216,4.890896,4.957216,4.860071,4.956688,4.970495
895.528216,4.901488,4.969448,4.869915,4.968259,4.982466
900.528216,4.913698,4.983549,4.880997,4.982415,4.996343
905.528216,4.924253,4.995640,4.890382,4.994591,5.008445
910.528216,4.929166,5.001505,4.894615,4.999996,5.013400
912.546189,4.956340,5.028144,4.918500,5.027283,5.041449
913.046189,4.964253,5.035973,4.926139,5.035159,5.049149
913.546189,4.967481,5.039671,4.929111,5.038579,5.052280
914.046189,4.970950,5.043413,4.932222,5.042949,5.056974
914.546189,4.975448,5.048319,4.936947,5.047761,5.061251
915.046189,4.981778,5.053904,4.938818,5.053852,5.068250
915.546189,4.988685,5.062285,4.942990,5.061658,5.076176
916.046189,4.994746,5.068388,4.947116,5.068318,5.082684
916.546189,5.000260,5.074806,4.951090,5.074979,5.089785
917.046189,5.004499,5.079782,4.954922,5.080011,5.094263
917.546189,5.007109,5.082901,4.957212,5.082899,5.097225
918.046189,5.008965,5.084982,4.958224,5.085088,5.099889
918.546189,5.009872,5.085999,4.958577,5.086975,5.101998
919.046189,5.013498,5.090016,4.961953,5.090072,5.104849
919.546189,5.016518,5.093170,4.964450,5.093180,5.108374
920.046189,5.020435,5.097309,4.968118,5.097534,5.112333
920.546189,5.023239,5.100580,4.970188,5.100755,5.116140
921.046189,5.024138,5.101632,4.970573,5.101886,5.117233
921.546189,5.023183,5.101034,4.969265,5.101493,5.116587
922.046189,5.024092,5.102540,4.969835,5.102532,5.117731
922.546189,5.023738,5.102228,4.968992,5.102524,5.117675
923.046189,5.027713,5.106354,4.972293,5.106415,5.121680
923.546189,5.032366,5.111361,4.976448,5.111815,5.126911
924.046189,5.033039,5.112356,4.976851,5.113081,5.128607
924.546189,5.035706,5.115162,4.979121,5.115937,5.131139
925.046189,5.035976,5.115659,4.977027,5.117034,5.132419
925.546189,5.038963,5.119199,4.978740,5.120125,5.135625
926.046189,5.051748,5.132241,4.978547,5.134884,5.149885
926.546189,5.054605,5.136051,4.979499,5.138587,5.153588
927.046189,5.057104,5.139694,4.980352,5.141720,5.156623
927.546189,5.058369,5.142081,4.981665,5.144247,5.158889
928.046189,5.063005,5.147531,4.986078,5.149609,5.163158
928.546189,5.062371,5.146558,4.983796,5.148442,5.164153
929.046189,5.061778,5.146275,4.983333,5.148716,5.164063
929.546189,5.063512,5.148208,4.984036,5.150729,5.166158
930.046189,5.067918,5.153013,4.988588,5.155565,5.170322
930.546189,5.068133,5.154163,4.988875,5.156664,5.172127
931.046189,5.067455,5.154183,4.987640,5.156580,5.172046
931.546189,5.068845,5.155857,4.988568,5.158554,5.173846
932.046189,5.068431,5.156115,4.988396,5.159647,5.174943
932.546189,5.070885,5.158393,4.989283,5.160903,5.176727
933.046189,5.073837,5.161610,4.991451,5.164619,5.179570
933.546189,5.077762,5.165875,4.994638,5.169567,5.185064
934.046189,5.079619,5.167927,4.995417,5.172035,5.187654
934.546189,5.080434,5.168506,4.995141,5.172261,5.188110
935.046189,5.081090,5.170813,4.995547,5.173556,5.188835
935.546189,5.081130,5.170998,4.995171,5.173874,5.189448
936.046189,5.081378,5.171701,4.995307,5.174975,5.190642
936.546189,5.084748,5.175534,4.998190,5.178469,5.195016
937.046189,5.084036,5.174683,4.996932,5.177914,5.194336
937.546189,5.083251,5.173913,4.996337,5.177383,5.193500
938.046189,5.083091,5.174379,4.996367,5.177982,5.194221
938.546189,5.081242,5.173128,4.994447,5.176545,5.192606
939.046189,5.084246,5.175721,4.996606,5.178906,5.194962
939.546189,5.085781,5.178542,4.998100,5.180842,5.197243
940.046189,5.089739,5.182396,5.000830,5.185229,5.201060
940.546189,5.094201,5.187795,5.004434,5.191067,5.206586
941.046189,5.099132,5.194437,5.007053,5.197583,5.212578
941.546189,5.104078,5.201070,5.009613,5.204550,5.220604
942.046189,5.111360,5.213405,5.005889,5.218375,5.235531
942.546189,5.118183,5.228272,5.002495,5.234541,5.251575
943.046189,5.123587,5.237831,5.007473,5.243241,5.260346
943.546189,5.124188,5.259648,5.022868,5.267850,5.286740
944.046189,5.087099,5.309064,5.048326,5.320776,5.340752
944.546189,5.083430,5.305115,5.044992,5.316734,5.336420
945.046189,5.068047,5.289037,5.029391,5.300158,5.319157
945.546189,5.049285,5.268123,5.011320,5.279473,5.298175
946.046189,5.034703,5.252266,4.997688,5.264138,5.282075
946.546189,5.027013,5.244178,4.989581,5.254948,5.272457
947.046189,5.022421,5.238604,4.985513,5.249034,5.266704
