?? [s],A.dY [mm],B.dY [mm],C.dY [mm],D.dY [mm],E.dY [mm]
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,0.011526,0.012104,0.011539,0.012352,0.011967
20.000000,0.156015,0.158308,0.156213,0.159012,0.159054
30.000000,0.244239,0.248660,0.248152,0.249485,0.249426
40.000000,0.292023,0.296444,0.295560,0.297106,0.297039
50.000000,0.309264,0.313779,0.313173,0.314487,0.314546
60.000000,0.358830,0.363552,0.362591,0.364640,0.365092
70.000000,0.431589,0.436811,0.435432,0.437482,0.437684
80.000000,0.459939,0.465324,0.464021,0.466176,0.467041
90.000000,0.516146,0.521980,0.519662,0.522968,0.524000
100.000000,0.544527,0.550625,0.547981,0.551729,0.552152
110.000000,0.614408,0.621048,0.617861,0.622447,0.623061
120.000000,0.664419,0.671709,0.667895,0.673223,0.673667
130.000000,0.671023,0.677709,0.673644,0.678866,0.678992
140.000000,0.732239,0.740087,0.734748,0.741180,0.742654
150.000000,0.788050,0.796182,0.790578,0.797663,0.799242
160.000000,0.819947,0.828423,0.822236,0.829650,0.831416
170.000000,0.883711,0.892494,0.885147,0.893866,0.896130
180.000000,0.953509,0.962148,0.954156,0.963271,0.965140
190.000000,1.006845,1.015210,1.007205,1.016545,1.018123
200.000000,1.163900,1.171958,1.163569,1.173576,1.175495
210.000000,1.216637,1.224915,1.216570,1.226340,1.228208
220.000000,1.250645,1.258669,1.250100,1.260089,1.261524
230.000000,1.366985,1.375645,1.367123,1.376674,1.378580
240.000000,1.437488,1.445623,1.437360,1.446935,1.449024
250.000000,1.518716,1.527024,1.518626,1.528620,1.530250
260.000000,1.600116,1.608934,1.599747,1.610223,1.612149
270.000000,1.679717,1.687569,1.678905,1.688681,1.690689
280.000000,1.749481,1.758033,1.749570,1.759049,1.760994
290.000000,1.872157,1.880756,1.872507,1.882406,1.884670
300.000000,1.918449,1.927526,1.919839,1.929033,1.931663
310.000000,1.970638,1.979831,1.971302,1.981436,1.983615
320.000000,2.065299,2.074064,2.065971,2.075508,2.077085
330.000000,2.110135,2.119413,2.111055,2.121314,2.123484
340.000000,2.144935,2.155606,2.145515,2.157210,2.159156
350.000000,2.185036,2.196406,2.185584,2.197399,2.200106
360.000000,2.206588,2.217692,2.206219,2.219593,2.222733
370.000000,2.302532,2.315177,2.301826,2.317063,2.320200
380.000000,2.346468,2.359099,2.345479,2.361512,2.365089
390.000000,2.371351,2.385685,2.371273,2.387397,2.390901
400.000000,2.396272,2.410215,2.394635,2.412014,2.415790
410.000000,2.455181,2.471051,2.454317,2.473142,2.476700
420.000000,2.487234,2.503043,2.485911,2.505578,2.510278
430.000000,2.534789,2.551104,2.532950,2.553861,2.558203
440.000000,2.577603,2.594907,2.575482,2.597403,2.602152
450.000000,2.628187,2.646008,2.625457,2.648914,2.653994
460.000000,2.667391,2.686313,2.664498,2.689207,2.694807
470.000000,2.716191,2.736135,2.713509,2.739180,2.744377
480.000000,2.760974,2.781976,2.757804,2.785138,2.791024
490.000000,2.813413,2.834651,2.809955,2.837945,2.843414
500.000000,2.865768,2.889119,2.861532,2.892692,2.898616
510.000000,2.925450,2.950492,2.921325,2.953947,2.959987
520.000000,2.957521,2.982816,2.953197,2.986788,2.993123
530.000000,2.988803,3.015544,2.984690,3.019929,3.027019
540.000000,3.036068,3.063429,3.031475,3.067697,3.074778
550.000000,3.088940,3.117471,3.083638,3.122087,3.129316
560.000000,3.132316,3.162037,3.127086,3.166791,3.174170
570.000000,3.171640,3.202276,3.165774,3.207041,3.215249
580.000000,3.223503,3.255866,3.217638,3.261019,3.269847
590.000000,3.266745,3.299964,3.260532,3.305274,3.314520
600.000000,3.316453,3.351234,3.309959,3.356868,3.366052
610.000000,3.364667,3.400635,3.357776,3.406434,3.416218
620.000000,3.412037,3.449196,3.404916,3.455437,3.465287
630.000000,3.439476,3.477417,3.430924,3.483669,3.494401
640.000000,3.492755,3.532846,3.483837,3.539511,3.550734
650.000000,3.541299,3.582302,3.531693,3.589285,3.600700
660.000000,3.577985,3.619763,3.567864,3.626901,3.638535
670.000000,3.639053,3.683166,3.629084,3.691127,3.702981
680.000000,3.675662,3.720336,3.664893,3.727745,3.740082
690.000000,3.705068,3.751782,3.693967,3.759701,3.772376
700.000000,3.771858,3.820638,3.759710,3.828976,3.842694
710.000000,3.802502,3.851506,3.790520,3.859694,3.873813
720.000000,3.872265,3.923877,3.859174,3.932829,3.946937
730.000000,3.888463,3.941550,3.875000,3.950930,3.966138
740.000000,3.952455,4.007685,3.938503,4.017230,4.033361
750.000000,3.987517,4.043934,3.973585,4.053545,4.069973
760.000000,4.033053,4.092086,4.019260,4.101830,4.118863
770.000000,4.071429,4.131968,4.056828,4.142270,4.159824
780.000000,4.119636,4.181419,4.104901,4.191638,4.209244
790.000000,4.192503,4.257377,4.176921,4.268700,4.287124
800.000000,4.217737,4.284824,4.201792,4.295936,4.315192
810.000000,4.227267,4.295102,4.211522,4.306712,4.325809
820.000000,4.340116,4.412603,4.323461,4.424547,4.445529
830.000000,4.361283,4.435338,4.344219,4.448022,4.468989
840.000000,4.385753,4.459538,4.368707,4.472227,4.493718
850.000000,4.453380,4.530670,4.435580,4.543944,4.565515
860.000000,4.481684,4.561747,4.464165,4.574984,4.598156
870.000000,4.484665,4.564439,4.466593,4.578397,4.601424
880.000000,4.573977,4.659462,4.555607,4.673472,4.698138
890.000000,4.616306,4.703355,4.597765,4.717928,4.742519
900.000000,4.635291,4.725013,4.616739,4.740421,4.765069
910.000000,4.696742,4.789617,4.678266,4.805026,4.830870
920.000000,4.726914,4.823665,4.708026,4.839334,4.865984
930.000000,4.771014,4.868979,4.751598,4.885249,4.911493
939.492004,4.858329,4.964151,4.838849,4.981184,5.009232
944.492004,4.871485,4.979954,4.852231,4.997029,5.025566
949.492004,4.877030,4.986650,4.857574,5.003680,5.031995
954.492004,4.889213,5.000130,4.870211,5.017609,5.045940
959.492004,4.889950,5.001302,4.871386,5.018664,5.047479
964.492004,4.938368,5.051152,4.919193,5.068896,5.097829
969.492004,4.957575,5.073329,4.937928,5.091110,5.120941
974.492004,4.964361,5.082219,4.944966,5.100079,5.129799
979.492004,4.973237,5.092899,4.954619,5.111332,5.141206
984.492004,5.011610,5.132151,4.992106,5.150373,5.180416
989.492004,5.042752,5.169807,5.024817,5.188299,5.219532
994.492004,5.055173,5.186292,5.037851,5.205184,5.236469
999.492004,5.063970,5.197503,5.046871,5.216771,5.248193
1004.492004,5.076518,5.212827,5.060305,5.231600,5.263117
