Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9
2016-11-30 15:02:02, 22.06,   -78,   -90,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 15:02:03, 22.06,   -79,   -88,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 15:02:04, 22.07,   -77,   -88,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 15:02:05, 22.06,   -78,   -88,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 15:02:06, 22.04,   -77,   -88,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 15:02:07, 22.01,    -1,   -88,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 15:02:08, 21.97,     0,     0,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 15:02:09, 21.97,     0,     0,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 15:02:10, 21.97,     0,    -1,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 15:02:11, 21.97,    -3,     0,     0,     0,     0, 0.012, 0.000,     0,     0,     0,     0
2016-11-30 15:02:12, 21.98,    -4,     3,     0,     0,     0, 0.012, 0.000,     0,     0,     0,     0
2016-11-30 15:02:13, 21.96,    -1,     4,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 15:02:14, 21.84,     0,     5,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 15:02:15, 21.83,     0,     7,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 15:02:16, 21.79,    -1,     4,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 15:02:17, 21.74,    -1,     5,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 15:02:18, 21.70,     0,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 15:02:19, 21.70,     0,     5,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
