Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9
2016-11-30 10:52:20, 20.48,   -13,    -1,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:21, 20.47,   -13,    -1,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:22, 20.47,   -11,    -2,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:23, 20.50,   -10,    -2,     0,     0,     0, 0.012, 0.000,     0,     0,     0,     0
2016-11-30 10:52:24, 20.48,   -12,    -3,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:25, 20.50,   -12,    -2,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:26, 20.51,   -11,    -2,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:27, 20.56,   -12,    -2,     0,     0,     0, 0.015, 0.000,     0,     0,     0,     0
2016-11-30 10:52:28, 20.51,   -11,    -1,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:29, 20.56,   -13,    -3,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:30, 20.55,   -13,    -3,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:31, 20.54,   -12,    -3,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:32, 20.55,   -11,    -2,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:33, 20.54,   -11,    -2,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 10:52:34, 20.56,     3,    -1,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:35, 20.58,    -1,    -3,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:36, 20.60,     0,     4,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 10:52:37, 20.56,     0,     4,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:38, 20.57,     1,     5,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:39, 20.61,     0,     5,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:40, 20.60,     1,     4,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:41, 20.61,     0,     4,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:42, 20.59,     1,     4,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 10:52:43, 20.62,     0,     4,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:44, 20.61,     0,     3,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:45, 20.66,    -2,     4,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:46, 20.61,     0,     4,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:47, 20.61,     1,     5,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:48, 20.57,     1,     5,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 10:52:49, 20.60,     2,     4,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 10:52:50, 16.30,    67,    58,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:52:51, 15.65,    72,    81,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:52, 14.95,    86,    95,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:52:53, 14.13,    96,   105,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 10:52:54, 13.83,   104,   106,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 10:52:55, 13.27,   113,   114,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 10:52:56, 13.07,   119,   118,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 10:52:57, 12.59,   124,   125,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 10:52:58, 12.38,   137,   132,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
