Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9
2016-11-30 10:37:36, 19.58,     0,    -8,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:37:37, 19.53,     2,    -6,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:37:38, 19.43,     5,    -5,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:37:39, 19.32,     5,    -4,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 10:37:40, 19.32,     6,    -4,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:37:41, 19.28,     6,    -4,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:37:42, 19.28,    -5,    -4,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 10:37:43, 19.32,    -5,     4,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:37:44, 19.61,    -9,    -1,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 10:37:45, 19.55,    -9,     0,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:37:46, 19.43,    -6,     1,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:37:47, 19.35,     0,     2,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 10:37:48, 19.31,     1,     2,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:37:49, 19.29,     1,     2,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 10:37:50, 19.30,     1,     2,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 10:37:51, 19.27,     3,     2,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 10:37:52, 19.55,    -4,    -3,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
