Ê±¼ä,9_1,7_1,7_2,7_3,7_4,7_5,9_10,9_9,7_6,7_7,7_8,7_9
2016-11-30 13:36:49, 21.96,    -3,     7,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:36:50, 21.94,    -3,     6,     0,     0,     0, 0.012, 0.000,     0,     0,     0,     0
2016-11-30 13:36:51, 21.91,    -5,     6,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:36:52, 21.89,    -4,     6,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:36:53, 21.89,    -5,     6,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:36:54, 21.87,     2,     6,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:36:55, 21.88,    -1,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:36:56, 21.84,    -2,     5,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:36:57, 21.88,     0,     4,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:36:58, 21.86,     1,     4,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:36:59, 21.85,     0,     3,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:00, 21.88,    -1,     5,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:37:01, 21.87,    -1,     4,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:02, 21.90,     1,     4,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:03, 21.90,     0,     5,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:04, 21.86,     0,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:05, 21.86,     1,     5,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:06, 21.85,     0,     6,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:07, 21.87,    -1,     5,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:08, 21.86,    -1,     4,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:09, 21.85,    -1,     4,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:37:10, 21.85,    -1,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:11, 21.85,     1,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:12, 21.81,     1,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:13, 21.81,     0,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:14, 21.82,     2,     5,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:15, 21.83,     2,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:16, 21.85,     0,     5,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:17, 21.83,     1,     5,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:18, 21.81,     2,     5,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:19, 21.88,     1,     5,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:20, 18.55,    77,    84,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:21, 17.65,    91,   108,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:22, 16.50,   115,   158,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:23, 15.12,   135,   189,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:24, 14.44,   150,   209,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:25, 13.78,   156,   221,     0,     0,     0, 0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:37:26, 13.65,   163,   230,     0,     0,     0, 0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:27, 12.88,   173,   238,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:28, 12.11,   187,   263,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:29, 11.24,   203,   283,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:37:30, 10.71,   210,   298,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:31,  9.68,   237,   323,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:32,  9.10,   247,   336,     0,     0,     0, 0.000, 0.000,     0,     0,     0,     0
2016-11-30 13:37:33,  8.37,   266,   359,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:34,  6.95,   302,   389,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 13:37:35,  6.34,   314,   406,     0,     0,     0,-0.004, 0.000,     0,     0,     0,     0
2016-11-30 13:37:36,  5.08,   346,   452,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:37:37,  4.44,   363,   471,     0,     0,     0,-0.008, 0.000,     0,     0,     0,     0
2016-11-30 13:37:38,  3.15,   381,   494,     0,     0,     0,-0.012, 0.000,     0,     0,     0,     0
2016-11-30 13:37:39,  2.40,   396,   510,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:40,  1.44,   419,   536,     0,     0,     0,-0.015, 0.000,     0,     0,     0,     0
2016-11-30 13:37:41,  0.89,   428,   547,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:42,  0.61,   432,   544,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:43,  0.49,   436,   559,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:44,  0.38,   436,   561,     0,     0,     0,-0.031, 0.000,     0,     0,     0,     0
2016-11-30 13:37:45,  0.41,   436,   561,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:46,  0.45,   437,   561,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 13:37:47,  0.43,   437,   561,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:48,  0.40,   437,   563,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:49,  0.43,   434,   562,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:50,  0.44,   435,   561,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:51,  0.46,   436,   561,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:52,  0.47,   435,   561,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:53,  0.45,   435,   561,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 13:37:54,  0.44,   436,   562,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 13:37:55,  0.39,   435,   561,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 13:37:56,  0.44,   435,   561,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 13:37:57,  0.44,   436,   562,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:37:58,  0.49,   434,   561,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 13:37:59,  0.44,   434,   562,     0,     0,     0,-0.019, 0.000,     0,     0,     0,     0
2016-11-30 13:38:00,  0.39,   438,   566,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:38:01, -0.15,   452,   576,     0,     0,     0,-0.023, 0.000,     0,     0,     0,     0
2016-11-30 13:38:02, -1.30,   478,   603,     0,     0,     0,-0.035, 0.000,     0,     0,     0,     0
2016-11-30 13:38:03, -2.69,   504,   635,     0,     0,     0,-0.039, 0.000,     0,     0,     0,     0
2016-11-30 13:38:04, -3.61,   519,   659,     0,     0,     0,-0.035, 0.000,     0,     0,     0,     0
2016-11-30 13:38:05, -5.17,   553,   692,     0,     0,     0,-0.042, 0.000,     0,     0,     0,     0
2016-11-30 13:38:06, -6.38,   593,   735,     0,     0,     0,-0.039, 0.000,     0,     0,     0,     0
2016-11-30 13:38:07, -7.60,   625,   774,     0,     0,     0,-0.050, 0.000,     0,     0,     0,     0
2016-11-30 13:38:08, -9.35,   659,   802,     0,     0,     0,-0.050, 0.000,     0,     0,     0,     0
2016-11-30 13:38:09,-10.02,   681,   834,     0,     0,     0,-0.050, 0.000,     0,     0,     0,     0
2016-11-30 13:38:10,-11.35,   715,   873,     0,     0,     0,-0.077, 0.000,     0,     0,     0,     0
2016-11-30 13:38:11,-11.83,   742,   900,     0,     0,     0,-0.073, 0.000,     0,     0,     0,     0
2016-11-30 13:38:12,-13.87,   776,   938,     0,     0,     0,-0.081, 0.000,     0,     0,     0,     0
2016-11-30 13:38:13,-15.49,   799,   965,     0,     0,     0,-0.096, 0.000,     0,     0,     0,     0
2016-11-30 13:38:14,-16.46,   834,  1002,     0,     0,     0,-0.096, 0.000,     0,     0,     0,     0
2016-11-30 13:38:15,-17.92,   868,  1046,     0,     0,     0,-0.108, 0.000,     0,     0,     0,     0
2016-11-30 13:38:16,-19.66,   897,  1073,     0,     0,     0,-0.112, 0.000,     0,     0,     0,     0
2016-11-30 13:38:17,-21.70,   956,  1132,     0,     0,     0,-0.104, 0.000,     0,     0,     0,     0
2016-11-30 13:38:18,-23.19,   992,  1156,     0,     0,     0,-0.120, 0.000,     0,     0,     0,     0
